
[00:00:00.000 --> 00:00:05.440]  那在這個 我們讀完這個《創世紀》的時候
[00:00:05.440 --> 00:00:10.440]  我想特別錄一個比較特別的一個加油站給大家
[00:00:10.440 --> 00:00:12.440]  今天的加油站比較複雜
[00:00:12.440 --> 00:00:17.060]  我想跟大家討論這個《創世紀》最後一段
[00:00:17.060 --> 00:00:22.820]  所謂最後一段就是從《創世紀》第37章到50章
[00:00:22.820 --> 00:00:25.280]  總共有14章的聖經
[00:00:25.280 --> 00:00:27.740]  我們通常看到這一段就是
[00:00:27.740 --> 00:00:30.040]  會覺得這個是約瑟的故事
[00:00:30.040 --> 00:00:34.120]  因為在37章第二節約瑟第一次出現
[00:00:34.120 --> 00:00:38.760]  約瑟17歲與他哥哥們一同牧羊
[00:00:38.760 --> 00:00:42.160]  就是約瑟他的故事的開始
[00:00:42.160 --> 00:00:45.680]  我們通常會覺得最後的都是講約瑟
[00:00:45.680 --> 00:00:50.440]  但是你有沒有留意37章第二節是怎麼說
[00:00:50.440 --> 00:00:54.800]  他不是說這是約瑟的故事
[00:00:54.800 --> 00:01:00.100]  他是說這是雅各的事蹟
[00:01:00.100 --> 00:01:03.360]  不是約瑟 是雅各的故事
[00:01:03.360 --> 00:01:06.220]  那其實這個原文這邊是一個Toledot
[00:01:06.220 --> 00:01:10.720]  Toledot這個字有不同的翻譯
[00:01:10.720 --> 00:01:13.360]  你可以是他的某某人的故事
[00:01:13.360 --> 00:01:17.440]  某某人的後裔 某某人的事蹟等等
[00:01:17.440 --> 00:01:20.580]  但是重要的是在原文 在希伯來文裡面
[00:01:20.580 --> 00:01:24.640]  Toledot總共在《創世紀》出現過9次
[00:01:24.640 --> 00:01:26.860]  然後每一次就好像把它分段
[00:01:26.860 --> 00:01:33.040]  整本《創世紀》的架構就是用Toledot來建成的
[00:01:33.040 --> 00:01:36.540]  然後這一次是整本《創世紀》裡面
[00:01:36.540 --> 00:01:37.920]  最後一次的Toledot
[00:01:37.920 --> 00:01:39.840]  第九次也是最後一次
[00:01:39.840 --> 00:01:43.000]  然後你記得他不是在講約瑟
[00:01:43.000 --> 00:01:46.780]  是在講雅各 這個很有趣是不是
[00:01:46.780 --> 00:01:49.480]  最後其實他在問一個問題
[00:01:49.480 --> 00:01:55.760]  到底在雅各生下來12個孩子裡面
[00:01:55.760 --> 00:01:58.680]  12個支派裡面
[00:01:58.680 --> 00:02:01.780]  那個救世主 將來的君王
[00:02:01.780 --> 00:02:04.740]  會從哪一個支派出來呢?
[00:02:04.740 --> 00:02:07.320]  如果你單單看這個《創世紀》
[00:02:07.320 --> 00:02:09.560]  你一眼想 當然就是約瑟
[00:02:09.560 --> 00:02:12.640]  約瑟最後就是一個君王的樣式
[00:02:12.640 --> 00:02:17.440]  他做了埃及宰相 四大文明古國之一
[00:02:17.440 --> 00:02:20.280]  這個不可思議的事情
[00:02:20.280 --> 00:02:23.520]  如果將來以色列人要成為大國
[00:02:23.520 --> 00:02:26.280]  有一個君王一定是從約瑟出來
[00:02:26.280 --> 00:02:29.080]  但是我們知道是不是約瑟?
[00:02:29.080 --> 00:02:34.980]  不是 耶穌最後不是從約瑟兩個孩子的支派出來
[00:02:34.980 --> 00:02:37.840]  而是從猶大出來
[00:02:37.840 --> 00:02:39.480]  那為什麼是這樣呢?
[00:02:39.480 --> 00:02:41.160]  那我們就去看一看
[00:02:41.160 --> 00:02:44.920]  如果你記得《創世紀》第37章的故事裡面講到
[00:02:44.920 --> 00:02:47.680]  他的弟兄因為嫉妒約瑟
[00:02:47.680 --> 00:02:50.080]  就去出賣他
[00:02:50.080 --> 00:02:52.240]  在這出賣的過程裡面
[00:02:52.240 --> 00:02:55.920]  他的大哥劉變其實想救他
[00:02:55.920 --> 00:02:58.160]  劉變提議說不要流他的血
[00:02:58.160 --> 00:03:02.600]  把他放在一個曠野裡面的坑裡
[00:03:02.600 --> 00:03:03.920]  然後不要下海
[00:03:03.920 --> 00:03:07.200]  他的想法是後來可以回去救他
[00:03:07.200 --> 00:03:09.200]  還給他的父親
[00:03:09.200 --> 00:03:12.320]  劉變要救約瑟
[00:03:12.320 --> 00:03:15.120]  但是猶大要賣他
[00:03:15.120 --> 00:03:17.080]  猶大這裡講得好好聽說
[00:03:17.080 --> 00:03:20.680]  我們殺我們的弟弟有什麼好處呢?
[00:03:20.680 --> 00:03:22.640]  我們應該把他賣掉
[00:03:22.640 --> 00:03:24.520]  因為他還是我們的骨肉
[00:03:24.520 --> 00:03:32.040]  其實他不是因為他是骨肉要把他賣掉
[00:03:32.040 --> 00:03:34.240]  而是他想賺一點小費
[00:03:34.240 --> 00:03:36.400]  賺一點零用錢這樣
[00:03:36.400 --> 00:03:38.080]  在這個情況裡面
[00:03:38.080 --> 00:03:42.040]  他的弟兄們聽了他的想法
[00:03:42.040 --> 00:03:44.000]  這也挺有趣的
[00:03:44.000 --> 00:03:47.080]  覺得猶大其實好像在弟兄們當中
[00:03:47.080 --> 00:03:50.120]  是挺有領導這個才能
[00:03:50.120 --> 00:03:53.160]  但是不是一個好的領導才能
[00:03:53.160 --> 00:03:54.920]  我想話說回頭
[00:03:54.920 --> 00:03:57.760]  到底在這個故事裡面
[00:03:57.760 --> 00:03:59.520]  這個重點在哪裡呢?
[00:03:59.520 --> 00:04:03.080]  其實重點就是他們犯的罪
[00:04:03.080 --> 00:04:06.720]  不是單單是對於他們的弟弟所犯
[00:04:06.720 --> 00:04:09.280]  也不是單單為對他們的爸爸
[00:04:09.280 --> 00:04:10.680]  因為把這個弟弟殺掉
[00:04:10.680 --> 00:04:12.160]  讓爸爸很傷心
[00:04:12.160 --> 00:04:17.080]  他最重要的是與耶和華面前犯的
[00:04:17.080 --> 00:04:21.120]  他們是一個跟耶和華立約的民族
[00:04:21.120 --> 00:04:22.520]  在立約的民族當中
[00:04:22.520 --> 00:04:24.760]  他們就要去守約
[00:04:24.760 --> 00:04:26.560]  守約的當中其實就是
[00:04:26.560 --> 00:04:30.240]  他們要愛他們的兄弟
[00:04:30.240 --> 00:04:31.880]  這個是他守約的一部分
[00:04:31.880 --> 00:04:34.520]  當他們要去害他們的兄弟的時候
[00:04:34.520 --> 00:04:37.520]  他們就是變成這個covenant breaker
[00:04:37.520 --> 00:04:39.520]  他們就是不守約的人
[00:04:39.520 --> 00:04:42.000]  這個是他們最大的罪
[00:04:42.000 --> 00:04:43.560]  所以在這裡你看到
[00:04:43.560 --> 00:04:46.880]  猶大是一個不守約的人
[00:04:46.880 --> 00:04:49.440]  在三十七章之後
[00:04:49.440 --> 00:04:52.640]  突然間有一個很奇怪的一段聖經
[00:04:52.640 --> 00:04:56.640]  就是整章聖經都是講猶大的
[00:04:56.640 --> 00:05:01.120]  三十九章開始又回到約瑟
[00:05:01.120 --> 00:05:03.760]  所以如果你從某一個角度來說
[00:05:03.760 --> 00:05:07.440]  三十七章完了直接跳到三十九章就好了
[00:05:07.440 --> 00:05:09.040]  根本不需要三十八章
[00:05:09.040 --> 00:05:11.040]  但是在三十八章當中
[00:05:11.040 --> 00:05:12.680]  它加了一段
[00:05:12.680 --> 00:05:17.120]  特地是為我們說這個猶大的不好
[00:05:17.120 --> 00:05:18.520]  猶大的不好在哪裡呢?
[00:05:18.520 --> 00:05:20.680]  它又是不守約的問題
[00:05:20.680 --> 00:05:22.040]  這裡講到一開始的時候
[00:05:22.040 --> 00:05:24.160]  他離開弟兄去了另外一個地方
[00:05:24.160 --> 00:05:27.760]  在那邊他看見一個加男的女子
[00:05:27.760 --> 00:05:28.800]  就娶他為妻
[00:05:28.800 --> 00:05:30.880]  這個是一個不守約的做法
[00:05:30.880 --> 00:05:33.840]  之前在《創世紀》二十八章已經
[00:05:33.840 --> 00:05:35.960]  雅各說叫他的
[00:05:35.960 --> 00:05:40.360]  以撒教雅各不要娶一個加男的女子
[00:05:40.360 --> 00:05:45.840]  好像以紹這樣
[00:05:45.840 --> 00:05:49.720]  所以他去娶一個加男的女子
[00:05:49.720 --> 00:05:53.480]  其實又是一個不守約的事情
[00:05:53.480 --> 00:05:55.480]  然後他娶了這個女子之後
[00:05:55.480 --> 00:05:58.360]  跟這個女子生了三個孩子
[00:05:58.360 --> 00:06:04.320]  這三個孩子的故事就引到以下的一個故事
[00:06:04.320 --> 00:06:06.080]  就是他的大兒子死了
[00:06:06.080 --> 00:06:10.000]  因為他是在耶和華眼中看為惡的
[00:06:10.000 --> 00:06:15.520]  他第二個兒子本來應該是幫他大哥留後
[00:06:15.520 --> 00:06:17.200]  但是他也不願意留後
[00:06:17.200 --> 00:06:20.440]  於是上帝又把他殺掉
[00:06:20.440 --> 00:06:25.400]  那這個整個故事是發生在一個盟約的當中
[00:06:25.400 --> 00:06:27.080]  他們與上帝約
[00:06:27.080 --> 00:06:31.680]  他所犯的罪就是他不願意在這個約裡面去守這個約
[00:06:31.680 --> 00:06:33.680]  他這個第二個兒子是這樣
[00:06:33.680 --> 00:06:35.120]  於是現在到尤大了
[00:06:35.120 --> 00:06:37.240]  尤大又不想第三個兒子死
[00:06:37.240 --> 00:06:44.040]  所以他不讓這個第三個兒子去為他大哥留後
[00:06:44.040 --> 00:06:47.440]  現在變成尤大又是一個不守約的人
[00:06:47.440 --> 00:06:49.120]  那這個故事一直發展之間
[00:06:49.120 --> 00:06:50.640]  我們知道他最後
[00:06:50.640 --> 00:06:55.240]  尤大跟他那個大兒子的太太
[00:06:55.240 --> 00:06:59.920]  變成了一個妓女
[00:06:59.920 --> 00:07:02.800]  然後跟他們發生了關係等等
[00:07:02.800 --> 00:07:04.360]  到最後的時候
[00:07:04.360 --> 00:07:11.720]  二十六節我們發覺有一個很特別的事情
[00:07:11.720 --> 00:07:17.680]  尤大承認說他比我更有禮
[00:07:17.680 --> 00:07:19.160]  甚麼意思?
[00:07:19.160 --> 00:07:23.640]  其實原文 你看英文就是說
[00:07:23.640 --> 00:07:24.760]  She is more righteous
[00:07:24.760 --> 00:07:27.080]  他比我更有公義
[00:07:27.080 --> 00:07:30.640]  這個righteous是講到在約裡面的意
[00:07:30.640 --> 00:07:37.080]  就是說他承認他是一個破壞盟約的一個人
[00:07:37.080 --> 00:07:41.240]  所以這個是尤大的這個迴轉的開始
[00:07:41.240 --> 00:07:44.520]  這一節聖經或者這一段聖經讓我們開始想
[00:07:44.520 --> 00:07:47.080]  尤大會不會真的改過自新
[00:07:47.080 --> 00:07:51.840]  會不會因為他的迴轉可以回到約的當中
[00:07:51.840 --> 00:07:59.400]  那接下去我們就回去這個約事的故事
[00:07:59.400 --> 00:08:03.160]  但是你發覺約事的故事最後是襯托著
[00:08:03.160 --> 00:08:06.160]  告訴我們這個尤大的迴轉
[00:08:06.160 --> 00:08:11.600]  所以我們這個加油站的名字叫做尤大的興起
[00:08:11.600 --> 00:08:14.240]  那這裡我們都知道發生甚麼事
[00:08:14.240 --> 00:08:18.240]  他做了這個埃及的宰相
[00:08:18.240 --> 00:08:19.680]  然後他們有個旱災
[00:08:19.680 --> 00:08:21.480]  於是他們來拿食物
[00:08:21.480 --> 00:08:24.920]  他們約事知道了他的弟兄
[00:08:24.920 --> 00:08:29.920]  然後他要求知道他有一個弟弟叫做卞雅明
[00:08:29.920 --> 00:08:32.120]  他要求他們把卞雅明帶過來
[00:08:32.120 --> 00:08:33.160]  他們很不願意
[00:08:33.160 --> 00:08:36.480]  但是回去最後沒食物還是把卞雅明帶回來
[00:08:36.480 --> 00:08:39.320]  當他們把卞雅明帶過來的時候
[00:08:39.320 --> 00:08:41.520]  約事為他們擺設一個宴席
[00:08:41.520 --> 00:08:44.440]  在這個宴席裡面約事做了一個很特別的事情
[00:08:44.440 --> 00:08:47.440]  就是卞雅明他是最小的
[00:08:47.440 --> 00:08:50.200]  而且比他哥哥小很多
[00:08:50.200 --> 00:08:55.320]  但是他所得到的食物卻是別人的五倍
[00:08:55.320 --> 00:08:56.920]  那他在做甚麼東西?
[00:08:56.920 --> 00:09:01.120]  他其實在創造看看他的哥哥
[00:09:01.120 --> 00:09:05.440]  會不會因為這個小弟得到這樣的得寵
[00:09:05.440 --> 00:09:08.960]  得到這個約事的寵愛
[00:09:08.960 --> 00:09:10.360]  而會怎麼樣?
[00:09:10.360 --> 00:09:14.000]  就好像從前一樣 jealous
[00:09:14.000 --> 00:09:17.240]  因為這樣的原因他們就嫉妒他
[00:09:17.240 --> 00:09:21.360]  最後可能又要重複約事前面
[00:09:21.360 --> 00:09:22.560]  所以是一個實驗
[00:09:22.560 --> 00:09:26.920]  他在重新創造一個測驗給他們
[00:09:26.920 --> 00:09:29.080]  到最後你記得他們走了
[00:09:29.080 --> 00:09:33.600]  但是約事把他的杯放在卞雅明的袋中
[00:09:33.600 --> 00:09:35.480]  然後就把他們抓回來說
[00:09:35.480 --> 00:09:37.720]  我知道你們偷了我的杯
[00:09:37.720 --> 00:09:39.680]  然後他們就說沒有沒有沒有
[00:09:39.680 --> 00:09:42.120]  如果你找到我們的杯的話
[00:09:42.120 --> 00:09:44.840]  那弟兄說我們就成為你的奴隸
[00:09:44.840 --> 00:09:46.360]  但是你看約事怎麼說?
[00:09:46.360 --> 00:09:49.520]  約事說我在誰那邊找到杯子
[00:09:49.520 --> 00:09:51.640]  誰就會做我的奴隸
[00:09:51.640 --> 00:09:55.000]  其他的人可以平安的回家
[00:09:55.000 --> 00:09:56.280]  他在做甚麼東西?
[00:09:56.280 --> 00:09:58.080]  他創造一個情況
[00:09:58.080 --> 00:10:00.400]  這個情況就是卞雅明
[00:10:00.400 --> 00:10:03.680]  會成為這個戴罪的羔羊
[00:10:03.680 --> 00:10:04.960]  然後其他人可以走
[00:10:04.960 --> 00:10:07.880]  如果他哥哥就這樣就跑了
[00:10:07.880 --> 00:10:10.040]  那就代表他們從來沒悔改
[00:10:10.040 --> 00:10:12.600]  他願意犧牲另外一個弟弟
[00:10:12.600 --> 00:10:14.920]  來得到他們自己的安全
[00:10:14.920 --> 00:10:17.480]  所以他就用這個實驗去看看
[00:10:17.480 --> 00:10:20.200]  他們最後會怎麼樣對待
[00:10:20.200 --> 00:10:23.960]  這個他們可能已經有一點嫉妒的小弟
[00:10:23.960 --> 00:10:26.160]  叫做卞雅明
[00:10:26.160 --> 00:10:27.680]  結果是怎麼樣呢?
[00:10:27.680 --> 00:10:32.280]  結果你就看到這個尤大的興起
[00:10:32.280 --> 00:10:34.280]  這裡尤大最後
[00:10:34.280 --> 00:10:38.040]  當他們發現原來那個杯在卞雅明手中的時候
[00:10:38.040 --> 00:10:43.000]  他就說現在求你把僕人留下
[00:10:43.000 --> 00:10:45.320]  求你把我尤大留下
[00:10:45.320 --> 00:10:48.120]  代替這個年輕人做奴隸
[00:10:48.120 --> 00:10:50.200]  這裡是整本聖經裡面
[00:10:50.200 --> 00:10:54.320]  唯一第一次一個人要代替另外一個人
[00:10:54.320 --> 00:10:57.160]  去賠命
[00:10:57.160 --> 00:10:58.920]  你可以看到
[00:10:58.920 --> 00:11:01.960]  在這個故事裡面我們看到他真正的迴轉
[00:11:01.960 --> 00:11:02.600]  為甚麼?
[00:11:02.600 --> 00:11:05.560]  因為他愛他的弟弟
[00:11:05.560 --> 00:11:08.240]  甚至願意奉上自己的生命
[00:11:08.240 --> 00:11:10.440]  去交換他弟弟的生命
[00:11:10.440 --> 00:11:12.120]  而且他愛他的父親
[00:11:12.120 --> 00:11:14.920]  不願意災禍臨到他的父親
[00:11:14.920 --> 00:11:18.120]  你看到他這一次真的迴轉了
[00:11:18.120 --> 00:11:19.600]  不單只是從前說
[00:11:19.600 --> 00:11:23.240]  我的義 你的義比我大
[00:11:23.240 --> 00:11:25.000]  這個是三十八章裡面
[00:11:25.000 --> 00:11:26.280]  那時候是一個影子
[00:11:26.280 --> 00:11:27.560]  現在我們真的看到
[00:11:27.560 --> 00:11:30.120]  這個尤大真的是改變了
[00:11:30.120 --> 00:11:33.320]  他從前是一個covenant breaker
[00:11:33.320 --> 00:11:37.920]  他現在變成一個covenant keeper
[00:11:37.920 --> 00:11:39.120]  所以這個很有意思
[00:11:39.120 --> 00:11:40.200]  所以到最後
[00:11:40.200 --> 00:11:43.640]  你發覺到五十章是一些總結的
[00:11:43.640 --> 00:11:45.600]  把他預備出埃及
[00:11:45.600 --> 00:11:48.400]  但是四十九章你發覺是講甚麼呢?
[00:11:48.400 --> 00:11:51.600]  是雅各的兒子們
[00:11:51.600 --> 00:11:55.000]  雅各對他兒子們的一些預言也好
[00:11:55.000 --> 00:11:56.720]  這個反省也好
[00:11:56.720 --> 00:12:00.720]  他說雅各的兒子們你們要聆聽
[00:12:00.720 --> 00:12:01.640]  那這個很有意思
[00:12:01.640 --> 00:12:03.040]  我剛才已經說了
[00:12:03.040 --> 00:12:04.520]  從三十七章來說
[00:12:04.520 --> 00:12:08.600]  那托勒多不是約瑟的托勒多
[00:12:08.600 --> 00:12:11.320]  是雅各的托勒多
[00:12:11.320 --> 00:12:13.800]  所以這裡這個總結就是告訴你
[00:12:13.800 --> 00:12:16.040]  整個故事是在講雅各
[00:12:16.040 --> 00:12:17.360]  然後他的後裔
[00:12:17.360 --> 00:12:20.280]  誰會成就他這個領袖的地位
[00:12:20.280 --> 00:12:21.480]  第一是劉彬
[00:12:21.480 --> 00:12:23.720]  劉彬是大哥
[00:12:23.720 --> 00:12:25.440]  但是他是長子
[00:12:25.440 --> 00:12:29.560]  他應該會得到尊榮權柄
[00:12:29.560 --> 00:12:31.720]  但是他放縱如水
[00:12:31.720 --> 00:12:33.400]  逼不得居守
[00:12:33.400 --> 00:12:34.040]  甚麼意思?
[00:12:34.040 --> 00:12:38.560]  他跟他雅各的一個妾侍
[00:12:38.560 --> 00:12:41.160]  有發生的關係
[00:12:41.160 --> 00:12:46.280]  所以他不能承受這個居守的位置
[00:12:46.280 --> 00:12:49.520]  二哥、三哥、西冕、立威
[00:12:49.520 --> 00:12:51.880]  他們是殘暴的兵器
[00:12:51.880 --> 00:12:55.480]  他說我不願意與他們同謀合夥
[00:12:55.480 --> 00:12:57.720]  他們是在烈怒裡面殺的
[00:12:57.720 --> 00:13:00.400]  如果你有機會回去看
[00:13:00.400 --> 00:13:02.200]  《創世紀》第三十四章裡面
[00:13:02.200 --> 00:13:05.560]  為了他們的一個妹妹迪娜
[00:13:05.560 --> 00:13:08.160]  被其他人瞻目了
[00:13:08.160 --> 00:13:10.520]  然後他們要娶她做妻子
[00:13:10.520 --> 00:13:11.560]  他們不願意
[00:13:11.560 --> 00:13:14.040]  就是趁著他們受隔離
[00:13:14.040 --> 00:13:15.640]  還在疼痛的時候
[00:13:15.640 --> 00:13:18.600]  把其他的人在烈怒裡面殺了
[00:13:18.600 --> 00:13:22.800]  所以於是西冕、立威也不可以做領袖
[00:13:22.800 --> 00:13:25.920]  然後領袖就到尤達了
[00:13:25.920 --> 00:13:29.720]  尤達其實也不應該可以承受
[00:13:29.720 --> 00:13:30.640]  因為他也不是甚麼好
[00:13:30.640 --> 00:13:32.160]  但是在這個故事裡面
[00:13:32.160 --> 00:13:33.760]  就是說解釋給我們聽
[00:13:33.760 --> 00:13:35.960]  為甚麼最後那個君王
[00:13:35.960 --> 00:13:37.320]  那個領袖可以出於尤達
[00:13:37.320 --> 00:13:39.920]  因為尤達從一個covenant breaker
[00:13:39.920 --> 00:13:41.640]  他一個不守約的人
[00:13:41.640 --> 00:13:43.280]  變成一個守約的人
[00:13:43.280 --> 00:13:44.480]  covenant keeper
[00:13:44.480 --> 00:13:46.800]  所以尤達你的弟兄必讚美你
[00:13:46.800 --> 00:13:48.880]  尤達的意思就是讚美
[00:13:48.880 --> 00:13:50.640]  然後他們你的父親
[00:13:50.640 --> 00:13:54.280]  你的父親的兒子要向你下拜
[00:13:54.280 --> 00:13:56.920]  權柄不理尤達
[00:13:56.920 --> 00:13:59.680]  你是同志者要從你出來
[00:13:59.680 --> 00:14:01.040]  直到奚羅
[00:14:01.040 --> 00:14:04.280]  奚羅就是那些貢品來到你的面前
[00:14:04.280 --> 00:14:07.280]  萬民都要歸姓你
[00:14:07.280 --> 00:14:11.480]  好 那我們怎麼樣去明白這個故事呢?
[00:14:11.480 --> 00:14:14.160]  在這裡就事情開始有點複雜了
[00:14:14.160 --> 00:14:16.560]  我一直說這個《創世紀》是
[00:14:16.560 --> 00:14:21.680]  摩西寫給出埃及的猶太人
[00:14:21.680 --> 00:14:25.800]  那這個故事對這些出了埃及
[00:14:25.800 --> 00:14:27.320]  在曠野上面的猶太人
[00:14:27.320 --> 00:14:30.680]  有甚麼樣的一個意義呢?
[00:14:30.680 --> 00:14:33.240]  那從某一個意義上面就是
