
[00:00:00.000 --> 00:00:04.520]  各位弟兄姊妹,今天我們一齊來讀一讀
[00:00:04.520 --> 00:00:12.140]  在福音書裏面,一個我們熟悉的耶穌醫治的神蹟
[00:00:12.140 --> 00:00:16.920]  不過裏面有很多豐富的意思,我們可以今天一齊去思想
[00:00:16.920 --> 00:00:20.540]  是《馬可福音》的第二章,一至十二節
[00:00:20.540 --> 00:00:24.520]  我會請大家一齊來讀出這段經文
[00:00:24.520 --> 00:00:28.700]  《馬可福音》第二章,一至十二節
[00:00:28.700 --> 00:00:30.440]  好,預備起
[00:00:30.440 --> 00:00:34.500]  過了些日子,耶穌又進了加伯隆
[00:00:34.500 --> 00:00:38.940]  人聽說他在屋裏,於是許多人聚集
[00:00:38.940 --> 00:00:42.140]  甚至連門前都沒有空地
[00:00:42.140 --> 00:00:44.640]  耶穌就對他們講道
[00:00:44.640 --> 00:00:48.060]  有人帶著一個毯子來見耶穌
[00:00:48.060 --> 00:00:50.480]  是由四個人抬來的
[00:00:50.480 --> 00:00:54.520]  因為人多,無法抬到耶穌跟前
[00:00:54.520 --> 00:00:58.740]  就把他所在八房子的屋頂拆了
[00:00:58.740 --> 00:01:04.900]  既拆通了,就把毯子,連所安餓的玉子都除下去
[00:01:04.900 --> 00:01:09.200]  耶穌見他們的信心,就對毯子說
[00:01:09.200 --> 00:01:12.100]  孩子,你的罪赦了
[00:01:12.100 --> 00:01:16.800]  有幾個民士坐在那裏,心裏議論說
[00:01:16.800 --> 00:01:19.700]  這個人為什麼這樣說呢?
[00:01:19.700 --> 00:01:21.860]  他說是毒的話了
[00:01:21.860 --> 00:01:25.860]  除了上帝一位之外,誰能赦罪呢?
[00:01:25.860 --> 00:01:30.040]  耶穌心中立刻知道他們心裏這樣議論
[00:01:30.040 --> 00:01:34.260]  就說,你們心裏為什麼這樣議論呢?
[00:01:34.260 --> 00:01:37.260]  對毯子說,你的罪赦了
[00:01:37.260 --> 00:01:40.940]  或說,起來,拿你的玉子行走
[00:01:40.940 --> 00:01:42.800]  哪一樣容易呢?
[00:01:42.800 --> 00:01:44.800]  但要讓你們知道
[00:01:44.800 --> 00:01:48.100]  人子在地上有赦罪的權柄
[00:01:48.100 --> 00:01:54.300]  就對毯子說,我吩咐你,起來,拿你的玉子回家去吧
[00:01:54.300 --> 00:02:00.580]  就起來,立刻拿著玉子,當著眾人面前出去了
[00:02:00.580 --> 00:02:05.200]  以致眾人都驚奇,歸榮耀給上帝,說
[00:02:05.200 --> 00:02:08.780]  我們從來沒有見過這樣的事
[00:02:11.180 --> 00:02:21.040]  這段經文,今天我會用這個題目,叫做"俠力、信心、神蹟成真"
[00:02:21.040 --> 00:02:27.600]  有人說,在過去的一個多世紀當中
[00:02:27.600 --> 00:02:31.300]  人類科技的發展
[00:02:31.300 --> 00:02:41.520]  是遠超在過去的人類歷史幾千年當中的總和
[00:02:41.520 --> 00:02:47.280]  我們可以從科技的產品
[00:02:47.280 --> 00:02:55.940]  以往的週期是由幾年縮短到一年半
[00:02:55.940 --> 00:02:58.440]  再縮短一點,只有三個季度
[00:02:58.440 --> 00:03:00.980]  就要有新的產品出來
[00:03:00.980 --> 00:03:04.500]  如果不是的話,當然市場會落後
[00:03:04.500 --> 00:03:10.120]  又或者是因為新科技的出現,快得很厲害
[00:03:10.120 --> 00:03:15.980]  令到我們可以有新的產品面世
[00:03:15.980 --> 00:03:24.840]  人類在一個科技發展得這麼快的世界當中
[00:03:24.840 --> 00:03:29.680]  對於這個世界的認識,也深入了和多了
[00:03:29.680 --> 00:03:31.680]  結果會是怎樣呢?
[00:03:31.680 --> 00:03:37.040]  是否令人認為,這些所謂神蹟的東西是不需要的
[00:03:37.040 --> 00:03:40.640]  是我們沒有興趣的,會不會呢?
[00:03:40.640 --> 00:03:42.640]  在現實中是不會的
[00:03:42.640 --> 00:03:49.520]  在現實中,就算在這麼多科技的產品
[00:03:49.520 --> 00:03:53.320]  也有這麼多科學的知識的世界當中
[00:03:53.320 --> 00:03:57.920]  神蹟仍然,如果我們用一個所謂的市場
[00:03:57.920 --> 00:03:59.680]  仍然有它的市場
[00:03:59.680 --> 00:04:03.220]  有很多人,你問他想不想見到神蹟
[00:04:03.220 --> 00:04:05.660]  他當然是說想的
[00:04:05.660 --> 00:04:10.840]  因為有一種探秘
[00:04:10.840 --> 00:04:17.220]  有一種想看一些奇怪的事物的好奇心
[00:04:17.220 --> 00:04:20.920]  無論科學怎樣發展
[00:04:20.920 --> 00:04:26.040]  人都會面不去這種好奇心
[00:04:26.040 --> 00:04:30.740]  在神蹟這件事,我們在聖經當中
[00:04:30.740 --> 00:04:32.740]  知道有一個答案就是
[00:04:32.740 --> 00:04:38.380]  神蹟的發生,終極的答案就是神的主權
[00:04:38.380 --> 00:04:41.260]  不過在福音書裡面
[00:04:41.260 --> 00:04:44.120]  耶穌希望我們去看到一件事
[00:04:44.120 --> 00:04:47.640]  神蹟的出現成真
[00:04:47.640 --> 00:04:51.080]  除了顯示上帝的主權之外
[00:04:51.080 --> 00:04:57.360]  還有一些元素在當中可以成為一個極大的幫助
[00:04:57.360 --> 00:05:00.560]  那些未必是最關鍵,最終極的
[00:05:00.560 --> 00:05:03.120]  因為只有神的主權才是最終極的
[00:05:03.120 --> 00:05:06.080]  不過在旁邊還有一些要素
[00:05:06.080 --> 00:05:09.640]  起了一些相當重要的作用
[00:05:09.640 --> 00:05:13.520]  在這一段日子,我們稱為顯現的節期
[00:05:13.520 --> 00:05:16.160]  聖誕節之後就是顯現節
[00:05:16.160 --> 00:05:20.160]  在顯現節期當中,《馬可福音》第二章這段經文
[00:05:20.160 --> 00:05:24.120]  是其中一段顯現節很重要的經文
[00:05:24.120 --> 00:05:26.320]  大家看到《馬可福音》第二章
[00:05:26.320 --> 00:05:32.560]  在福音書裡面是剛剛說耶穌出來傳道沒多久
[00:05:32.560 --> 00:05:34.960]  而我們今天讀的這一段經文
[00:05:34.960 --> 00:05:38.720]  就是說耶穌已經露了兩手之後
[00:05:38.720 --> 00:05:41.880]  有很多人一聽到耶穌在那裡
[00:05:41.880 --> 00:05:44.360]  他們就一起去了
[00:05:44.360 --> 00:05:50.880]  而在這四卷福音書當中
[00:05:50.880 --> 00:05:54.080]  馬太、馬可、路加
[00:05:54.080 --> 00:05:59.720]  這三卷的福音書都有記載關於這一個神蹟
[00:05:59.720 --> 00:06:01.560]  大家可以想一下
[00:06:01.560 --> 00:06:05.160]  A又說,B又說,C又說
[00:06:05.160 --> 00:06:06.680]  代表什麼呢?
[00:06:06.680 --> 00:06:08.480]  當然是很重要
[00:06:08.480 --> 00:06:12.200]  當大家在談論那套戲的時候
[00:06:12.200 --> 00:06:15.280]  A又說好看,B又說好看,C也說好看
[00:06:15.280 --> 00:06:16.480]  那你去不去看呢?
[00:06:16.480 --> 00:06:19.280]  很自然你也會想想地去看
[00:06:19.280 --> 00:06:22.280]  這是很自然的
[00:06:22.280 --> 00:06:27.160]  當馬太、馬可和路加福音的作者
[00:06:27.160 --> 00:06:29.400]  都來記載這件事
[00:06:29.400 --> 00:06:33.400]  很明顯這件事在初期教會
[00:06:33.400 --> 00:06:36.200]  是談論得相當多的一件事情
[00:06:36.200 --> 00:06:38.960]  也有很多人來見證著
[00:06:38.960 --> 00:06:40.960]  否則每個人都說
[00:06:40.960 --> 00:06:43.200]  然後發現為何沒有人知道
[00:06:43.200 --> 00:06:44.560]  很快就被拆穿了
[00:06:44.560 --> 00:06:46.800]  當然也不會被記載下來
[00:06:46.800 --> 00:06:50.600]  因此你看到這一個神蹟是相當重要
[00:06:50.600 --> 00:06:53.120]  也是在耶穌傳道的時候
[00:06:53.120 --> 00:06:54.720]  按照馬可福音的記載
[00:06:54.720 --> 00:06:57.200]  是相當早期行的一個神蹟
[00:06:57.200 --> 00:07:00.200]  耶穌行這個神蹟
[00:07:00.200 --> 00:07:02.400]  一方面去肯定
[00:07:02.400 --> 00:07:06.480]  坦子和他的朋友有很大的信心
[00:07:06.480 --> 00:07:08.480]  如果大家有聖經
[00:07:08.480 --> 00:07:12.480]  打開第二章第五節
[00:07:12.480 --> 00:07:18.000]  耶穌給了這些人一個判斷
[00:07:18.000 --> 00:07:19.200]  在第五節
[00:07:19.200 --> 00:07:22.200]  耶穌見他們的信心
[00:07:22.200 --> 00:07:24.000]  就對坦子說
[00:07:24.000 --> 00:07:27.000]  耶穌不只是看到坦子的信心
[00:07:27.000 --> 00:07:31.480]  是看到他那幾個朋友和坦子的信心
[00:07:31.480 --> 00:07:35.480]  所以就肯定他們的信心
[00:07:35.480 --> 00:07:37.800]  不僅肯定他們的信心
[00:07:37.800 --> 00:07:40.880]  更肯定他們冒了很大的險
[00:07:40.880 --> 00:07:44.280]  稍後再講下去就知道如何冒險了
[00:07:44.280 --> 00:07:47.080]  另外一方面這個神蹟
[00:07:47.080 --> 00:07:49.080]  其實也好像
[00:07:49.080 --> 00:07:53.680]  將文士和法利賽人打了一巴掌
[00:07:53.680 --> 00:07:57.080]  就是因為他們去挑戰耶穌
[00:07:57.080 --> 00:08:00.280]  質疑除了上帝之外
[00:08:00.280 --> 00:08:04.080]  誰可以有赦免的權柄呢?
[00:08:04.080 --> 00:08:07.680]  他們就說耶穌是說一些褻瀆上帝的話
[00:08:07.680 --> 00:08:12.080]  但接著耶穌就給了他們一個很大的挑戰
[00:08:12.080 --> 00:08:13.680]  就像打了他們一巴掌一樣
[00:08:13.680 --> 00:08:16.680]  稍後又會講如何打了一巴掌
[00:08:16.680 --> 00:08:21.680]  那麼耶穌在這個神蹟當中
[00:08:21.680 --> 00:08:23.480]  當然做完出來
[00:08:23.480 --> 00:08:25.680]  我們在第十二節就看到了
[00:08:25.680 --> 00:08:28.280]  眾人都驚奇
[00:08:28.280 --> 00:08:31.680]  說從來沒有見過這樣的事情
[00:08:31.680 --> 00:08:33.280]  因為是在早期
[00:08:33.280 --> 00:08:34.680]  到後來他們已經見過
