
[00:00:00.000 --> 00:00:05.700]  我們今天會講提摩太前書第二章第一到第八節
[00:00:05.700 --> 00:00:08.800]  提摩太前書第二章第一到第八節
[00:00:08.800 --> 00:00:11.300]  請大家先打開經文
[00:00:11.300 --> 00:00:14.000]  如果你手上有聖經
[00:00:14.000 --> 00:00:20.000]  這段經文其實很簡單
[00:00:20.000 --> 00:00:24.500]  保羅寫信給他的徒弟提摩太
[00:00:24.500 --> 00:00:27.800]  第一章的時候他交代提摩太
[00:00:27.800 --> 00:00:33.000]  如何堅持真理,如何防範不好的虛假真理
[00:00:33.000 --> 00:00:37.000]  第一章還沒有講到教會紀律
[00:00:37.000 --> 00:00:43.000]  講完教會紀律,第二章開始他講到崇拜的秩序
[00:00:43.000 --> 00:00:48.000]  所以第二章第一節開始他其實是講關乎崇拜
[00:00:48.000 --> 00:00:53.000]  一開始我們在同一節讀第一節和第二節
[00:00:53.000 --> 00:01:03.200]  準備起,所以我勸你首先要為人人祈求,禱告,代求,感謝
[00:01:03.200 --> 00:01:07.200]  為君王和一切在位的也要如此
[00:01:07.200 --> 00:01:13.200]  使我們能夠健全端正地過平穩寧靜的生活
[00:01:13.200 --> 00:01:14.200]  很簡單
[00:01:16.200 --> 00:01:23.200]  保羅教導提摩太在崇拜裡面首要的是為人人祈禱
[00:01:23.200 --> 00:01:24.200]  什麼叫做首要?
[00:01:24.200 --> 00:01:29.200]  好像在秩序上第一件事是要由祈禱開始崇拜
[00:01:29.200 --> 00:01:33.200]  可能是這個意思
[00:01:33.200 --> 00:01:37.200]  但新日本也更加全神
[00:01:37.200 --> 00:01:40.200]  最重要的
[00:01:40.200 --> 00:01:45.200]  整個崇拜裡面原來在保羅教導提摩太的時候
[00:01:45.200 --> 00:01:53.200]  他說整個崇拜最重要的是為人人祈求,禱告,代求,感謝
[00:01:53.200 --> 00:01:58.200]  跟我們一向想崇拜很不一樣
[00:01:58.200 --> 00:02:01.200]  我們一向想崇拜最重要的是什麼?
[00:02:01.200 --> 00:02:04.200]  聽道,嘗試過
[00:02:04.200 --> 00:02:07.200]  但似乎保羅一開始的時候不是說這些
[00:02:07.200 --> 00:02:10.200]  他一開始說到崇拜是什麼一回事
[00:02:10.200 --> 00:02:17.200]  其實崇拜裡面最重要的是為萬人為人人祈求,禱告,代求,感謝
[00:02:17.200 --> 00:02:25.200]  其實在崇拜裡面為社會,為國家,為全世界的人去禱告
[00:02:25.200 --> 00:02:30.200]  這是一個很長久的崇拜裡面的教會傳統
[00:02:30.200 --> 00:02:33.200]  特別在聖公會的歷史裡面
[00:02:33.200 --> 00:02:36.200]  聖公會有本公禱書
[00:02:36.200 --> 00:02:40.200]  每一次崇拜裡面按照公禱書裡面的禱告
[00:02:40.200 --> 00:02:42.200]  還讀那些的禱文
[00:02:42.200 --> 00:02:46.200]  那些千錘百鍊的禱文是非常美麗和非常有深度的禱文
[00:02:46.200 --> 00:02:51.200]  是帶領整個的會眾為全世界去祈禱
[00:02:51.200 --> 00:03:02.200]  因為教會不是單單為了一群屬神的人聚集在一同敬拜的群體
[00:03:03.200 --> 00:03:09.200]  崇拜不是單單我們回來過一個美好的上午
[00:03:09.200 --> 00:03:13.200]  一個唱詩歌好心裡面得觸動聽道理
[00:03:13.200 --> 00:03:17.200]  我們心裡面覺得很大安慰
[00:03:17.200 --> 00:03:20.200]  單單就這樣一個崇拜
[00:03:20.200 --> 00:03:26.200]  本來一開始說要為人人去祈求
[00:03:26.200 --> 00:03:28.200]  求什麼
[00:03:28.200 --> 00:03:32.200]  這裡沒有特別去說求什麼
[00:03:32.200 --> 00:03:37.200]  但當我們想到為這個社會為香港祈求的時候
[00:03:37.200 --> 00:03:39.200]  我們自然會想到有很多東西需要求
[00:03:39.200 --> 00:03:42.200]  不過有些時候求下求下
[00:03:42.200 --> 00:03:45.200]  有些時候都不知道求什麼
[00:03:45.200 --> 00:03:48.200]  有些時候都不知道怎樣開口為香港祈禱
[00:03:48.200 --> 00:03:51.200]  有沒有這樣的感覺
[00:03:51.200 --> 00:03:54.200]  求下求下都不知道想
[00:03:54.200 --> 00:03:57.200]  覺得求一樣又不是求那樣又不是
[00:03:57.200 --> 00:03:59.200]  好像樣樣都不能改變
[00:03:59.200 --> 00:04:01.200]  很無奈
[00:04:02.200 --> 00:04:04.200]  最少聖經會教我們
[00:04:04.200 --> 00:04:07.200]  在耶利米蘇29章第7節
[00:04:07.200 --> 00:04:11.200]  我使你們被擄得那誠你們要為那誠求平安
[00:04:11.200 --> 00:04:14.200]  為那誠向耶和華祈求因為那誠得平安
[00:04:14.200 --> 00:04:16.200]  你們也隨著得平安
[00:04:16.200 --> 00:04:22.200]  我們最少能夠要為香港為社會求平安
[00:04:22.200 --> 00:04:25.200]  求安定求安寧
[00:04:25.200 --> 00:04:28.200]  這裡很特別
[00:04:28.200 --> 00:04:30.200]  第3節
[00:04:30.200 --> 00:04:33.200]  當之前剛才保羅說到
[00:04:33.200 --> 00:04:38.200]  為君王為一切在位也要如此
[00:04:38.200 --> 00:04:45.200]  使我們能夠敬虔端正地平穩寧靜的生活之後
[00:04:45.200 --> 00:04:46.200]  第3節
[00:04:46.200 --> 00:04:48.200]  這是好的
[00:04:48.200 --> 00:04:52.200]  在我們的救主神面前可蒙悅了
[00:04:52.200 --> 00:04:54.200]  這是好的
[00:04:54.200 --> 00:04:57.200]  在保羅的書信裡很少寫這幾個字
[00:04:57.200 --> 00:04:59.200]  這是好的
[00:04:59.200 --> 00:05:02.200]  我不知道你們讀到的時候會想起什麼
[00:05:02.200 --> 00:05:05.200]  大家有沒有少少記憶呢
[00:05:05.200 --> 00:05:07.200]  在創世紀第一章
[00:05:07.200 --> 00:05:09.200]  神創造天地的時候
[00:05:09.200 --> 00:05:11.200]  按著每日的次序
[00:05:11.200 --> 00:05:15.200]  當他做完創造之後
[00:05:15.200 --> 00:05:17.200]  神看為是好的
[00:05:17.200 --> 00:05:19.200]  是不是
[00:05:19.200 --> 00:05:22.200]  最後創造了人之後
[00:05:22.200 --> 00:05:25.200]  神看來甚好
[00:05:25.200 --> 00:05:28.200]  神看來是好的
[00:05:28.200 --> 00:05:30.200]  是蒙神所悅納的
[00:05:30.200 --> 00:05:33.200]  是整個社會有秩序
[00:05:33.200 --> 00:05:36.200]  整個大自然有秩序
[00:05:36.200 --> 00:05:39.200]  這是在神面前可蒙悅納的
[00:05:39.200 --> 00:05:43.200]  變成我們為整個社會祈禱
[00:05:43.200 --> 00:05:47.200]  不是單單人心得平安
[00:05:47.200 --> 00:05:49.200]  是整個社會的秩序
[00:05:49.200 --> 00:05:51.200]  聖經也同樣說
[00:05:51.200 --> 00:05:53.200]  當社會有秩序的時候
[00:05:53.200 --> 00:05:55.200]  我們作為信徒活在這個社會裡
[00:05:55.200 --> 00:06:01.200]  我們就能夠敬虔端正的過寧靜的生活
[00:06:01.200 --> 00:06:06.200]  社會真正的平安是什麼
[00:06:06.200 --> 00:06:09.200]  不是單純的和諧兩個字
[00:06:09.200 --> 00:06:13.200]  和諧給人的感覺就是不會吵架
[00:06:13.200 --> 00:06:15.200]  少一點出聲
[00:06:15.200 --> 00:06:17.200]  少一點爭論
[00:06:17.200 --> 00:06:21.200]  但真正的平安是人心覺得
[00:06:21.200 --> 00:06:24.200]  這個社會是屬於我
[00:06:25.200 --> 00:06:27.200]  我也屬於這個社會
[00:06:27.200 --> 00:06:30.200]  人心的凝聚
[00:06:30.200 --> 00:06:35.200]  近來大家在電視台有沒有看奧運
[00:06:35.200 --> 00:06:37.200]  我發現原來我自己的心在變
[00:06:37.200 --> 00:06:39.200]  而我自己不知道
[00:06:39.200 --> 00:06:42.200]  我記得我舊陣時
[00:06:42.200 --> 00:06:44.200]  就算四年前或八年前
[00:06:44.200 --> 00:06:46.200]  或十二年前看奧運的時候
[00:06:46.200 --> 00:06:47.200]  看到很多運動員
[00:06:47.200 --> 00:06:50.200]  特別中國的運動員心裡很緊張
[00:06:50.200 --> 00:06:53.200]  看著金牌榜說中國拿了多少片金牌
[00:06:54.200 --> 00:06:56.200]  但我突然發現今年
[00:06:56.200 --> 00:06:58.200]  感覺少了很多
[00:06:58.200 --> 00:07:02.200]  我不知道你有沒有這樣的感覺
[00:07:02.200 --> 00:07:07.200]  我突然發現為何沒有過往那麼緊張
[00:07:07.200 --> 00:07:10.200]  原來在我自己不知不覺之下
[00:07:10.200 --> 00:07:16.200]  我自己對國家的感情
[00:07:16.200 --> 00:07:20.200]  不知為何淡了而我自己不自覺
[00:07:23.200 --> 00:07:25.200]  真正的和諧
[00:07:25.200 --> 00:07:27.200]  有一個人心的凝聚
[00:07:27.200 --> 00:07:29.200]  能夠和而不同
[00:07:29.200 --> 00:07:31.200]  能夠尊重不同的聲音
[00:07:31.200 --> 00:07:33.200]  能夠不同的聲音發出的時候
[00:07:33.200 --> 00:07:35.200]  大家都有那份安全感
[00:07:35.200 --> 00:07:39.200]  去了解 明白 協商
[00:07:39.200 --> 00:07:44.200]  真正的和諧不是獨裁
[00:07:44.200 --> 00:07:47.200]  不是滅聲
[00:07:47.200 --> 00:07:49.200]  你看北韓
[00:07:49.200 --> 00:07:51.200]  每一次的畫面都非常和諧
[00:07:53.200 --> 00:07:55.200]  當你看到一個廢墟 一個死城
[00:07:55.200 --> 00:07:58.200]  完全沒有反對的聲音
[00:07:58.200 --> 00:08:01.200]  但那些不是
[00:08:01.200 --> 00:08:04.200]  我寧願社會就像一個家庭
[00:08:04.200 --> 00:08:06.200]  有不同的聲音
[00:08:06.200 --> 00:08:11.200]  不過我們仍然能夠快樂地生活在一起
[00:08:11.200 --> 00:08:19.200]  我不知道一個社會能夠有秩序 有平安
[00:08:19.200 --> 00:08:20.200]  需要甚麼
[00:08:20.200 --> 00:08:22.200]  我不是社會的專家
[00:08:22.200 --> 00:08:25.200]  不過我最少知道一件事
[00:08:25.200 --> 00:08:28.200]  就是在上管理的
[00:08:28.200 --> 00:08:30.200]  和在下的
[00:08:30.200 --> 00:08:35.200]  我們能夠沒有心結地
[00:08:35.200 --> 00:08:37.200]  大家在一起
[00:08:37.200 --> 00:08:39.200]  最少我知道
[00:08:39.200 --> 00:08:43.200]  最少我知道整個社會不是單單由人組成
[00:08:43.200 --> 00:08:47.200]  包括我們和創造主義的關係
[00:08:47.200 --> 00:08:50.200]  包括整個社會的熟齡氣氛
[00:08:50.200 --> 00:08:54.200]  包括我們尊重大自然的創造者
[00:08:54.200 --> 00:08:56.200]  我們尊重大自然的秩序
[00:08:56.200 --> 00:08:58.200]  我們尊重這個大自然
[00:08:58.200 --> 00:09:00.200]  我們尊重這個大自然的秩序
[00:09:00.200 --> 00:09:02.200]  包括婚姻的秩序
[00:09:02.200 --> 00:09:09.200]  我們尊重神給人心裏面那份良心的培育
[00:09:09.200 --> 00:09:15.200]  我最怕香港有很多不同的經濟發展
[00:09:16.200 --> 00:09:22.200]  但它是失去了香港人的道德 法治
[00:09:22.200 --> 00:09:26.200]  或者是有一天
[00:09:26.200 --> 00:09:29.200]  如果香港在街邊
[00:09:29.200 --> 00:09:30.200]  有人遭到意外
[00:09:30.200 --> 00:09:34.200]  其他人很冷漠 冷然地走過
[00:09:34.200 --> 00:09:36.200]  這些我更害怕
[00:09:36.200 --> 00:09:42.200]  很多時候當用到這段經文的時候
[00:09:42.200 --> 00:09:46.200]  特別是第二節為君王為一切在位的祈禱
[00:09:46.200 --> 00:09:49.200]  基督徒就想
[00:09:49.200 --> 00:09:51.200]  我們要為到在位的祈禱
[00:09:51.200 --> 00:09:54.200]  因為聖經的吩咐絕對正確
[00:09:54.200 --> 00:09:59.200]  我們也很容易想起羅馬書第十三章第一節
[00:09:59.200 --> 00:10:01.200]  在上有權柄的人人要信服
[00:10:01.200 --> 00:10:06.200]  因為沒有權柄不是來自神的
[00:10:06.200 --> 00:10:08.200]  掌權的都是神所立的
[00:10:08.200 --> 00:10:09.200]  所以作為基督徒
[00:10:09.200 --> 00:10:12.200]  我們經常說要信服在上掌權
[00:10:12.200 --> 00:10:14.200]  我想提醒大家
[00:10:14.200 --> 00:10:20.200]  當保羅說到在上有權柄的人人要信服
[00:10:20.200 --> 00:10:22.200]  多看幾節
[00:10:22.200 --> 00:10:24.200]  去到第三節
[00:10:24.200 --> 00:10:27.200]  如果說到信服的原因
[00:10:27.200 --> 00:10:30.200]  不是單單因為神給他們有權柄
[00:10:30.200 --> 00:10:33.200]  因為神給那些有權柄的人
[00:10:33.200 --> 00:10:35.200]  有他的工作範圍
[00:10:36.200 --> 00:10:40.200]  作官的原不是要行善的懼怕
[00:10:40.200 --> 00:10:43.200]  而是要使作惡的懼怕
[00:10:43.200 --> 00:10:50.200]  即使上帝將一些人擺在管理的位置
[00:10:50.200 --> 00:10:55.200]  目的是要他們賞善罰惡
[00:10:55.200 --> 00:10:57.200]  高舉聖潔
[00:10:57.200 --> 00:10:59.200]  行公義好憐憫
[00:10:59.200 --> 00:11:02.200]  如果不是就是失職
[00:11:04.200 --> 00:11:07.200]  是因為在上能夠賞善罰惡
[00:11:07.200 --> 00:11:08.200]  能夠高舉聖潔
[00:11:08.200 --> 00:11:09.200]  行公義好憐憫
[00:11:09.200 --> 00:11:11.200]  我們一定要信服
[00:11:11.200 --> 00:11:16.200]  如果我們不信服
[00:11:16.200 --> 00:11:18.200]  我們應當懼怕
[00:11:18.200 --> 00:11:21.200]  因為他是要罰那些作惡的
[00:11:21.200 --> 00:11:25.200]  神就是這樣
[00:11:25.200 --> 00:11:26.200]  將不同的角色
[00:11:26.200 --> 00:11:27.200]  不同的位份
[00:11:27.200 --> 00:11:29.200]  放在不同的人身上
[00:11:29.200 --> 00:11:33.200]  亦都有他的工作內容
[00:11:35.200 --> 00:11:37.200]  什麼叫失職
[00:11:37.200 --> 00:11:39.200]  政治的事我不懂
[00:11:39.200 --> 00:11:41.200]  但黑白分明的事
[00:11:41.200 --> 00:11:43.200]  我一隻眼可以看
[00:11:43.200 --> 00:11:45.200]  當看報紙的時候
[00:11:45.200 --> 00:11:51.200]  有時我記得我和太太說
[00:11:51.200 --> 00:11:53.200]  如果我是梁錦松
[00:11:53.200 --> 00:11:54.200]  大家記不記得是誰
[00:11:54.200 --> 00:11:56.200]  曾經的財政司
[00:11:56.200 --> 00:11:57.200]  看現在的報紙
[00:11:57.200 --> 00:12:00.200]  我不知道她會否覺得很不甘心
[00:12:00.200 --> 00:12:01.200]  當年下台
[00:12:01.200 --> 00:12:04.200]  只不過因為他整個財政預算案
[00:12:04.200 --> 00:12:05.200]  要加買車的稅
[00:12:05.200 --> 00:12:06.200]  於是乎
[00:12:06.200 --> 00:12:08.200]  但之前他和太太買了部車
[00:12:08.200 --> 00:12:09.200]  早了買部車
[00:12:09.200 --> 00:12:11.200]  於是乎就要下台
[00:12:11.200 --> 00:12:14.200]  我們不能夠接受這樣的道德標準
[00:12:14.200 --> 00:12:17.200]  但看回現在的報紙
[00:12:17.200 --> 00:12:20.200]  測量師可以有僭建
[00:12:20.200 --> 00:12:23.200]  有些退休官可以自己
[00:12:23.200 --> 00:12:26.200]  買了大地就挖起豪宅
[00:12:26.200 --> 00:12:28.200]  掌管房屋的
[00:12:28.200 --> 00:12:31.200]  可以自己的公司裏面
[00:12:31.200 --> 00:12:34.200]  在新界裏面有很多原居民的地
[00:12:34.200 --> 00:12:38.200]  我發覺原來我們的道德標準
[00:12:38.200 --> 00:12:41.200]  越來越一路跌一路跌一路跌
[00:12:41.200 --> 00:12:43.200]  而我們若無其事
[00:12:43.200 --> 00:12:45.200]  政府亦都若無其事
[00:12:45.200 --> 00:12:49.200]  我們過往會覺得很大件事
[00:12:49.200 --> 00:12:53.200]  現在我們算了
[00:12:53.200 --> 00:12:57.200]  我不知道大家有沒有看在眼內
[00:12:58.200 --> 00:13:00.200]  當我們看大陸的新聞
[00:13:00.200 --> 00:13:03.200]  甚麼叫上善罰惡
[00:13:03.200 --> 00:13:07.200]  當很久之前地震
[00:13:07.200 --> 00:13:09.200]  很多學校倒塌了
[00:13:09.200 --> 00:13:10.200]  有很多人問
[00:13:10.200 --> 00:13:11.200]  那些豆腐渣的工程
[00:13:11.200 --> 00:13:13.200]  應該由誰負責的時候
[00:13:13.200 --> 00:13:15.200]  那些人會被抓到監獄
[00:13:15.200 --> 00:13:18.200]  當那些假的奶粉
[00:13:18.200 --> 00:13:21.200]  吃到嬰兒變成大頭B的時候
[00:13:21.200 --> 00:13:24.200]  要追究究竟發生甚麼事的時候
[00:13:24.200 --> 00:13:26.200]  那些人被抓到監獄
[00:13:27.200 --> 00:13:29.200]  這些不是上善罰惡
[00:13:29.200 --> 00:13:32.200]  這些是罰善上惡
[00:13:32.200 --> 00:13:41.200]  我們為在上掌權者
[00:13:41.200 --> 00:13:42.200]  我們要為他們祈禱
[00:13:42.200 --> 00:13:46.200]  求神給他們道德勇氣
[00:13:46.200 --> 00:13:52.200]  求神給他們行事有智慧
[00:13:54.200 --> 00:13:58.200]  求神給他們按著神給他們的良心
[00:13:58.200 --> 00:14:00.200]  行公義的事
[00:14:00.200 --> 00:14:06.200]  我們為在上掌權的祈禱
