
[00:00:00.000 --> 00:00:27.000]  主耶穌在被賣的那一夜,在小樓上對門徒說了一番話:
[00:00:27.000 --> 00:00:45.000]  耶穌知道他第二天即將要離開這個世界,被釘在十字架上,那門徒就會面臨各樣的危險,所以耶穌在這一段經文就來勸勉他們:
[00:00:45.000 --> 00:01:03.000]  不要離開福音,不要離開主的恩典,要繼續地相信祂,住在祂的裏頭,繼續不斷地跟祂有着密切的關係。
[00:01:03.000 --> 00:01:28.000]  也可能主耶穌離開以後,他們門徒會分散了,彼此會疏遠了,各奔東西了,所以主耶穌就勸勉他們要彼此相愛,要住在主的裏面,而且要住在主的愛的裏面,這樣的話你們就能夠彼此相愛。
[00:01:28.000 --> 00:01:40.000]  因爲主耶穌離開這個世界以後,留門徒在地上的話,就是要他們向世界上的人,還沒有信主的人,要傳福音。
[00:01:40.000 --> 00:01:55.000]  那如果你們不能彼此相愛的話,你就沒有辦法完成主給他的託付,所以你們要彼此相愛,一同地向世界上的人,沒有信主的人,來傳福音。
[00:01:55.000 --> 00:02:00.000]  所以主耶穌講這段話的話,是有祂的背景。
[00:02:00.000 --> 00:02:12.000]  那這一段經文呢,我們所要分享到的第一節到第十七節,這兩段聖經裏頭呢,可以分成兩段。
[00:02:12.000 --> 00:02:19.000]  第一段是一節到八節呢,是講到果子,怎麼能夠結果子。
[00:02:19.000 --> 00:02:28.000]  那第二段呢,從九節到十七節,這一段的話,就講到要愛,要彼此相愛。
[00:02:28.000 --> 00:02:51.000]  那麼我們如果現在是,再要看下去到第三段,從第十八節到二十七節,這一大段呢,今天我們不在我們分享的內容,但是它是講到,怎麼樣向世人的傳福音。
[00:02:51.000 --> 00:02:55.000]  世界上的人雖然恨你們,但是你們還要把福音傳給他。
[00:02:55.000 --> 00:03:07.000]  所以十五章呢,是一段很重要的,主耶穌講的話,就講到要多結果子,要榮耀聖靈。
[00:03:07.000 --> 00:03:13.000]  也講到怎麼樣能夠彼此相愛,住在主的愛裏頭。
[00:03:13.000 --> 00:03:20.000]  那麼最後這一段呢,就講到這一切呢,都是爲了要向世人的傳福音。
[00:03:20.000 --> 00:03:32.000]  你們若是能夠結出果子,有生命的果子,你們若是能夠彼此相愛,那你們在向世人傳福音的時候,你們就有恩典,就有力量。
[00:03:32.000 --> 00:03:38.000]  所以我們今天的看呢,就是前面兩段聖經。
[00:03:38.000 --> 00:03:47.000]  第一段我們要看到的是,耶穌說,我是種葡萄樹,我父是栽培的人。
[00:03:47.000 --> 00:03:56.000]  這個在舊約聖經中間,葡萄樹就是用來預表以色列的。
[00:03:56.000 --> 00:04:17.000]  所以在聖殿的門以上,門上面有葡萄樹的圖畫,在舊約聖經裏頭,常常講到葡萄園的比喻,神用葡萄樹作爲以色列的象徵。
[00:04:17.000 --> 00:04:28.000]  是神所栽種的,神的目的呢,就是要爲神結出好果子,但是呢,他們失敗了。
[00:04:28.000 --> 00:04:44.000]  現在耶穌說呢,他是真葡萄樹,真葡萄樹的意思就是能夠實現神的心願,就是能夠結出以色列人他們所不能夠結出的果子。
[00:04:44.000 --> 00:05:01.000]  那這個是真葡萄樹的意思,就是神的心目中設立以色列人作爲一種葡萄樹,目的就是要他們結果子,叫父神得到榮耀,可是他們沒有做到。
[00:05:01.000 --> 00:05:14.000]  在以色列書第五章裏頭就講到葡萄園的比喻,先知就用這個比喻來說到神的目的。
[00:05:14.000 --> 00:05:31.000]  在第五章就說到神說我指望結好葡萄,怎麼到結了野葡萄,是酸的,又不能喫的,那麼神說我像葡萄園怎麼辦呢,怎麼行呢?
[00:05:31.000 --> 00:05:47.000]  他說我要撤去他的泥巴,本來是有泥巴能保護他們,他說我要撤去他的泥巴,使他被吞滅,而且他要拆毀這個牆垣,使他被踐踏。
[00:05:47.000 --> 00:06:08.000]  意思是如果你們結不出好的果子,你們結出這些壞的果子是不能使神得到榮耀的,那麼神就不能保護你們,你們就要受到敵人的攻擊,落在敵人的手裏。
[00:06:08.000 --> 00:06:31.000]  果然是這樣,以賽亞書講到將來以色列人會被外國所滅掉,這些都是講到他們因爲不能夠結出好果子,不能達到神赦免他們、恩賴他們的目的。
[00:06:31.000 --> 00:06:46.000]  傅是栽培的人,傅栽培的樹是什麼目的呢?就是要得到果子,要榮耀他的名。
[00:06:46.000 --> 00:07:06.000]  葡萄樹跟別的果樹不太一樣,別的果樹除了借果子以外,它的木頭還可以用,有些果樹的木頭可以做傢俱,可以做很好的傢俱,但是沒有聽說過葡萄樹的傢俱用葡萄木做的。
[00:07:06.000 --> 00:07:27.000]  沒有用,除了借果子以外,它的木頭不能夠做傢俱,不能做其他的用具。所以這個就是結果怎麼樣呢?果子收完以後,這些葡萄的枝子就被燒掉了,當火燒可以,但是不能夠再使用。
[00:07:27.000 --> 00:07:39.000]  所以種葡萄的人,他所要得到的就是果子,就是葡萄,他不能再用葡萄樹來做什麼用處。
[00:07:39.000 --> 00:08:06.000]  所以神救我們也是這樣的目的,要讓我們能夠接觸果子,接觸果子就是流露他的生命出來,你得到神的生命,得到神所賜給你的永遠的生命,那麼你在生活行爲,在你各方面就要有把神給你這樣的生命能夠活出來,能夠表現出來。
[00:08:06.000 --> 00:08:21.000]  這是神對我們每個基督徒都是這樣的目的,主要是叫我們能夠因着我們的好行爲,能夠叫別人因着我們的好行爲,把榮耀歸給神。
[00:08:21.000 --> 00:08:49.000]  所以神對我們也是有這樣的心願。這接觸着生命的果子,主要是指着生命的果子,當然也包括一些工作上,我們生活上的一些果子,但是這一切呢,不管你是在工作的,或者你是在生活上的,都需要從你的生命裏頭來表現出來。
[00:08:49.000 --> 00:09:16.000]  不是在守一些條規,所以接觸果子呢,可以包括很多方面,比如說到這個十五章,我們讀到第十二節的話,就是說你們要彼此相愛,像我愛你們一樣,這就說到要順服主的命令,要彼此相愛,這就是彼此相愛就是一個果子。
[00:09:16.000 --> 00:09:44.000]  還有呢,這果子呢,也可以指的是敬畏神的一些行爲,比如說有個悔改,比如像馬太福音裏頭有提到的,他說你們要接觸果子與悔改的心相稱,你們是要悔改了,你們要悔改,悔改以後呢,你一定有表現出來,有果子出來。
[00:09:44.000 --> 00:10:13.000]  所以有悔改的果子,還有呢,有陶祖喜悅的果子,那麼在尹佛所書裏頭也提到,他說你們是光明的兒女,子女,你們要是光明的兒女的話,你們要接觸光明的果子,光明果子什麼呢,就是良善、公義、誠實,這個都是在由陶祖喜悅的果子。
[00:10:13.000 --> 00:10:42.000]  那麼也有聖靈的果子,在加勒泰書第五章裏頭也提到聖靈的果子,就聖靈在我們裏面來管理我們,加力量給我們,將我們表現出來的有九方面,有仁愛、喜樂、和平,有忍耐、恩慈、良善,也有呢,信實、溫柔、潔智。
[00:10:42.000 --> 00:11:00.000]  這九方面不是你靠你自己勉強就做出來的,而是聖靈加給你力量,當你這樣的順乎主的帶領的話,就能在你生命上能接觸這些美好的果子出來。
[00:11:00.000 --> 00:11:29.000]  也可以說,接着你的見證能夠引領人到聖靈的面前,就是傳福音,你要向人傳福音,那麼傳福音怎麼傳呢,不是等人家講一些道理,人家也要看看,你說新的耶穌很好,那麼你新的耶穌在哪一方面好,叫能不能看見的,這個是需要你的見證。
[00:11:29.000 --> 00:11:43.000]  就在你的生命裏頭流露出來的,不是勉強,所以這個是要有引領人的面前。
[00:11:43.000 --> 00:12:03.000]  有一個故事講到一個在菲律賓的丈夫跟妻子,這個妻子是信耶穌的,她是基督徒,也受過洗。
[00:12:03.000 --> 00:12:25.000]  有一天,她就跟她的丈夫說,今天是我們結婚五週年,你看看我新的耶穌已經有這麼多年了,你看看我非常的快樂,我也信了耶穌。
[00:12:25.000 --> 00:12:39.000]  那麼她就跟她的丈夫說這些話,丈夫說那你新的耶穌你有沒有去跳舞啊,她說我有啊,她說那我也跳舞啊。
[00:12:39.000 --> 00:12:55.000]  那麼先生又問她說了,你這個新的耶穌以後你有沒有恨人啊,你有時候很生氣也恨人啊,她說有啊,有時候也會恨人啊,她說我跟你一樣,我也會恨人。
[00:12:55.000 --> 00:13:13.000]  這先生最後說完了,就說那你跟我一樣,你新耶穌我看不到你的新耶穌有什麼改變,這下觸動了這個妻子的心了,她就在樓下到上面自己的房間去了。
[00:13:13.000 --> 00:13:30.000]  這先生一看,哎呀,是不是我說話得罪了她了,所以他就到樓上去看她到底會不會受傷了,結果看到她是在主面前禱告。
[00:13:30.000 --> 00:13:43.000]  她跟主說我信了耶穌,我們結婚有五年,可是我沒有把真正應該基督徒的見證活出來,所以求主赦免她。
[00:13:43.000 --> 00:14:07.000]  她丈夫看到她是這樣的一個承認自己的失敗以後,她就心裏頭就受到點感動。本來她的妻子叫丈夫去聚會,他不肯去的,以後他就跟着她去了,因爲他看見這個妻子有改變了。
[00:14:07.000 --> 00:14:23.000]  見面他也跟她去聚會,以後他也信了,他就接着自己的改變的見證,能夠把人帶到神的面前,這個也是一個果子。
[00:14:23.000 --> 00:14:42.000]  還有在基督裏成長的果子,我們信了主以後,我們剛信的時候是很軟弱,很幼稚的,就像嬰孩一樣的,但是我們信了主以後,慢慢我們就有改變了。
[00:14:42.000 --> 00:14:58.000]  那麼這些就是生命的成長。在英國軍隊裏頭有一個地方,有一個很厲害的一個很兇的一個兵,他信了耶穌了。
[00:14:58.000 --> 00:15:10.000]  這個兵在軍隊裏頭,在他們營地裏頭是動不動就要打人,要罵人的,誰都不敢惹他。
[00:15:10.000 --> 00:15:31.000]  後來人家說他信了耶穌了,有一天早晨人家故意要試他,到底他怎麼樣,所以有一個兵就拿了一杯咖啡就潑在他的臉上,這下在場的這些兵都很驚訝,可能要發生什麼事情了。
[00:15:31.000 --> 00:15:40.000]  因爲平時罵他幾句的話,他都會很厲害的打別人,這次你把咖啡潑在他臉上,那就不得了了。
[00:15:40.000 --> 00:16:08.000]  只是見他這個兵把手用臉抹一抹,他就跟那個人說,要是再過去的話,你就今天不用想活了。這就是他的見證,就是他能夠生命成長了,不是在做鷹排了,他是能一步一步的進步,信了主以後有改變了。
[00:16:08.000 --> 00:16:22.000]  所以這個多方面看起來都是他裏面有了生命以後他改變,從裏面出來的表現,這就是果知。
[00:16:26.000 --> 00:16:49.000]  所以我們要看到,但是這個果知也是需要時間,有人說那信了主怎麼還沒改變呢?他需要有一點時間,也不是種下去葡萄樹以後,種下去馬上就得到果知出來,還有一段時間。
[00:16:49.000 --> 00:17:11.000]  這段時間不要因爲我信了主怎麼還沒改變呢?你覺得很灰心,到底新結束有沒有用呢?不用灰心,因爲如果你是真正有生命的基督徒,你真正的相信了主,你一定會看到自己漸漸的有改變了。
[00:17:11.000 --> 00:17:36.000]  本來你可能是廣顧着自己,但是慢慢的你會顧到別人,有時候你會覺得人對你不好的話你會很恨他,但是慢慢的你會覺得我不應該恨他,我應該把耶穌跟我來告訴他,就是說慢慢的會有改變的,一定是會有改變的。
[00:17:36.000 --> 00:17:52.000]  不會說農夫種下葡萄樹以後一年兩年都結不出果知,那不會的,一定會結的,結多少不一定,結的好壞不一定,但是一定是會結果知的。
[00:17:52.000 --> 00:18:11.000]  所以只要我們能夠一直來順服主的命令,聽主的話,那麼很自然的你會漸漸看到在你的生命中間就有果知就出來了,而且慢慢會多起來。
[00:18:11.000 --> 00:18:28.000]  有人說我一直看不到果知,那真的是如果你一直看不到果知,三年五年都看不到,那你就要想一想問題出在什麼地方,那麼就要改正,那麼就叫生命的果知可以出來。
[00:18:28.000 --> 00:18:43.000]  另外一方面呢,個人的屬靈的恩賜不同,屬於結束果知呢,在量跟性質上面呢,也會有不同的,也會有差別。
[00:18:43.000 --> 00:19:00.000]  那麼我們只要盡到自己的本分就好了,不要跟別人比,他信主了還沒有我時間長,可是他表現的比我好得多,他認識主的話比我認識的多,不要去跟別人比。
