
[00:00:00.000 --> 00:00:05.000]  話說有一個美國的總統
[00:00:05.000 --> 00:00:07.000]  他叫做Kelvin Coolidge
[00:00:07.000 --> 00:00:11.000]  我們翻譯中文可能叫他高力士
[00:00:11.000 --> 00:00:13.000]  高力士總統
[00:00:13.000 --> 00:00:22.000]  有一次請他家鄉的朋友去白宮晚宴
[00:00:22.000 --> 00:00:32.000]  這班朋友不知道白宮晚宴是怎樣的
[00:00:32.000 --> 00:00:35.000]  所以他們就決定這樣做
[00:00:35.000 --> 00:00:38.000]  總之高力士總統做什麼他們就跟著做
[00:00:38.000 --> 00:00:41.000]  拿叉先就拿叉先
[00:00:41.000 --> 00:00:43.000]  做什麼他們就跟著去做
[00:00:43.000 --> 00:00:47.000]  一直去到最後
[00:00:47.000 --> 00:00:51.000]  誰知這個總統原來喝咖啡的時候挺有趣的
[00:00:51.000 --> 00:00:55.000]  他拿起一杯咖啡倒了一點點在碟子上
[00:00:55.000 --> 00:00:58.000]  放了一點奶在碟子上
[00:00:58.000 --> 00:01:00.000]  他的朋友就跟著做
[00:01:00.000 --> 00:01:04.000]  後來他就把這個碟子放在地上
[00:01:04.000 --> 00:01:07.000]  原來咖啡是給一隻貓喝的
[00:01:07.000 --> 00:01:11.000]  整班人的碟子就裝滿了咖啡
[00:01:11.000 --> 00:01:13.000]  現在怎麼辦呢
[00:01:13.000 --> 00:01:17.000]  我講這個故事想跟大家講一件事
[00:01:17.000 --> 00:01:21.000]  很多時候我們跟從聖經
[00:01:21.000 --> 00:01:23.000]  跟從聖經究竟是怎樣的呢
[00:01:23.000 --> 00:01:27.000]  是不是好像這班人跟從高力士總統一樣
[00:01:27.000 --> 00:01:30.000]  很自勉地去跟從呢
[00:01:30.000 --> 00:01:31.000]  為什麼我這樣講呢
[00:01:31.000 --> 00:01:36.000]  因為今天我們讀的經文是《創世紀》22章1到14節
[00:01:36.000 --> 00:01:37.000]  你可以看
[00:01:37.000 --> 00:01:39.000]  你沒有實際的故事很多人都認識的
[00:01:39.000 --> 00:01:44.000]  這個故事是關於阿不拉罕憲二撒
[00:01:44.000 --> 00:01:46.000]  神叫阿不拉罕憲二撒
[00:01:46.000 --> 00:01:51.000]  最明顯最直接的是憲二撒
[00:01:51.000 --> 00:01:52.000]  我們要獻祭
[00:01:52.000 --> 00:01:54.000]  拿我們的小孩去獻
[00:01:54.000 --> 00:01:56.000]  實際上我看你們這班人很年輕
[00:01:56.000 --> 00:01:58.000]  所以你們不是獻祭那班人
[00:01:58.000 --> 00:02:00.000]  你們是被人獻祭的那班人
[00:02:00.000 --> 00:02:02.000]  那即是怎樣呢
[00:02:02.000 --> 00:02:05.000]  我們有小孩是否獻祭給神呢
[00:02:05.000 --> 00:02:08.000]  這是煩祭
[00:02:08.000 --> 00:02:13.000]  世世代代很明顯覺得這個不是重點
[00:02:13.000 --> 00:02:15.000]  最明顯的原來不是
[00:02:15.000 --> 00:02:18.000]  背後的意思是什麼呢
[00:02:18.000 --> 00:02:20.000]  很多人背後的意思
[00:02:20.000 --> 00:02:25.000]  實在是跟希伯來書11章17到19節
[00:02:25.000 --> 00:02:28.000]  希伯來書11章17到19節說
[00:02:28.000 --> 00:02:32.000]  這是一個試驗
[00:02:32.000 --> 00:02:34.000]  神試驗阿不拉罕
[00:02:34.000 --> 00:02:36.000]  阿不拉罕因為有信心
[00:02:36.000 --> 00:02:42.000]  所以這個試驗就合格了
[00:02:42.000 --> 00:02:45.000]  從經文來說也對
[00:02:45.000 --> 00:02:46.000]  因為經文一開始也說
[00:02:46.000 --> 00:02:47.000]  神試驗他
[00:02:47.000 --> 00:02:53.000]  到最後他也因為這個試驗合格
[00:02:53.000 --> 00:02:55.000]  神就祝福他
[00:02:55.000 --> 00:02:58.000]  這是一個聖經自己的經解經
[00:02:58.000 --> 00:03:02.000]  教我們這個故事究竟的應用是什麼
[00:03:02.000 --> 00:03:04.000]  今天我想大家看看另外一件事
[00:03:04.000 --> 00:03:06.000]  另外一件事就是說
[00:03:06.000 --> 00:03:08.000]  整個故事如果看清楚一點
[00:03:08.000 --> 00:03:15.000]  在最後一刻有一個姓名出現
[00:03:15.000 --> 00:03:16.000]  就是耶和華爾勒
[00:03:16.000 --> 00:03:20.000]  那個地方就叫做耶和華爾勒
[00:03:20.000 --> 00:03:22.000]  如果你看古代的文獻
[00:03:22.000 --> 00:03:27.000]  如果一個故事最後出現了一個命名
[00:03:27.000 --> 00:03:30.000]  一個地方的名字或者一件事的名字出現
[00:03:30.000 --> 00:03:32.000]  即是說原本那件事
[00:03:32.000 --> 00:03:35.000]  這是一個很重要的東西
[00:03:35.000 --> 00:03:37.000]  現在從阿不拉罕的角度來看也是
[00:03:37.000 --> 00:03:40.000]  我們經常說這是一個試驗
[00:03:40.000 --> 00:03:42.000]  但原來從阿不拉罕來說
[00:03:42.000 --> 00:03:43.000]  這不是一個試驗
[00:03:43.000 --> 00:03:46.000]  這是耶和華供應的意思
[00:03:46.000 --> 00:03:50.000]  我就要從這個角度來看這個故事
[00:03:50.000 --> 00:03:52.000]  從阿不拉罕看這件故事
[00:03:52.000 --> 00:03:53.000]  原來不是一個試驗
[00:03:53.000 --> 00:03:58.000]  是神如何在一個困境之中供應他
[00:03:58.000 --> 00:04:01.000]  要問這個問題之後
[00:04:01.000 --> 00:04:03.000]  我們說神供應他
[00:04:03.000 --> 00:04:04.000]  我們馬上就要問
[00:04:04.000 --> 00:04:06.000]  他有什麼需要
[00:04:06.000 --> 00:04:08.000]  神可以供應他
[00:04:08.000 --> 00:04:09.000]  我們來看看這個故事
[00:04:09.000 --> 00:04:11.000]  故事一開始的時候是這麼說的
[00:04:11.000 --> 00:04:15.000]  「這些事以後」
[00:04:15.000 --> 00:04:18.000]  「這些事以後」是什麼事以後
[00:04:18.000 --> 00:04:19.000]  一有這個句子出現
[00:04:19.000 --> 00:04:22.000]  即是說他之前有些事情發生
[00:04:22.000 --> 00:04:23.000]  我們要問一下之前發生了什麼
[00:04:23.000 --> 00:04:26.000]  實在有兩件很重要的事情發生了
[00:04:26.000 --> 00:04:30.000]  第一件事就是羅德離開了他
[00:04:30.000 --> 00:04:32.000]  羅德是阿不拉罕的侄子
[00:04:32.000 --> 00:04:36.000]  因為他是哥哥或弟弟的兒子
[00:04:36.000 --> 00:04:37.000]  所以他們很親近
[00:04:37.000 --> 00:04:41.000]  我們中國人說是同姓的人
[00:04:41.000 --> 00:04:42.000]  即是很親近
[00:04:42.000 --> 00:04:46.000]  所以可以做他的接班人
[00:04:46.000 --> 00:04:49.000]  可以繼承他的產業的人
[00:04:49.000 --> 00:04:53.000]  在這個故事「這些事以後」之前
[00:04:53.000 --> 00:04:54.000]  羅德離開了他
[00:04:54.000 --> 00:04:56.000]  如果大家看這個故事
[00:04:56.000 --> 00:04:58.000]  你會發覺羅德去了索多瑪
[00:04:58.000 --> 00:05:02.000]  後來那些天使來跟阿不拉罕說
[00:05:02.000 --> 00:05:04.000]  要滅了索多瑪和俄波拉
[00:05:04.000 --> 00:05:06.000]  你會看到罕見地
[00:05:06.000 --> 00:05:09.000]  阿不拉罕跟神討價還價
[00:05:09.000 --> 00:05:11.000]  很激烈的
[00:05:11.000 --> 00:05:12.000]  一直說到五個人
[00:05:12.000 --> 00:05:13.000]  原來五個人
[00:05:13.000 --> 00:05:16.000]  五個二人在索多瑪和俄波拉都沒有
[00:05:16.000 --> 00:05:17.000]  所以明天早上
[00:05:17.000 --> 00:05:19.000]  阿不拉罕一看到城那一刻
[00:05:19.000 --> 00:05:22.000]  火光沖天
[00:05:22.000 --> 00:05:28.000]  知道兩個城被滅了
[00:05:28.000 --> 00:05:29.000]  重要的地方是
[00:05:29.000 --> 00:05:32.000]  羅德沒有回到阿不拉罕
[00:05:32.000 --> 00:05:34.000]  如果你看這個故事
[00:05:34.000 --> 00:05:37.000]  我經常以為羅德什麼都沒有
[00:05:37.000 --> 00:05:38.000]  只剩下兩個女兒
[00:05:38.000 --> 00:05:40.000]  連太太都變了炎柱
[00:05:40.000 --> 00:05:41.000]  應該回到阿不拉罕
[00:05:41.000 --> 00:05:43.000]  原來他沒有
[00:05:43.000 --> 00:05:45.000]  即使從阿不拉罕的角度來看
[00:05:45.000 --> 00:05:47.000]  羅德可能跟那些索多瑪
[00:05:47.000 --> 00:05:51.000]  俄波拉城的人滅亡了
[00:05:51.000 --> 00:05:54.000]  這是第一件事
[00:05:54.000 --> 00:05:55.000]  第二件事
[00:05:55.000 --> 00:05:57.000]  就是以撒瑪尼和夏甲
[00:05:57.000 --> 00:06:00.000]  被撒拉趕了出去
[00:06:00.000 --> 00:06:01.000]  大家知道
[00:06:01.000 --> 00:06:04.000]  以撒瑪尼和夏甲是他的妾侍
[00:06:04.000 --> 00:06:07.000]  以撒瑪尼是他的兒子
[00:06:07.000 --> 00:06:09.000]  親生兒子
[00:06:09.000 --> 00:06:12.000]  亦是可以承繼他的產業的人
[00:06:12.000 --> 00:06:15.000]  不過撒拉後來生了以撒
[00:06:15.000 --> 00:06:18.000]  你說是妒忌也好
[00:06:18.000 --> 00:06:22.000]  他不喜歡有妾侍和兒子
[00:06:22.000 --> 00:06:23.000]  於是趕走了他
[00:06:23.000 --> 00:06:26.000]  實在在二十一章十三節
[00:06:26.000 --> 00:06:27.000]  神跟他說
[00:06:27.000 --> 00:06:31.000]  他會照顧夏甲和以撒瑪尼
[00:06:31.000 --> 00:06:33.000]  但以撒瑪尼和夏甲
[00:06:33.000 --> 00:06:35.000]  去了一個地方叫別氏巴
[00:06:35.000 --> 00:06:37.000]  如果大家知道別氏巴是什麼
[00:06:37.000 --> 00:06:43.000]  別氏巴是一個曠野的地方
[00:06:43.000 --> 00:06:46.000]  一個女人帶著一個
[00:06:46.000 --> 00:06:48.000]  不是很大的青年或小孩
[00:06:48.000 --> 00:06:50.000]  去到這樣的地方
[00:06:50.000 --> 00:06:53.000]  他們生存的機會是低的
[00:06:53.000 --> 00:06:57.000]  不過如果阿伯拉罕相信神的應許
[00:06:57.000 --> 00:06:59.000]  應該相信他們是沒有事的
[00:06:59.000 --> 00:07:03.000]  不過他們亦沒有再回來
[00:07:03.000 --> 00:07:05.000]  這些事而後
[00:07:05.000 --> 00:07:07.000]  如果你看那個故事
[00:07:07.000 --> 00:07:10.000]  阿伯拉罕一個一個親人離開了
[00:07:10.000 --> 00:07:11.000]  不同的原因
[00:07:11.000 --> 00:07:13.000]  他最親的人
[00:07:13.000 --> 00:07:15.000]  可以做他承繼的人
[00:07:15.000 --> 00:07:17.000]  是離開了他
[00:07:17.000 --> 00:07:18.000]  到這個時候
[00:07:18.000 --> 00:07:20.000]  神跟他說
[00:07:20.000 --> 00:07:21.000]  我要你獻上以撒
[00:07:21.000 --> 00:07:23.000]  他只剩下以撒一個
[00:07:23.000 --> 00:07:26.000]  神就要他獻上以撒
[00:07:26.000 --> 00:07:30.000]  實在神不只是親人離開他
[00:07:30.000 --> 00:07:33.000]  神還帶領他離開他的親人
[00:07:33.000 --> 00:07:34.000]  如果你看這個故事
[00:07:34.000 --> 00:07:38.000]  他要他去一個地方叫摩尼亞地
[00:07:38.000 --> 00:07:39.000]  摩尼亞地裏面有個山
[00:07:39.000 --> 00:07:42.000]  所以叫摩尼亞山
[00:07:42.000 --> 00:07:44.000]  阿伯拉罕怎麼做呢
[00:07:44.000 --> 00:07:46.000]  阿伯拉罕帶了兩個僕人
[00:07:46.000 --> 00:07:47.000]  以撒
[00:07:47.000 --> 00:07:48.000]  加上他四個人
[00:07:48.000 --> 00:07:50.000]  走了三天
[00:07:50.000 --> 00:07:51.000]  走了三天後
[00:07:51.000 --> 00:07:53.000]  他留下那兩個僕人
[00:07:53.000 --> 00:07:54.000]  他和以撒兩個人
[00:07:54.000 --> 00:07:56.000]  再走了不知多久
[00:07:56.000 --> 00:07:58.000]  因為他說看到那個地方
[00:07:58.000 --> 00:07:59.000]  還要走多久我們不知道
[00:07:59.000 --> 00:08:01.000]  一兩天
[00:08:01.000 --> 00:08:05.000]  才去到那個地方
[00:08:05.000 --> 00:08:06.000]  他要獻上以撒
[00:08:06.000 --> 00:08:07.000]  即是你想想
[00:08:07.000 --> 00:08:09.000]  他整個家園
[00:08:09.000 --> 00:08:11.000]  整個族人在那裏
[00:08:11.000 --> 00:08:13.000]  但是他們四個人離開了他的族人
[00:08:13.000 --> 00:08:15.000]  然後再離開那兩個僕人
