
[00:00:00.000 --> 00:00:06.220]  今天我們繼續看三位機上下的經文
[00:00:06.220 --> 00:00:08.820]  亦是當中的訊息
[00:00:08.820 --> 00:00:12.600]  今天跟大家講的題目叫做甚麼呢
[00:00:12.600 --> 00:00:16.680]  做個好男人
[00:00:16.680 --> 00:00:20.180]  做個好女人
[00:00:20.180 --> 00:00:24.020]  就是大衛與亞比蓋的事
[00:00:24.020 --> 00:00:27.200]  這個就是上,下何時講呢
[00:00:28.520 --> 00:00:31.800]  下個禮拜,下個禮拜是母親節
[00:00:31.800 --> 00:00:34.800]  所以今天我們先講做個好男人
[00:00:34.800 --> 00:00:36.820]  下個禮拜呢
[00:00:36.820 --> 00:00:40.420]  做個好女人
[00:00:40.420 --> 00:00:44.360]  不過其實不是的,因為聖經的真理
[00:00:44.360 --> 00:00:47.860]  是不只是為男
[00:00:47.860 --> 00:00:50.900]  或者不只是為女的,當然有些是
[00:00:50.900 --> 00:00:53.780]  但是特別是今天這個
[00:00:53.780 --> 00:00:56.600]  大衛與亞比蓋他們的經歷
[00:00:56.600 --> 00:00:59.520]  事實上我們兩個都看過有很多的特質
[00:00:59.520 --> 00:01:02.540]  我們可以學習,無論是男還是女
[00:01:02.540 --> 00:01:04.940]  所以我們一起做個,甚麼
[00:01:04.940 --> 00:01:08.660]  好男人,又一起做個好女人
[00:01:08.660 --> 00:01:12.360]  三位機上二十五章
[00:01:12.360 --> 00:01:15.680]  剛剛是在二十四和二十六章之間
[00:01:15.680 --> 00:01:18.180]  如果大家記得上一次
[00:01:18.180 --> 00:01:21.080]  我們就講二十四和二十六章
[00:01:21.080 --> 00:01:23.240]  就講到大衛被誰追殺
[00:01:24.440 --> 00:01:26.780]  被蘇勞追殺
[00:01:26.780 --> 00:01:29.940]  但是他兩次,在二十四章,二十六章
[00:01:29.940 --> 00:01:32.960]  兩次有機會,都可以
[00:01:32.960 --> 00:01:34.260]  殺了蘇勞
[00:01:34.260 --> 00:01:37.740]  好像天賜給他一個良機
[00:01:37.740 --> 00:01:40.780]  其他人都這樣看
[00:01:40.780 --> 00:01:43.780]  但是大衛他不是用普通人的眼光去看
[00:01:43.780 --> 00:01:47.080]  他是以神的眼光去看
[00:01:47.080 --> 00:01:50.080]  他認為這個不是神的心意
[00:01:50.080 --> 00:01:53.100]  所以雖然我們說
[00:01:53.100 --> 00:01:56.080]  大衛是面對
[00:01:56.080 --> 00:01:59.100]  蘇勞這些無理的追殺和迫害
[00:01:59.100 --> 00:02:02.060]  但是他沒有以惡報惡
[00:02:02.060 --> 00:02:03.060]  相反是以甚麼
[00:02:03.060 --> 00:02:07.140]  以善報惡,這就是上一次
[00:02:07.140 --> 00:02:10.420]  我們跟大家分享的訊息,他以善報惡
[00:02:10.420 --> 00:02:11.420]  那麼
[00:02:11.420 --> 00:02:15.140]  這個學者Berlin,他亦都將
[00:02:15.140 --> 00:02:18.640]  二十五章,在二十四和二十六章之間
[00:02:18.640 --> 00:02:21.920]  他認為有一個神學的連貫性
[00:02:21.920 --> 00:02:24.700]  因為這裏同樣的
[00:02:24.700 --> 00:02:27.720]  大衛是遭受一種無理的對待
[00:02:27.720 --> 00:02:30.740]  但是,按人
[00:02:30.740 --> 00:02:33.720]  這裏很明顯將他人性表達出來
[00:02:33.720 --> 00:02:36.720]  按人性,他就是要報仇報復的
[00:02:36.720 --> 00:02:39.740]  按人性,他就是要
[00:02:39.740 --> 00:02:42.740]  你有半斤,那又如何
[00:02:42.740 --> 00:02:45.740]  我也有八兩,所以他本來
[00:02:45.740 --> 00:02:48.780]  他人性那方面,要來殺敵人
[00:02:48.780 --> 00:02:51.780]  但是很奇妙,同時
[00:02:51.780 --> 00:02:54.800]  同樣的,有神的提醒
[00:02:54.800 --> 00:02:58.180]  讓大衛轉變他的心意
[00:02:58.180 --> 00:03:01.180]  和二十四章,二十六章那種
[00:03:01.180 --> 00:03:04.220]  我們發覺人的靈命,的確有高有低
[00:03:04.220 --> 00:03:07.280]  他回復回二十四和二十六章
[00:03:07.280 --> 00:03:10.300]  那種心態,就是他不以
[00:03:10.300 --> 00:03:13.320]  武力來除掉敵人
[00:03:13.320 --> 00:03:16.340]  相反,以神的方法和幫助
[00:03:16.340 --> 00:03:19.360]  以善去對待這些對他不好的人
[00:03:19.360 --> 00:03:22.360]  所以這裏
[00:03:22.360 --> 00:03:25.380]  好像有一種連貫的意義
[00:03:25.380 --> 00:03:28.380]  和神學意義給我們看見
[00:03:28.380 --> 00:03:31.380]  所以這次我們看二十五章
[00:03:31.380 --> 00:03:34.380]  我們看到他仍然在逃避掃羅追殺之間
[00:03:34.380 --> 00:03:37.380]  既然被逃亡,物質上
[00:03:37.380 --> 00:03:40.380]  是有需要的,所以他就向
[00:03:40.380 --> 00:03:43.380]  其中一個配角,很重要的配角
[00:03:43.380 --> 00:03:46.380]  就是這個大富戶,名字叫
[00:03:46.380 --> 00:03:49.380]  拿伯,拿伯希望請求
[00:03:49.380 --> 00:03:52.380]  他的幫助,但是
[00:03:52.380 --> 00:03:55.380]  遭遇到整個故事的發展
[00:03:55.380 --> 00:03:58.380]  我們看見一會兒,就顯出一個
[00:03:58.380 --> 00:04:01.380]  壞的惡的男人和一個
[00:04:01.380 --> 00:04:04.380]  好的男人的分別,所以我們看見
[00:04:04.380 --> 00:04:07.380]  在這裏,其實當時這個背景就是
[00:04:07.380 --> 00:04:10.380]  以色列遭受很多外敵,時常有
[00:04:10.380 --> 00:04:13.380]  菲利士人,或者亞馬力人
[00:04:13.380 --> 00:04:16.380]  的攻擊,所以很多時候
[00:04:16.380 --> 00:04:19.380]  國家的領袖都派遣一些將領
[00:04:19.380 --> 00:04:22.380]  或者兵士,去保護自己的屬地
[00:04:22.380 --> 00:04:25.380]  很明顯的,駐軍在那裏,或者
[00:04:25.380 --> 00:04:28.380]  去確保那裏的人民
[00:04:28.380 --> 00:04:31.380]  平安,保護他們
[00:04:31.380 --> 00:04:34.380]  所以被派到各處去守護這些牧場
[00:04:34.380 --> 00:04:37.380]  特別是以畜牧為主,免受
[00:04:37.380 --> 00:04:40.380]  侵略者,敵人和匪徒
[00:04:40.380 --> 00:04:43.380]  的迫害,或者侵害
[00:04:43.380 --> 00:04:46.380]  所以這個故事的背景就在這裏
[00:04:46.380 --> 00:04:49.380]  我們讀一讀這段經文,我們由
[00:04:49.380 --> 00:04:52.380]  第一節讀到很長的,其實
[00:04:52.380 --> 00:04:55.380]  不過我們今天只選到十七節,有時間
[00:04:55.380 --> 00:04:58.380]  等一下節目可以回來看完全章,我們看一看
[00:04:58.380 --> 00:05:01.380]  第一節的下半節開始,我們用啟營的
[00:05:01.380 --> 00:05:04.380]  方式,我讀一節,請會眾讀一節
[00:05:04.380 --> 00:05:07.380]  我們一起讀完這段經文,第一節
