
[00:00:00.000 --> 00:00:01.660]  讓我們一起讀一段經文
[00:00:01.660 --> 00:00:05.320]  在格林多前書第四章第二節
[00:00:05.320 --> 00:00:07.600]  格林多前書第四章第二節
[00:00:07.600 --> 00:00:09.100]  我們一同來念
[00:00:09.100 --> 00:00:13.060]  所求於管家的是要他有忠心
[00:00:13.060 --> 00:00:18.020]  所求於管家的是要他有忠心
[00:00:18.020 --> 00:00:18.620]  各位警衛
[00:00:18.620 --> 00:00:22.320]  隨著九月份來到我們居家隔離的日子
[00:00:22.320 --> 00:00:25.360]  已經將近半年之久了
[00:00:25.360 --> 00:00:28.060]  我想我們以前從來沒有想到過
[00:00:28.060 --> 00:00:30.220]  我們會有半年的時間
[00:00:30.220 --> 00:00:31.720]  無法見面
[00:00:31.720 --> 00:00:34.220]  甚至無法實體聚會
[00:00:34.220 --> 00:00:35.360]  不但想不到
[00:00:35.360 --> 00:00:37.860]  而且根本無法想像
[00:00:37.860 --> 00:00:39.120]  不是嗎?
[00:00:39.120 --> 00:00:40.420]  回想這半年來
[00:00:40.420 --> 00:00:44.260]  真的要感謝教會的每一位同工
[00:00:44.260 --> 00:00:46.120]  每一位弟兄姊妹
[00:00:46.120 --> 00:00:48.520]  在這麼艱難的時刻
[00:00:48.520 --> 00:00:51.260]  仍然能夠堅守崗位
[00:00:51.260 --> 00:00:53.620]  好讓我們教會一切的事工
[00:00:53.620 --> 00:00:55.460]  不但沒有停止
[00:00:55.460 --> 00:00:58.500]  反而是更加的不斷擴展
[00:00:58.500 --> 00:00:59.100]  Hallelujah
[00:00:59.100 --> 00:01:00.720]  為你自己鼓掌一下好不好
[00:01:00.720 --> 00:01:02.220]  Hallelujah
[00:01:02.220 --> 00:01:04.200]  我就看見在這裡
[00:01:04.200 --> 00:01:08.300]  我們真的是一個屬神的大家庭
[00:01:08.300 --> 00:01:10.160]  你知道在一個家庭裡面
[00:01:10.160 --> 00:01:12.920]  我們不但是互為家人
[00:01:12.920 --> 00:01:16.320]  我們也是互為管家
[00:01:16.320 --> 00:01:18.560]  什麼是管家呢?
[00:01:18.560 --> 00:01:20.200]  所謂管家
[00:01:20.200 --> 00:01:25.360]  就是管理主人家裡面一切事物的人
[00:01:25.360 --> 00:01:27.620]  換言之今天我們所擁有的
[00:01:27.620 --> 00:01:30.700]  其實不是真的屬於我們
[00:01:30.700 --> 00:01:33.020]  其實我們所擁有的一切
[00:01:33.020 --> 00:01:34.520]  都是屬於神的
[00:01:34.520 --> 00:01:35.920]  不是嗎?
[00:01:35.920 --> 00:01:37.760]  包括我們的生命
[00:01:37.760 --> 00:01:39.400]  我們的時間
[00:01:39.400 --> 00:01:40.920]  我們的才幹
[00:01:40.920 --> 00:01:42.960]  甚至我們一切的產業
[00:01:42.960 --> 00:01:45.660]  這一切其實都是從神而來
[00:01:45.660 --> 00:01:47.320]  屬於神的
[00:01:47.320 --> 00:01:51.100]  而神把這一切的資源託付給我們
[00:01:51.100 --> 00:01:53.620]  就讓我們按照神的心意
[00:01:53.620 --> 00:01:58.060]  能夠使用能夠運用這一切的資源
[00:01:58.060 --> 00:02:00.800]  所以更多前書第四章第二節裡面
[00:02:00.800 --> 00:02:02.620]  我們看見很清楚的教導
[00:02:02.620 --> 00:02:04.360]  我們做一個管家
[00:02:04.360 --> 00:02:05.860]  我們所要求的
[00:02:05.860 --> 00:02:08.800]  神就要我們要忠心
[00:02:08.800 --> 00:02:10.700]  什麼是忠心呢?
[00:02:10.700 --> 00:02:13.560]  忠心就是永遠把神
[00:02:13.560 --> 00:02:19.000]  放在我們生活優先次序的第一位
[00:02:19.000 --> 00:02:20.800]  無論我們現在所處的環境
[00:02:20.800 --> 00:02:22.500]  是怎麼樣的環境
[00:02:22.500 --> 00:02:26.220]  無論是疫情、暴動、山火
[00:02:26.220 --> 00:02:28.420]  無論是大選要來臨
[00:02:28.420 --> 00:02:33.720]  我們的眼目永遠是定睛在神的身上
[00:02:33.720 --> 00:02:36.960]  你知道一個忠心的僕人永遠
[00:02:36.960 --> 00:02:39.800]  是要去做主人想做的事情
[00:02:39.800 --> 00:02:43.960]  他不會是拼命想做自己要做的事情
[00:02:43.960 --> 00:02:45.200]  所以我常常說
[00:02:45.200 --> 00:02:46.720]  忠心是什麼?
[00:02:46.720 --> 00:02:49.900]  忠心就是去注意
[00:02:49.900 --> 00:02:50.400]  注意什麼?
[00:02:50.400 --> 00:02:51.500]  不是注意自己
[00:02:51.500 --> 00:02:54.200]  我們一天到晚注意自己
[00:02:54.200 --> 00:02:54.800]  注意什麼?
[00:02:54.800 --> 00:02:56.800]  注意神嘛
[00:02:56.800 --> 00:03:00.500]  注意神的手要做什麼
[00:03:00.500 --> 00:03:05.300]  然後我們全心全意的去跟隨
[00:03:05.300 --> 00:03:07.500]  那你說我們在哪些方面
[00:03:07.500 --> 00:03:10.400]  需要做神忠心的管家呢?
[00:03:10.400 --> 00:03:12.500]  今天早上從四方面跟大家來分享
[00:03:12.500 --> 00:03:17.000]  第一個要做神話語的好管家
[00:03:17.000 --> 00:03:20.100]  做神話語的好管家
[00:03:20.100 --> 00:03:22.800]  馬賽福音第二十四章四十五節
[00:03:22.800 --> 00:03:25.300]  這裡說誰是忠心有見識的僕人
[00:03:25.300 --> 00:03:28.400]  為主人所派管理家裡的人
[00:03:28.400 --> 00:03:31.200]  按時分糧給他們呢?
[00:03:31.200 --> 00:03:34.500]  當然這裡的糧食是講到屬靈的糧食
[00:03:34.500 --> 00:03:36.800]  就是指主的話語
[00:03:36.800 --> 00:03:39.200]  那也許有人說牧師這不是你的工作嗎?
[00:03:39.200 --> 00:03:40.400]  No No No
[00:03:40.400 --> 00:03:46.200]  其實這是每一個忠心管家的一個工作
[00:03:46.200 --> 00:03:50.000]  今天我在這裡按時分糧給你們
[00:03:50.000 --> 00:03:55.400]  同樣你也應當按時分糧給你身旁周圍的人
[00:03:55.400 --> 00:03:56.900]  你說要怎麼按時分糧呢?
[00:03:56.900 --> 00:04:02.900]  第一個要分享主的話語
[00:04:02.900 --> 00:04:05.800]  也許你說我沒什麼可分享的
[00:04:05.800 --> 00:04:07.100]  但是你知道很多時候
[00:04:07.100 --> 00:04:10.800]  你之所以沒有什麼可以分享
[00:04:10.800 --> 00:04:15.000]  是因為你太少去分享神的話語
[00:04:15.000 --> 00:04:18.300]  只有當你開始去分享神的話語的時候
[00:04:18.300 --> 00:04:20.100]  你就會發現神的話語
[00:04:20.100 --> 00:04:23.400]  越分享就越多可以分享
[00:04:23.400 --> 00:04:25.100]  Hallelujah
[00:04:25.100 --> 00:04:27.500]  就像五餅二魚的神蹟一樣
[00:04:27.500 --> 00:04:31.300]  當主耶穌把餅分給十二個門徒
[00:04:31.300 --> 00:04:33.700]  十二個門徒就分給眾人
[00:04:33.700 --> 00:04:37.000]  眾人在一個一個的傳遞下去
[00:04:37.000 --> 00:04:39.600]  越分就越多
[00:04:39.600 --> 00:04:42.800]  但什麼時候他們停止傳遞
[00:04:42.800 --> 00:04:45.100]  不再繼續分下去的時候
[00:04:45.100 --> 00:04:47.400]  餅就沒有了
[00:04:47.400 --> 00:04:49.400]  所以你一定要在生活當中
[00:04:49.400 --> 00:04:51.400]  學習來分享主的話語
[00:04:51.400 --> 00:04:52.600]  特別在疫情期間
[00:04:52.600 --> 00:04:55.100]  我就看見很多人大量的使用
[00:04:55.100 --> 00:04:58.000]  社交網站的平台
[00:04:58.000 --> 00:04:59.800]  其實讓我鼓勵你
[00:04:59.800 --> 00:05:02.600]  不要一天到晚只是在社交網站上
[00:05:02.600 --> 00:05:06.100]  自我宣傳或者是替別人宣傳
[00:05:06.100 --> 00:05:08.700]  你有沒有想到過來宣揚基督啊?
[00:05:08.700 --> 00:05:10.100]  Hallelujah
[00:05:10.100 --> 00:05:12.200]  我記得我們教會有一位弟兄
[00:05:12.200 --> 00:05:14.700]  他每天就是在Twitter上
[00:05:14.700 --> 00:05:17.600]  PO一節聖經就這麼簡單
[00:05:17.600 --> 00:05:19.700]  一開始我覺得這真是全世界
[00:05:19.700 --> 00:05:22.300]  最乏味又最沒有創意的做法
[00:05:22.300 --> 00:05:24.600]  每天PO一節聖經
[00:05:24.600 --> 00:05:25.400]  直到有一次
[00:05:25.400 --> 00:05:27.500]  我有一天心情蠻低落的時候
[00:05:27.500 --> 00:05:29.700]  無意間看見他PO的經文
[00:05:29.700 --> 00:05:32.000]  讓我大得激勵
[00:05:32.000 --> 00:05:34.700]  神就藉著我所以為
[00:05:34.700 --> 00:05:36.500]  最沒有創意的方法
