
[00:00:00.000 --> 00:00:10.200]  (主席)今日齊崇拜的感覺,就是「九漢逢甘露」
[00:00:10.200 --> 00:00:12.000]  不知大家有沒有這樣的感受
[00:00:12.000 --> 00:00:14.400]  因為我自己的感受
[00:00:14.400 --> 00:00:16.000]  因為過去幾個月裏面
[00:00:16.000 --> 00:00:18.800]  或者過去一年大部分的時間
[00:00:18.800 --> 00:00:21.800]  在台上講道或者是敬拜
[00:00:21.800 --> 00:00:24.400]  樓下都是幾個童工
[00:00:24.400 --> 00:00:27.800]  十個八個或者十數個
[00:00:27.800 --> 00:00:33.200]  今天有很多弟兄姊妹,很多人頭在這裏
[00:00:33.200 --> 00:00:35.800]  就好像想到田地裏面
[00:00:35.800 --> 00:00:38.800]  你那麼大塊田,你種的東西
[00:00:38.800 --> 00:00:42.000]  多一些收成出來
[00:00:42.000 --> 00:00:44.400]  其實大家都在主裏面
[00:00:44.400 --> 00:00:49.800]  都是得到主的慰養成長
[00:00:49.800 --> 00:00:51.400]  好像詩篇裏面講
[00:00:51.400 --> 00:00:55.000]  「我們都是一棵樹栽在溪水旁」
[00:00:55.000 --> 00:00:56.600]  「葉子也不枯乾」
[00:00:56.600 --> 00:00:58.600]  「一個美好的人生」
[00:00:58.600 --> 00:01:02.000]  能夠跟大家一起去敬拜主,是很感恩的
[00:01:02.000 --> 00:01:06.400]  所以有這樣的感受在裏面
[00:01:06.400 --> 00:01:08.800]  有人曾經這樣講一句話
[00:01:08.800 --> 00:01:12.200]  他說「壽難節的眼淚」
[00:01:12.200 --> 00:01:18.600]  「是成為了復活節鮮花上的爐珠」
[00:01:18.600 --> 00:01:22.200]  「壽難節的眼淚」
[00:01:22.200 --> 00:01:29.600]  「是成為了復活節鮮花上的爐珠」
[00:01:29.600 --> 00:01:34.400]  我們相信,當然我們會知道
[00:01:34.400 --> 00:01:38.000]  經歷耶穌基督的死亡
[00:01:38.000 --> 00:01:40.800]  是一個很悲哀的事情
[00:01:40.800 --> 00:01:43.600]  知道耶穌被釘十字架
[00:01:43.600 --> 00:01:47.800]  流出補血,然後死了
[00:01:47.800 --> 00:01:50.600]  是一件悲哀的事情
[00:01:50.600 --> 00:01:55.400]  我們眼裏面有淚水
[00:01:55.400 --> 00:01:58.400]  特別是在當時
[00:01:58.400 --> 00:02:03.200]  這些未經歷過耶穌基督復活的人
[00:02:03.200 --> 00:02:04.400]  當代的人
[00:02:04.400 --> 00:02:08.000]  他們未知道耶穌基督會復活
[00:02:08.000 --> 00:02:10.800]  他們在星期五
[00:02:10.800 --> 00:02:13.200]  一個中午的時候
[00:02:13.200 --> 00:02:16.200]  耶穌基督斷了氣
[00:02:16.200 --> 00:02:19.800]  他們歷時充滿了悲哀
[00:02:19.800 --> 00:02:24.400]  一邊悲哀,一邊兩天、三天
[00:02:24.400 --> 00:02:28.000]  眼淚不斷流出來
[00:02:28.000 --> 00:02:30.800]  但是到了復活的清晨
[00:02:30.800 --> 00:02:33.600]  開始知道主復活了
[00:02:33.600 --> 00:02:39.200]  真的,這種喜樂是難以形容
[00:02:39.200 --> 00:02:43.200]  今天我揀選了《約翰福音》這段經文
[00:02:43.200 --> 00:02:49.000]  裏面描述耶穌基督復活的清晨
[00:02:49.000 --> 00:02:52.600]  因為在所有的寫作裏面
[00:02:52.600 --> 00:02:55.400]  剛才主席幫我們讀出這段經文
[00:02:55.400 --> 00:03:01.200]  《約翰福音》有一章裏面
[00:03:01.200 --> 00:03:06.600]  十一到十八節
[00:03:06.600 --> 00:03:14.600]  這段經文可以說是最偉大的一段確認
[00:03:14.600 --> 00:03:20.200]  大家知道是莫大拉的瑪利亞當時很榮幸
[00:03:20.200 --> 00:03:25.400]  能夠第一個看見復活的主
[00:03:25.400 --> 00:03:28.400]  而這段經文描述了
[00:03:28.400 --> 00:03:33.400]  她和耶穌基督的一個重逢
[00:03:33.400 --> 00:03:40.400]  又更加暗示了她和耶穌那種深厚的關係
[00:03:40.400 --> 00:03:42.800]  深厚的感情
[00:03:42.800 --> 00:03:46.000]  耶穌說:瑪利亞
[00:03:46.000 --> 00:03:49.800]  我相信耶穌所說的比我剛才更溫柔
[00:03:49.800 --> 00:03:53.000]  更加有這種力度
[00:03:53.000 --> 00:03:55.000]  她當時又認出
[00:03:55.000 --> 00:03:56.600]  聽到這個聲音
[00:03:56.600 --> 00:04:00.200]  就說:拉玻璃
[00:04:00.200 --> 00:04:03.600]  亦不應該出自我的口
[00:04:03.600 --> 00:04:06.000]  我相信瑪利亞亦是很溫柔
[00:04:06.000 --> 00:04:08.000]  又很期待
[00:04:08.000 --> 00:04:11.400]  又很驚喜的
[00:04:11.400 --> 00:04:17.600]  是從心底裏很深情地說出
[00:04:17.600 --> 00:04:23.000]  耶穌是夫子、是老師的意思
[00:04:23.000 --> 00:04:27.000]  所以今天我的講題是「拉玻璃」
[00:04:27.000 --> 00:04:30.600]  不是簡單地說「老師早晨」
[00:04:30.600 --> 00:04:32.600]  「起立」、「老師早晨」
[00:04:32.600 --> 00:04:36.400]  我們很行貨地跟老師說
[00:04:36.400 --> 00:04:41.800]  在心系裏感受到瑪利亞和耶穌
[00:04:41.800 --> 00:04:43.800]  大家的名字
[00:04:43.800 --> 00:04:50.400]  互相對稱的那種關係
[00:04:50.400 --> 00:04:53.400]  所以我從三方面跟大家分享
[00:04:53.400 --> 00:04:58.200]  第一是追隨到底
[00:04:58.200 --> 00:05:03.600]  第二是耶穌向愛慕祂的人顯現
[00:05:03.600 --> 00:05:09.200]  第三是一份長久親密的關係
[00:05:09.200 --> 00:05:11.400]  首先講追隨到底
[00:05:11.400 --> 00:05:13.200]  我們看第一節
[00:05:13.200 --> 00:05:14.600]  其實我們沒有讀
[00:05:14.600 --> 00:05:16.000]  七天的第一天
[00:05:16.000 --> 00:05:18.800]  清早天還黑的時候
[00:05:18.800 --> 00:05:21.600]  莫大拉的瑪利亞來到墳墓
[00:05:21.600 --> 00:05:25.800]  看見石頭已經從墳墓裏挪開了
[00:05:25.800 --> 00:05:28.400]  聖經說天未亮的時候
[00:05:28.400 --> 00:05:29.800]  就開始動身
[00:05:29.800 --> 00:05:34.400]  大家都知道瑪利亞等了很久
[00:05:34.400 --> 00:05:36.400]  我相信她那一晚
[00:05:36.400 --> 00:05:39.000]  即是昨晚根本睡得不好
[00:05:39.000 --> 00:05:40.200]  可能因為做夢
[00:05:40.200 --> 00:05:43.200]  說要見到耶穌
[00:05:43.200 --> 00:05:46.800]  要看見耶穌的遺體
[00:05:46.800 --> 00:05:48.600]  大家知道為甚麼是第三天
[00:05:48.600 --> 00:05:51.000]  因為是安息日的日子
[00:05:51.000 --> 00:05:55.800]  由禮拜五晚六時到禮拜六
[00:05:55.800 --> 00:05:58.000]  即是昨晚六時
[00:05:58.000 --> 00:06:00.800]  六時已經晚了,沒有人晚上去
[00:06:00.800 --> 00:06:04.000]  唯有等到一早
[00:06:04.000 --> 00:06:07.400]  一早可能四、五時就動身
[00:06:07.400 --> 00:06:09.200]  天未亮的時候
[00:06:09.200 --> 00:06:10.800]  所以那個期待
[00:06:10.800 --> 00:06:13.800]  你看見瑪利亞是十分期待
[00:06:13.800 --> 00:06:18.800]  你可以說她好像一般人一樣
[00:06:18.800 --> 00:06:20.000]  送別
[00:06:20.000 --> 00:06:24.000]  是否送別耶穌最後一程呢?
[00:06:24.000 --> 00:06:26.800]  帶著一些香料
[00:06:26.800 --> 00:06:31.800]  都是當時他們會對一些遺體做一些塗抹
[00:06:31.800 --> 00:06:37.000]  當然當瑪利亞去到的時候
[00:06:37.000 --> 00:06:38.200]  她可能一路行一路
[00:06:38.200 --> 00:06:40.600]  心裏面都在想
[00:06:40.600 --> 00:06:43.800]  到時其實會否見到耶穌的遺體呢?
[00:06:43.800 --> 00:06:48.200]  因為怎樣將石頭拿開呢?
[00:06:48.200 --> 00:06:50.400]  到時就算了
[00:06:50.400 --> 00:06:55.400]  總之一心就要希望能夠做到這件事情
[00:06:55.400 --> 00:06:58.000]  但是她去到的時候
[00:06:58.000 --> 00:07:01.200]  那個擔心已經不同了
[00:07:01.200 --> 00:07:04.000]  反而夢門是打開了
[00:07:04.000 --> 00:07:08.800]  但是耶穌的屍體卻不見了
[00:07:08.800 --> 00:07:11.600]  當然這個對瑪利亞來說
[00:07:11.600 --> 00:07:16.000]  一個是落空了
[00:07:16.000 --> 00:07:21.800]  瑪利亞究竟是否好像盡了人情
[00:07:21.800 --> 00:07:25.600]  也是送別了耶穌最後一程呢?
