
[00:00:00.000 --> 00:00:07.000]  就在我們開始的時候,在講道之前,我們先在神的面前禱告。
[00:00:07.000 --> 00:00:12.000]  敬愛聖天父,我們感謝祢。
[00:00:12.000 --> 00:00:22.000]  祢在基督裡呼召我們來到祢的面前,成為祢的兒女。
[00:00:23.000 --> 00:00:32.000]  現在我們願意打開我們的心,來聆聽祢所教導的話,
[00:00:32.000 --> 00:00:41.000]  就求聖靈也在這裡來運行,預備我們每一個人的心,
[00:00:41.000 --> 00:00:51.000]  讓我們學習在聖經裡的教訓,滿有耶穌基督的形象,
[00:00:51.000 --> 00:00:55.000]  奉耶穌基督的名求,阿們。
[00:00:55.000 --> 00:01:03.000]  余牧師給我們講了兩次的故事,講聖經人物。
[00:01:03.000 --> 00:01:10.000]  那今天是我第三次講故事。
[00:01:10.000 --> 00:01:15.000]  我從小是很喜歡聽故事。
[00:01:15.000 --> 00:01:22.000]  兒童時代是先聽電臺。
[00:01:22.000 --> 00:01:29.000]  電臺的故事還有一些還記得的。
[00:01:29.000 --> 00:01:37.000]  那個洪西關放飼育,是嗎?
[00:01:37.000 --> 00:01:41.000]  我不是很記得那個故事。
[00:01:41.000 --> 00:01:46.000]  也有一些愛情家庭的。
[00:01:46.000 --> 00:01:48.000]  有一些是講家庭的。
[00:01:48.000 --> 00:01:52.000]  好像在香港的大丈夫日記。
[00:01:52.000 --> 00:01:55.000]  在香港有一個叫大丈夫日記。
[00:01:55.000 --> 00:02:02.000]  我們的女主角還在我們當中,那個故事當中的女主角還在我們當中。
[00:02:02.000 --> 00:02:06.000]  那個故事當中的女主角都坐在這裡。
[00:02:06.000 --> 00:02:13.000]  再大一點,我就喜歡看武俠小說了。
[00:02:13.000 --> 00:02:17.000]  到後來長大了,就開始喜歡看武俠小說。
[00:02:17.000 --> 00:02:24.000]  金庸的《笑傲江湖》,我大概最少看了七次。
[00:02:24.000 --> 00:02:28.000]  金庸寫的《笑傲江湖》,我最少看了七次。
[00:02:28.000 --> 00:02:31.000]  這樣不但增強了我的語文能力。
[00:02:31.000 --> 00:02:35.000]  看小說不單增強了我的語文能力。
[00:02:35.000 --> 00:02:41.000]  故事的人物當中的性格和他們人生的態度和情懷等等。
[00:02:41.000 --> 00:02:48.000]  故事裡面的人物的性格,他們遇到的事情和他們的情懷等等。
[00:02:48.000 --> 00:02:50.000]  都在影響著我的生命。
[00:02:50.000 --> 00:02:52.000]  都是影響著我的生命。
[00:02:52.000 --> 00:03:00.000]  其實應該說是無所著我的性格和人生趨向。
[00:03:00.000 --> 00:03:06.000]  可能都無所著我的性格和人生的趨向。
[00:03:06.000 --> 00:03:11.000]  所謂人生趨向就是我喜歡什麼不喜歡什麼這個意思。
[00:03:11.000 --> 00:03:15.000]  所謂人生趨向就是我喜歡什麼不喜歡什麼的意思。
[00:03:15.000 --> 00:03:22.000]  那我們從這一點來再往大一點去想的話。
[00:03:22.000 --> 00:03:25.000]  從這裡我們再去想的話。
[00:03:25.000 --> 00:03:28.000]  如果一整個社會都聽同樣的故事。
[00:03:28.000 --> 00:03:31.000]  如果整個社會都聽同樣的故事。
[00:03:31.000 --> 00:03:33.000]  受同樣的人物影響。
[00:03:33.000 --> 00:03:35.000]  受同樣的人物影響。
[00:03:35.000 --> 00:03:41.000]  那麼這個社會就很容易形成了共同的價值觀念和人生趨向。
[00:03:41.000 --> 00:03:46.000]  那麼整個社會就會有共同的價值觀念和人生趨向。
[00:03:46.000 --> 00:04:01.000]  所以為什麼在古代漢朝的時候就有人創造了24個禁孝的故事。
[00:04:01.000 --> 00:04:07.000]  所以在漢朝的時候就有人創造了24個有關孝道的故事。
[00:04:07.000 --> 00:04:10.000]  我說創造真的是創造不是真的。
[00:04:10.000 --> 00:04:17.000]  我用字眼來創造,那個24孝的故事不是真的,是真的寫出來的。
[00:04:17.000 --> 00:04:20.000]  好像臥冰求理。
[00:04:20.000 --> 00:04:23.000]  比如說臥冰求理。
[00:04:23.000 --> 00:04:25.000]  是非常的不科學。
[00:04:25.000 --> 00:04:27.000]  其實是很不科學的。
[00:04:27.000 --> 00:04:35.000]  一個人睡在那個冰上,希望將那個冰睡到它能融化,這個一點都不科學。
[00:04:35.000 --> 00:04:41.000]  一個人睡在那個冰上,希望將那個冰睡到它能融化,這個一點都不科學。
[00:04:41.000 --> 00:04:52.000]  而且是愚孝,因為父母要吃鯉魚,在不應該的季節去吃鯉魚,不應該去順從他的。
[00:04:52.000 --> 00:05:02.000]  而且這個是一種愚孝的行為,父母在冬季的時候是不應該吃鯉魚的時候,所以是不應該順從父母的。
[00:05:02.000 --> 00:05:07.000]  所以中國有這麼多的故事,忠於皇帝的故事。
[00:05:07.000 --> 00:05:12.000]  其實中國有很多這樣的故事,還有一些忠於皇帝的故事。
[00:05:12.000 --> 00:05:17.000]  也有在搞革命的時候有搞革命的故事出來。
[00:05:17.000 --> 00:05:21.000]  搞革命的時候有不同的故事出來。
[00:05:21.000 --> 00:05:22.000]  搞革命?
[00:05:22.000 --> 00:05:27.000]  搞革命,搞革命的時候就出革命的故事。
[00:05:27.000 --> 00:05:34.000]  所以為什麼倫理神學家Howard是這樣說?
[00:05:34.000 --> 00:05:36.000]  有一位人類學家Howard這樣說。
[00:05:36.000 --> 00:05:41.000]  他說故事可以無縮一個社群。
[00:05:41.000 --> 00:05:44.000]  故事可以無縮一個社群。
[00:05:44.000 --> 00:05:55.000]  故事可以提供這個社群共同的價值觀念,和有共同的典型的性格。
[00:05:55.000 --> 00:06:02.000]  故事可以提供這個社群共同的價值觀念,和有共同的典型的性格。
[00:06:02.000 --> 00:06:06.000]  故事比一條一條的道德教訓更容易影響人。
[00:06:06.000 --> 00:06:11.000]  故事比一條一條的道德教訓更加容易影響人。
[00:06:11.000 --> 00:06:17.000]  那我講了一些有關故事的一些知識之後,我們回到來看聖經。
[00:06:17.000 --> 00:06:22.000]  講了一些有關故事的事情之後,我們現在來看聖經。
[00:06:22.000 --> 00:06:25.000]  在聖經裡也一樣。
[00:06:25.000 --> 00:06:27.000]  在聖經裡也是一樣。
[00:06:27.000 --> 00:06:32.000]  在我們這個信仰的群體裡,我們也需要故事。
[00:06:32.000 --> 00:06:35.000]  在我們的信仰群體裡,我們也需要故事。
[00:06:35.000 --> 00:06:46.000]  在故事中的人物與他的遭遇,他對人生的信仰的各樣的反應,都可以影響著我們。
[00:06:46.000 --> 00:06:51.000]  在聖經裡記載的故事,那些人物的性格,反應,都可以影響著我們。
[00:06:51.000 --> 00:06:58.000]  他們能具體的將信心和品格,基督徒的品格能具體的表達出來。
[00:06:58.000 --> 00:07:03.000]  他們的故事能夠將基督徒的品格很具體的表達出來。
[00:07:03.000 --> 00:07:10.000]  但在聖經裡,我們的故事比世俗的故事更有意義。
[00:07:10.000 --> 00:07:14.000]  我們的故事比世俗的故事更加有意義。
[00:07:14.000 --> 00:07:16.000]  因為聖經是神啟示的。
[00:07:16.000 --> 00:07:18.000]  因為聖經是神所啟示的。
[00:07:18.000 --> 00:07:20.000]  是歷史中的真實人物。
[00:07:20.000 --> 00:07:22.000]  因為聖經是神所啟示的。
[00:07:22.000 --> 00:07:24.000]  是歷史中的真實人物。
[00:07:24.000 --> 00:07:32.000]  另外一方面,像我所說的,他能幫助我們建立成熟的信徒的生命。
[00:07:32.000 --> 00:07:37.000]  並且他能夠幫助基督徒建立成熟的生命。
[00:07:37.000 --> 00:07:47.000]  我想當中也有不少是在基督教學校裡讀書畢業的。
[00:07:47.000 --> 00:07:54.000]  我想當中也有不少是在基督教學校裡讀書畢業的。
[00:07:54.000 --> 00:07:56.000]  所以我想您更明白我在說什麼。
[00:07:56.000 --> 00:07:57.000]  所以我想您更明白我在說什麼。
[00:07:57.000 --> 00:07:59.000]  可能您會更加明白我在說什麼。
[00:07:59.000 --> 00:08:06.000]  不管怎麼樣,我非常喜歡這個系列。
[00:08:06.000 --> 00:08:10.000]  不管怎麼樣,我非常喜歡這個系列。
[00:08:10.000 --> 00:08:14.000]  因為我們在講有關聖經的人物。
[00:08:14.000 --> 00:08:16.000]  因為我們在講聖經的人物。
[00:08:16.000 --> 00:08:22.000]  那些信心的人物是在幫助我們建立成熟的生命。
[00:08:22.000 --> 00:08:26.000]  那些信心的人物是在幫助我們建立成熟的生命。
[00:08:26.000 --> 00:08:30.000]  就像在希伯來書十二章一節這樣說。
[00:08:30.000 --> 00:08:31.000]  就像在希伯來書十二章一節這樣說。
[00:08:31.000 --> 00:08:33.000]  就像在希伯來書十二章一節這樣說。
[00:08:33.000 --> 00:08:34.000]  就像在希伯來書十二章一節這樣說。
[00:08:34.000 --> 00:08:35.000]  十二章。
[00:08:35.000 --> 00:08:36.000]  十二章第一節這樣說。
[00:08:36.000 --> 00:08:37.000]  十二章第一節這樣說。
[00:08:37.000 --> 00:08:41.000]  我們既然有這麼多的見證人。
[00:08:41.000 --> 00:08:43.000]  我們既然有這麼多的見證人。
[00:08:43.000 --> 00:08:47.000]  像雲彩一樣圍繞著我們。
[00:08:47.000 --> 00:08:49.000]  如同雲彩一般圍繞著我們。
[00:08:49.000 --> 00:08:51.000]  就應該排除一切障礙。
[00:08:51.000 --> 00:08:53.000]  就應該排除一切障礙。
[00:08:53.000 --> 00:08:57.000]  和跟我們糾纏不休的罪。
[00:08:57.000 --> 00:09:00.000]  和跟我們糾纏不休的罪。
[00:09:00.000 --> 00:09:03.000]  堅忍的奔跑在我們前面的路程。
[00:09:03.000 --> 00:09:05.000]  努力奔跑我們前面的路程。
[00:09:05.000 --> 00:09:07.000]  聽懂這句話嗎?
[00:09:07.000 --> 00:09:09.000]  聽得明白嗎?
[00:09:09.000 --> 00:09:13.000]  那些人物像雲彩一樣圍繞著我們。
[00:09:13.000 --> 00:09:16.000]  那些人物像雲彩一樣圍繞著我們。
[00:09:16.000 --> 00:09:20.000]  讓我們能夠兼顧我們的心。
[00:09:20.000 --> 00:09:22.000]  能夠兼顧我們的心。
[00:09:22.000 --> 00:09:24.000]  排除一切的障礙。
[00:09:24.000 --> 00:09:26.000]  可以幫助我們排除一切的障礙。
[00:09:26.000 --> 00:09:28.000]  糾纏我們的罪。
[00:09:28.000 --> 00:09:30.000]  糾纏我們的罪。
[00:09:30.000 --> 00:09:32.000]  堅忍的奔跑在我們前面的路程。
[00:09:32.000 --> 00:09:35.000]  堅忍的奔跑在我們前面的路程。
[00:09:35.000 --> 00:09:39.000]  我就希望這一個系列的講道。
[00:09:39.000 --> 00:09:41.000]  我希望這一個系列的講道。
[00:09:41.000 --> 00:09:43.000]  是這樣的幫助我們每一個弟兄姐妹。
[00:09:43.000 --> 00:09:46.000]  是這樣的幫助我們每一個弟兄姐妹。
[00:09:46.000 --> 00:09:52.000]  今天我還是要講亞伯拉罕。
[00:09:52.000 --> 00:09:55.000]  今天我要繼續講仍然是亞伯拉罕的事。
[00:09:55.000 --> 00:09:59.000]  上次是講到亞伯拉罕怎樣離開家鄉。
[00:09:59.000 --> 00:10:02.000]  上一次我們看到亞伯拉罕怎樣離開家鄉。
[00:10:02.000 --> 00:10:06.000]  去到一個完全陌生的地方。
[00:10:06.000 --> 00:10:08.000]  去到一個完全陌生的地方。
[00:10:08.000 --> 00:10:14.000]  去領取神的應許,就是大國、大民族和土地。
[00:10:14.000 --> 00:10:18.000]  去領取神的應許,就是大國、大民族和土地。
[00:10:18.000 --> 00:10:21.000]  並且神應許說萬國都可以因他得福。
[00:10:21.000 --> 00:10:25.000]  並且神也應許說萬國都必因他得福。
[00:10:25.000 --> 00:10:28.000]  但上次余牧師已經給我們介紹了。
[00:10:28.000 --> 00:10:31.000]  但上次余牧師已經給我們介紹了。
[00:10:31.000 --> 00:10:36.000]  這些應許不可能在亞伯拉罕的一生中出現。
[00:10:36.000 --> 00:10:42.000]  其實所有這些應許不可能在亞伯拉罕的人生旅程中得到的。
[00:10:42.000 --> 00:10:45.000]  所以非常突出了亞伯拉罕的信心。
[00:10:45.000 --> 00:10:48.000]  更加突出了亞伯拉罕的信心。
[00:10:48.000 --> 00:10:53.000]  他就這樣離開了他的家鄉烏爾。
