
[00:00:00.000 --> 00:00:02.800]  我們今天的主題我們會繼續看
[00:00:02.800 --> 00:00:06.500]  從伊斯拉基第四章看到第六章
[00:00:06.500 --> 00:00:08.500]  我們當中有些退休人士
[00:00:08.500 --> 00:00:12.700]  我們都會去搬家
[00:00:12.700 --> 00:00:15.500]  有時我們住開房子
[00:00:15.500 --> 00:00:18.500]  又要剪草又要剷雪
[00:00:18.500 --> 00:00:19.600]  接著又要灑鹽
[00:00:19.600 --> 00:00:22.300]  真的每個冬天夏天都很麻煩
[00:00:22.300 --> 00:00:25.000]  結果就會很喜歡去
[00:00:25.000 --> 00:00:28.300]  建房子
[00:00:28.300 --> 00:00:31.100]  去買一些新的房子
[00:00:31.100 --> 00:00:32.800]  看著電影很開心
[00:00:32.800 --> 00:00:34.700]  但是有時看到工程
[00:00:34.700 --> 00:00:37.000]  移遷的時候
[00:00:37.000 --> 00:00:41.300]  就真的看見又要退休了
[00:00:41.300 --> 00:00:44.300]  又要幾多個月了
[00:00:44.300 --> 00:00:46.300]  真的有時都心驚膽怯
[00:00:46.300 --> 00:00:48.300]  究竟什麼時候才搬得進來呢
[00:00:48.300 --> 00:00:50.300]  就算在亞洲地區
[00:00:50.300 --> 00:00:52.800]  我們看新聞都看得多
[00:00:52.800 --> 00:00:54.600]  大灣區
[00:00:54.600 --> 00:00:58.800]  很多南美樓
[00:00:58.800 --> 00:01:04.400]  真的一早買了房子又要等
[00:01:04.400 --> 00:01:07.800]  接著說交的時候又不能交
[00:01:07.800 --> 00:01:09.500]  不如先供住
[00:01:09.500 --> 00:01:11.800]  又不能搬去住又要先供住
[00:01:11.800 --> 00:01:13.800]  真的看得多很心痛
[00:01:13.800 --> 00:01:16.800]  聖經裡面教會都有
[00:01:16.800 --> 00:01:18.800]  教會會不會是南美的呢
[00:01:18.800 --> 00:01:20.400]  希望不會
[00:01:20.400 --> 00:01:23.500]  其實聖經裡面提醒我們
[00:01:23.500 --> 00:01:25.500]  原來人的生命
[00:01:25.500 --> 00:01:27.000]  基督徒的生命
[00:01:27.000 --> 00:01:29.000]  好像一個工程
[00:01:29.000 --> 00:01:31.800]  保羅用了三種的比喻去提醒我們
[00:01:31.800 --> 00:01:35.600]  第一種比喻就是一個嬰兒成長的比喻
[00:01:35.600 --> 00:01:37.600]  說我們基督徒的生命成長
[00:01:37.600 --> 00:01:39.800]  好像嬰孩成長的比喻一樣
[00:01:39.800 --> 00:01:41.200]  又用了植物
[00:01:41.200 --> 00:01:44.100]  第三種比喻就是用一個工程
[00:01:44.100 --> 00:01:48.000]  去形容我們基督徒的生命成長
[00:01:48.000 --> 00:01:50.400]  我們看到基督徒的生命成長的時候
[00:01:50.400 --> 00:01:51.400]  我們就說
[00:01:51.400 --> 00:01:54.000]  我們既然上個禮拜的主題就說
[00:01:54.000 --> 00:01:55.400]  從一至三章我們看到
[00:01:55.400 --> 00:01:58.900]  原來我們的根基是建基於基督
[00:01:58.900 --> 00:02:00.400]  我們很多時候會看到的書
[00:02:00.400 --> 00:02:03.400]  有些書說教我們怎麼做一個
[00:02:03.400 --> 00:02:05.500]  基督徒的家庭
[00:02:05.500 --> 00:02:10.000]  基督徒怎麼在工作上建精神
[00:02:10.000 --> 00:02:11.100]  很受歡迎有時都說
[00:02:11.100 --> 00:02:13.800]  看書 不喜歡看書的我去聽講座
[00:02:13.800 --> 00:02:15.400]  就算下令會都有這樣的講座
[00:02:15.400 --> 00:02:19.300]  就是他怎麼在職場上面
[00:02:19.300 --> 00:02:21.200]  身為一個基督徒怎麼做
[00:02:21.200 --> 00:02:24.400]  但是我們之間在根基上面
[00:02:24.400 --> 00:02:26.200]  我們怎樣過基督徒的生活
[00:02:26.200 --> 00:02:28.200]  是中間有幾個步驟
[00:02:28.200 --> 00:02:30.200]  是幾個在這裡建造起來
[00:02:30.200 --> 00:02:32.900]  才可以有基督徒的家庭
[00:02:32.900 --> 00:02:36.100]  和基督徒的工作觀的態度
[00:02:36.100 --> 00:02:40.000]  那我們怎樣可以從
[00:02:40.000 --> 00:02:41.800]  《以斯拉記》裡面學習到
[00:02:41.800 --> 00:02:45.300]  《以斯拉記》在第四章第一節這樣說
[00:02:45.300 --> 00:02:50.300]  那些敵人他們捉了譚獻元祭
[00:02:50.300 --> 00:02:52.300]  那猶大和變亞敏的敵人
[00:02:52.300 --> 00:02:55.800]  聽說了這幫猶太人回來了
[00:02:55.800 --> 00:02:58.800]  在這裡建造 想建一個殿
[00:02:58.800 --> 00:03:03.000]  這個殿當中他們就去見他們的領袖
[00:03:03.000 --> 00:03:05.900]  猶太人領袖梭羅巴巴去見他們
[00:03:05.900 --> 00:03:10.500]  我們本來都是一同一班人而已
[00:03:10.500 --> 00:03:13.100]  我以前都是亞述王帶我們回來的時候
[00:03:13.100 --> 00:03:14.300]  都是拜同一個神
[00:03:14.300 --> 00:03:16.900]  我們不如一起去做吧
[00:03:16.900 --> 00:03:21.600]  然後你以為他們真的沒腦子嗎
[00:03:21.600 --> 00:03:25.300]  梭羅巴巴和耶穌他們的猶太人領袖就說
[00:03:25.300 --> 00:03:31.700]  你們和我們建造聖殿是和你沒有關係
[00:03:31.700 --> 00:03:36.700]  因為你敬拜的神根本就和他敬拜的神是不同的
[00:03:36.700 --> 00:03:39.400]  我們來這裡敬拜是建造聖殿
[00:03:39.400 --> 00:03:42.200]  是照著古烈王的吩咐來到我們當中
[00:03:42.200 --> 00:03:43.300]  去做的一件事情
[00:03:43.300 --> 00:03:45.500]  不用你們來插手
[00:03:45.500 --> 00:03:52.300]  當地的居民就看到這些猶太人走過來
[00:03:52.300 --> 00:03:54.000]  是否拿我們的土地
[00:03:54.000 --> 00:03:55.500]  又是否在搞搞陣
[00:03:55.500 --> 00:03:59.000]  是否影響我們的利益
[00:03:59.000 --> 00:04:00.300]  各方面
[00:04:00.300 --> 00:04:03.400]  他們結果就嘗試在搞鬼了
[00:04:03.400 --> 00:04:05.700]  簡直不是嘗試 簡直是在搞鬼
[00:04:05.700 --> 00:04:08.900]  擾亂他們建造聖殿
[00:04:08.900 --> 00:04:12.300]  要用盡各種方法去擾亂他們
[00:04:12.300 --> 00:04:16.700]  他們又去每個皇帝那裡投訴
[00:04:16.700 --> 00:04:19.500]  又在搞鬼
[00:04:19.500 --> 00:04:24.700]  使得這個工程受到阻礙
[00:04:24.700 --> 00:04:29.900]  他們的生命又會怎樣可以得到
[00:04:29.900 --> 00:04:32.200]  繼續回到神裡面呢
[00:04:32.200 --> 00:04:35.000]  耶和華神帶他們回來重建
[00:04:35.000 --> 00:04:36.900]  去敬拜 去建造聖殿
[00:04:36.900 --> 00:04:41.300]  是想帶他們回去那個合神心意的生活的時候
[00:04:41.300 --> 00:04:44.700]  他們感覺到是受到他們的仇也發怨
[00:04:44.700 --> 00:04:46.300]  很discouraged
[00:04:46.300 --> 00:04:49.900]  但是經過了好一輪的故事之後
[00:04:49.900 --> 00:04:51.100]  我一會兒不會講那個故事
[00:04:51.100 --> 00:04:53.900]  他們最後去到第六章結尾的時候說
[00:04:53.900 --> 00:04:56.600]  他們反而變得歡歡喜喜
[00:04:56.600 --> 00:04:59.700]  在徐孝節過完月月節的時候
[00:04:59.700 --> 00:05:04.200]  他們就在那個工程上面完成的時候
[00:05:04.200 --> 00:05:06.600]  他們就歡歡喜喜了
[00:05:06.600 --> 00:05:10.500]  我們基督徒的生命
[00:05:10.500 --> 00:05:14.500]  就會很多時候無論是工作或者家庭上面
[00:05:14.500 --> 00:05:16.600]  會有所謂守法院
[00:05:16.600 --> 00:05:17.500]  很discouraged
[00:05:17.500 --> 00:05:19.900]  很受到很灰心的時候
[00:05:19.900 --> 00:05:22.800]  但是我們知道原來在這個工程
[00:05:22.800 --> 00:05:25.800]  生命的工程建造起來的時候
[00:05:25.800 --> 00:05:26.800]  建得好的時候
[00:05:26.800 --> 00:05:30.600]  我們會去到一個歡歡喜喜的地方
[00:05:30.600 --> 00:05:35.300]  那我們建立這個基督徒為根基的生活的時候
[00:05:35.300 --> 00:05:36.900]  我們應該怎樣做呢
[00:05:36.900 --> 00:05:39.500]  我們怎樣去跟著聖經的教導
[00:05:39.500 --> 00:05:44.100]  去建立這個以基督徒為根基的生活呢
[00:05:44.100 --> 00:05:47.400]  我們今天就從經文當中去學習
[00:05:47.400 --> 00:05:49.200]  從以斯拉記四字六章去學習
[00:05:49.200 --> 00:05:50.900]  我們怎樣去生命
[00:05:50.900 --> 00:05:51.900]  我們的生活
[00:05:51.900 --> 00:05:55.100]  怎樣可以得到被基督去改變
[00:05:55.100 --> 00:05:56.900]  我們一起低頭祈禱
[00:05:56.900 --> 00:05:57.900]  愛你的主耶穌基督
[00:05:57.900 --> 00:05:58.900]  我們多謝你
[00:05:58.900 --> 00:06:01.500]  多謝你成為教會的根基
[00:06:01.500 --> 00:06:02.700]  是教會的頭
[00:06:02.700 --> 00:06:05.900]  你的話語是我們的亮光
[00:06:05.900 --> 00:06:07.400]  是我們的智慧
[00:06:07.400 --> 00:06:08.900]  求神去幫助我們
[00:06:08.900 --> 00:06:10.100]  聖靈去幫助我們
[00:06:10.100 --> 00:06:13.100]  好使我們能夠明白你的話語
[00:06:13.100 --> 00:06:16.100]  求聖靈去同時去帶領我們
[00:06:16.100 --> 00:06:19.100]  去走合理心意的道路
[00:06:19.100 --> 00:06:20.100]  多謝你
[00:06:20.100 --> 00:06:21.300]  求你帶領以下的時間
[00:06:21.300 --> 00:06:22.300]  以上套告
[00:06:22.300 --> 00:06:23.900]  奉主耶穌 得聖天子祈求
[00:06:23.900 --> 00:06:24.900]  阿們
[00:06:24.900 --> 00:06:27.500]  好 我們看吧
[00:06:27.500 --> 00:06:28.700]  答案就是這樣
[00:06:28.700 --> 00:06:33.700]  我們怎樣去建立以基督為根基的生活呢
[00:06:33.700 --> 00:06:38.700]  我第一樣東西就是要有堅定不移的人生目的
[00:06:38.700 --> 00:06:42.700]  第二我們生命的信息是能夠表露無遺
[00:06:42.700 --> 00:06:46.700]  第三我們就獻上我們侍奉的心智
[00:06:46.700 --> 00:06:51.700]  是以獻上活祭的心智去侍奉神
[00:06:51.700 --> 00:06:55.700]  所以我們看到以主耶穌基督為根基的生命
[00:06:55.700 --> 00:06:58.700]  我們生命有目標
[00:06:58.700 --> 00:07:01.700]  我們生命能夠反映出我們的信仰
[00:07:01.700 --> 00:07:06.700]  以及我們侍奉的心態是全職的基督徒
[00:07:06.700 --> 00:07:07.700]  以生命獻上
[00:07:07.700 --> 00:07:09.700]  這樣我們存了一個心智
[00:07:09.700 --> 00:07:12.700]  我們就會在家庭上和工作上
[00:07:12.700 --> 00:07:15.700]  能夠做一個美好的見證
[00:07:15.700 --> 00:07:17.700]  我們有一些背景
[00:07:17.700 --> 00:07:19.700]  在當時的波斯王朝的時候
[00:07:19.700 --> 00:07:26.700]  這幫猶太人是在巴比倫帝國滅亡
[00:07:26.700 --> 00:07:30.700]  轉到波斯王朝古列王的年間
[00:07:30.700 --> 00:07:35.700]  在主前538年的時候
[00:07:35.700 --> 00:07:38.700]  巴比倫帝國就滅亡了
[00:07:38.700 --> 00:07:46.700]  古列王帝是巴比倫馬代波斯王朝的創國軍王
[00:07:46.700 --> 00:07:54.700]  之後經過前5個軍王
[00:07:54.700 --> 00:08:00.700]  就是古列、甘比西斯、大利烏、阿克徐魯和達薩西
[00:08:00.700 --> 00:08:02.700]  這幾個王帝
[00:08:02.700 --> 00:08:06.700]  我們在舊約聖經裡面看到
[00:08:06.700 --> 00:08:10.700]  以斯拉記、尼希米記、以斯帖記
[00:08:10.700 --> 00:08:13.700]  還有三卷先知書都提到他們的背景
[00:08:13.700 --> 00:08:16.700]  哈戈、撒加利亞和馬拉基
[00:08:16.700 --> 00:08:20.700]  當中都是提到他們這幫猶太人
[00:08:20.700 --> 00:08:21.700]  他們生活的情況
[00:08:21.700 --> 00:08:26.700]  在當時的背景所面對的困難挑戰的情況
[00:08:26.700 --> 00:08:31.700]  描寫的都有當中的背景資料
[00:08:31.700 --> 00:08:35.700]  我們看到原來當時有幾個年份很重要
[00:08:35.700 --> 00:08:36.700]  竟然大事發生
[00:08:36.700 --> 00:08:38.700]  在波斯王朝之前
[00:08:38.700 --> 00:08:41.700]  有對上兩三個皇帝
[00:08:41.700 --> 00:08:43.700]  有個叫尼布格尼撒
[00:08:43.700 --> 00:08:45.700]  在主前560年的時候
[00:08:45.700 --> 00:08:47.700]  就將這個進入耶路撒冷
[00:08:47.700 --> 00:08:49.700]  將聖殿去拆毀
[00:08:49.700 --> 00:08:52.700]  到古列王在第三章一至六節的時候
[00:08:52.700 --> 00:08:55.700]  他們就回到耶路撒冷
[00:08:55.700 --> 00:08:58.700]  就開始祝壇去敬拜
[00:08:58.700 --> 00:09:03.700]  祝壇節去紀念神的慈愛信實當中
[00:09:03.700 --> 00:09:05.700]  接著我們去到大理烏年間
[00:09:05.700 --> 00:09:08.700]  我們就看到剛才他們所經歷的
[00:09:08.700 --> 00:09:12.700]  這幫猶太人所經歷的
[00:09:12.700 --> 00:09:15.700]  他們就是受到大家讀的經文當中
[00:09:15.700 --> 00:09:19.700]  他們被這幫敵人去上奏
[00:09:19.700 --> 00:09:24.700]  寫封信去大理烏的皇帝說
[00:09:24.700 --> 00:09:28.700]  究竟這幫人是不是在作反
[00:09:28.700 --> 00:09:30.700]  在誣告他們 在搞擾他們
[00:09:30.700 --> 00:09:32.700]  這些搞擾的情況
[00:09:32.700 --> 00:09:35.700]  這些敵人在古列王
[00:09:35.700 --> 00:09:37.700]  大理烏王 阿哈徐魯
[00:09:37.700 --> 00:09:39.700]  去到亞達斯西不停地這樣做
[00:09:39.700 --> 00:09:44.700]  不停地在擾亂神的建造工程
[00:09:44.700 --> 00:09:46.700]  搞擾他們這幫猶太人
[00:09:46.700 --> 00:09:48.700]  去跟隨耶和華神
[00:09:48.700 --> 00:09:49.700]  他們信仰的生活
[00:09:49.700 --> 00:09:51.700]  我們看到這些的時候
[00:09:51.700 --> 00:09:55.700]  原來在主前586年到516年
[00:09:55.700 --> 00:09:58.700]  聖殿被毀和聖殿重建的期間
[00:09:58.700 --> 00:10:00.700]  就是剛剛那70年
[00:10:00.700 --> 00:10:02.700]  是聖經所應去過
[00:10:02.700 --> 00:10:04.700]  他們70年可以回去耶路撒冷
