
[00:00:00.000 --> 00:00:01.260]  頂師妹平安
[00:00:01.260 --> 00:00:07.620]  我經常都是有些頂師妹會散會之後提醒我
[00:00:07.620 --> 00:00:09.600]  除了我們在這裡崇拜的
[00:00:09.600 --> 00:00:11.860]  還有一些在網上崇拜的
[00:00:11.860 --> 00:00:13.860]  所以入手一下
[00:00:13.860 --> 00:00:14.900]  我們知道
[00:00:14.900 --> 00:00:19.300]  不是每個人都了解到
[00:00:19.300 --> 00:00:22.900]  年輕的時候我們可以去哪裡都可以
[00:00:22.900 --> 00:00:25.300]  如果懂得開車的話去哪裡都可以
[00:00:25.300 --> 00:00:28.660]  但是年紀大了有時候不是這樣的
[00:00:28.660 --> 00:00:31.460]  有時候每天起床的時候都不一樣的
[00:00:31.460 --> 00:00:33.460]  有時候起床就精神一點
[00:00:33.460 --> 00:00:36.500]  有時候就真的要損骨痛
[00:00:36.500 --> 00:00:38.820]  不能開車不去到哪個地方
[00:00:38.820 --> 00:00:40.820]  所以在家裡崇拜
[00:00:40.820 --> 00:00:43.620]  我覺得現在這個時代是好的
[00:00:43.620 --> 00:00:45.620]  我們可以通過網上
[00:00:45.620 --> 00:00:48.020]  無論你能夠來到教會也好
[00:00:48.020 --> 00:00:49.220]  在家裡崇拜
[00:00:49.220 --> 00:00:53.260]  我們都是一起將我們崇拜獻給主
[00:00:53.260 --> 00:00:57.860]  開始今天的講道的時候
[00:00:57.860 --> 00:01:01.060]  我先解釋一下講道的題目
[00:01:01.060 --> 00:01:04.020]  命令的目的是愛
[00:01:04.020 --> 00:01:08.420]  這裡有兩個重要的字
[00:01:08.420 --> 00:01:09.220]  兩個詞語
[00:01:09.220 --> 00:01:10.900]  一個是命令
[00:01:10.900 --> 00:01:12.900]  一個是目的
[00:01:12.900 --> 00:01:17.460]  在和合本原來的中文
[00:01:17.460 --> 00:01:21.860]  就是命令的總歸是愛
[00:01:21.860 --> 00:01:24.500]  總歸是什麼意思
[00:01:24.500 --> 00:01:26.660]  有時候查字典才明白
[00:01:26.660 --> 00:01:30.260]  其實總歸就是說產生的作用
[00:01:30.260 --> 00:01:33.060]  或者是要達到的目的
[00:01:33.060 --> 00:01:35.860]  所以命令的總歸是愛
[00:01:35.860 --> 00:01:41.060]  在和合本修訂本翻譯是命令的目的
[00:01:41.060 --> 00:01:42.660]  就是愛
[00:01:42.660 --> 00:01:46.900]  命令又是什麼意思呢
[00:01:46.900 --> 00:01:49.060]  在第三節和第四節
[00:01:49.060 --> 00:01:53.300]  我們都知道保羅去被提姆太太提醒
[00:01:53.300 --> 00:01:56.100]  就是要提防當時的假教師
[00:01:56.100 --> 00:02:01.220]  或者假先知所傳講的錯誤的道理
[00:02:01.220 --> 00:02:05.860]  這些正確的福音是相違背的
[00:02:05.860 --> 00:02:07.700]  所以提姆太太應該是
[00:02:07.700 --> 00:02:12.260]  持守的就是要傳揚正確的福音
[00:02:12.260 --> 00:02:15.780]  所以這個命令其實就是指神的命令
[00:02:15.780 --> 00:02:19.940]  神的命令就是叫萬人從罪惡當中來悔改
[00:02:19.940 --> 00:02:21.380]  歸順耶穌
[00:02:21.380 --> 00:02:28.580]  提姆太書第六章第十四節也是提到
[00:02:28.580 --> 00:02:30.260]  持守這個命令
[00:02:30.260 --> 00:02:32.260]  一直說是一個命令一個命令
[00:02:32.260 --> 00:02:36.260]  這個命令其實就是指耶穌的福音
[00:02:36.260 --> 00:02:38.020]  換言之就是說
[00:02:38.020 --> 00:02:40.420]  我們今天傳福音
[00:02:40.420 --> 00:02:42.420]  傳一個福音給人的
[00:02:42.420 --> 00:02:47.620]  目的是要你能夠愛神和愛人
[00:02:47.620 --> 00:02:50.260]  所以這個是對人有好處的
[00:02:50.260 --> 00:02:53.940]  不要以為傳福音給人多了一個心理壓力
[00:02:53.940 --> 00:02:55.620]  對人有好處的
[00:02:55.620 --> 00:02:59.060]  使他們能夠知道怎樣愛神和愛人
[00:02:59.060 --> 00:03:02.580]  愛神和愛人在我們的福音裡面說
[00:03:02.580 --> 00:03:05.300]  其實是一個硬幣的兩面
[00:03:05.300 --> 00:03:07.540]  Two sides of a coin
[00:03:07.540 --> 00:03:10.580]  大家知道銀幣你不可能只有一面
[00:03:10.580 --> 00:03:14.020]  大部分世界的國家的銀幣
[00:03:14.020 --> 00:03:18.580]  都是一面就是我們叫公仔
[00:03:18.580 --> 00:03:22.100]  皇帝也好皇后也好什麼名人也好
[00:03:22.100 --> 00:03:25.540]  有個人像在後面有些字
[00:03:25.540 --> 00:03:28.340]  就是那個硬幣值多少錢
[00:03:28.340 --> 00:03:32.420]  所以我們說愛神和愛人其實是一個硬幣的兩面
[00:03:32.420 --> 00:03:35.460]  你不可以只說一樣
[00:03:35.460 --> 00:03:41.940]  愛神我們必須通過愛人來表達
[00:03:41.940 --> 00:03:42.980]  就是這麼說
[00:03:42.980 --> 00:03:45.700]  如果你連那些能夠看見的人
[00:03:45.700 --> 00:03:47.700]  在你周邊的人都不能夠愛
[00:03:47.700 --> 00:03:50.900]  那你怎麼可以愛一個看不見的神
[00:03:50.900 --> 00:03:54.980]  所以愛神一定要通過愛人來表達
[00:03:54.980 --> 00:03:58.500]  那愛其他人也是需要對神的愛有了解
[00:03:58.500 --> 00:04:00.580]  你才懂得愛
[00:04:00.580 --> 00:04:05.460]  如果不是的時候就是錯誤或者是有些誤會
[00:04:05.460 --> 00:04:09.380]  我們一會兒就會詳細說一下這個愛的意思
[00:04:09.380 --> 00:04:11.460]  但是問題就是說
[00:04:11.460 --> 00:04:16.420]  這個世界對愛的定義是模糊了
[00:04:16.420 --> 00:04:19.940]  誤解了曲解
[00:04:19.940 --> 00:04:23.300]  剛才我們唱了好幾首詩歌跟愛有關係
[00:04:23.300 --> 00:04:25.860]  所以今天我們講的主題就是愛
