
[00:00:00.000 --> 00:00:04.240]  大家好 今天是母親節
[00:00:04.240 --> 00:00:09.240]  在這裡祝願在座當中的母親
[00:00:09.240 --> 00:00:10.760]  母親節快樂
[00:00:10.760 --> 00:00:14.760]  在這裡有口號的恩典
[00:00:14.760 --> 00:00:18.080]  我們今天講這個課題
[00:00:18.080 --> 00:00:19.600]  孩子的導引很重要
[00:00:19.600 --> 00:00:23.240]  媽媽經常心掛這件事情
[00:00:23.240 --> 00:00:24.800]  有時候我們說
[00:00:24.800 --> 00:00:28.120]  十年樹木 百年樹人
[00:00:28.120 --> 00:00:30.440]  無論你年紀有多大
[00:00:30.440 --> 00:00:33.240]  你仍然會心掛兒女的成長
[00:00:33.240 --> 00:00:37.040]  今天這篇經文可以讓我們一起思考一下
[00:00:37.040 --> 00:00:40.480]  怎樣作為母親或兒子
[00:00:40.480 --> 00:00:45.000]  我們怎樣合得其份去過我們的生活
[00:00:45.000 --> 00:00:47.320]  我們首先有個禱告
[00:00:47.320 --> 00:00:48.760]  慈悲的天父我們感謝你
[00:00:48.760 --> 00:00:50.760]  讓我們一起在這個時候
[00:00:50.760 --> 00:00:53.840]  在母親節當中
[00:00:53.840 --> 00:00:57.280]  我們特別想到你自己的恩典
[00:00:57.280 --> 00:00:59.080]  賜下母親給我們
[00:00:59.080 --> 00:01:03.000]  也叫我們在這個時候更加去學習
[00:01:03.000 --> 00:01:05.680]  人生真是一條長跑
[00:01:05.680 --> 00:01:08.920]  怎樣在父母子女的關係
[00:01:08.920 --> 00:01:10.440]  能夠合而其份
[00:01:10.440 --> 00:01:11.960]  在你的心意中
[00:01:11.960 --> 00:01:15.520]  實在很需要你自己的引導我們去明白
[00:01:15.520 --> 00:01:16.440]  我們這樣的祈禱
[00:01:16.440 --> 00:01:18.200]  奉主耶穌基督的名
[00:01:18.200 --> 00:01:20.000]  阿門
[00:01:20.000 --> 00:01:23.240]  美國有位基督徒叫James Dawson
[00:01:23.240 --> 00:01:24.520]  我想大家都可能聽過
[00:01:24.520 --> 00:01:26.920]  他創辦了一個機構
[00:01:26.920 --> 00:01:29.600]  叫做Focus on the Family
[00:01:29.600 --> 00:01:32.760]  或者我們姑且叫這個機構
[00:01:32.760 --> 00:01:35.320]  中文的翻譯可能有些不同
[00:01:35.320 --> 00:01:38.440]  每個人可能有傳譯不同
[00:01:38.440 --> 00:01:40.520]  我們姑且叫這個機構
[00:01:40.520 --> 00:01:43.200]  叫做關注家庭協會
[00:01:43.200 --> 00:01:45.960]  這個協會是幫助很多的
[00:01:45.960 --> 00:01:48.120]  以基督徒的價值觀
[00:01:48.120 --> 00:01:51.320]  去怎樣去養育家庭
[00:01:51.320 --> 00:01:53.000]  怎樣去注重夫妻關係
[00:01:53.000 --> 00:01:55.000]  兒女教養等等
[00:01:55.000 --> 00:01:57.320]  James Dawson寫了一本書
[00:01:57.320 --> 00:01:59.320]  叫做《勇於紀律》
[00:01:59.320 --> 00:02:01.320]  勇於紀律
[00:02:01.320 --> 00:02:02.560]  即是怎樣紀律孩子
[00:02:02.560 --> 00:02:06.280]  其實這個很不容易處理的課題
