
[00:00:00.000 --> 00:00:02.000]  各位靖姐妹晚安
[00:00:02.000 --> 00:00:09.000]  今天感謝神讓我有機會和大家分享一些聖經的話語
[00:00:09.000 --> 00:00:15.000]  特別是剛才盧牧師幫我們讀出的約書亞記第一章一至九節
[00:00:15.000 --> 00:00:20.000]  相信有很多靖姐妹都會比較熟悉這段經文
[00:00:20.000 --> 00:00:22.000]  今天再和大家去看的時候
[00:00:22.000 --> 00:00:26.000]  希望我們都是用另一個角度去看
[00:00:26.000 --> 00:00:30.000]  或者我先問大家一個問題
[00:00:30.000 --> 00:00:33.000]  不知道大家在信主之前
[00:00:33.000 --> 00:00:37.000]  你有沒有一些很懼怕的事情
[00:00:37.000 --> 00:00:40.000]  你會很害怕的
[00:00:40.000 --> 00:00:45.000]  又或者現在相信大家都已經信了主
[00:00:45.000 --> 00:00:47.000]  大家信了主以後
[00:00:47.000 --> 00:00:50.000]  還有沒有什麼是令到你很害怕的呢
[00:00:50.000 --> 00:00:53.000]  你會很懼怕的呢
[00:00:53.000 --> 00:00:57.000]  今天早上我們聽了陳朝元牧師來到港督
[00:00:57.000 --> 00:00:59.000]  他都提醒我們
[00:00:59.000 --> 00:01:02.000]  其實很多時候我們在職場裏面
[00:01:02.000 --> 00:01:07.000]  可能當中坐著的靖姐妹仍然是在職的
[00:01:07.000 --> 00:01:12.000]  在職場裏面其實有時候我們都會有懼怕的時間
[00:01:12.000 --> 00:01:14.000]  正如他提到一樣
[00:01:14.000 --> 00:01:19.000]  當他要面對他的上司給他的要求
[00:01:19.000 --> 00:01:24.000]  在一晚裏面他重新做過他用了一個多禮拜
[00:01:24.000 --> 00:01:27.000]  兩個禮拜的時間做的事情
[00:01:27.000 --> 00:01:29.000]  那個工作
[00:01:29.000 --> 00:01:32.000]  當時他真是欲哭無淚
[00:01:32.000 --> 00:01:35.000]  他自己說他幾乎想哭了出來
[00:01:35.000 --> 00:01:40.000]  但是經過有位同事拍一拍他
[00:01:40.000 --> 00:01:43.000]  也都答應他你不用怕
[00:01:43.000 --> 00:01:45.000]  我和你一起做
[00:01:45.000 --> 00:01:49.000]  他心裏面非常的感動
[00:01:49.000 --> 00:01:51.000]  不知道大家懼怕些什麼
[00:01:51.000 --> 00:01:54.000]  或者在這一刻你回想的時候
[00:01:54.000 --> 00:02:01.000]  你心裏面你會覺得在這一刻你懼怕些什麼
[00:02:01.000 --> 00:02:03.000]  當然對我們傳道人來說
[00:02:03.000 --> 00:02:08.000]  我們要來到宣港都是一個懼怕的時刻
[00:02:08.000 --> 00:02:12.000]  我們需要去很小心謹慎的來到宣港
[00:02:12.000 --> 00:02:17.000]  我們都要戰戰兢兢的來好好的預備
[00:02:17.000 --> 00:02:21.000]  但是我記得我自己初初信耶穌的時候
[00:02:21.000 --> 00:02:24.000]  就是很多年前了不講多少年了
[00:02:24.000 --> 00:02:26.000]  我初初信耶穌的時候
[00:02:26.000 --> 00:02:29.000]  都是我自己剛剛讀完中學的時刻
[00:02:29.000 --> 00:02:31.000]  但是當時信了主
[00:02:31.000 --> 00:02:34.000]  初初信主的時候當然是很熱切
[00:02:34.000 --> 00:02:36.000]  心裡火熱
[00:02:36.000 --> 00:02:39.000]  那時候很開心可以和弟兄姊妹一起
[00:02:39.000 --> 00:02:43.000]  到處去派單張傳福音
[00:02:43.000 --> 00:02:46.000]  但其實當時來說我自己很懼怕
[00:02:46.000 --> 00:02:48.000]  每當我出去派單張的時候
[00:02:48.000 --> 00:02:51.000]  我就會心裏面非常膽怯
[00:02:51.000 --> 00:02:54.000]  但是因為你要和弟兄姊妹一起出去
[00:02:54.000 --> 00:02:55.000]  你沒得拒絕
[00:02:55.000 --> 00:02:58.000]  在團體一齊去做這件事情
[00:02:58.000 --> 00:03:02.000]  但是當時我們那些所謂的年輕少女
[00:03:02.000 --> 00:03:04.000]  比較面皮薄的
[00:03:04.000 --> 00:03:10.000]  就很怕出去派單張的時候被人拒絕
[00:03:10.000 --> 00:03:12.000]  現在心情有時候
[00:03:12.000 --> 00:03:14.000]  我現在出去派單張都會有些膽怯
[00:03:14.000 --> 00:03:16.000]  人家不收的時候怎麼辦呢
[00:03:16.000 --> 00:03:18.000]  站在那裡好還是走開好
[00:03:18.000 --> 00:03:20.000]  還是說什麼好呢
[00:03:20.000 --> 00:03:25.000]  不多不少我們會在這些情境裡面都會懼怕
[00:03:25.000 --> 00:03:27.000]  但其實我們要想深一層
[00:03:27.000 --> 00:03:30.000]  我們懼怕些什麼呢
[00:03:30.000 --> 00:03:35.000]  如果我們將一個好消息去告訴別人的時候
[00:03:35.000 --> 00:03:38.000]  其實我們是不是應該很有信心
[00:03:38.000 --> 00:03:40.000]  很有喜樂
[00:03:40.000 --> 00:03:47.000]  很有膽量去告訴別人一個好的消息呢
[00:03:47.000 --> 00:03:49.000]  今天是傳道主日
[00:03:49.000 --> 00:03:52.000]  但是和大家看這段經文有什麼關係呢
[00:03:52.000 --> 00:03:55.000]  正如剛才主席盧木斯為我們讀出的時候
[00:03:55.000 --> 00:03:57.000]  我們看到
[00:03:57.000 --> 00:04:01.000]  這位主角約書亞
[00:04:01.000 --> 00:04:03.000]  他來到這一刻
[00:04:03.000 --> 00:04:05.000]  約書亞記的第一章裡面的時候
[00:04:05.000 --> 00:04:08.000]  他要面對的一個場景
[00:04:08.000 --> 00:04:12.000]  其實更加值得我們去想到
[00:04:12.000 --> 00:04:17.000]  他那種害怕、驚懼的心情
[00:04:17.000 --> 00:04:19.000]  為什麼呢
[00:04:19.000 --> 00:04:21.000]  如果大家都很熟悉
[00:04:21.000 --> 00:04:23.000]  在春埃及記裡面
[00:04:23.000 --> 00:04:27.000]  又或者在五經裡面其他幾卷的經文
[00:04:27.000 --> 00:04:30.000]  我們看到約書亞是陪伴著摩西
[00:04:30.000 --> 00:04:34.000]  在曠野裡面帶領著百姓的
[00:04:34.000 --> 00:04:37.000]  在當中約書亞看到他的師父
[00:04:37.000 --> 00:04:41.000]  第一節裡面講到摩西的幫手
[00:04:41.000 --> 00:04:43.000]  約書亞是摩西的幫手
[00:04:43.000 --> 00:04:45.000]  幫手的意思可以是
[00:04:45.000 --> 00:04:47.000]  其中一個解釋就是徒弟
