
[00:00:00.000 --> 00:00:04.920]  好,我們《出埃及記》一共講了兩個系列
[00:00:04.920 --> 00:00:07.260]  分別第一個系列叫《傳奇之次》
[00:00:07.260 --> 00:00:08.900]  我們提到的是說
[00:00:08.900 --> 00:00:11.500]  以色列人在埃及生活得很艱難
[00:00:11.500 --> 00:00:17.000]  而上帝就用不同的故事告訴我們
[00:00:17.000 --> 00:00:19.000]  去保守了摩西的出世
[00:00:19.000 --> 00:00:21.000]  又講到他的成長
[00:00:21.000 --> 00:00:25.800]  然後又提到神之後在他去到米甸的時候
[00:00:25.800 --> 00:00:29.500]  用了一個異象去呼召摩西
[00:00:29.500 --> 00:00:32.000]  召他回去埃及
[00:00:32.000 --> 00:00:34.000]  帶領以色列人去埃及
[00:00:34.000 --> 00:00:39.000]  然後也提到摩西在很多的推蕩之後
[00:00:39.000 --> 00:00:41.000]  最終都肯了
[00:00:41.000 --> 00:00:44.000]  終於都走回去埃及的地方
[00:00:44.000 --> 00:00:49.000]  然後去會合一直留在埃及的他的哥哥阿倫
[00:00:49.000 --> 00:00:51.000]  然後就去到第二個系列
[00:00:51.000 --> 00:00:53.000]  我們就去到上帝鬥地主
[00:00:53.000 --> 00:00:55.000]  之前在初八
[00:00:55.000 --> 00:00:57.000]  即是二月中原來已經出班的時候
[00:00:57.000 --> 00:00:59.000]  Sandy的分享就講到
[00:00:59.000 --> 00:01:01.000]  摩西和阿倫第一次去見法老
[00:01:01.000 --> 00:01:05.000]  就要求法老給以色列人去擴野三天
[00:01:05.000 --> 00:01:07.000]  去祭祀耶和華 以色列的神
[00:01:07.000 --> 00:01:09.000]  但是當法老聽完之後
[00:01:09.000 --> 00:01:13.000]  就因爲他本身不知道耶和華是誰
[00:01:13.000 --> 00:01:18.000]  所以他就很自然地不答應他們的要求
[00:01:18.000 --> 00:01:23.000]  還認爲他們兩個其實是在叫一幫以色列人去擴工
[00:01:23.000 --> 00:01:28.000]  所以就搞到他最後就吩咐埃及的督工
[00:01:28.000 --> 00:01:32.000]  還有那些官長就要加重以色列人的工
[00:01:32.000 --> 00:01:36.000]  就是說做磚不給草那樣東西
[00:01:36.000 --> 00:01:40.000]  就令到那些以色列人生活得更加悽慘
[00:01:40.000 --> 00:01:46.000]  這樣那些以色列人就不會聽摩西阿倫在那裏發瘋了
[00:01:46.000 --> 00:01:52.000]  而以色列人也都因爲這招辣椒的緣故
[00:01:52.000 --> 00:01:56.000]  他的確就走了去埋怨摩西阿倫
[00:01:56.000 --> 00:02:00.000]  他們就直接跟那幫摩西阿倫說
[00:02:00.000 --> 00:02:03.000]  你們令到我們在法老和他們的神僕面前
[00:02:03.000 --> 00:02:04.000]  袋都臭了
[00:02:04.000 --> 00:02:07.000]  還把刀遞給他們的手上
[00:02:07.000 --> 00:02:10.000]  讓他們有個理由去殺我們
[00:02:10.000 --> 00:02:15.000]  而當摩西阿倫最主要是
[00:02:15.000 --> 00:02:18.000]  聽完他們這幫以色列人的埋怨之後
[00:02:18.000 --> 00:02:22.000]  結果就搞到他也埋怨了上帝
[00:02:22.000 --> 00:02:27.000]  這個就大概是上帝鬥地主第一講
[00:02:27.000 --> 00:02:30.000]  接着兩個禮拜就又隔了幾個禮拜
[00:02:30.000 --> 00:02:31.000]  其實這段日子很悽慘的
[00:02:31.000 --> 00:02:33.000]  就是我們的崇拜很散
[00:02:33.000 --> 00:02:35.000]  接着就是教會家庭崇拜
[00:02:35.000 --> 00:02:36.000]  我們這裏又沒有
[00:02:36.000 --> 00:02:37.000]  接着又到了我病
[00:02:37.000 --> 00:02:39.000]  接着又skip了一個禮拜
[00:02:39.000 --> 00:02:41.000]  就跳到前一個星期
[00:02:41.000 --> 00:02:44.000]  我們就請了高sir來到我們當中
[00:02:44.000 --> 00:02:46.000]  他分享的就是說
[00:02:46.000 --> 00:02:48.000]  上帝降下了十載
[00:02:48.000 --> 00:02:52.000]  是針對埃及人的不同的神明
[00:02:52.000 --> 00:02:54.000]  以此去證明
[00:02:54.000 --> 00:02:58.000]  上帝是大過埃及人所有的神明
[00:02:58.000 --> 00:03:01.000]  他還特別提到的是第二災的譁災
[00:03:01.000 --> 00:03:03.000]  他提醒我們要小心
[00:03:03.000 --> 00:03:06.000]  我們生命裏面有很多不同的災禍
[00:03:06.000 --> 00:03:09.000]  會不會其實都是神對我們生命裏面的一些提醒
[00:03:09.000 --> 00:03:10.000]  一些警示
[00:03:10.000 --> 00:03:14.000]  以致我們能夠及時去吸取教訓
[00:03:14.000 --> 00:03:16.000]  遠離那些惡事
[00:03:16.000 --> 00:03:18.000]  就叫我們不要像法老那樣
[00:03:18.000 --> 00:03:20.000]  一直等等等等等
[00:03:20.000 --> 00:03:21.000]  一直推蕩推蕩推蕩
[00:03:21.000 --> 00:03:24.000]  等到第七災來的時候都不會改
[00:03:24.000 --> 00:03:26.000]  就搞到上帝讓他
[00:03:26.000 --> 00:03:28.000]  讓法老
[00:03:28.000 --> 00:03:31.000]  準備接受那個終極的審判
[00:03:31.000 --> 00:03:33.000]  而上個禮拜
[00:03:33.000 --> 00:03:34.000]  上個禮拜
[00:03:34.000 --> 00:03:36.000]  pastor Lillian 的分享
[00:03:36.000 --> 00:03:39.000]  就講到上帝再吩咐摩西去建法老
[00:03:39.000 --> 00:03:44.000]  但是摩西就正在focus在他自己的能力裏面
[00:03:44.000 --> 00:03:46.000]  就不斷地講自己絕口笨舌
[00:03:46.000 --> 00:03:49.000]  而上帝要鼓勵摩西
[00:03:49.000 --> 00:03:52.000]  要脫離自己一些舊有的思想
[00:03:52.000 --> 00:03:55.000]  不要只是單單看自己的能力
[00:03:55.000 --> 00:04:00.000]  不要只是用一個世俗對成功的看法
[00:04:00.000 --> 00:04:05.000]  去判斷自己這一刻的經歷是成功與否
[00:04:05.000 --> 00:04:07.000]  他應該要脫離這些東西
[00:04:07.000 --> 00:04:09.000]  從而將他的目光
[00:04:09.000 --> 00:04:13.000]  放眼在神那個更大的計劃上面
[00:04:13.000 --> 00:04:15.000]  那今天
[00:04:15.000 --> 00:04:16.000]  講了很久了
[00:04:16.000 --> 00:04:17.000]  回顧了一段
[00:04:17.000 --> 00:04:19.000]  我這段今天要分享的經文
[00:04:19.000 --> 00:04:22.000]  其實發生在高sir和pastor Lillian
[00:04:22.000 --> 00:04:25.000]  分享的那兩個故事之前
[00:04:25.000 --> 00:04:26.000]  那就是說
[00:04:26.000 --> 00:04:29.000]  發生在Sandy的片段之後
[00:04:29.000 --> 00:04:33.000]  就是說當摩西因爲以色列人的埋怨
[00:04:33.000 --> 00:04:37.000]  而搞到他自己都開始要埋怨上帝的時候
[00:04:37.000 --> 00:04:47.000]  但是當發生在上帝再次要吩咐摩西去見法佬
[00:04:47.000 --> 00:04:50.000]  就是第二次去見法佬之前的一個小段落
[00:04:50.000 --> 00:04:55.000]  但是想讀經文之前我們先一起祈禱
[00:04:55.000 --> 00:04:57.000]  好 上帝 我多謝你
[00:04:57.000 --> 00:05:01.000]  你的恩典在我們的生命裏面
[00:05:01.000 --> 00:05:07.000]  以至我們可以藉着聖經裏面很多不同的故事
[00:05:07.000 --> 00:05:10.000]  你模造我們的生命
[00:05:10.000 --> 00:05:11.000]  所以神我求你
[00:05:11.000 --> 00:05:13.000]  你今天同樣祝福我們
[00:05:13.000 --> 00:05:15.000]  當你的說話臨到的時候
[00:05:15.000 --> 00:05:17.000]  你讓我們有一個願意的心
[00:05:17.000 --> 00:05:18.000]  我們打開
[00:05:18.000 --> 00:05:22.000]  讓你進入我們的生命當中對我們說話
[00:05:22.000 --> 00:05:24.000]  幫助我們一幫弟兄姊妹
[00:05:24.000 --> 00:05:26.000]  讓他們聽到你的說話的時候
[00:05:26.000 --> 00:05:28.000]  他們同樣有個願意的心
[00:05:28.000 --> 00:05:30.000]  他們願意走出來
[00:05:30.000 --> 00:05:31.000]  他們願意去改變
[00:05:31.000 --> 00:05:35.000]  願意更加向你求天歡喜
[00:05:35.000 --> 00:05:36.000]  祝福我們 帶領我們
[00:05:36.000 --> 00:05:37.000]  聽我們的吐咕
[00:05:37.000 --> 00:05:40.000]  吐咕 交託 奉耶穌基督 成名之祈求
[00:05:40.000 --> 00:05:42.000]  好 我們先讀經文
[00:05:42.000 --> 00:05:47.000]  今天的經文就是出《埃及記》的六章二次八節
[00:05:47.000 --> 00:05:49.000]  好 我們一二三一起讀
[00:05:49.000 --> 00:05:50.000]  一二三
[00:05:50.000 --> 00:05:52.000]  神曉如摩西說
[00:05:52.000 --> 00:05:54.000]  我是耶和華
[00:05:54.000 --> 00:05:57.000]  我從前向阿伯拉罕 以撒 雅各
[00:05:57.000 --> 00:05:59.000]  顯現爲全能的神
[00:05:59.000 --> 00:06:01.000]  至於我名耶和華
[00:06:01.000 --> 00:06:03.000]  他們未曾知道
[00:06:03.000 --> 00:06:06.000]  我與他們所立的約
[00:06:06.000 --> 00:06:10.000]  要把他們寄居的加南地賜給他們
[00:06:10.000 --> 00:06:15.000]  我也聽見以色列人被埃及人苦待的哀聲
[00:06:15.000 --> 00:06:17.000]  我也紀念我的約
[00:06:17.000 --> 00:06:19.000]  所以你要對以色列人說
[00:06:19.000 --> 00:06:21.000]  我是耶和華
[00:06:21.000 --> 00:06:23.000]  我要用伸出來的膀臂
[00:06:23.000 --> 00:06:25.000]  重重地刑罰埃及人
[00:06:25.000 --> 00:06:28.000]  救贖你們脫離他們的重擔
[00:06:28.000 --> 00:06:30.000]  不做他們的附攻
[00:06:30.000 --> 00:06:33.000]  我要以你們爲我的百姓
[00:06:33.000 --> 00:06:35.000]  我也要作你們的神
[00:06:35.000 --> 00:06:37.000]  你們要知道我是耶和華
[00:06:37.000 --> 00:06:39.000]  你們的神
[00:06:39.000 --> 00:06:42.000]  是救你們脫離埃及人之重擔的
[00:06:42.000 --> 00:06:44.000]  我起誓應去給阿伯拉罕
[00:06:44.000 --> 00:06:47.000]  以撒 雅各的那地
[00:06:47.000 --> 00:06:49.000]  我要把你們領進去
[00:06:49.000 --> 00:06:51.000]  將那地賜給你們爲業
[00:06:51.000 --> 00:06:53.000]  我是耶和華
[00:06:53.000 --> 00:06:55.000]  好
[00:06:55.000 --> 00:06:59.000]  剛剛說的這段經文其實是說
[00:06:59.000 --> 00:07:03.000]  當摩西的埋怨出現了
[00:07:03.000 --> 00:07:06.000]  上帝對摩西說的一段話
[00:07:06.000 --> 00:07:08.000]  上帝很有趣
[00:07:08.000 --> 00:07:13.000]  其實他沒有直接回應摩西所提出的一些問題
[00:07:13.000 --> 00:07:16.000]  或者應該說的質問
[00:07:16.000 --> 00:07:19.000]  他反而很簡單地說
[00:07:19.000 --> 00:07:21.000]  對摩西說我是耶和華
[00:07:21.000 --> 00:07:25.000]  還說他從前向阿伯拉罕以撒 雅各
[00:07:25.000 --> 00:07:27.000]  顯現爲全能的神
[00:07:27.000 --> 00:07:29.000]  至於他的名字
[00:07:29.000 --> 00:07:31.000]  叫耶和華這件事
[00:07:31.000 --> 00:07:35.000]  就是說這羣列祖其實都不知道的
[00:07:35.000 --> 00:07:37.000]  如果你有印象的話
[00:07:37.000 --> 00:07:39.000]  其實在Donald之前
[00:07:39.000 --> 00:07:41.000]  在第一個系列的時候跟我們分享
[00:07:41.000 --> 00:07:43.000]  他提到摩西在米邊
[00:07:43.000 --> 00:07:45.000]  被神呼召的時候
[00:07:45.000 --> 00:07:49.000]  當時因爲摩西擔心自己
[00:07:49.000 --> 00:07:52.000]  如果答應了上帝的呼召之後
[00:07:52.000 --> 00:07:54.000]  要回到埃及
[00:07:54.000 --> 00:07:56.000]  他來到以色列人面前的時候
[00:07:56.000 --> 00:07:59.000]  他擔心以色列人會質疑自己
[00:07:59.000 --> 00:08:01.000]  所以他就問神
[00:08:01.000 --> 00:08:05.000]  如果以色列人問打發我來的神叫什麼名字的時候
[00:08:05.000 --> 00:08:07.000]  那我要怎麼說
[00:08:07.000 --> 00:08:09.000]  神就教摩西
[00:08:09.000 --> 00:08:13.000]  他就說我是自有永有的
[00:08:13.000 --> 00:08:15.000]  如果之前
[00:08:15.000 --> 00:08:18.000]  其實我很喜歡Donald當時的解釋
[00:08:18.000 --> 00:08:22.000]  他就提到因爲耶和華的名字
[00:08:22.000 --> 00:08:24.000]  不能夠被翻譯
[00:08:24.000 --> 00:08:28.000]  因爲人的言語承載不了神的名字
[00:08:28.000 --> 00:08:32.000]  所以當時的人會透過神的名字
[00:08:32.000 --> 00:08:34.000]  就是神的名字就想
[00:08:34.000 --> 00:08:37.000]  洞悉神明這個神明的一切
[00:08:37.000 --> 00:08:41.000]  從而就想呼喚神明或者操控神明
[00:08:41.000 --> 00:08:43.000]  叫他出來幫自己
[00:08:43.000 --> 00:08:47.000]  但是耶和華的名字就跟其他的偶像不一樣
[00:08:47.000 --> 00:08:51.000]  他不讓那些人去愚軟
[00:08:51.000 --> 00:08:53.000]  就像他們這樣的想法
[00:08:53.000 --> 00:08:57.000]  說的是人不能夠參透上帝的一切
[00:08:57.000 --> 00:09:02.000]  說的是上帝所做的一切是超越人的想象
[00:09:02.000 --> 00:09:04.000]  他是獨行其事
[00:09:04.000 --> 00:09:07.000]  所以這裏說的是
[00:09:07.000 --> 00:09:10.000]  上帝做事有他自己的主權
[00:09:10.000 --> 00:09:14.000]  說的是耶和華是一個這樣的神
[00:09:14.000 --> 00:09:18.000]  而大家都見到之前說的"He is"那樣東西
[00:09:18.000 --> 00:09:20.000]  "He is"其實爲什麼會慢慢變成了耶和華
[00:09:20.000 --> 00:09:22.000]  就是因爲上次Donner有提到
[00:09:22.000 --> 00:09:25.000]  就是因爲希伯來語言的一些限制
[00:09:25.000 --> 00:09:26.000]  然後翻譯不了
[00:09:26.000 --> 00:09:29.000]  所以就只能夠用一些發音就發出來了
[00:09:29.000 --> 00:09:33.000]  後世的人就慢慢變成了這個譯名
[00:09:33.000 --> 00:09:34.000]  而後半句
[00:09:34.000 --> 00:09:36.000]  就是今天的經文的後半句
[00:09:36.000 --> 00:09:38.000]  上帝提到一樣東西
[00:09:38.000 --> 00:09:42.000]  就是說他從前曾經向阿巴拉罕爾撒雅各
[00:09:42.000 --> 00:09:46.000]  顯然是一個全能的神
[00:09:46.000 --> 00:09:49.000]  如果我們看回《創世記》裏面
[00:09:49.000 --> 00:09:53.000]  這些列祖的故事
[00:09:53.000 --> 00:09:55.000]  其實這些細節不用看了
[00:09:55.000 --> 00:09:57.000]  只要看我highlight幾句就可以了
[00:09:57.000 --> 00:10:00.000]  你會見到其實在不同的經歷裏面
[00:10:00.000 --> 00:10:02.000]  他們其實對他們的認識來說
[00:10:02.000 --> 00:10:03.000]  他們不會見到
[00:10:03.000 --> 00:10:06.000]  你會見到上帝不會介紹自己
[00:10:06.000 --> 00:10:07.000]  我是耶和華
[00:10:07.000 --> 00:10:10.000]  其實他全部都是說我是一個全能的神
[00:10:10.000 --> 00:10:13.000]  所以今天的經文爲什麼會用這樣的東西呢
[00:10:13.000 --> 00:10:16.000]  而當我們看回這些經文裏面
[00:10:16.000 --> 00:10:18.000]  你會發現
[00:10:18.000 --> 00:10:22.000]  其實是一些上帝和阿巴拉罕爾撒雅各
[00:10:22.000 --> 00:10:28.000]  他們一些賜予應許給他們的一些情景
[00:10:28.000 --> 00:10:32.000]  所以有些學者其實將這個全能的神
[00:10:32.000 --> 00:10:36.000]  會變成一個全福的神
[00:10:36.000 --> 00:10:43.000]  就是說上帝是一個賜予福氣給他們的上帝
[00:10:43.000 --> 00:10:46.000]  所以今天的經文裏面的意思是
[00:10:46.000 --> 00:10:49.000]  從前向阿巴拉罕爾撒雅各顯現爲全能的神
[00:10:49.000 --> 00:10:52.000]  而耶和華這個名字他們根本就不知道的時候
[00:10:52.000 --> 00:10:56.000]  意思是說當時神和這幫列祖顯現的時候
[00:10:56.000 --> 00:11:01.000]  是透過一些對他們的恩惠
[00:11:01.000 --> 00:11:04.000]  但是剛剛說耶和華這件事
[00:11:04.000 --> 00:11:06.000]  這個獨行歧視這件事
[00:11:06.000 --> 00:11:09.000]  耶和華這個I am who I am的神
[00:11:09.000 --> 00:11:13.000]  這幫列祖其實是未見識過這件事
[00:11:13.000 --> 00:11:18.000]  當我想到有什麼例子
[00:11:18.000 --> 00:11:20.000]  有些類似的情況
[00:11:20.000 --> 00:11:24.000]  我想普遍的香港人
[00:11:24.000 --> 00:11:26.000]  其實我們很多人都會去
[00:11:26.000 --> 00:11:28.000]  可能過時過節會去拜什麼
[00:11:28.000 --> 00:11:30.000]  黃大仙啊 拜車工啊
[00:11:30.000 --> 00:11:36.000]  說的是去相信這些神明是會保守自己
[00:11:36.000 --> 00:11:39.000]  或者賜福給自己在這一年等等這樣的東西
[00:11:39.000 --> 00:11:43.000]  不過我想大家不知道有沒有聽過
[00:11:43.000 --> 00:11:45.000]  黃大仙和車工我猜你有聽過
[00:11:45.000 --> 00:11:49.000]  我們當中或者香港人的裏面
[00:11:49.000 --> 00:11:51.000]  究竟有多少個人
[00:11:51.000 --> 00:11:57.000]  是會真的瞭解黃大仙贏車工的背景的呢
[00:11:57.000 --> 00:12:01.000]  這個神明究竟是怎麼來的呢
[00:12:01.000 --> 00:12:03.000]  我們經常看中國的一些故事
[00:12:03.000 --> 00:12:05.000]  一些傳統的故事
[00:12:05.000 --> 00:12:07.000]  神明的邏輯上是人不知道怎麼變成的
[00:12:07.000 --> 00:12:09.000]  有多少個人會知道
[00:12:09.000 --> 00:12:11.000]  有沒有人知道
[00:12:11.000 --> 00:12:13.000]  有些人聽過
[00:12:13.000 --> 00:12:15.000]  車工是將軍就是這麼多了
[00:12:15.000 --> 00:12:21.000]  我想普遍的香港人都應該不清楚
[00:12:21.000 --> 00:12:23.000]  又或者對於那幫人來說
[00:12:23.000 --> 00:12:27.000]  就是會拜神明的人來說
[00:12:27.000 --> 00:12:29.000]  這件事根本就不重要
[00:12:29.000 --> 00:12:31.000]  因爲他們着重的
[00:12:31.000 --> 00:12:33.000]  不過是神明會保佑自己
[00:12:33.000 --> 00:12:35.000]  或者賜福給自己
[00:12:35.000 --> 00:12:37.000]  他們是盼望要的
[00:12:37.000 --> 00:12:39.000]  不過是神明給他們的好處
[00:12:39.000 --> 00:12:41.000]  所以神明是怎麼一樣東西
[00:12:41.000 --> 00:12:45.000]  其實不是他們在乎的一件事
[00:12:45.000 --> 00:12:49.000]  我想摩西的列祖對耶和華的認識
[00:12:49.000 --> 00:12:51.000]  其實就類似一個這樣的情況
[00:12:51.000 --> 00:12:55.000]  他們知道上帝是一個賜福給自己的上帝
[00:12:55.000 --> 00:12:59.000]  但是耶和華的其他的神聖
[00:12:59.000 --> 00:13:01.000]  這幫列祖其實都不知道
[00:13:01.000 --> 00:13:05.000]  所以上帝在今天的經文裏面說
[00:13:05.000 --> 00:13:07.000]  他在跟摩西說 你看清楚
[00:13:07.000 --> 00:13:11.000]  我不只是那個單純賜恩惠給你的神
[00:13:11.000 --> 00:13:15.000]  雖然你以前的列祖是透過這個方式去認識我
[00:13:15.000 --> 00:13:19.000]  不過我今天要讓你知道的是
[00:13:19.000 --> 00:13:21.000]  我是那個自有永有的神
[00:13:21.000 --> 00:13:23.000]  我是耶和華
[00:13:23.000 --> 00:13:25.000]  我是獨行其事
[00:13:25.000 --> 00:13:27.000]  也因爲這樣
[00:13:27.000 --> 00:13:29.000]  你不需要因爲今天
[00:13:29.000 --> 00:13:33.000]  所遇到的一些不如意
[00:13:33.000 --> 00:13:35.000]  就馬上走來埋怨我
[00:13:35.000 --> 00:13:39.000]  你只管看看我接下來會做的事
[00:13:39.000 --> 00:13:41.000]  上帝在說這件事
[00:13:41.000 --> 00:13:45.000]  如果我們看回剛剛的經文裏面
[00:13:45.000 --> 00:13:47.000]  不用突然轉 之後大家自己看看
[00:13:47.000 --> 00:13:49.000]  上帝其實跟摩西說的這件事
[00:13:49.000 --> 00:13:51.000]  他跟摩西說我是耶和華
[00:13:51.000 --> 00:13:55.000]  其實整段內容裏面他出現了四次
[00:13:55.000 --> 00:13:59.000]  他在說上帝是用自己的名字
[00:13:59.000 --> 00:14:01.000]  一而再 再而三地提醒摩西
[00:14:01.000 --> 00:14:03.000]  我不是那個按你心意走的上帝
[00:14:03.000 --> 00:14:07.000]  我不是隻是賜福給你的上帝
[00:14:07.000 --> 00:14:09.000]  我有我的心意
[00:14:09.000 --> 00:14:11.000]  我有我的主權
[00:14:11.000 --> 00:14:15.000]  這件事是摩西不能夠去操控的一件事
[00:14:15.000 --> 00:14:19.000]  上帝透過揭示着自己的名字
[00:14:19.000 --> 00:14:25.000]  去改變摩西對上帝的一個認識
[00:14:25.000 --> 00:14:31.000]  我不知道當我們騎順耶穌都有一段日子
[00:14:31.000 --> 00:14:35.000]  我們對上帝的認識是怎樣的
[00:14:35.000 --> 00:14:39.000]  我們有沒有不斷地跟身呢
[00:14:39.000 --> 00:14:43.000]  我相信大家都在用智能電話
[00:14:43.000 --> 00:14:45.000]  大家有沒有試過你的電話
[00:14:45.000 --> 00:14:49.000]  是由你買完之後都不更新IOS的
[00:14:49.000 --> 00:14:53.000]  我不知道Android系統作業叫什麼
[00:14:53.000 --> 00:14:55.000]  我用iphone 所以是IOS
[00:14:55.000 --> 00:14:59.000]  有沒有人試過繼續不更新的
[00:14:59.000 --> 00:15:03.000]  有了 最後會怎樣呢
[00:15:03.000 --> 00:15:05.000]  我先撇除 因爲我是摩西人
[00:15:05.000 --> 00:15:07.000]  我不是摩西人
[00:15:07.000 --> 00:15:09.000]  我不是摩西人
[00:15:09.000 --> 00:15:13.000]  我想就算你用一個最新模特的電話
[00:15:13.000 --> 00:15:17.000]  但是你繼續永遠不更新IOS的時候
[00:15:17.000 --> 00:15:19.000]  你慢慢有些東西就會發現
[00:15:19.000 --> 00:15:23.000]  其實你的電話裏面有些東西用不了
[00:15:23.000 --> 00:15:25.000]  可能是人家發一些emoji出來
[00:15:25.000 --> 00:15:27.000]  你穿了個交叉
[00:15:27.000 --> 00:15:29.000]  是不是一個框框裏面有個交叉
[00:15:29.000 --> 00:15:31.000]  又或者你開始見到人家
