
[00:00:00.000 --> 00:00:07.500]  使命與傳承,我就選了這段聖經提摩太後書,第2章1到第7節。
[00:00:07.500 --> 00:00:15.000]  這段經文我想在今天有限的時間裏面,我只會有些重點和大家分享。
[00:00:15.000 --> 00:00:20.000]  不過我想闊一點點看這段經文,就是提摩太後書,
[00:00:20.000 --> 00:00:24.500]  保羅在世,聖經裏面記載裏面是最後一卷書。
[00:00:24.500 --> 00:00:33.000]  提摩太是保羅的接班人,是他栽培的年青傳道人。
[00:00:33.000 --> 00:00:39.000]  但是你看保羅寫提摩太前書和提摩太後書,整個氣氛是不同的。
[00:00:39.000 --> 00:00:44.000]  提摩太前書好像還有機會,正常地有機會的傳道。
[00:00:44.000 --> 00:00:47.500]  保羅教一個年青的牧者,他怎樣去做一個牧人。
[00:00:47.500 --> 00:00:54.000]  但提摩太後書就不同了,提摩太後書好像是保羅最後的祝福,
[00:00:54.000 --> 00:00:59.000]  他將他們心裏面最重要的事情,要提醒這個接班人。
[00:00:59.000 --> 00:01:07.500]  所以我想今天從這個角度,提摩太後書整個佈局,整個發展的內容,
[00:01:07.500 --> 00:01:13.500]  然後再回頭看看這段經文在扮演什麼角色。
[00:01:13.500 --> 00:01:21.000]  提摩太後書,這四章聖經裏,我選了一節的聖經。
[00:01:21.000 --> 00:01:27.000]  一章的十四節,保羅對提摩太說:從前所教託你的善道,
[00:01:27.000 --> 00:01:32.000]  你要靠著那住在我們裏面的聖靈牢牢地守著。
[00:01:32.000 --> 00:01:40.000]  保羅開始的時候提醒提摩太,要守著他曾經教導他的真道,教導他的善道。
[00:01:40.000 --> 00:01:48.000]  到第二章,而這十五節可以說是很多神學院,包括波羅神學院在內的神學院的緣分。
[00:01:48.000 --> 00:01:53.000]  所以我邀請大家一起讀一次,提摩太後書二章十五節,請大家一起讀一次。
[00:01:53.000 --> 00:02:03.000]  你當鐵力在神圓前不容起遠,作無愧的工人,按著正義分解真義的道。
[00:02:03.000 --> 00:02:08.000]  作為傳道不單止第一章講要守著我們所領受的教訓。
[00:02:08.000 --> 00:02:12.000]  再進一步,他要教導弟兄姊妹,怎樣教導呢?
[00:02:12.000 --> 00:02:22.000]  不是發揮他對真道的一些意見,是要將合乎聖經,合乎神心意,合乎聖經作者要表達的,
[00:02:22.000 --> 00:02:26.000]  按著正義分解真理的道,牧養弟兄姊妹。
[00:02:26.000 --> 00:02:33.000]  第三章,保羅引用一段次經裏面記載的事情。
[00:02:33.000 --> 00:02:38.000]  從前雅尼和祥比,兩個起來,敵黨摩西這段經文就不在舊的聖經裏面,
[00:02:38.000 --> 00:02:43.000]  又記載這些事情。這等人也怎樣敵黨真道?
[00:02:43.000 --> 00:02:51.000]  保羅知道當正面的教導弟兄姊妹的時間,不是全部都會有一個所謂正面的結果。
[00:02:51.000 --> 00:02:57.000]  有些人會扭曲,有些人可能甚至都要所講的敵黨真道。
[00:02:57.000 --> 00:03:03.000]  即是說他是教會圈子裏面的人,不過他是反對真道的教導。
[00:03:03.000 --> 00:03:08.000]  第三章,到第四章,我們相信大家都很熟悉這段聖經,
[00:03:08.000 --> 00:03:11.000]  又再邀請大家一起讀出,讀一次四章第二節。
[00:03:11.000 --> 00:03:25.000]  「無要全道,無論得時不得時,總要專心,並容百般的忍耐,各樣的教訓,責備人,警戒人,勸勸人。」
[00:03:25.000 --> 00:03:34.000]  無論得時不得時,而這些經文直譯的時候的意思是,無論是當造的,或者不當造的,
[00:03:34.000 --> 00:03:39.000]  即是用一些農作物,它修成的時間的觀念來講,
[00:03:39.000 --> 00:03:45.000]  無論你覺得這個時候是當造的,是適當的,或者不當造的,不應該的,
[00:03:45.000 --> 00:03:48.000]  保羅都說要全道。
[00:03:48.000 --> 00:03:55.000]  這四章的經文,四章聖經,不知道大家看不看得到那個邏輯的進程。
[00:03:55.000 --> 00:03:57.000]  大概我理解是這樣。
[00:03:57.000 --> 00:04:03.000]  首先,保羅第一章說要守住善道,要守住善道。
[00:04:03.000 --> 00:04:10.000]  第二,你自己守住之後,你要教導其他人,要分解真道。
[00:04:10.000 --> 00:04:17.000]  但是你要遇見一些挑戰,你要辨明那些假道,那些錯的地方,你要指出來。
[00:04:17.000 --> 00:04:21.000]  最後,你要模擬全道。
[00:04:21.000 --> 00:04:24.000]  那個邏輯進程是怎樣呢?
[00:04:24.000 --> 00:04:28.000]  如果從第一章開始,保羅講的是對你自己講的。
[00:04:28.000 --> 00:04:34.000]  對一個侍奉神的人,對一個傳道人來講,你自己要守住你所講的道。
[00:04:34.000 --> 00:04:44.000]  第二,保羅要對信徒,再從自己去到教會,去到信徒的身邊,要教他們的真道。
[00:04:44.000 --> 00:04:53.000]  然後,教會圈子裡面,有謀解,有錯誤的思想,你要辨明那些真道。
[00:04:53.000 --> 00:04:58.000]  要對著異端,對著那些錯誤的教導,你要勇敢的指出來。
[00:04:58.000 --> 00:05:03.000]  最後,你要對著世人,對著這個世界,模擬全道。
[00:05:03.000 --> 00:05:11.000]  你見到那個進程是由自己開始,一路去到教會圈子,去到這個世界。
[00:05:11.000 --> 00:05:16.000]  但是,中心、核心的地方都是一個字:道。
[00:05:16.000 --> 00:05:21.000]  講道、真道、善道。
[00:05:21.000 --> 00:05:29.000]  就是說,如果提摩太後書,是保羅最後祝福給提摩太,
[00:05:29.000 --> 00:05:40.000]  好像他最後的託付,或者他這樣講,好像一個遺囑那樣,提醒他保羅最掛心的事。
[00:05:40.000 --> 00:05:46.000]  一份遺囑,可能大部份的篇幅,都是講他的財富怎樣去分佈。
[00:05:46.000 --> 00:05:51.000]  但對保羅來說,他最重要的財富,當然他也提到第四章,
[00:05:51.000 --> 00:05:53.000]  那件衣服要怎樣做,那些書要怎樣做。
[00:05:53.000 --> 00:06:00.000]  這個大概保羅可能在物質上擁有的少量的東西。
[00:06:00.000 --> 00:06:05.000]  但整卷書的重點,是道,是神的說話。
[00:06:05.000 --> 00:06:12.000]  保羅要交託最掛心的那件事,就是神的道,怎麼可以一代一代地傳下去。
[00:06:12.000 --> 00:06:20.000]  如果從這個角度講,我們回去看回提摩太後書這章的經文,今天講到的經文。
[00:06:20.000 --> 00:06:24.000]  可能你會更加深刻印象,保羅這裡所表達的究竟是什麼意思。
[00:06:24.000 --> 00:06:27.000]  首先保羅說:「我疑也。」
[00:06:27.000 --> 00:06:32.000]  大家知道,提摩太不是保羅帶去信主的,提摩太是第三代的信徒。
[00:06:32.000 --> 00:06:35.000]  所以保羅不是帶去信主。
[00:06:35.000 --> 00:06:46.000]  在士堂傳十六章保羅出來傳道的時間,路斯德的人,特比的人就推薦了提摩太給保羅。
[00:06:46.000 --> 00:06:50.000]  保羅就叫他出來,跟著他開始他傳道的生涯。
[00:06:50.000 --> 00:06:55.000]  但保羅雖然不是帶去信主,不過好像一個師父,好像一個前輩。
[00:06:55.000 --> 00:07:02.000]  這個從屬靈的角度來講,是「我疑也」,是非常美麗的事情。
[00:07:02.000 --> 00:07:06.000]  要傳承,是講關係的。
[00:07:06.000 --> 00:07:14.000]  傳承不只是行政上的問題,傳承也不只是責任的交托。
[00:07:14.000 --> 00:07:17.000]  傳承是一種屬靈的關係。
[00:07:17.000 --> 00:07:23.000]  沒有這種屬靈的關係,那種傳承只不過是工作上的交代。
[00:07:23.000 --> 00:07:29.000]  但是有這種關係就是生命的連結。
[00:07:29.000 --> 00:07:35.000]  在傳承的時候我發現,我想這方面北宣做得非常好,我非常欣賞。
[00:07:35.000 --> 00:07:43.000]  交的人要肯交,截的人要肯截,兩邊都有責任。
[00:07:43.000 --> 00:07:47.000]  這裡我想在有限的時間裡我不多發揮了。
[00:07:47.000 --> 00:07:53.000]  保羅提摩太到他臨終的時間也講「我疑也」,是一個很親切的稱呼。
[00:07:53.000 --> 00:08:01.000]  然後他說,你在基督耶穌的恩典上剛強起來,每一個侍奉主的人都會承認,是神的恩典。
[00:08:01.000 --> 00:08:04.000]  沒有神的恩典根本不能夠侍奉神。
[00:08:04.000 --> 00:08:09.000]  正如剛才我們聽這位神學生Kelvin所講的見證一樣,是神的恩典。
[00:08:09.000 --> 00:08:12.000]  如果不是,我們根本不能夠侍奉神。
[00:08:12.000 --> 00:08:17.000]  然後第二節,你在許多見證人面前聽見我所教訓的人。
[00:08:17.000 --> 00:08:22.000]  保羅可能曾經公開地向提摩太作教導工作。
[00:08:22.000 --> 00:08:26.000]  接著保羅說,也要教託那忠心能教導別人的人。
[00:08:26.000 --> 00:08:31.000]  這段短短的聖經,大家不知道看不看得出第二節,二章第二節,
[00:08:31.000 --> 00:08:37.000]  總共有多少代的信徒在一節聖經裡?
[00:08:37.000 --> 00:08:41.000]  這個傳承包含了多少代的信徒呢?
[00:08:41.000 --> 00:08:47.000]  首先第一個,他說我所教訓的就是保羅自己。
[00:08:47.000 --> 00:08:52.000]  然後你就許多見證人面前,即是提摩太,兩代。
[00:08:52.000 --> 00:08:57.000]  接著保羅說,我所教給你的東西,你也要教託,
[00:08:57.000 --> 00:09:02.000]  即是將他所教導的再教託給那些忠心能教導別人的人。
[00:09:02.000 --> 00:09:07.000]  即是教託給那些有教導恩賜的人。
[00:09:07.000 --> 00:09:13.000]  如果有教導恩賜,即是有些被教導的會眾,被教導的人。
[00:09:13.000 --> 00:09:19.000]  短短的一節聖經裡,出現了四代福音的傳承。
[00:09:19.000 --> 00:09:24.000]  保羅是試圖直接從耶穌基督啟示而得到真理,
[00:09:24.000 --> 00:09:26.000]  好像其他試圖一樣。
[00:09:26.000 --> 00:09:35.000]  接著他要交給學生,他的幫助的徒弟提摩太。
[00:09:35.000 --> 00:09:40.000]  然後保羅提摩太怎樣努力,甚至怎樣有恩賜被神使用,
[00:09:40.000 --> 00:09:43.000]  他總會過去的。
[00:09:43.000 --> 00:09:48.000]  現在很多的神樂院和機構,甚至是教會的堂主,
[00:09:48.000 --> 00:09:52.000]  都是在頭痛的問題,有沒有接班人?
[00:09:52.000 --> 00:10:00.000]  那個真正的接班人是能夠教導別人的人。
[00:10:00.000 --> 00:10:05.000]  在神學院裡面,或者在所謂探討讀神學的過程當中,
[00:10:05.000 --> 00:10:08.000]  我經常被人問一個問題。
[00:10:08.000 --> 00:10:11.000]  即是傳道人的奉獻,
[00:10:11.000 --> 00:10:15.000]  和一位積極參與教會侍奉的弟兄姊妹,
[00:10:15.000 --> 00:10:21.000]  他們忠心向神的奉獻,有什麼分別呢?
[00:10:21.000 --> 00:10:26.000]  如果講心智上,講那個的擺上上,
[00:10:26.000 --> 00:10:30.000]  我真的很多時候見到,很多弟兄姊妹,她不是做傳道人的,
[00:10:30.000 --> 00:10:35.000]  她的擺上和奉獻絕不比傳道人為少。
[00:10:35.000 --> 00:10:40.000]  既然他們有奉獻,為什麼還要呼召作傳道奉獻,
[00:10:40.000 --> 00:10:43.000]  有什麼特別的地方呢?
