
[00:00:00.000 --> 00:00:01.760]  好,我們一起來做個禱告
[00:00:01.760 --> 00:00:06.860]  天父
[00:00:06.860 --> 00:00:12.940]  願祢用這兩處經文真的來激勵我們
[00:00:12.940 --> 00:00:15.180]  讓我們知道
[00:00:15.180 --> 00:00:18.220]  我們是祢寶血所贖買回來的
[00:00:18.220 --> 00:00:20.360]  我們
[00:00:20.360 --> 00:00:23.900]  在世每一天應該用我們的努力
[00:00:23.900 --> 00:00:26.380]  共同來
[00:00:26.380 --> 00:00:28.300]  傳達祢的愛
[00:00:29.560 --> 00:00:31.620]  願祢藉著以下的分享
[00:00:31.620 --> 00:00:35.440]  讓我們的心再次被祢所激勵起來
[00:00:35.440 --> 00:00:39.260]  禱告奉我主耶穌基督,得聖尊名
[00:00:39.260 --> 00:00:40.660]  Amen
[00:00:40.660 --> 00:00:42.440]  好
[00:00:42.440 --> 00:00:48.680]  今天的主題是「同傳主愛」
[00:00:48.680 --> 00:00:51.020]  「同傳主愛」
[00:00:51.020 --> 00:00:56.340]  菲律賓書一章二十七節
[00:00:56.340 --> 00:00:59.500]  這裡告訴我們說只要你們行事為人
[00:00:59.500 --> 00:01:01.860]  與基督的福音相稱
[00:01:01.860 --> 00:01:05.080]  第一點呢
[00:01:05.080 --> 00:01:08.320]  同傳主愛的預備
[00:01:08.320 --> 00:01:12.620]  是與基督的福音相稱
[00:01:12.620 --> 00:01:15.880]  如果我們看聖經的話
[00:01:15.880 --> 00:01:19.360]  或者說我們看有些歷史書籍
[00:01:19.360 --> 00:01:21.840]  有沒有一個人見到
[00:01:21.840 --> 00:01:24.840]  福音書上的記載
[00:01:24.840 --> 00:01:26.760]  或者說別處的記載
[00:01:26.760 --> 00:01:31.580]  對耶穌本人的人格進行攻擊的
[00:01:31.580 --> 00:01:38.020]  你有沒有見過或是聽過
[00:01:38.020 --> 00:01:44.380]  你會發現真的沒有耶
[00:01:44.380 --> 00:01:50.420]  不管我們從福音書上那些攻擊耶穌的
[00:01:50.420 --> 00:01:52.380]  法利塞人或是薩杜干人
[00:01:52.380 --> 00:01:54.380]  或者說歷史上後來的人
[00:01:54.380 --> 00:01:55.980]  他們不信耶穌的
[00:01:55.980 --> 00:01:58.460]  都是否認祂的什麼呀
[00:01:58.460 --> 00:02:00.460]  幾乎都是否認祂的神性
[00:02:00.460 --> 00:02:02.460]  祂所說的神蹟是什麼呀
[00:02:02.460 --> 00:02:06.480]  妄談謬談
[00:02:06.480 --> 00:02:08.880]  不可學的不理性的
[00:02:08.880 --> 00:02:10.880]  反理性的反自然的
[00:02:10.880 --> 00:02:12.880]  但是沒有一個人
[00:02:12.880 --> 00:02:15.880]  說耶穌這個人就憑你
[00:02:15.880 --> 00:02:17.380]  你看你行的
[00:02:17.380 --> 00:02:18.880]  你行的你做的這些事
[00:02:18.880 --> 00:02:20.880]  我們能信嗎
[00:02:20.880 --> 00:02:22.880]  沒有人這樣一個人這樣說的
[00:02:25.380 --> 00:02:28.380]  沒有一個人指著耶穌的行為
[00:02:28.380 --> 00:02:32.380]  祂的人格進行抨擊而不信耶穌的
[00:02:32.380 --> 00:02:39.380]  或者你自己想想
[00:02:39.380 --> 00:02:41.380]  在你所了解的文獻裏面
[00:02:41.380 --> 00:02:42.380]  或者報導裏面
[00:02:42.380 --> 00:02:44.380]  或者說有關雜誌上有沒有
[00:02:44.380 --> 00:02:46.380]  那是相反的
[00:02:46.380 --> 00:02:48.380]  你會發現即使他不信
[00:02:48.380 --> 00:02:54.380]  包括我們當初我們在當時的
[00:02:54.380 --> 00:02:56.380]  共產主義在中國興起的時候
[00:02:56.380 --> 00:02:58.380]  李大釗他是一個無神論者
[00:02:58.380 --> 00:03:00.380]  陳獨秀他也是個無神論者
[00:03:00.380 --> 00:03:01.380]  他從西方回來
[00:03:01.380 --> 00:03:04.380]  他們反而雖然不信耶穌
[00:03:04.380 --> 00:03:05.380]  他們也說什麼
[00:03:05.380 --> 00:03:06.380]  哎呀
[00:03:06.380 --> 00:03:09.380]  耶穌基督的人格是我們要效法的
[00:03:09.380 --> 00:03:11.380]  是我們中國社會所需要的
[00:03:11.380 --> 00:03:13.380]  他的行為
[00:03:13.380 --> 00:03:16.380]  他的愛心能夠激發社會的改變
[00:03:16.380 --> 00:03:18.380]  他認為耶穌是個社會
[00:03:18.380 --> 00:03:21.380]  他雖然不信他是神的兒子
[00:03:21.380 --> 00:03:22.380]  不信他是救主
[00:03:22.380 --> 00:03:24.380]  但是他認為耶穌的行為
[00:03:24.380 --> 00:03:28.380]  給這個社會能夠帶來改革更新
[00:03:28.380 --> 00:03:35.380]  你會發現今天
[00:03:35.380 --> 00:03:40.380]  我們基督教有一個很大的弱
[00:03:40.380 --> 00:03:42.380]  就是什麼
[00:03:42.380 --> 00:03:45.380]  我們常常說了什麼
[00:03:45.380 --> 00:03:48.380]  說的太多
[00:03:48.380 --> 00:03:50.380]  做的太少
[00:03:50.380 --> 00:03:54.380]  你是有時候
[00:03:54.380 --> 00:03:57.380]  連我們有些教內的弟兄姊妹
[00:03:57.380 --> 00:03:59.380]  也在這樣警醒我們
[00:03:59.380 --> 00:04:02.380]  我們今天對外界批評的太多
[00:04:02.380 --> 00:04:05.380]  而我們對社區的貢獻
[00:04:05.380 --> 00:04:08.380]  真的太不足夠
[00:04:08.380 --> 00:04:10.380]  特別是華人教會
[00:04:10.380 --> 00:04:12.380]  有一個弟兄告訴我們說
[00:04:12.380 --> 00:04:16.380]  我相信彎曲的華人教會
[00:04:16.380 --> 00:04:17.380]  很多華人教會
[00:04:17.380 --> 00:04:21.380]  你把這個教會從這裡拿走
[00:04:21.380 --> 00:04:24.380]  從這個地方拿走
[00:04:24.380 --> 00:04:27.380]  你認為這個地方
