
[00:00:00.000 --> 00:00:04.000]  孔子明問候弟兄姐妹平安
[00:00:04.000 --> 00:00:07.000]  在新約的時代
[00:00:07.000 --> 00:00:10.000]  耶穌在地上行走
[00:00:10.000 --> 00:00:13.000]  行很多奇事的
[00:00:13.000 --> 00:00:19.000]  很多人去空著去看耶穌
[00:00:19.000 --> 00:00:22.000]  有一次耶穌問
[00:00:22.000 --> 00:00:27.000]  人說我是誰
[00:00:28.000 --> 00:00:31.000]  這句說話很值得我們去想
[00:00:31.000 --> 00:00:35.000]  因為我們每天人家怎麼看我
[00:00:35.000 --> 00:00:38.000]  這句說話很有意思
[00:00:38.000 --> 00:00:41.000]  如果在今天人家怎麼看我
[00:00:41.000 --> 00:00:44.000]  我不明很衰我都要做好人
[00:00:44.000 --> 00:00:47.000]  耶穌問門徒
[00:00:48.000 --> 00:00:58.000]  門徒怎麼回答
[00:00:58.000 --> 00:01:01.000]  人怎麼看耶穌呢
[00:01:01.000 --> 00:01:04.000]  門徒很厲害
[00:01:04.000 --> 00:01:07.000]  那時候沒有路透社有街邊社
[00:01:07.000 --> 00:01:12.000]  街邊的人怎麼說呢
[00:01:13.000 --> 00:01:20.000]  可能是伊利亞回來
[00:01:20.000 --> 00:01:23.000]  也可能是耶利米
[00:01:23.000 --> 00:01:27.000]  或是先知中其中一位
[00:01:27.000 --> 00:01:39.000]  人家覺得耶穌和耶利米有點相似
[00:01:40.000 --> 00:01:44.000]  為什麼我這麼開場
[00:01:44.000 --> 00:01:47.000]  現在第三章
[00:01:47.000 --> 00:01:51.000]  耶利米在這裡讓我們看到
[00:01:51.000 --> 00:02:01.000]  祂和上帝有親密的談話
[00:02:01.000 --> 00:02:06.000]  知道什麼叫親密的談話嗎
[00:02:06.000 --> 00:02:09.000]  你談過戀愛嗎
[00:02:10.000 --> 00:02:12.000]  那是親密的談話嗎
[00:02:12.000 --> 00:02:18.000]  你知道上帝和耶利米的關係是什麼嗎
[00:02:18.000 --> 00:02:22.000]  親密的談話
[00:02:22.000 --> 00:02:26.000]  所以在耶穌和天父身上
[00:02:26.000 --> 00:02:29.000]  有沒有親密的談話
[00:02:29.000 --> 00:02:31.000]  一定有
[00:02:31.000 --> 00:02:33.000]  哪本書最多
[00:02:33.000 --> 00:02:36.000]  約翰福音
[00:02:36.000 --> 00:02:39.000]  親密的談話
[00:02:40.000 --> 00:02:42.000]  現在我們來到第三章
[00:02:42.000 --> 00:02:46.000]  就是耶利米先知和上帝的親密談話
[00:02:46.000 --> 00:02:51.000]  耶利米先知和上帝的親密交談
[00:02:51.000 --> 00:02:53.000]  這個很重要
[00:02:53.000 --> 00:02:55.000]  當你讀聖經的時候
[00:02:55.000 --> 00:02:57.000]  這段聖經的context
[00:02:57.000 --> 00:02:59.000]  怎麼翻譯
[00:02:59.000 --> 00:03:01.000]  context
[00:03:01.000 --> 00:03:03.000]  周邊環境
[00:03:03.000 --> 00:03:06.000]  在什麼情形下發生
[00:03:07.000 --> 00:03:11.000]  你知道周邊環境就明白祂說的話的內容
[00:03:11.000 --> 00:03:13.000]  你就知道祂所講的內容
[00:03:13.000 --> 00:03:16.000]  如果你是導演拍戲
[00:03:16.000 --> 00:03:19.000]  一個青年男女談戀愛
[00:03:19.000 --> 00:03:21.000]  青年男女談戀愛
[00:03:21.000 --> 00:03:23.000]  在哪裡談密談
[00:03:23.000 --> 00:03:25.000]  在什麼地方
[00:03:25.000 --> 00:03:27.000]  在樹林草林沒有人的地方
[00:03:27.000 --> 00:03:30.000]  在樹林草林沒有人的地方
[00:03:30.000 --> 00:03:33.000]  會不會在摩托車上
[00:03:33.000 --> 00:03:35.000]  會不會在貓裡面
[00:03:36.000 --> 00:03:37.000]  商場
[00:03:37.000 --> 00:03:39.000]  不會
[00:03:39.000 --> 00:03:42.000]  把景擺設成一個
[00:03:42.000 --> 00:03:45.000]  有月亮又有河流又有草
[00:03:45.000 --> 00:03:47.000]  你知道什麼環境
[00:03:47.000 --> 00:03:50.000]  有月亮又有河流又有青草
[00:03:50.000 --> 00:03:52.000]  其實導演很厲害
[00:03:52.000 --> 00:03:54.000]  導演很厲害
[00:03:54.000 --> 00:03:56.000]  現在我們這個情景
[00:03:56.000 --> 00:03:58.000]  像我們這種情形
[00:03:58.000 --> 00:04:02.000]  就是耶和華和耶利米在談密談
[00:04:02.000 --> 00:04:05.000]  和耶利米親密的談話
[00:04:06.000 --> 00:04:09.000]  耶利米透露了上帝的心聲
[00:04:09.000 --> 00:04:12.000]  耶利米透露了上帝的心聲
[00:04:12.000 --> 00:04:14.000]  其實上帝的心聲是什麼
[00:04:14.000 --> 00:04:16.000]  非常痛苦
[00:04:16.000 --> 00:04:18.000]  這是上帝的心聲非常痛苦
[00:04:18.000 --> 00:04:20.000]  痛苦是怎麼樣呢
[00:04:20.000 --> 00:04:22.000]  我上次來說
[00:04:22.000 --> 00:04:24.000]  三章開始一到五節
[00:04:24.000 --> 00:04:26.000]  我上次講三章
[00:04:26.000 --> 00:04:28.000]  這次是六節到十節
[00:04:28.000 --> 00:04:30.000]  這次是六到十節
[00:04:30.000 --> 00:04:32.000]  這章的主題是什麼
[00:04:32.000 --> 00:04:34.000]  你不要看這裡的字眼
[00:04:35.000 --> 00:04:36.000]  行淫
[00:04:36.000 --> 00:04:38.000]  第一節是什麼離婚
[00:04:38.000 --> 00:04:40.000]  是不是講離婚
[00:04:40.000 --> 00:04:42.000]  第一節講離婚
[00:04:42.000 --> 00:04:44.000]  我想問你
[00:04:44.000 --> 00:04:46.000]  我想問你
[00:04:46.000 --> 00:04:48.000]  家裡出現有離婚的事
[00:04:48.000 --> 00:04:50.000]  家裡出現有離婚的事
[00:04:50.000 --> 00:04:52.000]  開心嗎
[00:04:52.000 --> 00:04:54.000]  高不高興
[00:04:54.000 --> 00:04:56.000]  不開心
[00:04:56.000 --> 00:04:58.000]  現在上帝開心嗎
[00:04:58.000 --> 00:05:00.000]  還用問嗎
[00:05:00.000 --> 00:05:02.000]  上帝很不開心
[00:05:02.000 --> 00:05:04.000]  弟兄姊妹
[00:05:05.000 --> 00:05:06.000]  上帝是有感情的
[00:05:06.000 --> 00:05:08.000]  上帝是有感情的
[00:05:08.000 --> 00:05:10.000]  我們信仰上
[00:05:10.000 --> 00:05:12.000]  我們信仰上
[00:05:12.000 --> 00:05:14.000]  我們信仰上
[00:05:14.000 --> 00:05:16.000]  我們信仰上
[00:05:16.000 --> 00:05:18.000]  我們信仰上
[00:05:18.000 --> 00:05:20.000]  我們信仰上
[00:05:20.000 --> 00:05:22.000]  我們信仰上
[00:05:22.000 --> 00:05:24.000]  我們信仰上
[00:05:24.000 --> 00:05:26.000]  我們信仰上
[00:05:26.000 --> 00:05:28.000]  我們信仰上
[00:05:28.000 --> 00:05:30.000]  我們信仰上
[00:05:30.000 --> 00:05:32.000]  我們信仰上
[00:05:33.000 --> 00:05:35.000]  我們信仰上
[00:05:35.000 --> 00:05:37.000]  我們信仰上
[00:05:37.000 --> 00:05:39.000]  我們信仰上
[00:05:39.000 --> 00:05:41.000]  我們信仰上
[00:05:41.000 --> 00:05:43.000]  我們信仰上
[00:05:43.000 --> 00:05:45.000]  我們信仰上
[00:05:45.000 --> 00:05:47.000]  我們信仰上
[00:05:47.000 --> 00:05:49.000]  我們信仰上
[00:05:49.000 --> 00:05:51.000]  我們信仰上
[00:05:51.000 --> 00:05:53.000]  我們信仰上
[00:05:53.000 --> 00:05:55.000]  我們信仰上
[00:05:55.000 --> 00:05:57.000]  我們信仰上
[00:05:57.000 --> 00:05:59.000]  我們信仰上
[00:05:59.000 --> 00:06:01.000]  我們信仰上
[00:06:02.000 --> 00:06:03.000]  我們信仰上
[00:06:03.000 --> 00:06:05.000]  我們信仰上
[00:06:05.000 --> 00:06:07.000]  我們信仰上
[00:06:07.000 --> 00:06:09.000]  我們信仰上
[00:06:09.000 --> 00:06:11.000]  我們信仰上
[00:06:11.000 --> 00:06:13.000]  我們信仰上
[00:06:13.000 --> 00:06:15.000]  我們信仰上
[00:06:15.000 --> 00:06:17.000]  我們信仰上
[00:06:17.000 --> 00:06:19.000]  我們信仰上
[00:06:19.000 --> 00:06:21.000]  我們信仰上
[00:06:21.000 --> 00:06:23.000]  我們信仰上
[00:06:23.000 --> 00:06:25.000]  我們信仰上
[00:06:25.000 --> 00:06:27.000]  我們信仰上
[00:06:27.000 --> 00:06:29.000]  我們信仰上
[00:06:30.000 --> 00:06:32.000]  我們信仰上
[00:06:32.000 --> 00:06:34.000]  我們信仰上
[00:06:34.000 --> 00:06:36.000]  我們信仰上
[00:06:36.000 --> 00:06:38.000]  我們信仰上
[00:06:38.000 --> 00:06:40.000]  我們信仰上
[00:06:40.000 --> 00:06:42.000]  我們信仰上
[00:06:42.000 --> 00:06:44.000]  我們信仰上
[00:06:44.000 --> 00:06:46.000]  我們信仰上
[00:06:46.000 --> 00:06:48.000]  我們信仰上
[00:06:48.000 --> 00:06:50.000]  我們信仰上
[00:06:50.000 --> 00:06:52.000]  我們信仰上
[00:06:52.000 --> 00:06:54.000]  我們信仰上
[00:06:54.000 --> 00:06:56.000]  我們信仰上
[00:06:56.000 --> 00:06:58.000]  我們信仰上
[00:06:59.000 --> 00:07:00.000]  我們信仰上
[00:07:00.000 --> 00:07:02.000]  我們信仰上
[00:07:02.000 --> 00:07:04.000]  我們信仰上
[00:07:04.000 --> 00:07:06.000]  我們信仰上
[00:07:06.000 --> 00:07:08.000]  我們信仰上
[00:07:08.000 --> 00:07:10.000]  我們信仰上
[00:07:10.000 --> 00:07:12.000]  我們信仰上
[00:07:12.000 --> 00:07:14.000]  我們信仰上
[00:07:14.000 --> 00:07:16.000]  我們信仰上
[00:07:16.000 --> 00:07:18.000]  我們信仰上
[00:07:18.000 --> 00:07:20.000]  我們信仰上
[00:07:20.000 --> 00:07:22.000]  我們信仰上
[00:07:22.000 --> 00:07:24.000]  我們信仰上
[00:07:24.000 --> 00:07:26.000]  我們信仰上
[00:07:28.000 --> 00:07:29.000]  我們信仰上
[00:07:29.000 --> 00:07:31.000]  我們信仰上
[00:07:31.000 --> 00:07:33.000]  我們信仰上
[00:07:33.000 --> 00:07:35.000]  我們信仰上
[00:07:35.000 --> 00:07:37.000]  我們信仰上
[00:07:37.000 --> 00:07:39.000]  我們信仰上
[00:07:39.000 --> 00:07:41.000]  我們信仰上
[00:07:41.000 --> 00:07:43.000]  我們信仰上
[00:07:43.000 --> 00:07:45.000]  我們信仰上
[00:07:45.000 --> 00:07:47.000]  我們信仰上
[00:07:47.000 --> 00:07:49.000]  我們信仰上
[00:07:49.000 --> 00:07:51.000]  我們信仰上
[00:07:51.000 --> 00:07:53.000]  我們信仰上
[00:07:53.000 --> 00:07:55.000]  我們信仰上
[00:07:56.000 --> 00:07:58.000]  我們信仰上
[00:07:58.000 --> 00:08:00.000]  我們信仰上
[00:08:00.000 --> 00:08:02.000]  我們信仰上
[00:08:02.000 --> 00:08:04.000]  我們信仰上
[00:08:04.000 --> 00:08:06.000]  我們信仰上
[00:08:06.000 --> 00:08:08.000]  我們信仰上
[00:08:08.000 --> 00:08:10.000]  我們信仰上
[00:08:10.000 --> 00:08:12.000]  我們信仰上
[00:08:12.000 --> 00:08:14.000]  我們信仰上
[00:08:14.000 --> 00:08:16.000]  我們信仰上
[00:08:16.000 --> 00:08:18.000]  我們信仰上
