
[00:00:00.000 --> 00:00:02.480]  今天跟大家去看
[00:00:02.480 --> 00:00:05.880]  《路加封》第八章
[00:00:05.880 --> 00:00:12.240]  看這兩幅圖畫,大家有沒有少少印象,知道在說什麼嗎?
[00:00:12.240 --> 00:00:15.840]  《路加封》第八章40到56節
[00:00:15.840 --> 00:00:28.160]  是的,有一個婦人摸了耶穌的衣裳碎紙
[00:00:28.160 --> 00:00:32.000]  這個故事發生在什麼時候呢?
[00:00:32.000 --> 00:00:37.120]  就是有一個管梅堂的大佬,不知道大家記不記得他的名字
[00:00:37.120 --> 00:00:40.960]  他有個女兒重病快要死了
[00:00:40.960 --> 00:00:47.360]  所以他們就去耶穌那裡,耶穌去他們家裡醫治她的女兒
[00:00:47.360 --> 00:00:50.560]  這兩個故事彼此穿插
[00:00:50.560 --> 00:00:55.680]  我今天在這裡,來到思想這段記載的時候
[00:00:55.680 --> 00:01:01.040]  就再感謝贊美神,耶穌基督是一位真是愛世人
[00:01:01.040 --> 00:01:03.040]  愛我們每一個的主
[00:01:03.040 --> 00:01:06.160]  同時間他也是一位大能者
[00:01:06.160 --> 00:01:08.880]  他能夠有醫治的能力
[00:01:08.880 --> 00:01:18.000]  有奇妙的大能,來幫助凡有需要,來到他面前尋求他的人
[00:01:18.000 --> 00:01:21.440]  如果耶穌基督只有愛,卻沒有能力
[00:01:21.440 --> 00:01:28.480]  我們說,他不能夠解決我們人的問題,也不能夠拯救我們
[00:01:28.480 --> 00:01:32.960]  但是如果主耶穌有豪大的能力,卻沒有愛
[00:01:32.960 --> 00:01:39.120]  那他又跟我們沒有關係,因為他只有能力,卻跟我們無關
[00:01:39.120 --> 00:01:43.840]  今天我們在這段經文記載這兩個故事裡面
[00:01:43.840 --> 00:01:50.000]  我們看到當中的人物,他們來投靠這位愛我們的大能者
[00:01:50.000 --> 00:01:57.040]  因為經文不是很長,不過它是記載了兩件事
[00:01:57.040 --> 00:02:02.960]  因為時間關係,我有幾方面跟大家一起分享
[00:02:02.960 --> 00:02:07.280]  但是一次就講不完,所以我分開今次和下個主日
[00:02:07.280 --> 00:02:13.600]  分開上和下,跟大家一起思想這兩個故事之間穿插的記載
[00:02:13.600 --> 00:02:15.600]  我們來讀讀經文好不好?
[00:02:15.600 --> 00:02:21.920]  由《路加福音》八章第四十節,我們順便解釋一下當中一些比較難明的
[00:02:21.920 --> 00:02:24.160]  可能是背景,或者是一些字眼
[00:02:24.160 --> 00:02:27.440]  我們一起來慢慢讀出好不好?
[00:02:27.440 --> 00:02:31.760]  由《路加福音》八章第四十節,我們開始讀,請讀
[00:02:31.760 --> 00:02:39.440]  耶穌回來的時候,眾人迎接他,因為他們都等候他
[00:02:39.440 --> 00:02:47.120]  有一個管會堂的名叫艾魯,來撫伏在耶穌腳前
[00:02:47.120 --> 00:02:50.800]  求耶穌到他家裡去
[00:02:50.800 --> 00:02:55.760]  這裡我們看到耶穌會來的時候,那究竟他從哪裡回來呢?
[00:02:55.760 --> 00:02:59.360]  我們可以看回,如果你有聖經可以看回上下文
[00:02:59.360 --> 00:03:05.040]  你知道他當時是去到一個是格拉森人的地方
[00:03:05.040 --> 00:03:11.440]  如果大家記得他平靜風浪,然後去到一個是格拉森人的地方
[00:03:11.440 --> 00:03:16.560]  這個是格拉森人的地方的人是做什麼的,記不記得?
[00:03:16.560 --> 00:03:22.720]  他是被鬼附的,當然格拉森是養豬的地方
[00:03:22.720 --> 00:03:27.040]  但是他主要是救這個格拉森人,就是被鬼附的人
[00:03:27.040 --> 00:03:31.680]  釋放他,拯救他,讓他得救,讓他脫離魔鬼權勢
[00:03:31.680 --> 00:03:37.040]  然後他就回來了,會內就是指他當時在加伯隆的時候
[00:03:37.040 --> 00:03:43.040]  所以他回到加伯隆,本來他渡過這個海,去到格拉森人的地方,現在回來了
[00:03:43.040 --> 00:03:45.440]  他回來的時候有什麼事情發生?
[00:03:45.440 --> 00:03:50.560]  那些人就等著他,眾人就迎接他,等他回來,為什麼?
[00:03:50.560 --> 00:03:55.200]  因為原來有一個管會堂的,什麼是會堂?
[00:03:55.200 --> 00:04:03.120]  會堂就是猶太人聚集、敬拜的地方,就好像我們的教會一樣
[00:04:03.120 --> 00:04:12.160]  包括會堂就是猶太人,他們在社區裏面,每逢有十個猶太人家庭就組織一個會堂
[00:04:12.160 --> 00:04:15.840]  然後就可以在主日的時候去敬拜
[00:04:15.840 --> 00:04:18.560]  那這個管會堂的人是做什麼的?
[00:04:18.560 --> 00:04:23.120]  是不是就是開門關門這樣管會堂?
[00:04:23.120 --> 00:04:28.720]  那他不是,他主要就是打理、安排會堂裏面的侍奉
[00:04:28.720 --> 00:04:36.000]  他就安排,譬如我們有讀經、有唱詩、有講道
[00:04:36.000 --> 00:04:40.560]  他就安排,好像我們今天的牧師,或者是我們崇拜部的部長
[00:04:40.560 --> 00:04:43.280]  他是一個很主要的人物
[00:04:43.280 --> 00:04:48.320]  不單只是會堂,因為他是猶太社區,他其實也是社區裏面的領袖
[00:04:48.320 --> 00:04:59.840]  所以他是一個得高望重,也是一個在宗教、在生活裏面猶太人去敬仰和尊重的一個人
[00:04:59.840 --> 00:05:06.240]  事實上他也是一個很重要的崗位,來負責他們的生活、崇拜各方面
[00:05:06.240 --> 00:05:11.360]  好,我們就看到這個管會堂的人,他的名字叫什麼?
[00:05:11.360 --> 00:05:16.480]  艾魯,他就來到耶穌的腳前,求耶穌到他家裏,他做什麼呢?
[00:05:16.480 --> 00:05:18.480]  我們繼續讀下去,請讀
[00:05:18.480 --> 00:05:25.440]  因他有一個獨生女兒,約有十二歲,快要死了
[00:05:25.440 --> 00:05:29.280]  耶穌去的時侯,眾人擁擠他
[00:05:29.280 --> 00:05:39.280]  有一個女人,還了十二年的血流,在醫生手裏花盡了她一切養生的
[00:05:39.280 --> 00:05:51.440]  並沒有一人能醫好她,她來耶穌背後,摸他的衣裳穗子,血流立刻就止住了
[00:05:51.440 --> 00:05:54.240]  所以這個故事穿插了一個事
[00:05:54.240 --> 00:06:04.400]  這個艾魯有一個獨生的女兒,約有十二歲,病嚴重,快要死了
[00:06:04.400 --> 00:06:08.720]  所以耶穌去的時侯,眾人擁擠他
[00:06:08.720 --> 00:06:15.360]  原來眾人就是這些懂得管會堂的猶太人,其他人,或者看著鬧的那些人
[00:06:15.360 --> 00:06:21.520]  等著耶穌回來,希望知道艾魯的女兒生病
