
[00:00:00.000 --> 00:00:03.000]  今日我想同大家試上一段
[00:00:03.000 --> 00:00:07.000]  可以話係,如果用返D.A Carson 所講
[00:00:07.000 --> 00:00:11.000]  係《新約聖經》裏面其中一段最難明嘅一段,最複雜
[00:00:11.000 --> 00:00:15.000]  但通常我哋睇唔明嗰啲都係最精彩
[00:00:15.000 --> 00:00:19.000]  可唔可以我哋同心低頭同祈禱
[00:00:19.000 --> 00:00:22.000]  天父我哋再一次多謝你,俾你寶貴嘅話語
[00:00:22.000 --> 00:00:26.000]  去提醒、勸勉、教導、安慰、挑戰、督責我哋
[00:00:26.000 --> 00:00:30.000]  求聖靈著著你自己嘅話語,引導我哋進入真理
[00:00:30.000 --> 00:00:33.000]  並且見我哋能夠知道
[00:00:33.000 --> 00:00:36.000]  喺今時今日,你要我哋做啲乜嘢
[00:00:36.000 --> 00:00:39.000]  我哋咁樣祈禱,奉耶穌基督命求,阿門
[00:00:39.000 --> 00:00:43.000]  我想請大家再睇多一兩節聖經,就係32節
[00:00:43.000 --> 00:00:48.000]  你們要從無花果樹學習功課
[00:00:48.000 --> 00:00:53.000]  當樹枝發芽長葉的時候,你們就知道夏天近了
[00:00:53.000 --> 00:00:57.000]  同樣當你們看見這一切,就知道那時候近了
[00:00:57.000 --> 00:00:59.000]  就在門口了
[00:00:59.000 --> 00:01:02.000]  我實在告訴你們,這世代還沒有過去
[00:01:02.000 --> 00:01:04.000]  這一切事都要發生
[00:01:04.000 --> 00:01:08.000]  天地都要廢去,我的話卻不能廢去
[00:01:08.000 --> 00:01:10.000]  但那些日子,那時辰沒有人知道
[00:01:10.000 --> 00:01:12.000]  連天上的天使也不知道
[00:01:12.000 --> 00:01:15.000]  人子也不知道,唯有父知道
[00:01:15.000 --> 00:01:18.000]  我想我哋就睇到這為止
[00:01:21.000 --> 00:01:26.000]  1946年初的時候,中國經過八年抗戰之後
[00:01:26.000 --> 00:01:30.000]  一般的中國人滿以為飽受了八年的遊歷
[00:01:30.000 --> 00:01:34.000]  戰爭的艱辛,慘無人道的生活
[00:01:34.000 --> 00:01:39.000]  現在應該有昇平的日子,有安樂的日子過
[00:01:39.000 --> 00:01:44.000]  而當時,返回中國的傳教士
[00:01:44.000 --> 00:01:48.000]  更是想到將來可以大展拳腳
[00:01:48.000 --> 00:01:50.000]  昔日中國以為傳教士
[00:01:50.000 --> 00:01:53.000]  是愛國帝國主義的侵略者
[00:01:53.000 --> 00:01:56.000]  但經過了八年的抗戰
[00:01:56.000 --> 00:01:59.000]  英美和中國聯合抗日
[00:01:59.000 --> 00:02:04.000]  不少的宣教士都留在一個所謂佔領區裏面
[00:02:04.000 --> 00:02:07.000]  和中國人一起去捱苦,成為盟友
[00:02:07.000 --> 00:02:12.000]  以後就應該是傳教的一個黃金時期
[00:02:12.000 --> 00:02:16.000]  以蔣介石為首的所謂國民黨
[00:02:16.000 --> 00:02:19.000]  雖然面臨有國共之戰
[00:02:19.000 --> 00:02:23.000]  但兩軍比較,可以說是沒得比的
[00:02:23.000 --> 00:02:27.000]  國民黨的政府是有430萬的軍隊
[00:02:27.000 --> 00:02:33.000]  接受了日本100萬軍隊留下來的裝備
[00:02:33.000 --> 00:02:35.000]  又獲得美國大量的支援
[00:02:35.000 --> 00:02:39.000]  擁有3億人口的地區
[00:02:39.000 --> 00:02:43.000]  反觀解放軍,只不過是有120萬的士兵
[00:02:43.000 --> 00:02:47.000]  裝備也很差,也沒有任何的外援
[00:02:47.000 --> 00:02:51.000]  佔領的地區只佔了人口的1億3千萬
[00:02:51.000 --> 00:02:55.000]  如果講實力,講軍力,是沒得比的
[00:02:55.000 --> 00:02:58.000]  完全沒得比的
[00:02:58.000 --> 00:03:02.000]  所以蔣介石在國共談判之前
[00:03:02.000 --> 00:03:06.000]  他就很樂觀的宣佈
[00:03:06.000 --> 00:03:09.000]  他說國民黨可以在三個月之內
[00:03:09.000 --> 00:03:13.000]  消滅了解放軍
[00:03:13.000 --> 00:03:16.000]  但當時中國內地會有一個傳教士
[00:03:16.000 --> 00:03:19.000]  他是一個英國人
[00:03:19.000 --> 00:03:23.000]  他1930年來到中國傳道
[00:03:23.000 --> 00:03:26.000]  他的名字叫賴恩容,英文叫Leslie Lyle
[00:03:26.000 --> 00:03:29.000]  是一個中國通
[00:03:29.000 --> 00:03:33.000]  他早在1945年已經是獨排眾議
[00:03:33.000 --> 00:03:37.000]  預言到共產黨一定最終會勝利
[00:03:37.000 --> 00:03:42.000]  在抗戰期間,他看到國民黨和共產黨的軍隊
[00:03:42.000 --> 00:03:46.000]  在軍紀是有很大很大的分別
[00:03:46.000 --> 00:03:48.000]  他看到士氣更加不同
[00:03:48.000 --> 00:03:51.000]  他預計到國民黨是沒辦法在戰後
[00:03:51.000 --> 00:03:54.000]  能夠統治中國統治得妥當
[00:03:54.000 --> 00:03:57.000]  也都未必有能力在經濟上,在管治上
[00:03:57.000 --> 00:03:59.000]  在軍事上佔到任何的優勢
[00:03:59.000 --> 00:04:01.000]  他更加預言到
[00:04:01.000 --> 00:04:04.000]  當中國落在共產黨手中的時候
[00:04:04.000 --> 00:04:08.000]  傳教士沒機會再有在中國裡面受歡迎
[00:04:08.000 --> 00:04:11.000]  教會也都會受到空前的一個壓迫
[00:04:11.000 --> 00:04:13.000]  就因為他有這個預見
[00:04:13.000 --> 00:04:17.000]  他就積極在1946年至50年期間
[00:04:17.000 --> 00:04:22.000]  去預備將來的風浪
[00:04:22.000 --> 00:04:27.000]  首先他選了一個最戰略性的士工
[00:04:27.000 --> 00:04:28.000]  他去到北京
[00:04:28.000 --> 00:04:32.000]  在北京裡面,他不是在教會裡面侍奉
[00:04:32.000 --> 00:04:35.000]  他也都不是在一些機構裡面侍奉
[00:04:35.000 --> 00:04:38.000]  他在著名的大學裡面
[00:04:38.000 --> 00:04:41.000]  包括北京大學、清華大學、燕京大學
[00:04:41.000 --> 00:04:44.000]  協和臣學院、復旦大學
[00:04:44.000 --> 00:04:47.000]  很多很出名的大學裡面
[00:04:47.000 --> 00:04:51.000]  是全國最精銳的一個學生裡面
[00:04:51.000 --> 00:04:57.000]  去搞查經班、傳福音
[00:04:57.000 --> 00:04:59.000]  就在短短幾年之間
[00:04:59.000 --> 00:05:02.000]  揭起了從未所有的在中國的教會歷史裡面
[00:05:02.000 --> 00:05:07.000]  一個很大的基督徒學生的復興運動
[00:05:07.000 --> 00:05:09.000]  他做什麼呢?
[00:05:09.000 --> 00:05:12.000]  他很聰明、很有睿智
[00:05:12.000 --> 00:05:14.000]  他不是做領袖
[00:05:14.000 --> 00:05:17.000]  他只要是訓練有潛質的大學生
[00:05:17.000 --> 00:05:21.000]  成為了當時這個運動的領袖
[00:05:21.000 --> 00:05:28.000]  又賦予這班學生的領袖相當的決定權
[00:05:28.000 --> 00:05:32.000]  在他們的團體、在他們的士工裡面策劃
[00:05:32.000 --> 00:05:35.000]  他更加和王明道合作展開了這個學生運動
[00:05:35.000 --> 00:05:39.000]  這個學生運動不單影響當時的教會
[00:05:39.000 --> 00:05:42.000]  是影響了以後中國幾十年的教會
[00:05:42.000 --> 00:05:48.000]  所以一個很出名的家庭教會的一個目者說
[00:05:48.000 --> 00:05:51.000]  今天中國教會之所以這麼復興
[00:05:51.000 --> 00:05:55.000]  是和這個學生運動有息息相關
[00:05:55.000 --> 00:05:57.000]  事實上我們看看不單對著中國
[00:05:57.000 --> 00:05:58.000]  去台灣
[00:05:58.000 --> 00:06:01.000]  台灣的校園團體的創辦人
[00:06:01.000 --> 00:06:03.000]  我們看看香港
[00:06:03.000 --> 00:06:05.000]  當時其中一個學生的領袖
[00:06:05.000 --> 00:06:06.000]  滕錦輝牧師
[00:06:06.000 --> 00:06:09.000]  都是受這個學生運動的影響
[00:06:09.000 --> 00:06:13.000]  他不單只是看到什麼叫做最戰略性
[00:06:13.000 --> 00:06:15.000]  去預備這一班人
[00:06:15.000 --> 00:06:17.000]  他還猜險當時的領袖
[00:06:17.000 --> 00:06:18.000]  去到邊區
[00:06:18.000 --> 00:06:21.000]  去到西北的地方
[00:06:21.000 --> 00:06:23.000]  散佈整個中國
[00:06:23.000 --> 00:06:25.000]  不同的地方裡面
[00:06:25.000 --> 00:06:26.000]  打散了
[00:06:26.000 --> 00:06:29.000]  而不是去建立一個王朝
[00:06:29.000 --> 00:06:31.000]  然後滲透整個中國
[00:06:31.000 --> 00:06:33.000]  他又考慮
[00:06:33.000 --> 00:06:35.000]  他又用大多數的時間
[00:06:35.000 --> 00:06:38.000]  和這一班學生去查考彼得前書
[00:06:38.000 --> 00:06:43.000]  預備他們將來面對一個艱難的日子
[00:06:43.000 --> 00:06:46.000]  就因為賴欣容的眼光
[00:06:46.000 --> 00:06:50.000]  為中國奠定了一個很好的基礎
[00:06:50.000 --> 00:06:54.000]  在幾十年的風雨飄搖的時候
[00:06:54.000 --> 00:06:56.000]  屹立不移
[00:06:56.000 --> 00:06:58.000]  成為美好的見證
[00:06:58.000 --> 00:07:03.000]  我們讀歷史的人
[00:07:03.000 --> 00:07:05.000]  或者我們看的人
[00:07:05.000 --> 00:07:07.000]  我們都很明白一件事
[00:07:07.000 --> 00:07:10.000]  眼光是很重要的
[00:07:10.000 --> 00:07:14.000]  如果我們能夠洞悉這是一個什麼世代
[00:07:14.000 --> 00:07:18.000]  這個世代將來會帶去一個什麼時機
[00:07:18.000 --> 00:07:20.000]  這個就是英雄
[00:07:20.000 --> 00:07:24.000]  一個看不見這個世代是一個什麼世代
[00:07:24.000 --> 00:07:27.000]  他是蠢材
[00:07:27.000 --> 00:07:29.000]  這是一個時代的蠢材
[00:07:29.000 --> 00:07:33.000]  今天這個世代是一個什麼世代
[00:07:33.000 --> 00:07:35.000]  是有什麼象徵告訴我們
[00:07:35.000 --> 00:07:37.000]  我們怎樣去洞悉
[00:07:37.000 --> 00:07:40.000]  耶穌在路加福音第十二章五十四字
[00:07:40.000 --> 00:07:42.000]  講了非常精彩的說話
[00:07:42.000 --> 00:07:45.000]  耶穌對著這一班人說
