
[00:00:00.000 --> 00:00:02.240]  我們已經進入了御苦期
[00:00:02.240 --> 00:00:08.200]  也是御苦期的第一個禮拜日
[00:00:08.200 --> 00:00:13.160]  御苦期就是我們一同的反省
[00:00:13.160 --> 00:00:17.720]  我們學習簡樸 學習分享
[00:00:17.720 --> 00:00:22.280]  以致一路去面對主耶穌基督祂的受難
[00:00:22.280 --> 00:00:25.760]  紀念祂的受難 復活
[00:00:25.760 --> 00:00:32.120]  按照上帝給我們的恩典 在祂的光 祂的帶領之下
[00:00:32.120 --> 00:00:36.400]  我們重新去認識自己現在的現況 我們的光景
[00:00:36.400 --> 00:00:40.680]  所以我們有默想祈禱 我們有靈修習
[00:00:40.680 --> 00:00:44.840]  但我們的目的不是單單知道自己的光景
[00:00:44.840 --> 00:00:47.880]  知道認識自己
[00:00:47.880 --> 00:00:50.840]  而是在上帝的恩典之下認識自己的同時
[00:00:50.840 --> 00:00:53.720]  我們學習祂 仰望祂 倚靠祂
[00:00:53.720 --> 00:00:59.840]  以致當我們一路面對我們要紀念主耶穌基督的受難的時候
[00:00:59.840 --> 00:01:07.080]  是越來越去紀念祂自己那份大愛 祂無條件接納的愛
[00:01:07.080 --> 00:01:12.760]  祂的復活 祂的德性 祂的榮耀
[00:01:12.760 --> 00:01:19.480]  即是重點仍然是回到主耶穌基督祂自己的榮耀身上
[00:01:19.480 --> 00:01:24.320]  從我們自己走過這條路
[00:01:24.320 --> 00:01:28.200]  這個默想去認識自己 重新認識自己的現況
[00:01:28.200 --> 00:01:30.520]  自己的軟弱 自己不足的同時
[00:01:30.520 --> 00:01:36.240]  我們更加去擁抱恩典 擁抱主耶穌基督的榮耀的一個旅程
[00:01:36.240 --> 00:01:38.880]  這個是預付期
[00:01:38.880 --> 00:01:44.480]  主耶穌祂來到就是建立一個敬拜的群體
[00:01:44.480 --> 00:01:47.720]  我們今天當說敬拜群體的時候
[00:01:47.720 --> 00:01:53.920]  我們說以色列記第一章二到四節
[00:01:53.920 --> 00:01:57.080]  我們再讀第二節好嗎?
[00:01:57.080 --> 00:01:58.680]  準備起
[00:01:58.680 --> 00:02:01.840]  波斯王居魯士如此說
[00:02:01.840 --> 00:02:06.840]  耶和華天上的神已經將萬國賜給我
[00:02:06.840 --> 00:02:12.360]  又委派我再猶大的耶路撒冷為他建造殿宇
[00:02:12.360 --> 00:02:13.960]  好
[00:02:13.960 --> 00:02:16.880]  哪一個說這段話的?
[00:02:16.880 --> 00:02:19.840]  波斯王居魯士
[00:02:19.840 --> 00:02:21.560]  我問一個問題
[00:02:21.560 --> 00:02:24.880]  為什麼重建聖殿
[00:02:24.880 --> 00:02:27.000]  在耶路撒冷重建聖殿
[00:02:27.000 --> 00:02:31.680]  不是猶太人出聲的?
[00:02:31.680 --> 00:02:36.320]  為什麼會是一個波斯王出聲的?
[00:02:36.320 --> 00:02:39.760]  而且是天上的神告訴他
[00:02:39.760 --> 00:02:44.200]  要重建耶路撒冷的聖殿
[00:02:44.200 --> 00:02:48.120]  很多時候我們想著建造教會建造基督的群體
[00:02:48.120 --> 00:02:51.440]  應該由信徒開始
[00:02:51.440 --> 00:02:57.320]  信徒大發熱心猶太人大發熱心去為神做一些事
[00:02:57.320 --> 00:02:59.040]  但是在這裡
[00:02:59.040 --> 00:03:00.560]  誰開始?
[00:03:00.560 --> 00:03:02.520]  神自己開始
[00:03:02.520 --> 00:03:04.560]  神主動的開始
[00:03:04.560 --> 00:03:13.560]  主動的給一個愛邦人的王開始建造他的聖殿
[00:03:13.560 --> 00:03:18.600]  任何的敬拜群體
[00:03:18.600 --> 00:03:23.800]  所有的恩典
[00:03:23.800 --> 00:03:27.480]  都是由神自己主動開始
[00:03:27.480 --> 00:03:30.880]  並不是由人開始
[00:03:30.880 --> 00:03:33.800]  這裡很特別
[00:03:33.800 --> 00:03:36.680]  這個波斯王他怎樣形容這位神呢?
[00:03:36.680 --> 00:03:38.760]  天上的神
[00:03:38.760 --> 00:03:40.880]  但是形容完天上的神很特別
[00:03:40.880 --> 00:03:42.120]  他有說什麼?
[00:03:42.120 --> 00:03:44.480]  重建耶和華以色列神的聖殿
[00:03:44.480 --> 00:03:46.640]  他知道這個是以色列的神
[00:03:46.640 --> 00:03:50.440]  他是在耶路撒冷的神
[00:03:50.440 --> 00:03:52.880]  縱然他之前說是天上的神
[00:03:52.880 --> 00:03:55.680]  但是他也為神劃了一個地方
[00:03:55.680 --> 00:03:57.080]  哪個地方?
[00:03:57.080 --> 00:03:59.520]  耶路撒冷的神
[00:03:59.520 --> 00:04:05.280]  也就是說不是波斯地方的神
[00:04:05.280 --> 00:04:08.240]  你覺不覺得有點奇怪?
[00:04:08.240 --> 00:04:13.080]  我們看多一點會明白
[00:04:13.080 --> 00:04:16.800]  但是當神要波斯王
[00:04:16.800 --> 00:04:21.040]  叫猶太人回歸耶路撒冷重建聖殿
[00:04:21.040 --> 00:04:24.440]  很明顯重建完聖殿會發生什麼事?
[00:04:24.440 --> 00:04:27.880]  聖殿在裡面開始有敬拜
[00:04:27.880 --> 00:04:29.280]  很明顯
[00:04:29.280 --> 00:04:33.640]  就開始了一個敬拜的群體
[00:04:33.640 --> 00:04:35.840]  很自然的事
[00:04:35.840 --> 00:04:39.040]  但是其實由聖經一開始
[00:04:39.040 --> 00:04:44.280]  就說到上帝怎樣興起一個敬拜群體
[00:04:44.280 --> 00:04:47.200]  有一個神學家John Pepper
[00:04:47.200 --> 00:04:51.160]  他很直接的說了一句話
[00:04:51.160 --> 00:04:55.680]  「將來終極在天下的時候
[00:04:55.680 --> 00:04:58.040]  再沒有宣教
[00:04:58.040 --> 00:04:59.720]  再沒有其他的東西
[00:04:59.720 --> 00:05:01.000]  只有一樣東西
[00:05:01.000 --> 00:05:04.680]  就是敬拜和讚美」
[00:05:04.680 --> 00:05:06.480]  就是說無論宣教
[00:05:06.480 --> 00:05:07.440]  無論全夫人
[00:05:07.440 --> 00:05:10.840]  無論我們現在很多的日議
[00:05:10.840 --> 00:05:12.280]  我們平常的事工
[00:05:12.280 --> 00:05:13.640]  去到天上的時候
[00:05:13.640 --> 00:05:18.280]  終極的要將榮耀歸給神
[00:05:18.280 --> 00:05:23.840]  所以教會最終極的是要榮耀神
[00:05:23.840 --> 00:05:28.120]  所以上帝建立了一個敬拜的群體
[00:05:28.120 --> 00:05:30.360]  但是上帝怎樣建立一個敬拜的群體?
[00:05:30.360 --> 00:05:32.360]  我和大家溫一溫書
[00:05:32.360 --> 00:05:39.360]  溫一溫聖經
[00:05:39.360 --> 00:05:41.280]  在適當的時候
[00:05:41.280 --> 00:05:42.480]  我的遙控器就不動了
[00:05:42.480 --> 00:05:45.680]  又動了
[00:05:45.680 --> 00:05:47.760]  先看上面
[00:05:47.760 --> 00:05:52.560]  阿伯蘭在創世紀十一章尾開始
[00:05:52.560 --> 00:05:54.760]  阿伯蘭是誰?
[00:05:54.760 --> 00:05:56.960]  阿伯拉罕
[00:05:56.960 --> 00:05:58.520]  他離開吾爾
[00:05:58.520 --> 00:06:00.880]  中間停在哈蘭
[00:06:00.880 --> 00:06:03.480]  接著去到迦南地
[00:06:03.480 --> 00:06:06.880]  主角就是阿伯蘭
[00:06:06.880 --> 00:06:09.920]  聖經記載
[00:06:09.920 --> 00:06:12.520]  他離開吾爾
[00:06:12.520 --> 00:06:15.120]  經哈蘭要經過曠野
[00:06:15.120 --> 00:06:19.120]  才能夠走到迦南地
[00:06:19.120 --> 00:06:21.560]  接著以色列人
[00:06:21.560 --> 00:06:23.360]  在埃及圍爐
[00:06:23.360 --> 00:06:24.640]  他出埃及
[00:06:24.640 --> 00:06:28.080]  那時候的領袖就是摩西
[00:06:28.080 --> 00:06:31.760]  出埃及同樣要經過曠野
[00:06:31.760 --> 00:06:34.440]  曠野在聖經裏面是其中一個很重要的主題
[00:06:34.440 --> 00:06:36.640]  所以今年我們六次的
[00:06:36.640 --> 00:06:41.080]  默想祈禱會的主題都是曠野
[00:06:41.080 --> 00:06:42.440]  接著
[00:06:42.440 --> 00:06:45.880]  就是以色列人被擄
[00:06:45.880 --> 00:06:47.600]  就是剛才那段經文
[00:06:47.600 --> 00:06:50.560]  被擄了之後70年
[00:06:50.560 --> 00:06:55.360]  波斯王下令猶太人可以回到耶路撒冷重建聖殿
[00:06:55.360 --> 00:06:58.800]  那時候經典的領袖人物就是以色列
[00:06:58.800 --> 00:06:59.800]  尼西米
[00:06:59.800 --> 00:07:05.520]  再下一個
[00:07:05.520 --> 00:07:07.120]  就是主耶穌基督
[00:07:07.120 --> 00:07:08.360]  祂降世
[00:07:08.360 --> 00:07:09.720]  道成肉身
[00:07:09.720 --> 00:07:11.440]  成就救贖
[00:07:11.440 --> 00:07:14.680]  接著五旬節聖靈降臨
[00:07:14.680 --> 00:07:16.400]  聖靈充滿彼得港道
[00:07:16.400 --> 00:07:21.040]  那時候的主人物是彼得
[00:07:21.040 --> 00:07:23.000]  到最後
[00:07:23.000 --> 00:07:25.360]  耶穌再回來
[00:07:25.360 --> 00:07:29.840]  各地方各民族去敬拜
[00:07:29.840 --> 00:07:31.080]  這個大羔羊
[00:07:31.080 --> 00:07:32.280]  這個被殺的羔羊
[00:07:32.280 --> 00:07:33.960]  聖經怎樣記載呢
[00:07:33.960 --> 00:07:35.160]  此後我觀看
[00:07:35.160 --> 00:07:37.400]  有許多人沒有人能計算
[00:07:37.400 --> 00:07:41.560]  是從各邦國各支派各民族各語言來的
[00:07:41.560 --> 00:07:43.800]  站在寶座和羔羊面前
[00:07:43.800 --> 00:07:47.360]  身穿白衣手拿鐘樹之大聲喊著說
[00:07:47.360 --> 00:07:49.960]  願救恩歸於座在寶座上
[00:07:49.960 --> 00:07:52.200]  我們的神也歸於羔羊
[00:07:52.200 --> 00:07:53.280]  很特別的
[00:07:53.280 --> 00:07:55.960]  有些時候我們未必明這段經文
[00:07:55.960 --> 00:07:58.720]  因為聖經的和合本
[00:07:58.720 --> 00:08:02.440]  即舊的版本通常譯作
[00:08:02.440 --> 00:08:03.680]  此後我觀看
[00:08:03.680 --> 00:08:08.000]  到最後是從各國各民各方來的
[00:08:08.000 --> 00:08:08.560]  對嗎
[00:08:08.560 --> 00:08:10.160]  如果大家有印象
[00:08:10.160 --> 00:08:11.120]  各方是甚麼
[00:08:11.120 --> 00:08:14.280]  很多時候人們以為是東南西北四個方向
[00:08:14.280 --> 00:08:16.760]  意思是各種不同的方言
[00:08:16.760 --> 00:08:17.480]  各語言
[00:08:17.480 --> 00:08:20.160]  所以和合本的修訂版
[00:08:20.160 --> 00:08:21.440]  改了做各語言
