
[00:00:00.000 --> 00:00:02.000]  好 多謝主
[00:00:02.000 --> 00:00:05.980]  大家一起敬拜心裏面 是不是
[00:00:05.980 --> 00:00:07.480]  好觸動
[00:00:07.480 --> 00:00:09.980]  已經聽了一篇道
[00:00:09.980 --> 00:00:12.520]  主已經跟我們講話了 多謝主
[00:00:12.520 --> 00:00:16.720]  我們還有一個身份的 我們信了主
[00:00:16.720 --> 00:00:19.960]  我們信了主 我們是在神的國度裏面
[00:00:19.960 --> 00:00:22.200]  我們是神的戰士精兵來的
[00:00:22.200 --> 00:00:24.200]  你從出埃及記
[00:00:24.200 --> 00:00:28.000]  神將百姓救出埃及的時候
[00:00:28.000 --> 00:00:31.200]  神稱以斯文為他的軍隊
[00:00:31.200 --> 00:00:33.200]  在聖經裏面講
[00:00:33.200 --> 00:00:36.080]  我們進入一個屬靈的征戰裏面 是不是
[00:00:36.080 --> 00:00:38.080]  在保羅的書信裏面 看聖經
[00:00:38.080 --> 00:00:40.080]  都講到我們是神的甚麼
[00:00:40.080 --> 00:00:42.520]  軍隊來的 同當兵的
[00:00:42.520 --> 00:00:45.280]  又講到要穿全副軍裝的
[00:00:45.280 --> 00:00:47.280]  真正的打仗戰場
[00:00:47.280 --> 00:00:51.200]  最恐怖的地方是你看不到的
[00:00:51.200 --> 00:00:53.200]  現在講的不是地上
[00:00:53.200 --> 00:00:56.200]  地上我們最好就不需要有軍隊
[00:00:56.200 --> 00:00:57.600]  不需要有戰爭
[00:00:57.600 --> 00:00:59.600]  但我們信了主之後
[00:00:59.600 --> 00:01:01.600]  我們在神的國度裏面
[00:01:01.600 --> 00:01:03.600]  進入神的國度裏面就有一個黑暗的權勢
[00:01:03.600 --> 00:01:05.600]  一直在對峙
[00:01:05.600 --> 00:01:07.600]  我們現在就是跟這個黑暗的權勢
[00:01:07.600 --> 00:01:09.600]  一直怎樣
[00:01:09.600 --> 00:01:12.600]  征戰 聖經裏面是屬靈的征戰
[00:01:12.600 --> 00:01:14.600]  是講到看不到的戰場
[00:01:14.600 --> 00:01:16.600]  所以看到的戰場容易處理
[00:01:16.600 --> 00:01:18.600]  看不到的戰場才難
[00:01:18.600 --> 00:01:20.600]  所以無間道的就難很多
[00:01:20.600 --> 00:01:22.600]  他暗中攻擊你的
[00:01:22.600 --> 00:01:26.600]  所以現在我想你歡迎一下
[00:01:26.600 --> 00:01:28.600]  祝福我旁邊的戰友
[00:01:28.600 --> 00:01:30.600]  祝福你
[00:01:30.600 --> 00:01:39.600]  不單是老友隊友
[00:01:39.600 --> 00:01:41.600]  是戰友
[00:01:41.600 --> 00:01:43.600]  戰友就要並肩作戰
[00:01:43.600 --> 00:01:45.600]  我們一直在講
[00:01:45.600 --> 00:01:47.600]  進入主題裏面
[00:01:47.600 --> 00:01:49.600]  我們講起軍隊
[00:01:49.600 --> 00:01:51.600]  所以我們會講一下軍隊
[00:01:51.600 --> 00:01:53.600]  今天選的經文
[00:01:53.600 --> 00:01:56.600]  寫給提摩泰一個屬靈的兒子
[00:01:56.600 --> 00:01:58.600]  大家知道保羅在神的國度裏面
[00:01:58.600 --> 00:02:00.600]  他算不算精兵
[00:02:00.600 --> 00:02:02.600]  超級的精兵
[00:02:02.600 --> 00:02:04.600]  他不單是兵
[00:02:04.600 --> 00:02:06.600]  他是精兵
[00:02:06.600 --> 00:02:08.600]  他是將領 帥領
[00:02:08.600 --> 00:02:10.600]  他寫給提摩泰
[00:02:10.600 --> 00:02:12.600]  這本書其實是
[00:02:12.600 --> 00:02:14.600]  保羅在獄中
[00:02:14.600 --> 00:02:16.600]  即是已經坐監
[00:02:16.600 --> 00:02:18.600]  去到全道去服侍的尾聲
[00:02:18.600 --> 00:02:20.600]  當我密相
[00:02:20.600 --> 00:02:22.600]  預備的時候密相
[00:02:22.600 --> 00:02:24.600]  看到一個景象
[00:02:24.600 --> 00:02:26.600]  嘗試密相保羅在監獄裏面
[00:02:26.600 --> 00:02:28.600]  寫這封信的情景
[00:02:28.600 --> 00:02:30.600]  密相的時候心裏很感動
[00:02:30.600 --> 00:02:32.600]  是一個
[00:02:32.600 --> 00:02:34.600]  屬靈的前輩
[00:02:34.600 --> 00:02:36.600]  一個屬靈的父親
[00:02:36.600 --> 00:02:38.600]  一個經歷很多風霜
[00:02:38.600 --> 00:02:40.600]  到最後得勝的
[00:02:40.600 --> 00:02:42.600]  一個神國的勇士
[00:02:42.600 --> 00:02:44.600]  戰士
[00:02:44.600 --> 00:02:46.600]  一個屬靈的前輩寫給下一代
[00:02:46.600 --> 00:02:48.600]  寫給屬靈的兒子一封信
[00:02:48.600 --> 00:02:50.600]  充滿愛
[00:02:50.600 --> 00:02:52.600]  充滿那種
[00:02:52.600 --> 00:02:54.600]  慾謹
[00:02:54.600 --> 00:02:56.600]  好像臨別一種叮嚀
[00:02:56.600 --> 00:02:58.600]  一種祝福
[00:02:58.600 --> 00:03:00.600]  叫他下一代去鼓勵下一代
[00:03:00.600 --> 00:03:02.600]  去堅固他下一代
[00:03:02.600 --> 00:03:04.600]  這樣的情景
[00:03:04.600 --> 00:03:06.600]  當我讀了密相的時候
