
[00:00:00.000 --> 00:00:06.560]  我們很多時候都以「杏林」來代表醫學界
[00:00:06.560 --> 00:00:10.400]  為什麼會用「杏林」來形容呢?
[00:00:10.400 --> 00:00:14.000]  通常醫術很高明的醫生
[00:00:14.000 --> 00:00:16.960]  我們會稱他為「杏林聖手」
[00:00:16.960 --> 00:00:18.880]  到底「杏林」是什麼意思?
[00:00:18.880 --> 00:00:22.080]  為什麼我們會用「杏林」來代表醫學界呢?
[00:00:22.080 --> 00:00:24.800]  原來我翻查了一些資料
[00:00:24.800 --> 00:00:26.800]  根據古籍的記載
[00:00:26.800 --> 00:00:33.440]  「杏林」這個字是來自三國時代名醫董奉的故事
[00:00:33.440 --> 00:00:38.960]  董奉是三國時代東吳的名醫
[00:00:38.960 --> 00:00:41.520]  他的醫術非常高明
[00:00:41.520 --> 00:00:44.080]  也有高尚的醫德
[00:00:44.080 --> 00:00:50.160]  當時他與華佗和張仲景齊名
[00:00:50.160 --> 00:00:54.160]  被稱為「建安三神醫」
[00:00:54.160 --> 00:00:57.760]  他也曾經醫治膠州刺史
[00:00:57.760 --> 00:00:59.920]  使他死而復生
[00:00:59.920 --> 00:01:05.680]  後來他隱居在廬山南面的一個小山坡上
[00:01:05.680 --> 00:01:09.280]  他見到當地的農民
[00:01:09.280 --> 00:01:13.120]  因為他們看到他們的生活很困苦
[00:01:13.120 --> 00:01:19.440]  於是他就將他在江南學到的農業技術
[00:01:19.440 --> 00:01:23.200]  傳授給這些農民
[00:01:23.200 --> 00:01:26.880]  讓他們可以改善生活條件
[00:01:26.880 --> 00:01:30.240]  教他們種植杏樹
[00:01:30.240 --> 00:01:36.000]  但這些農民覺得醫生懂得種樹
[00:01:36.000 --> 00:01:38.720]  不以為意,不聽他的話
[00:01:38.720 --> 00:01:43.680]  於是董奉唯有自己想辦法
[00:01:43.680 --> 00:01:48.480]  他定下了一個很特別的診症規矩
[00:01:48.480 --> 00:01:53.360]  凡是來求診的都會免費醫治
[00:01:53.360 --> 00:01:55.600]  但如果他們康復後
[00:01:55.600 --> 00:01:58.560]  患重病的康復後
[00:01:58.560 --> 00:02:06.640]  他們就要在董奉居住的山坡上種五棵杏樹
[00:02:06.640 --> 00:02:10.240]  病得輕的就種一棵
[00:02:10.240 --> 00:02:13.600]  因為董奉醫術高明
[00:02:13.600 --> 00:02:18.160]  遠近的人大病小病都來找他醫
[00:02:18.160 --> 00:02:24.320]  於是幾年間種植了十多萬棵杏樹
[00:02:24.320 --> 00:02:28.480]  這些杏樹結出果子,成熟了
[00:02:28.480 --> 00:02:32.960]  董奉就做了一個告示牌
[00:02:32.960 --> 00:02:37.520]  上面寫著凡是想來買這些杏子
[00:02:37.520 --> 00:02:41.280]  留下一袋穀
[00:02:41.280 --> 00:02:43.680]  就可以拿走一袋杏子
[00:02:43.680 --> 00:02:49.360]  自助形式,以物易物
[00:02:49.360 --> 00:02:55.520]  然後董奉就將這些換回來的穀
[00:02:55.520 --> 00:03:01.280]  拿去救濟貧病交迫的人
[00:03:01.280 --> 00:03:06.560]  據記載每年有兩三萬
[00:03:06.560 --> 00:03:09.200]  這些窮人、貧病交迫的人
[00:03:09.200 --> 00:03:12.400]  得到董奉的救濟
[00:03:12.400 --> 00:03:17.840]  而杏林亦都由此傳開了
[00:03:17.840 --> 00:03:23.600]  大家知不知道杏樹結出來的果子是怎樣的?
[00:03:23.600 --> 00:03:25.840]  它的肉質鮮甜
[00:03:25.840 --> 00:03:28.000]  有豐富的營養價值
[00:03:28.000 --> 00:03:30.240]  曬乾後可以做甚麼?
[00:03:30.240 --> 00:03:31.360]  杏脯
[00:03:31.360 --> 00:03:33.360]  也可以做果醬
[00:03:33.360 --> 00:03:35.760]  它的核裏面有甚麼?
[00:03:35.760 --> 00:03:37.840]  杏仁,你們很厲害
[00:03:37.840 --> 00:03:43.840]  杏仁不單可以榨油,還可以製成止咳
[00:03:43.840 --> 00:03:47.440]  你們阿媽看你們戴著口罩可能有咳
[00:03:47.440 --> 00:03:49.760]  可以吃杏仁
[00:03:49.760 --> 00:03:51.920]  還有樹木
[00:03:51.920 --> 00:03:55.040]  木質堅硬可以用來做傢俬
[00:03:55.040 --> 00:03:58.080]  葉可以用來做飼料
[00:03:58.080 --> 00:04:00.320]  樹枝可以做燃料
[00:04:00.320 --> 00:04:02.720]  杏樹可以說是周身寶
[00:04:02.720 --> 00:04:06.880]  怪不得董奉要向農民推介
[00:04:06.880 --> 00:04:08.720]  原來有原因
[00:04:08.720 --> 00:04:13.360]  我講了這麼多只是想帶出今天的主題
[00:04:13.360 --> 00:04:14.960]  在這段經文裏面
[00:04:14.960 --> 00:04:19.520]  我們看到有一個患了三十八年的病患者
[00:04:19.520 --> 00:04:20.880]  他得了醫治
[00:04:20.880 --> 00:04:23.440]  而醫治他的人
[00:04:23.440 --> 00:04:30.800]  比世上所有所謂的杏林聖手更加大能
[00:04:30.800 --> 00:04:32.960]  就是那位耶穌
[00:04:32.960 --> 00:04:35.600]  耶穌在這裏問了他一個問題
[00:04:35.600 --> 00:04:38.800]  就是你要痊癒嗎?
[00:04:38.800 --> 00:04:42.160]  這句話到底對這個病的人
[00:04:42.160 --> 00:04:47.600]  或者甚至是對我們今天的人來說有什麼意義呢?
[00:04:47.600 --> 00:04:49.440]  第一個意義就是
[00:04:49.440 --> 00:04:54.800]  這段經文是提醒我們要尋求突破
[00:04:54.800 --> 00:04:57.600]  這段經文裏面這個病了三十八年的人
[00:04:57.600 --> 00:04:59.840]  經文沒有交代他患了什麼病
[00:04:59.840 --> 00:05:01.680]  不過應該是病得不輕
[00:05:01.680 --> 00:05:02.800]  何以見得呢?
[00:05:02.800 --> 00:05:05.280]  我們一起讀這兩節
[00:05:05.280 --> 00:05:09.760]  在耶路撒冷靠近羊門有一個池子
[00:05:09.760 --> 00:05:12.800]  希伯來話叫作「不事大」
[00:05:12.800 --> 00:05:15.360]  旁邊有五個狼子
[00:05:15.360 --> 00:05:22.240]  裏面躺著黑眼的、瘸腿的、血氣枯乾的許多病人
[00:05:22.240 --> 00:05:24.240]  按照這兩節經文所講
[00:05:24.240 --> 00:05:30.400]  病人當時在一個叫做「不事大」的池子附近
