
[00:00:00.000 --> 00:00:01.480]  請姊妹們平安
[00:00:01.480 --> 00:00:04.320]  先看看這幅圖
[00:00:04.320 --> 00:00:10.720]  是耶穌釘十甲的時候
[00:00:10.720 --> 00:00:13.280]  陪同祂的兩位死囚
[00:00:13.280 --> 00:00:15.360]  其中一個說
[00:00:15.360 --> 00:00:16.480]  你不是基督的嗎?
[00:00:16.480 --> 00:00:19.680]  救救你自己和我們吧
[00:00:19.680 --> 00:00:22.440]  簡單來說是笑耶穌
[00:00:22.440 --> 00:00:25.760]  而另一個就罵祂
[00:00:26.600 --> 00:00:30.040]  你是一樣獸形的 還不怕神嗎?
[00:00:30.040 --> 00:00:32.440]  我們是應得的
[00:00:32.440 --> 00:00:35.120]  因為我們是自作自受
[00:00:35.120 --> 00:00:39.040]  但這個人沒有做過一件不對的事
[00:00:39.040 --> 00:00:44.480]  如果說這兩個囚犯
[00:00:44.480 --> 00:00:48.800]  一個我稱他為傲慢無知
[00:00:48.800 --> 00:00:55.080]  而另一個我稱他為自知之明
[00:00:56.200 --> 00:00:57.360]  結果耶穌說
[00:00:57.360 --> 00:01:03.720]  今天你要和我再落元雷
[00:01:03.720 --> 00:01:06.760]  有自知之明的人
[00:01:06.760 --> 00:01:08.520]  是一個聰明的人
[00:01:08.520 --> 00:01:11.240]  而沒有自知之明
[00:01:11.240 --> 00:01:14.640]  其實最終都是自取其辱
[00:01:14.640 --> 00:01:18.280]  或者帶來一些他想都想不到的後果
[00:01:18.280 --> 00:01:24.400]  最近印度新辦2036年的奧運主辦權
[00:01:25.600 --> 00:01:26.880]  他不是第一次申請的
[00:01:26.880 --> 00:01:31.240]  可以說至少2004 2016年都申請失敗
[00:01:31.240 --> 00:01:33.520]  他屢敗屢戰
[00:01:33.520 --> 00:01:37.520]  他那種不屈不撓的精神
[00:01:37.520 --> 00:01:40.040]  是值得我們可嘉
[00:01:40.040 --> 00:01:41.840]  值得大家嘉獎的
[00:01:41.840 --> 00:01:43.960]  但問題是
[00:01:43.960 --> 00:01:47.920]  這個國家好像沒有什麼自知之明
[00:01:47.920 --> 00:01:53.280]  為什麼囚委不答應他
[00:01:53.280 --> 00:01:55.800]  來申辦這個主辦權
[00:01:55.800 --> 00:02:00.960]  印度只是盲目的和其他國家比較
[00:02:00.960 --> 00:02:06.640]  為什麼中國得 巴西得 我們不行
[00:02:06.640 --> 00:02:10.280]  但他忘記了2010年
[00:02:10.280 --> 00:02:15.840]  曾經給機會去辦英聯邦的運動大會
[00:02:15.840 --> 00:02:20.600]  結果被稱為災難級的大型運動會
[00:02:22.160 --> 00:02:25.240]  很多運動員都是土舍
[00:02:25.240 --> 00:02:30.760]  或者是見著老鼠在住宿的地方走來走去
[00:02:30.760 --> 00:02:34.440]  一個沒有自知之明
[00:02:34.440 --> 00:02:37.080]  他所提出的東西
[00:02:37.080 --> 00:02:41.160]  他想著可以顯露他國力的一些事情
[00:02:41.160 --> 00:02:44.360]  最終只是自取其辱
[00:02:44.360 --> 00:02:49.480]  四日主耶穌因為有些人沒有自知之明
[00:02:49.480 --> 00:02:51.800]  或者自以為意
[00:02:51.800 --> 00:02:53.560]  甚至藐視別人
[00:02:53.560 --> 00:02:56.640]  耶穌說了一個比喻
[00:02:56.640 --> 00:03:01.160]  正如主耶穌因應當時的法律創意和民事
[00:03:01.160 --> 00:03:04.880]  議論為什麼耶穌接待罪人
[00:03:04.880 --> 00:03:08.920]  於是耶穌就說了一個浪子的比喻
[00:03:08.920 --> 00:03:11.560]  其實十八章九節
[00:03:11.560 --> 00:03:15.480]  提供了耶穌一會兒要說的比喻
[00:03:15.480 --> 00:03:17.840]  一個很重要的對象
[00:03:17.840 --> 00:03:19.280]  或者背景
[00:03:19.280 --> 00:03:21.600]  為什麼要說以下這個比喻
[00:03:22.800 --> 00:03:24.760]  我們一起讀這段經文好嗎
[00:03:24.760 --> 00:03:25.680]  預備起
[00:03:25.680 --> 00:03:26.520]  耶穌
[00:03:51.800 --> 00:03:55.120]  這個比喻是說了一個很重要的對象
[00:03:55.120 --> 00:03:57.280]  就是耶穌說的一個比喻
[00:03:57.280 --> 00:04:00.960]  就是要說出這個比喻是說了一個很重要的對象
[00:04:00.960 --> 00:04:04.080]  就是要說出這個比喻是說了一個很重要的對象
[00:04:04.080 --> 00:04:06.640]  就是要說出這個比喻是說了一個很重要的對象
[00:04:06.640 --> 00:04:09.480]  就是要說出這個比喻是說了一個很重要的對象
[00:04:09.480 --> 00:04:12.320]  就是要說出這個比喻是說了一個很重要的對象
[00:04:12.320 --> 00:04:14.640]  就是要說出這個比喻是說了一個很重要的對象
[00:04:14.640 --> 00:04:17.240]  就是要說出這個比喻是說了一個很重要的對象
[00:04:17.240 --> 00:04:19.960]  就是要說出這個比喻是說了一個很重要的對象
[00:04:19.960 --> 00:04:22.120]  就是要說出這個比喻是說了一個很重要的對象
[00:04:22.120 --> 00:04:26.600]  這個比喻似乎是在說兩個不同的人的祈禱
[00:04:26.600 --> 00:04:28.440]  不過我們看清楚
[00:04:28.440 --> 00:04:31.760]  整個比喻其實耶穌是要針對當時
[00:04:31.760 --> 00:04:34.600]  猶太教的領袖
[00:04:34.600 --> 00:04:37.920]  那些假冒為善的一些行為
[00:04:37.920 --> 00:04:39.480]  耶穌更加要帶出
[00:04:39.480 --> 00:04:43.600]  人可以有一種自意的表現
[00:04:43.600 --> 00:04:46.960]  在十六章十四十八節都有提到
[00:04:46.960 --> 00:04:48.880]  在整個比喻裡面
[00:04:48.880 --> 00:04:54.400]  你看到兩者的祈禱有很多的對比
[00:04:54.400 --> 00:04:58.160]  這個比喻不是說誰得救誰不得救
[00:04:58.160 --> 00:05:01.160]  這個不是一個得救救恩的問題
[00:05:01.160 --> 00:05:04.520]  耶穌可以藉著兩個人的祈禱的不同
[00:05:04.520 --> 00:05:08.360]  顯明了祂對義的看法
[00:05:08.360 --> 00:05:11.000]  世人 世界對義
[00:05:11.000 --> 00:05:15.320]  和耶穌和聖經的義的看法截然不同
[00:05:15.320 --> 00:05:16.640]  在這個表的裡面
[00:05:16.640 --> 00:05:21.960]  特別是在尾二那裡繼續墮在殿裡
[00:05:21.960 --> 00:05:24.040]  然後瑞利就回家去
[00:05:24.040 --> 00:05:27.880]  聖經只記載到耶穌說完到尾聲的時候
[00:05:27.880 --> 00:05:30.400]  耶穌說當瑞利回家的時候
[00:05:30.400 --> 00:05:34.200]  他比法利塞人更猶疑
[00:05:34.200 --> 00:05:36.120]  很有意思
[00:05:36.120 --> 00:05:40.520]  法利塞人大部分時間都在聖殿裡面
[00:05:40.520 --> 00:05:44.080]  因為他要教導聖經 教導律法
[00:05:44.080 --> 00:05:47.880]  可以說他是一個宗教人士 宗教領袖
[00:05:47.880 --> 00:05:51.200]  聖殿就差不多在他家裡
[00:05:51.200 --> 00:05:55.440]  但是瑞利他的工作是收稅
