
[00:00:00.000 --> 00:00:02.000]  我們先來做一個禱告
[00:00:02.000 --> 00:00:04.000]  主耶穌,我們感謝祢
[00:00:04.000 --> 00:00:05.500]  祢來到這個世界上
[00:00:05.500 --> 00:00:11.500]  祢很謙卑地成為一個碼頭裡的鷹蟹
[00:00:11.500 --> 00:00:15.500]  我們生活中可能也有起起跌跌
[00:00:15.500 --> 00:00:20.500]  我們不是什麼社會上很光輝的人
[00:00:20.500 --> 00:00:22.500]  我們也好像牧羊人一樣
[00:00:22.500 --> 00:00:26.000]  是社會上很普通的一個人
[00:00:26.000 --> 00:00:27.500]  但我們感謝祢
[00:00:27.500 --> 00:00:28.500]  祢宣告
[00:00:28.500 --> 00:00:29.500]  祢向我們宣告
[00:00:29.500 --> 00:00:31.500]  祢已經來臨
[00:00:31.500 --> 00:00:34.500]  我們也因為見過主耶穌
[00:00:34.500 --> 00:00:36.500]  祢的榮耀
[00:00:36.500 --> 00:00:37.500]  我們有盼望
[00:00:37.500 --> 00:00:39.500]  我們有喜樂
[00:00:39.500 --> 00:00:42.500]  求祢這個聖誕節時間
[00:00:42.500 --> 00:00:45.500]  求祢的榮光照耀在我們的心裡
[00:00:45.500 --> 00:00:48.500]  也照耀在我們周圍的人心裡
[00:00:48.500 --> 00:00:52.500]  以致他們能夠與我們同享這份喜樂
[00:00:52.500 --> 00:00:56.500]  以致我們可以一起跟牧羊人
[00:00:56.500 --> 00:00:58.500]  世上各方各處的人
[00:00:58.500 --> 00:01:01.500]  都可以像牧羊人一樣
[00:01:01.500 --> 00:01:03.500]  將榮耀歸給你
[00:01:03.500 --> 00:01:09.500]  在他們的心裡感受到天上而來的平安喜樂
[00:01:09.500 --> 00:01:11.500]  祝福今天講到的時間
[00:01:11.500 --> 00:01:12.500]  禱告奉耶穌基督命
[00:01:12.500 --> 00:01:13.500]  Amen
[00:01:28.500 --> 00:01:29.500]  你可以這樣說
[00:01:29.500 --> 00:01:31.500]  有三類
[00:01:31.500 --> 00:01:34.500]  第一個就是瑪利亞和約瑟
[00:01:34.500 --> 00:01:36.500]  就是耶穌的父母
[00:01:36.500 --> 00:01:39.500]  第二個就是牧羊人
[00:01:39.500 --> 00:01:41.500]  第三個就是天使
[00:01:41.500 --> 00:01:44.500]  我們就從這三個角色
[00:01:44.500 --> 00:01:45.500]  不同的角色
[00:01:45.500 --> 00:01:47.500]  去思想一下這段故事
[00:01:47.500 --> 00:01:49.500]  與我們的一些關係
[00:01:49.500 --> 00:01:51.500]  第一節首先開始說
[00:01:51.500 --> 00:01:53.500]  凱撒奧古斯都
[00:01:53.500 --> 00:01:56.500]  這也是路加的習慣
[00:01:56.500 --> 00:01:58.500]  他喜歡把時間告訴我們
[00:01:58.500 --> 00:02:02.500]  就是在羅馬皇帝時期
[00:02:02.500 --> 00:02:04.500]  這件事發生
[00:02:04.500 --> 00:02:06.500]  報名上冊
[00:02:06.500 --> 00:02:09.500]  現在的中文是比較少說的
[00:02:09.500 --> 00:02:11.500]  如果是和修館
[00:02:11.500 --> 00:02:12.500]  就能夠清楚一點
[00:02:12.500 --> 00:02:16.500]  和修館也要登記戶籍
[00:02:16.500 --> 00:02:18.500]  全國的人民都要登記戶籍
[00:02:18.500 --> 00:02:20.500]  到底發生什麼事呢?
[00:02:20.500 --> 00:02:21.500]  第二節繼續說
[00:02:21.500 --> 00:02:24.500]  居利紐作敘利亞巡撫的時候
[00:02:24.500 --> 00:02:27.500]  當時敘利亞繁殖
[00:02:27.500 --> 00:02:28.500]  包括今天的敘利亞
[00:02:28.500 --> 00:02:32.500]  包括現在的以色列的土地
[00:02:32.500 --> 00:02:36.500]  羅馬兩個省連在一起
[00:02:36.500 --> 00:02:40.500]  為什麼會有所謂登記戶籍的事情呢?
[00:02:40.500 --> 00:02:42.500]  可能因為古代的社會
[00:02:42.500 --> 00:02:44.500]  有一個東西叫Protax
[00:02:44.500 --> 00:02:47.500]  我們今天就叫人口稅
[00:02:47.500 --> 00:02:49.500]  今天的社會就沒有這東西
[00:02:49.500 --> 00:02:53.500]  就是說如果政府要繳稅的時候
[00:02:53.500 --> 00:02:55.500]  每一個人
[00:02:55.500 --> 00:02:56.500]  總之你是一個人
[00:02:56.500 --> 00:02:59.500]  你就要給一個數量的稅給政府
[00:02:59.500 --> 00:03:01.500]  這些就叫做Protax
[00:03:01.500 --> 00:03:06.500]  所以大概每一個人就要回到他的家鄉
[00:03:06.500 --> 00:03:09.500]  數算一下你的家庭有多少人
[00:03:09.500 --> 00:03:10.500]  如果10元一個人
[00:03:10.500 --> 00:03:11.500]  你的家有5個人
[00:03:11.500 --> 00:03:13.500]  就給50元政府
[00:03:13.500 --> 00:03:16.500]  所以他們就要統計一下
[00:03:16.500 --> 00:03:20.500]  到底每一戶人有多少人在他的家裡面呢?
[00:03:20.500 --> 00:03:21.500]  所以第三節
[00:03:21.500 --> 00:03:24.500]  每一個人就回到自己的家鄉
[00:03:24.500 --> 00:03:26.500]  就是古時和今天一樣
[00:03:26.500 --> 00:03:27.500]  很多流動人口
[00:03:27.500 --> 00:03:30.500]  不過到這些人口統計的時候
[00:03:30.500 --> 00:03:32.500]  大家登記戶籍也挺好的
[00:03:32.500 --> 00:03:33.500]  獲收本益了
[00:03:33.500 --> 00:03:34.500]  如果你是內地人
[00:03:34.500 --> 00:03:35.500]  你知道戶籍
[00:03:35.500 --> 00:03:38.500]  你的戶籍是不容易轉的
[00:03:38.500 --> 00:03:40.500]  你去了上海打工也好
[00:03:40.500 --> 00:03:43.500]  你的戶籍是回到你自己的村子
[00:03:43.500 --> 00:03:44.500]  總之就要回到
[00:03:44.500 --> 00:03:45.500]  你的戶籍在哪裡
[00:03:45.500 --> 00:03:46.500]  你就回到哪裡
[00:03:46.500 --> 00:03:50.500]  所以弱勢就要回到他的戶籍
[00:03:50.500 --> 00:03:51.500]  原來弱勢
[00:03:51.500 --> 00:03:52.500]  即是耶穌的父親
[00:03:52.500 --> 00:03:54.500]  都是一些移民工
[00:03:54.500 --> 00:03:56.500]  都是一些流動人口
[00:03:56.500 --> 00:03:57.500]  他就在拿撒勒
[00:03:57.500 --> 00:04:00.500]  可能在拿撒勒做木匠
[00:04:00.500 --> 00:04:01.500]  耶穌是木匠
[00:04:01.500 --> 00:04:03.500]  所以弱勢大概也是木匠
[00:04:03.500 --> 00:04:06.500]  所以就在拿撒勒城做木匠
[00:04:06.500 --> 00:04:09.500]  但是他因為要交稅
