
[00:00:00.000 --> 00:00:02.880]  親愛的兄姊妹,親愛的朋友
[00:00:02.880 --> 00:00:06.600]  因為疫情的緣故,我們無法舉行實體的聚會
[00:00:06.600 --> 00:00:11.920]  感恩的是這幾天社區確診人數有回落的跡象
[00:00:11.920 --> 00:00:13.800]  上次我記得我在這個禮堂的時候
[00:00:13.800 --> 00:00:16.600]  禮堂還有坐到一半的人
[00:00:16.600 --> 00:00:19.520]  如今我眼前五位範圍以外
[00:00:19.520 --> 00:00:21.040]  仍是周牧師
[00:00:21.040 --> 00:00:25.000]  我旁邊的師班和主席都和我保持距離
[00:00:25.000 --> 00:00:28.760]  不過我相信有耶穌和你和我同在
[00:00:28.760 --> 00:00:31.120]  既然你是第一次來到我們當中
[00:00:31.120 --> 00:00:33.400]  而你不知道怎樣祈禱
[00:00:33.400 --> 00:00:36.160]  我邀請你和我們一起祈禱
[00:00:36.160 --> 00:00:37.720]  祈禱很簡單
[00:00:37.720 --> 00:00:40.000]  只要合手,閉上眼
[00:00:40.000 --> 00:00:42.640]  我說什麼,你心裡跟著說
[00:00:42.640 --> 00:00:44.240]  然後完結的時候
[00:00:44.240 --> 00:00:47.520]  我們一起阿們和應就可以了
[00:00:47.520 --> 00:00:51.120]  我們一起祈禱
[00:00:51.120 --> 00:00:52.880]  親愛的主耶穌
[00:00:52.880 --> 00:00:55.280]  我們來到你的面前
[00:00:55.280 --> 00:00:59.240]  求你藉著待會的訊息和我們說話
[00:00:59.240 --> 00:01:03.000]  讓我們感受到從你而來的平安
[00:01:03.000 --> 00:01:04.400]  以上祈禱
[00:01:04.400 --> 00:01:06.160]  奉耶穌名求
[00:01:06.160 --> 00:01:07.440]  阿們
[00:01:25.280 --> 00:01:27.360]  8月初的第一個主日
[00:01:27.360 --> 00:01:30.200]  當確診人數仍然過百的時候
[00:01:30.200 --> 00:01:33.680]  我在教會當地的時候收到一個求助的個案
[00:01:33.680 --> 00:01:35.360]  一個老人家他入了醫院
[00:01:35.360 --> 00:01:37.080]  情況很嚴重
[00:01:37.080 --> 00:01:38.840]  醫生和家人說
[00:01:38.840 --> 00:01:40.600]  你們做好心理準備
[00:01:40.600 --> 00:01:45.080]  這個老人家隨時會離開
[00:01:45.080 --> 00:01:49.040]  這個老人家的家人記得他曾經接觸過信仰
[00:01:49.040 --> 00:01:53.720]  在醫院確認了這個老人家沒有受到新冠肺炎感染的時候
[00:01:53.720 --> 00:01:55.800]  家人得到醫生的同意
[00:01:55.800 --> 00:01:57.560]  邀請了教會的目者
[00:01:57.560 --> 00:01:58.840]  也就是我
[00:01:58.840 --> 00:02:00.920]  去當中探訪
[00:02:00.920 --> 00:02:03.040]  當時我查查資料
[00:02:03.040 --> 00:02:06.160]  醫院裏面已經開始有小型的爆發
[00:02:06.160 --> 00:02:07.240]  病房的病人
[00:02:07.240 --> 00:02:08.880]  停車場的保安
[00:02:08.880 --> 00:02:11.560]  先後被感染
[00:02:11.560 --> 00:02:13.600]  當時醫院的範圍裏面
[00:02:13.600 --> 00:02:17.880]  禁止探訪的緣故好像死神一樣
[00:02:17.880 --> 00:02:19.680]  前往醫院的路上
[00:02:19.680 --> 00:02:22.120]  我拿著教會給我的防疫包
[00:02:22.120 --> 00:02:23.960]  我戴著口罩
[00:02:23.960 --> 00:02:25.480]  我忍不住問
[00:02:25.480 --> 00:02:27.080]  我忍不住問上帝
[00:02:27.080 --> 00:02:28.320]  上帝呀
[00:02:28.320 --> 00:02:32.480]  我身上的防疫裝備夠不夠呢?
[00:02:32.480 --> 00:02:37.560]  我身上的防疫裝備夠不夠呢?
[00:02:37.560 --> 00:02:38.920]  事實上我相信這條問題
[00:02:38.920 --> 00:02:43.320]  也是不少人出門的時候關心的問題
[00:02:43.320 --> 00:02:44.440]  如果不是
[00:02:44.440 --> 00:02:46.200]  你不會數一數
[00:02:46.200 --> 00:02:49.160]  家裏的口罩存貨夠不夠
[00:02:49.160 --> 00:02:51.160]  你也不會回家的時候
[00:02:51.160 --> 00:02:54.520]  提一提自己要洗手
[00:02:54.520 --> 00:02:56.080]  親愛的弟兄姊妹
[00:02:56.080 --> 00:02:57.880]  親愛的朋友
[00:02:57.880 --> 00:03:03.600]  你的抗疫能力足夠嗎?
[00:03:03.600 --> 00:03:05.600]  同樣地當疫情持續
[00:03:05.600 --> 00:03:08.320]  我們的經濟受到很嚴重的影響
[00:03:08.320 --> 00:03:11.000]  當我看回一些統計的數字
[00:03:11.000 --> 00:03:13.000]  失業大軍由年初的16萬
[00:03:13.000 --> 00:03:15.360]  現在已經激增到24萬
[00:03:15.360 --> 00:03:16.880]  經濟未見起色
[00:03:16.880 --> 00:03:18.680]  政治在不斷轉變
[00:03:18.680 --> 00:03:20.520]  社會有很多的對立
[00:03:20.520 --> 00:03:24.120]  在香港大學一個2月至7月的研究顯示
[00:03:24.120 --> 00:03:27.800]  目前有7乘4的受訪者的香港人
[00:03:27.800 --> 00:03:29.800]  可能包括你和我
[00:03:29.800 --> 00:03:34.120]  都出現了不同程度的抑鬱的徵狀
[00:03:34.120 --> 00:03:35.680]  不開心這個字
[00:03:35.680 --> 00:03:38.560]  好像是和我們逆境不利
[00:03:38.560 --> 00:03:39.760]  這種情況
[00:03:39.760 --> 00:03:43.800]  我相信顯示我們已經進入了逆境
[00:03:43.800 --> 00:03:46.040]  然後我會問
[00:03:46.040 --> 00:03:47.960]  親愛的朋友
[00:03:47.960 --> 00:03:52.600]  你有百分百的信心面對現在的逆境嗎?
[00:03:52.600 --> 00:03:54.600]  你的抗疫能力
[00:03:54.600 --> 00:04:03.160]  你抵抗逆境的能力足夠嗎?
[00:04:03.160 --> 00:04:07.120]  今天我和大家分享的經文是出自詩篇的第90篇
[00:04:07.120 --> 00:04:08.880]  我給了一個命題
[00:04:08.880 --> 00:04:12.000]  叫做抗疫人生
[00:04:12.000 --> 00:04:15.160]  這首詩是源自一位基督徒都已熟能詳的老人家
[00:04:15.160 --> 00:04:17.640]  他叫做摩西的手筆
[00:04:17.640 --> 00:04:22.560]  這位摩西的老人家在他的人生中曾經大起大落
[00:04:22.560 --> 00:04:23.840]  他曾經富貴
[00:04:23.840 --> 00:04:26.120]  亦曾經漂泊
[00:04:26.120 --> 00:04:29.800]  八十多歲那年他帶著一群族人離開埃及
[00:04:29.800 --> 00:04:32.200]  進入一個荒蕪之地
[00:04:32.200 --> 00:04:35.360]  正是影片中看到的這個影像
[00:04:35.360 --> 00:04:38.520]  當年我踏足這個地方的時候
[00:04:38.520 --> 00:04:40.360]  我眼中只有四個字
[00:04:40.360 --> 00:04:42.240]  就是沙塵滾滾
[00:04:42.240 --> 00:04:45.720]  我沿著一片荒漠不無之地的道路
[00:04:45.720 --> 00:04:47.520]  離開這個地方的時候
[00:04:47.520 --> 00:04:49.360]  我的喉嚨乾到想吐
[00:04:49.360 --> 00:04:51.000]  迎面而來的熱風吹過來
[00:04:51.000 --> 00:04:56.960]  就好像我對著一個由冷氣機噴出來的熱風一樣
[00:04:56.960 --> 00:05:00.720]  你不會想在那個地方再多留一會兒
[00:05:00.720 --> 00:05:04.240]  當我沿著沙漠的公路離開這個沙漠的時候
[00:05:04.240 --> 00:05:08.160]  我摸一摸我手上在發熱的相機鏡頭
[00:05:08.160 --> 00:05:10.800]  突然間我發覺相機鏡頭的那些膠
[00:05:10.800 --> 00:05:13.360]  變形了
[00:05:13.360 --> 00:05:14.880]  你很難想像
[00:05:14.880 --> 00:05:16.840]  摩西這位老人家
[00:05:16.840 --> 00:05:19.160]  在這個地方一留
[00:05:19.160 --> 00:05:21.840]  就留了幾十年
[00:05:21.840 --> 00:05:24.120]  摩西面對的是無法掌控
[00:05:24.120 --> 00:05:26.400]  讓人窒息的環境
[00:05:26.400 --> 00:05:29.440]  當時他身邊的人很多的埋怨
[00:05:29.440 --> 00:05:32.440]  但摩西就在這個時間用了一首詩
[00:05:32.440 --> 00:05:34.160]  也就詩篇九十篇
[00:05:34.160 --> 00:05:37.760]  表達了他一個抗疫的人生觀
[00:05:37.760 --> 00:05:42.960]  在今天我選了十二節經文跟大家分享
[00:05:42.960 --> 00:05:46.280]  而這節經文裡面我給了兩個明白
[00:05:46.280 --> 00:05:50.040]  一個選擇的訊息
[00:05:50.040 --> 00:05:51.840]  我們第一個要明白的
[00:05:51.840 --> 00:05:53.800]  就是我們懷疑人生
[00:05:53.800 --> 00:05:59.160]  因為人生總有一份的無力感
[00:05:59.160 --> 00:06:00.720]  第二個明白
[00:06:00.720 --> 00:06:03.000]  人生不似預期
[00:06:03.000 --> 00:06:06.240]  因為我們總不完美
[00:06:06.240 --> 00:06:10.520]  最後我會跟大家一起思考一個題目
[00:06:10.520 --> 00:06:12.200]  落葉應歸根
[00:06:12.200 --> 00:06:20.200]  請選擇人生
[00:06:20.200 --> 00:06:22.040]  我們懷疑人生
[00:06:22.040 --> 00:06:26.560]  因為人生總有一份的無力感
[00:06:26.560 --> 00:06:28.280]  我記得今年年初
[00:06:28.280 --> 00:06:30.640]  一個陽光燦爛的早上
[00:06:30.640 --> 00:06:34.200]  我和太太在一個美麗的小島上休息
[00:06:34.200 --> 00:06:35.720]  我一早起床的時候
[00:06:35.720 --> 00:06:38.600]  太太興致勃勃的走來跟我說
[00:06:38.600 --> 00:06:41.200]  老公 生日快樂
[00:06:41.200 --> 00:06:44.280]  祝你老婆越來越美
[00:06:44.280 --> 00:06:46.120]  當我在尋思我的生日
[00:06:46.120 --> 00:06:49.200]  和我老婆的美貌有什麼關係的時候
[00:06:49.200 --> 00:06:53.840]  當時很快的一則消息讓我的內心一沉
[00:06:53.840 --> 00:06:55.000]  消息內容是
[00:06:55.000 --> 00:06:59.400]  湖北工業重鎮國內生產總值排行第七的武漢市
[00:06:59.400 --> 00:07:01.400]  因為不敵這個疫情
[00:07:01.400 --> 00:07:03.280]  病毒全面的跪低
[00:07:03.280 --> 00:07:05.960]  全城陷入一片的恐慌
[00:07:05.960 --> 00:07:11.440]  而這股恐慌很快就來到香港
[00:07:11.440 --> 00:07:13.600]  好多個月後的一個黃昏
[00:07:13.600 --> 00:07:15.040]  疫情受控
[00:07:15.040 --> 00:07:18.000]  限聚令放寬了
[00:07:18.000 --> 00:07:21.680]  我帶太太去到中環的摩天輪上
[00:07:21.680 --> 00:07:24.240]  我帶太太在摩天輪上看著
[00:07:24.240 --> 00:07:27.120]  我們所住的九龍半島
[00:07:27.120 --> 00:07:30.240]  我太太的眼神有點無奈
[00:07:30.240 --> 00:07:33.040]  後來我跟太太說
[00:07:33.040 --> 00:07:36.400]  對不起,在這個環境底下
[00:07:36.400 --> 00:07:38.400]  我帶不到你去很多的地方
[00:07:38.400 --> 00:07:40.480]  我只能夠帶你來到這裡
[00:07:40.480 --> 00:07:46.080]  太太,生日快樂
[00:07:46.080 --> 00:07:47.560]  因著疫情的緣故
[00:07:47.560 --> 00:07:49.360]  我是做老人家的服侍
[00:07:49.360 --> 00:07:52.720]  我沒辦法親自去到我老人家的面前
[00:07:52.720 --> 00:07:54.640]  那裡牧養他們
[00:07:54.640 --> 00:07:56.520]  有些時候我會打打電話
[00:07:56.520 --> 00:07:58.640]  和他們在當中祈禱
[00:07:58.640 --> 00:08:00.560]  老人家聽到我的聲音
[00:08:00.560 --> 00:08:02.560]  有時候會很開心
[00:08:02.560 --> 00:08:03.920]  他們跟我說
[00:08:03.920 --> 00:08:05.480]  完全到啊
[00:08:05.480 --> 00:08:08.600]  因為疫情我不敢上街
[00:08:08.600 --> 00:08:11.320]  我少了上街做運動
[00:08:11.320 --> 00:08:16.160]  我的腳開始沒力氣
[00:08:16.160 --> 00:08:17.680]  沒力氣
[00:08:17.680 --> 00:08:19.560]  你有沒有經歷過
[00:08:19.560 --> 00:08:21.640]  我經歷過
[00:08:21.640 --> 00:08:23.040]  在疫情的緣故
[00:08:23.040 --> 00:08:25.680]  為了減少上街買菜的原因
[00:08:25.680 --> 00:08:26.800]  有什麼方法
[00:08:26.800 --> 00:08:27.800]  唯一的方法就是
[00:08:27.800 --> 00:08:29.480]  把握你去街市的時間
[00:08:29.480 --> 00:08:31.320]  盡量買多點菜回來
[00:08:31.320 --> 00:08:33.880]  那你就不用再買幾次
[00:08:33.880 --> 00:08:36.720]  我記得每次我和太太去買完菜
[00:08:36.720 --> 00:08:38.200]  我太太還會把那部
[00:08:38.200 --> 00:08:39.840]  重達十公斤的買菜車
[00:08:39.840 --> 00:08:41.840]  我不知道為什麼她買這麼多東西
[00:08:41.840 --> 00:08:44.560]  很有信心地塞在我的手上
[00:08:44.560 --> 00:08:46.680]  於是我就戴著口罩
[00:08:46.680 --> 00:08:50.280]  抱著那部重達十公斤的買菜車
[00:08:50.280 --> 00:08:54.320]  然後沿著家裡唐樓的樓梯走
[00:08:54.320 --> 00:08:58.080]  目標是爬向唐樓的頂樓
[00:08:58.080 --> 00:08:59.240]  我記得很多次
[00:08:59.240 --> 00:09:00.760]  去到半路的時候
[00:09:00.760 --> 00:09:02.480]  我都會開始氣喘
[00:09:02.480 --> 00:09:05.160]  我都會開始腳軟
[00:09:05.160 --> 00:09:06.320]  我會用一句
[00:09:06.320 --> 00:09:08.440]  現在的流行潮語很該死的
[00:09:08.440 --> 00:09:09.920]  我會用這種狀態
[00:09:09.920 --> 00:09:11.160]  形容叫做什麼
[00:09:11.160 --> 00:09:14.760]  叫做搬送搬到懷疑人生
[00:09:14.760 --> 00:09:16.800]  有時疫情
[00:09:16.800 --> 00:09:19.160]  當我想起疫情的時候
[00:09:19.160 --> 00:09:20.600]  我會想到一樣東西
[00:09:20.600 --> 00:09:22.760]  雖然我當時搬送很辛苦
[00:09:22.760 --> 00:09:25.240]  不過在疫情底下
[00:09:25.240 --> 00:09:27.560]  捱到懷疑人生的人
[00:09:27.560 --> 00:09:29.200]  大有人在
[00:09:29.200 --> 00:09:31.360]  由疲於奔命的醫護
[00:09:31.360 --> 00:09:35.920]  在烈日底下嘗試努力找個位置吃飯的工人
[00:09:35.920 --> 00:09:37.680]  在百業停頓底下
[00:09:37.680 --> 00:09:41.160]  長期零收入的朋友
[00:09:41.160 --> 00:09:44.600]  這些人都在很艱難的時間裡
[00:09:44.600 --> 00:09:46.520]  也許在這個艱難裡
[00:09:46.520 --> 00:09:49.400]  他們會問一句
[00:09:49.400 --> 00:09:51.200]  捱得這麼辛苦
[00:09:51.200 --> 00:09:52.880]  為了什麼呢
[00:09:52.880 --> 00:09:54.640]  捱得這麼辛苦
[00:09:54.640 --> 00:09:56.600]  為了什麼呢
[00:09:56.600 --> 00:09:57.720]  是的
[00:09:57.720 --> 00:10:01.640]  艱難有時會讓我們見到人生的限制
[00:10:01.640 --> 00:10:04.120]  而摩西在詩篇的九十篇裡
[00:10:04.120 --> 00:10:07.160]  第三節六節正正是提醒我們
[00:10:07.160 --> 00:10:09.680]  我們不過是血肉之軀
[00:10:09.680 --> 00:10:14.640]  人生最大的無力感是我們無法超越我們生命的限期
[00:10:14.640 --> 00:10:23.880]  當這段詩來到三節六節的時候
[00:10:23.880 --> 00:10:26.960]  其實有兩段經文可以和大家看一看
[00:10:26.960 --> 00:10:28.200]  第三節裡面說
[00:10:28.200 --> 00:10:31.040]  世人啊 你們要歸回塵土
[00:10:31.040 --> 00:10:31.880]  第五節說
[00:10:31.880 --> 00:10:34.760]  你使世人消逝 避水沖去
[00:10:34.760 --> 00:10:36.480]  他地好像睡了一覺
[00:10:36.480 --> 00:10:39.680]  他們又像早晨長出的草
[00:10:39.680 --> 00:10:41.360]  詩篇裡面說的一樣東西
[00:10:41.360 --> 00:10:47.120]  用草和用一個塵土在當中描述人生
[00:10:47.120 --> 00:10:49.760]  塵土和草都是很脆弱的東西
[00:10:49.760 --> 00:10:52.160]  你試一下在做完地之後
[00:10:52.160 --> 00:10:53.920]  或者打開你的吸塵機
[00:10:53.920 --> 00:10:55.640]  打一層出來
[00:10:55.640 --> 00:10:58.120]  一吹它就散了
[00:10:58.120 --> 00:11:00.320]  又或者在摩西的時代
[00:11:00.320 --> 00:11:02.440]  那些草在烈日底下
[00:11:02.440 --> 00:11:04.360]  趁太陽還沒出來的時候
[00:11:04.360 --> 00:11:06.240]  它散了出來
[00:11:06.240 --> 00:11:08.720]  但是太陽一出來的時候
[00:11:08.720 --> 00:11:11.440]  很快就枯乾
[00:11:11.440 --> 00:11:15.440]  摩西在他的詩裡面告訴我們
[00:11:15.440 --> 00:11:18.720]  人生好脆弱
[00:11:18.720 --> 00:11:21.800]  人生好脆弱
[00:11:21.800 --> 00:11:26.360]  現在我們都經歷到人生好脆弱
[00:11:26.360 --> 00:11:28.080]  一粒新型的冠狀病毒
[00:11:28.080 --> 00:11:32.360]  已經足以叫一個健壯的人躺下
[00:11:32.360 --> 00:11:33.800]  但是來到這裡
[00:11:33.800 --> 00:11:36.640]  當我們面對脆弱的人生的時候
[00:11:36.640 --> 00:11:39.120]  我們又好像有一份不甘心
[00:11:39.120 --> 00:11:40.960]  所以我們戴口罩
[00:11:40.960 --> 00:11:42.480]  我們勤洗手
[00:11:42.480 --> 00:11:44.400]  我們見到旁邊那個吸塵機的時候
[00:11:44.400 --> 00:11:46.320]  怎樣?我們走開一點
[00:11:46.320 --> 00:11:48.880]  我們祈求快點有疫苗
[00:11:48.880 --> 00:11:51.200]  生命雖然脆弱
[00:11:51.200 --> 00:11:55.160]  但是我們都想繼續努力延續我們的生命
[00:11:55.160 --> 00:11:57.160]  為什麼呢?
[00:11:57.160 --> 00:11:58.200]  聖經告訴我們
[00:11:58.200 --> 00:12:00.960]  我們是永恆的上帝創造了人類
[00:12:00.960 --> 00:12:03.920]  而我們是按著上帝的形象去做的
[00:12:03.920 --> 00:12:06.920]  而我相信我們那份求生的本能
[00:12:06.920 --> 00:12:09.080]  我們那份對明天的盼望
[00:12:09.080 --> 00:12:10.200]  是上帝
