
[00:00:00.000 --> 00:00:02.000]  我不知道大家是否記得
[00:00:02.000 --> 00:00:03.640]  之前六間教會
[00:00:03.640 --> 00:00:05.120]  或者總共七間教會
[00:00:05.120 --> 00:00:06.240]  我都提過
[00:00:06.240 --> 00:00:08.520]  當中有一些是特別的
[00:00:08.520 --> 00:00:10.960]  有兩間教會
[00:00:10.960 --> 00:00:14.320]  沒有很多的責備
[00:00:14.320 --> 00:00:16.440]  最重要的是稱讚
[00:00:16.440 --> 00:00:18.440]  大家還記不記得是哪兩間教會?
[00:00:18.440 --> 00:00:22.040]  最近就是上一間
[00:00:22.040 --> 00:00:22.880]  上一間是甚麼?
[00:00:22.880 --> 00:00:25.880]  都不太記得 都很正常的
[00:00:25.880 --> 00:00:27.840]  「非拉鐵非教會」
[00:00:27.840 --> 00:00:28.960]  第六間教會
[00:00:28.960 --> 00:00:31.360]  我們其中一間是稱讚
[00:00:31.360 --> 00:00:32.600]  沒有責備
[00:00:32.600 --> 00:00:34.800]  另一間就是第二間教會
[00:00:34.800 --> 00:00:36.960]  叫「士美娜教會」
[00:00:36.960 --> 00:00:38.960]  這是我們提到七間教會時
[00:00:38.960 --> 00:00:39.800]  其中一個特色
[00:00:39.800 --> 00:00:40.880]  其他教會
[00:00:40.880 --> 00:00:44.760]  基本上是責備他們做得不好的事
[00:00:44.760 --> 00:00:47.600]  但仍然他們可取的地方
[00:00:47.600 --> 00:00:50.680]  就是他們都有少少值得稱讚
[00:00:50.680 --> 00:00:51.840]  但去到第七間教會
[00:00:51.840 --> 00:00:53.120]  「老弟家教會」時
[00:00:53.120 --> 00:00:55.200]  其中一個很特別的地方是甚麼?
[00:00:55.200 --> 00:00:57.880]  是一間只有責備的教會
[00:00:58.960 --> 00:01:03.160]  我們都覺得這是一個很大的警號
[00:01:03.160 --> 00:01:05.760]  一間教會只有責備
[00:01:05.760 --> 00:01:07.400]  沒有稱讚
[00:01:07.400 --> 00:01:08.800]  其實我都鼓勵弟兄姊妹
[00:01:08.800 --> 00:01:12.920]  我們應該向那兩間被稱讚的教會學習
[00:01:12.920 --> 00:01:15.240]  但我相信這間「老弟家教會」
[00:01:15.240 --> 00:01:18.960]  更加是我們應該來引以為戒
[00:01:18.960 --> 00:01:21.360]  我們城鎮會不會都是一間
[00:01:21.360 --> 00:01:25.440]  沒有稱讚只有責備的教會呢?
[00:01:25.440 --> 00:01:27.760]  其他四間都是由稱讚下
[00:01:27.760 --> 00:01:31.520]  由責備下都規中矩
[00:01:31.520 --> 00:01:33.280]  但如果我們今天教會都成為一間
[00:01:33.280 --> 00:01:34.760]  好像「老弟家教會」
[00:01:34.760 --> 00:01:36.920]  或者我們每一個招徒的生命
[00:01:36.920 --> 00:01:38.640]  都好像「老弟家教會」一樣
[00:01:38.640 --> 00:01:40.880]  只是得到神的責備
[00:01:40.880 --> 00:01:42.560]  得不到稱讚的手
[00:01:42.560 --> 00:01:45.720]  我想這就是我們要好好去警醒
[00:01:45.720 --> 00:01:47.600]  好好去讓我們的生命
[00:01:47.600 --> 00:01:50.720]  重新去更新
[00:01:50.720 --> 00:01:51.960]  從這幾間教會裏面
[00:01:51.960 --> 00:01:54.840]  我們看見「老弟家」的特色是甚麼呢?
[00:01:54.840 --> 00:01:57.920]  其實這地方是一個很有錢的地方
[00:01:57.920 --> 00:02:00.560]  甚至乎是一個富豪的城市
[00:02:00.560 --> 00:02:01.680]  它有錢得來
[00:02:01.680 --> 00:02:03.600]  我又形容它是「缺水」
[00:02:03.600 --> 00:02:05.040]  而自己都不知道
[00:02:05.040 --> 00:02:06.400]  廣東話裏面
[00:02:06.400 --> 00:02:08.920]  「錢」和「水」就有個意思
[00:02:08.920 --> 00:02:10.400]  我們形容
[00:02:10.400 --> 00:02:11.440]  它又真的缺水
[00:02:11.440 --> 00:02:13.200]  這個我一會兒講到
[00:02:13.200 --> 00:02:16.600]  其實都是和「老弟家」這個地方的文化
[00:02:16.600 --> 00:02:19.240]  地理、環境這些有關
[00:02:19.240 --> 00:02:20.400]  它很有錢
[00:02:20.400 --> 00:02:21.520]  很富有
[00:02:21.520 --> 00:02:24.920]  但其實它自己又缺水而不知道
[00:02:24.920 --> 00:02:28.200]  因為它是一個沒有甚麼水源的地方
[00:02:28.200 --> 00:02:31.280]  有時好像香港都是要靠水塘
[00:02:31.280 --> 00:02:33.560]  甚至買大陸的東江水
[00:02:33.560 --> 00:02:37.760]  才可以維持到我們一些正常的食水的消耗
[00:02:37.760 --> 00:02:39.880]  但它有錢
[00:02:39.880 --> 00:02:41.120]  大家就會想辦法
[00:02:41.120 --> 00:02:42.080]  雖然我們沒有水源
[00:02:42.080 --> 00:02:43.760]  我們就建水塘
[00:02:43.760 --> 00:02:47.680]  建了一些輸水的管道
[00:02:47.680 --> 00:02:51.080]  將其他地方的水源輸入來「老弟家」城
[00:02:51.080 --> 00:02:52.760]  這樣就可以有水
[00:02:52.760 --> 00:02:53.880]  但最後結果是甚麼呢?
[00:02:53.880 --> 00:02:55.840]  就是它們就算有錢
[00:02:55.840 --> 00:02:57.320]  建了這些水管之後
[00:02:57.320 --> 00:02:58.560]  輸入來的水
[00:02:58.560 --> 00:03:01.040]  它們以為是自己很富有
[00:03:01.040 --> 00:03:02.080]  有水了
[00:03:02.080 --> 00:03:03.520]  但最後其實自己都不知道
[00:03:03.520 --> 00:03:04.960]  原來這些水
[00:03:04.960 --> 00:03:06.880]  根本就是對它們沒有益
[00:03:06.880 --> 00:03:08.640]  反而不健康
[00:03:08.640 --> 00:03:10.960]  所以我希望從「老弟家」教會身上來學習
[00:03:10.960 --> 00:03:13.120]  反映我們今日教會
[00:03:13.120 --> 00:03:14.240]  我們作為基督徒
[00:03:14.240 --> 00:03:15.760]  我們的生命
[00:03:15.760 --> 00:03:18.480]  會否都好像「老弟家」教會一樣
[00:03:18.480 --> 00:03:19.880]  從七教會裏面
[00:03:19.880 --> 00:03:21.080]  到最後一間教會
[00:03:21.080 --> 00:03:23.040]  我想跟大家一齊來看
