
[00:00:00.000 --> 00:00:04.000]  在我們中道之前我們一起禱告
[00:00:04.000 --> 00:00:06.000]  親愛的天父感謝你
[00:00:06.000 --> 00:00:10.000]  讓我們能來到你的家裏面一起去敬拜你
[00:00:10.000 --> 00:00:13.000]  求你打開我們心
[00:00:13.000 --> 00:00:16.000]  開我們心裏的眼睛耳朵
[00:00:16.000 --> 00:00:18.000]  讓我們能聽見你的話語
[00:00:18.000 --> 00:00:20.000]  讓我們不但是聽
[00:00:20.000 --> 00:00:22.000]  我們的生命能改變
[00:00:22.000 --> 00:00:26.000]  我們能起來去跟隨你自己
[00:00:26.000 --> 00:00:28.000]  我們祈禱是奉主明求
[00:00:28.000 --> 00:00:30.000]  Amen
[00:00:30.000 --> 00:00:33.000]  我不知道大家喜不喜歡看電影
[00:00:33.000 --> 00:00:35.000]  你們喜歡看電影嗎
[00:00:35.000 --> 00:00:37.000]  喜歡
[00:00:37.000 --> 00:00:41.000]  最近有一套就是很出名的香港的電影
[00:00:41.000 --> 00:00:46.000]  就是內容是關於一位下半身癱瘓的男士
[00:00:46.000 --> 00:00:52.000]  和一位菲律賓籍女家庸之間真誠的友誼
[00:00:52.000 --> 00:00:54.000]  和互相扶持的故事
[00:00:54.000 --> 00:00:56.000]  你們有看這個影片嗎
[00:00:56.000 --> 00:01:00.000]  沒有就是那個男影帝的那個影片
[00:01:00.000 --> 00:01:03.000]  在電影的其中一幕提到男主角
[00:01:03.000 --> 00:01:08.000]  他一起自己一次意外到所以殘障的事情
[00:01:08.000 --> 00:01:10.000]  你們知道那個裏面的男主角
[00:01:10.000 --> 00:01:12.000]  他是不能走的
[00:01:12.000 --> 00:01:14.000]  他要坐輪椅了
[00:01:14.000 --> 00:01:17.000]  所以他很難很傷心很難過
[00:01:17.000 --> 00:01:18.000]  他不停地重複一句話
[00:01:18.000 --> 00:01:22.000]  他說那時候我只是剛巧路過
[00:01:22.000 --> 00:01:23.000]  因爲他就是路過一個地方
[00:01:23.000 --> 00:01:24.000]  那個地盤
[00:01:24.000 --> 00:01:26.000]  然後有一個很大的東西壓下來
[00:01:26.000 --> 00:01:28.000]  所以就把他壓上了
[00:01:28.000 --> 00:01:30.000]  然後他就不能再走路了
[00:01:30.000 --> 00:01:33.000]  所以他就要一個家庸去照顧他
[00:01:33.000 --> 00:01:36.000]  那個女主角去安慰他
[00:01:36.000 --> 00:01:38.000]  就是那個家庸去安慰他
[00:01:38.000 --> 00:01:39.000]  他說一句話
[00:01:39.000 --> 00:01:43.000]  他說你不能選擇坐在那個輪椅上面
[00:01:43.000 --> 00:01:49.000]  但是你可以選擇怎樣坐在上面
[00:01:49.000 --> 00:01:54.000]  真的男主角他的遭遇不幸是無法去選擇的
[00:01:54.000 --> 00:01:56.000]  他自己沒得舍
[00:01:56.000 --> 00:01:59.000]  但是他如何去面對他自己的不幸
[00:01:59.000 --> 00:02:01.000]  繼續過以後的人生
[00:02:01.000 --> 00:02:03.000]  是他可以選擇的
[00:02:03.000 --> 00:02:06.000]  同樣的在我們的人生當中
[00:02:06.000 --> 00:02:09.000]  有些事情是我們不能選擇的
[00:02:09.000 --> 00:02:14.000]  但是有另一些事情是我們可以選擇的
[00:02:14.000 --> 00:02:16.000]  所以我們是可以
[00:02:16.000 --> 00:02:22.000]  並且我們必須在不同的事情上做不同的選擇
[00:02:22.000 --> 00:02:24.000]  所以怎樣纔是正確的選擇
[00:02:24.000 --> 00:02:27.000]  對我們的人生是很重要
[00:02:27.000 --> 00:02:31.000]  今天我們就從路加福音9章18到27節
[00:02:31.000 --> 00:02:36.000]  我們去看看我們人生的選擇應該是怎麼樣
[00:02:36.000 --> 00:02:38.000]  剛纔大家已經讀過了
[00:02:38.000 --> 00:02:40.000]  在18節之前
[00:02:40.000 --> 00:02:44.000]  大家有聖經嗎
[00:02:44.000 --> 00:02:53.000]  可以翻翻看
[00:02:53.000 --> 00:02:56.000]  在第18節之前
[00:02:56.000 --> 00:03:01.000]  大家看到聖經裏面發生了什麼事情
[00:03:01.000 --> 00:03:04.000]  五餅二魚的神蹟
[00:03:04.000 --> 00:03:08.000]  耶穌他用五個餅兩條魚
[00:03:08.000 --> 00:03:12.000]  餵飽五千個男人和其他的婦女跟孩子
[00:03:12.000 --> 00:03:16.000]  還有姓撒來的還裝滿了12個男子
[00:03:16.000 --> 00:03:19.000]  然後到了18節
[00:03:19.000 --> 00:03:23.000]  就記載耶穌他獨自去禱告
[00:03:23.000 --> 00:03:25.000]  門徒跟他在一起
[00:03:25.000 --> 00:03:26.000]  在這個時候
[00:03:26.000 --> 00:03:29.000]  耶穌就問門徒一個問題
[00:03:29.000 --> 00:03:33.000]  那是什麼問題啊
[00:03:33.000 --> 00:03:35.000]  對有人說我是誰
[00:03:35.000 --> 00:03:38.000]  那門徒就回答耶穌有幾個答案
[00:03:38.000 --> 00:03:41.000]  第一個是四喜的約翰
[00:03:41.000 --> 00:03:44.000]  那其實在第九章七到九節
[00:03:44.000 --> 00:03:48.000]  以至在四喜的約翰他已經死了
[00:03:48.000 --> 00:03:51.000]  是被西律皇殺的
[00:03:51.000 --> 00:03:53.000]  原來有些羣衆他以爲
[00:03:53.000 --> 00:03:55.000]  耶穌是從洗禮
[00:03:55.000 --> 00:03:58.000]  俘獲的四喜約翰
[00:03:58.000 --> 00:04:00.000]  也有人說是以利亞
[00:04:00.000 --> 00:04:05.000]  就是咒怨裏面那位會降火的先知
[00:04:05.000 --> 00:04:09.000]  也有人說是古時的一位先知俘獲了
[00:04:09.000 --> 00:04:12.000]  這是正確的答案嗎
[00:04:12.000 --> 00:04:14.000]  不是全都是錯的
[00:04:14.000 --> 00:04:17.000]  那爲什麼羣衆會這樣想呢
[00:04:17.000 --> 00:04:21.000]  因爲他們看見耶穌行許多神蹟
[00:04:21.000 --> 00:04:26.000]  而且看到他說話有神而來的權柄
[00:04:26.000 --> 00:04:29.000]  所以他相信耶穌是神所差來的
[00:04:29.000 --> 00:04:35.000]  但是他們不明白耶穌的真正的身份
[00:04:35.000 --> 00:04:38.000]  其實這個情況跟我們今天的處境
[00:04:38.000 --> 00:04:40.000]  有沒有相似的地方呢
[00:04:40.000 --> 00:04:42.000]  在我們身處的世界
[00:04:42.000 --> 00:04:43.000]  在你身邊
[00:04:43.000 --> 00:04:47.000]  那些人他們認識耶穌嗎
[00:04:47.000 --> 00:04:49.000]  還沒有信主的人他們認識耶穌嗎
[00:04:49.000 --> 00:04:53.000]  你說耶穌他會不會說沒有聽過是誰
[00:04:53.000 --> 00:04:55.000]  他們會說我們都聽過啊
[00:04:55.000 --> 00:04:58.000]  耶穌我們知道
[00:04:58.000 --> 00:05:02.000]  但是他們有沒有承認耶穌是神呢
[00:05:02.000 --> 00:05:04.000]  沒有
[00:05:04.000 --> 00:05:07.000]  有人會說耶穌是一個聖人
[00:05:07.000 --> 00:05:08.000]  是個好人
[00:05:08.000 --> 00:05:10.000]  他做很多好事
[00:05:10.000 --> 00:05:12.000]  在某些宗教裏面
[00:05:12.000 --> 00:05:14.000]  耶穌被視爲先知
[00:05:14.000 --> 00:05:16.000]  但是不是神
[00:05:16.000 --> 00:05:21.000]  也有一些異端也是說耶穌不是神
[00:05:21.000 --> 00:05:22.000]  而且更有一個說法
[00:05:22.000 --> 00:05:23.000]  不知道你有沒有聽過
[00:05:23.000 --> 00:05:27.000]  有人說耶穌可能是外星人
[00:05:27.000 --> 00:05:30.000]  你有聽過這個說法嗎
[00:05:30.000 --> 00:05:33.000]  那弟兄姐妹你自己呢
[00:05:33.000 --> 00:05:37.000]  如果耶穌問你他是誰
[00:05:37.000 --> 00:05:40.000]  你會怎樣回答呢
[00:05:40.000 --> 00:05:44.000]  你說耶穌是誰呢
[00:05:44.000 --> 00:05:45.000]  第二十節
[00:05:45.000 --> 00:05:46.000]  耶穌就問這個問題
[00:05:46.000 --> 00:05:47.000]  那你們呢
[00:05:47.000 --> 00:05:49.000]  你們說我是誰
[00:05:49.000 --> 00:05:54.000]  彼得回答說是神的基督
[00:05:54.000 --> 00:05:55.000]  是的
[00:05:55.000 --> 00:05:57.000]  耶穌就是神的基督
[00:05:57.000 --> 00:06:01.000]  基督就是舊約聖經中所預言的彌撒亞
[00:06:01.000 --> 00:06:02.000]  是神所差來
[00:06:02.000 --> 00:06:05.000]  要拯救所有人的
[00:06:05.000 --> 00:06:07.000]  那麼對你來說
[00:06:07.000 --> 00:06:11.000]  耶穌的身份跟你有什麼關係呢
[00:06:11.000 --> 00:06:15.000]  我聽說在國內到銀行辦事情
[00:06:15.000 --> 00:06:17.000]  要排很久很久的隊
[00:06:17.000 --> 00:06:19.000]  那個龍很長
[00:06:19.000 --> 00:06:21.000]  因爲人太多
[00:06:21.000 --> 00:06:22.000]  有一次有一個人
[00:06:22.000 --> 00:06:25.000]  他在某間的銀行排隊
[00:06:25.000 --> 00:06:26.000]  想要開戶口
[00:06:26.000 --> 00:06:29.000]  在那個銀行開戶口
[00:06:29.000 --> 00:06:34.000]  想不到那個銀行的紀員勸他離開
[00:06:34.000 --> 00:06:38.000]  勸他到對面另外一間銀行去開戶口
[00:06:38.000 --> 00:06:40.000]  他說因爲我們這裏人太多了
[00:06:40.000 --> 00:06:43.000]  你去對面吧
[00:06:43.000 --> 00:06:47.000]  你想這個情況在香港有可能發生嗎
[00:06:47.000 --> 00:06:52.000]  如果他的老闆聽到他這樣說會怎麼做
[00:06:52.000 --> 00:06:55.000]  那就叫他明天去對面上班吧
[00:06:55.000 --> 00:06:58.000]  所以我聽到的時候我不禁去想
[00:06:58.000 --> 00:07:01.000]  那個紀員他知道自己的僱主是誰嗎
[00:07:01.000 --> 00:07:07.000]  他怎麼會把客人退到他的競爭對手那邊去呢
[00:07:07.000 --> 00:07:10.000]  所以認清誰是我們的主
[00:07:10.000 --> 00:07:12.000]  真的很重要
[00:07:12.000 --> 00:07:15.000]  認清耶穌是神的基督是主
[00:07:15.000 --> 00:07:19.000]  這樣我們才知道我們跟隨的是誰
[00:07:19.000 --> 00:07:22.000]  我們才知道該聽誰的話
[00:07:22.000 --> 00:07:28.000]  才知道應該怎樣把人生裏的各樣的事情排序
[00:07:28.000 --> 00:07:30.000]  有些基督徒他口裏會這樣說
[00:07:30.000 --> 00:07:33.000]  神對他們是最重要的
[00:07:33.000 --> 00:07:38.000]  但是在他們裏面並不是真的這樣
[00:07:38.000 --> 00:07:39.000]  如何會知道呢
[00:07:39.000 --> 00:07:41.000]  正所謂我們香港有個說法
[00:07:41.000 --> 00:07:45.000]  說身體很誠實是吧
[00:07:45.000 --> 00:07:46.000]  就是說一個人的行爲
[00:07:46.000 --> 00:07:51.000]  它顯明一個人心裏面真正的想法和價值觀
[00:07:51.000 --> 00:07:55.000]  一個人的時間 精神 力量
[00:07:55.000 --> 00:07:59.000]  最多用在什麼事情 用在誰的身上
[00:07:59.000 --> 00:08:03.000]  那就是他人生的主
[00:08:03.000 --> 00:08:04.000]  在我們的社會里面
[00:08:04.000 --> 00:08:06.000]  在你身邊的人裏面
[00:08:06.000 --> 00:08:11.000]  你覺得大多數的人他們是以什麼爲主
[00:08:11.000 --> 00:08:14.000]  誰是他們的主啊
[00:08:14.000 --> 00:08:17.000]  錢吧 金錢
[00:08:17.000 --> 00:08:19.000]  有些可能是配偶吧
[00:08:19.000 --> 00:08:21.000]  可能是他們的孩子
[00:08:21.000 --> 00:08:25.000]  可能是其他的事情
[00:08:25.000 --> 00:08:28.000]  當然我們上班的時間可能很長
[00:08:28.000 --> 00:08:29.000]  可能我們也加班
[00:08:29.000 --> 00:08:31.000]  可能我們不是想的
[00:08:31.000 --> 00:08:34.000]  但是最重要是你心裏面
[00:08:34.000 --> 00:08:38.000]  你覺得你人生的中心是什麼
[00:08:38.000 --> 00:08:41.000]  如果我們因爲上班很累很長
[00:08:41.000 --> 00:08:44.000]  然後我們就說我們不能上教會了
[00:08:44.000 --> 00:08:46.000]  我們不能侍奉神了
[00:08:46.000 --> 00:08:51.000]  可能我們的排序出了一些問題
[00:08:51.000 --> 00:08:54.000]  所以我們的人生
[00:08:54.000 --> 00:09:09.000]  我們是以誰 以什麼爲我們的主呢
[00:09:09.000 --> 00:09:11.000]  用性嫉妒的身份
[00:09:11.000 --> 00:09:14.000]  就是以耶穌嫉妒爲人生的主
[00:09:14.000 --> 00:09:17.000]  把我們的心力 時間 資源
[00:09:17.000 --> 00:09:21.000]  投放在嫉妒耶穌要我們做的事情上
[00:09:21.000 --> 00:09:25.000]  這就是用性嫉妒的身份
[00:09:25.000 --> 00:09:28.000]  然後我們去看21節
[00:09:28.000 --> 00:09:30.000]  在彼得回答耶穌之後
[00:09:30.000 --> 00:09:35.000]  他說耶穌便警告跟主父門徒
[00:09:35.000 --> 00:09:38.000]  不要把耶穌是神的嫉妒這件事
[00:09:38.000 --> 00:09:40.000]  告訴任何人
[00:09:40.000 --> 00:09:44.000]  警告在原文裏就是一個分詞
[00:09:44.000 --> 00:09:46.000]  分詞是動詞的一種
[00:09:46.000 --> 00:09:49.000]  這個分詞跟主父這個主要的動詞放在一起
