
[00:00:00.000 --> 00:00:03.600]  今日我選擇的經文是有些忐忑的
[00:00:03.600 --> 00:00:06.600]  因為我有些轉了原本的計劃
[00:00:06.600 --> 00:00:08.800]  就是在年度裏面的計劃
[00:00:08.800 --> 00:00:10.800]  我覺得主在這個時候
[00:00:10.800 --> 00:00:12.800]  想跟我們說這件事
[00:00:12.800 --> 00:00:14.800]  這是一個很主觀的體驗
[00:00:14.800 --> 00:00:16.800]  盼望主都去使用
[00:00:16.800 --> 00:00:20.400]  在疫情裏面
[00:00:20.400 --> 00:00:22.600]  我有一種觀察
[00:00:22.600 --> 00:00:25.800]  我不知道大家有沒有同樣的看見
[00:00:25.800 --> 00:00:27.800]  就是人的反應
[00:00:27.800 --> 00:00:31.800]  可以用兩個極端去形容
[00:00:31.800 --> 00:00:35.800]  第一個極端就是
[00:00:35.800 --> 00:00:38.800]  我們相信神是掌權的神
[00:00:38.800 --> 00:00:40.800]  這是真的一定是
[00:00:40.800 --> 00:00:41.800]  聖經的真理是這樣說
[00:00:41.800 --> 00:00:43.800]  所以既然神是掌權
[00:00:43.800 --> 00:00:45.800]  神是掌管
[00:00:45.800 --> 00:00:47.800]  神一定會保護祂的子民
[00:00:47.800 --> 00:00:48.800]  祂的百姓
[00:00:48.800 --> 00:00:51.800]  所以如果神掌管的話
[00:00:51.800 --> 00:00:53.800]  如果祂要你中招
[00:00:53.800 --> 00:00:55.800]  那你做什麼都會中招
[00:00:55.800 --> 00:00:58.800]  我會這樣想
[00:00:58.800 --> 00:01:01.800]  如果神說沒事的
[00:01:01.800 --> 00:01:03.800]  保佑你沒事的
[00:01:03.800 --> 00:01:04.800]  放心吧
[00:01:04.800 --> 00:01:06.800]  那你就會覺得
[00:01:06.800 --> 00:01:09.800]  什麼都不用做了
[00:01:09.800 --> 00:01:11.800]  什麼都不做了
[00:01:11.800 --> 00:01:13.800]  可以如常地生活
[00:01:13.800 --> 00:01:16.800]  吃東西 看電影 逛街 喝茶
[00:01:16.800 --> 00:01:18.800]  完全不做任何事
[00:01:18.800 --> 00:01:19.800]  你覺得神會保護你
[00:01:19.800 --> 00:01:21.800]  這是一種極端的說法
[00:01:21.800 --> 00:01:23.800]  好像在環境裏面
[00:01:23.800 --> 00:01:25.800]  看到這個東西 神掌權
[00:01:25.800 --> 00:01:28.800]  但看不到人 應該做什麼
[00:01:28.800 --> 00:01:30.800]  另外一邊就是極端
[00:01:30.800 --> 00:01:32.800]  就是很強調
[00:01:32.800 --> 00:01:34.800]  我要做些事
[00:01:34.800 --> 00:01:36.800]  否則就不行了
[00:01:36.800 --> 00:01:40.800]  譬如說你會很害怕
[00:01:40.800 --> 00:01:42.800]  可能你會看到
[00:01:42.800 --> 00:01:45.800]  好像害怕神保護不周
[00:01:45.800 --> 00:01:47.800]  所以你會看到市面上
[00:01:47.800 --> 00:01:51.800]  這種氣氛是很明顯的
[00:01:51.800 --> 00:01:56.800]  這個星期有誰去超市買到廁紙
[00:01:56.800 --> 00:01:57.800]  買到了嗎
[00:01:57.800 --> 00:02:01.800]  你真幸運
[00:02:01.800 --> 00:02:04.800]  我爸爸需要
[00:02:04.800 --> 00:02:06.800]  我們上星期回家吃飯
[00:02:06.800 --> 00:02:08.800]  就說你去超市看看有沒有
[00:02:08.800 --> 00:02:09.800]  就走過去
[00:02:09.800 --> 00:02:10.800]  拍了一張照片給他看
[00:02:10.800 --> 00:02:11.800]  只有那一塊空了
[00:02:11.800 --> 00:02:12.800]  其他都有貨
[00:02:12.800 --> 00:02:14.800]  只有那一塊空了
[00:02:14.800 --> 00:02:16.800]  當然找不到
[00:02:16.800 --> 00:02:17.800]  在我們樓下
[00:02:17.800 --> 00:02:18.800]  在我們附近也找不到
[00:02:18.800 --> 00:02:20.800]  在他們住的附近也找不到
[00:02:20.800 --> 00:02:22.800]  結果其中一個弟弟
[00:02:22.800 --> 00:02:24.800]  在他不知道在哪裏
[00:02:24.800 --> 00:02:26.800]  找到兩條很有型的
[00:02:26.800 --> 00:02:29.800]  拿著兩條廁紙就上去他家給他
[00:02:29.800 --> 00:02:32.800]  我弟弟拍了一張照片給他看
[00:02:32.800 --> 00:02:34.800]  這個行動很有型
[00:02:34.800 --> 00:02:36.800]  是最好的禮物
[00:02:36.800 --> 00:02:38.800]  在這個廁紙裏面
[00:02:38.800 --> 00:02:41.800]  我想說的是
[00:02:41.800 --> 00:02:43.800]  如果是一個
[00:02:43.800 --> 00:02:45.800]  我們想做事
[00:02:45.800 --> 00:02:48.800]  盡我們的方法去保護
[00:02:48.800 --> 00:02:50.800]  所有的囤積口罩
[00:02:50.800 --> 00:02:52.800]  清潔用品
[00:02:52.800 --> 00:02:54.800]  搶購日常的用品
[00:02:54.800 --> 00:02:56.800]  這種行為
[00:02:56.800 --> 00:02:58.800]  其實都是反映一種
[00:02:58.800 --> 00:03:00.800]  好像神不在
[00:03:00.800 --> 00:03:01.800]  我要保護自己
[00:03:01.800 --> 00:03:02.800]  我要努力做好
[00:03:02.800 --> 00:03:04.800]  我應該要做的事
[00:03:04.800 --> 00:03:08.800]  我想這兩種的情境
[00:03:08.800 --> 00:03:11.800]  都有的
[00:03:11.800 --> 00:03:13.800]  我相信我們
[00:03:13.800 --> 00:03:15.800]  很多人都不會這麼極端
[00:03:15.800 --> 00:03:17.800]  我們可能在中間某一個位
[00:03:17.800 --> 00:03:21.800]  我們既相信神有祂的掌權和保護
[00:03:21.800 --> 00:03:22.800]  但我們仍然相信
[00:03:22.800 --> 00:03:24.800]  人有他應該要做的事
[00:03:24.800 --> 00:03:25.800]  中間有一個位
[00:03:25.800 --> 00:03:26.800]  我們會落密的
[00:03:26.800 --> 00:03:27.800]  在生活裏面
[00:03:27.800 --> 00:03:29.800]  有些人就近這邊多些
[00:03:29.800 --> 00:03:31.800]  有些人就近那邊多些
[00:03:31.800 --> 00:03:33.800]  但其實這個拿捏
[00:03:33.800 --> 00:03:34.800]  是很不容易的
[00:03:34.800 --> 00:03:36.800]  個人有個人的拿捏
[00:03:36.800 --> 00:03:38.800]  家庭有家庭的拿捏
[00:03:38.800 --> 00:03:40.800]  群體有群體的拿捏
[00:03:40.800 --> 00:03:42.800]  教會也有教會的拿捏
[00:03:42.800 --> 00:03:43.800]  我們很難說
[00:03:43.800 --> 00:03:45.800]  這種做法是最應該
[00:03:45.800 --> 00:03:46.800]  這種做法是最不應該
[00:03:46.800 --> 00:03:48.800]  但這個拿捏是我們要理解
[00:03:48.800 --> 00:03:50.800]  我們要去思考
[00:03:50.800 --> 00:03:52.800]  以致我們可以走出來
[00:03:52.800 --> 00:03:54.800]  應該怎麼想呢
[00:03:54.800 --> 00:03:55.800]  怎麼考慮呢
[00:03:55.800 --> 00:03:57.800]  有什麼原則我們要看呢
[00:03:57.800 --> 00:03:59.800]  聖經有什麼說呢
[00:03:59.800 --> 00:04:03.800]  神的掌權和人的本份
[00:04:03.800 --> 00:04:05.800]  或者人的責任
[00:04:05.800 --> 00:04:09.800]  其實不只是疫情帶給我們的思考
[00:04:09.800 --> 00:04:12.800]  其實人生裏面很多東西都是這樣的
[00:04:12.800 --> 00:04:13.800]  其實一個人
[00:04:13.800 --> 00:04:15.800]  我很想成長
[00:04:15.800 --> 00:04:16.800]  生命想成長
[00:04:16.800 --> 00:04:17.800]  做人生命成長
[00:04:17.800 --> 00:04:20.800]  其實涉及神的工作
[00:04:20.800 --> 00:04:21.800]  我們能夠成長
[00:04:21.800 --> 00:04:22.800]  是因為神施恩典
[00:04:22.800 --> 00:04:23.800]  神給我們機會
[00:04:23.800 --> 00:04:26.800]  我們可以有很多不同的遭遇
[00:04:26.800 --> 00:04:28.800]  我們可以有這樣的環境等等
[00:04:28.800 --> 00:04:31.800]  但同樣牽涉到人的努力
[00:04:31.800 --> 00:04:34.800]  有神的一部份
[00:04:34.800 --> 00:04:37.800]  也有人的參與的一部份
[00:04:37.800 --> 00:04:39.800]  不要說個人成長
[00:04:39.800 --> 00:04:42.800]  事工 服事都有的
[00:04:42.800 --> 00:04:44.800]  我們為一個人祈禱
[00:04:44.800 --> 00:04:45.800]  祈禱
[00:04:45.800 --> 00:04:47.800]  我們知道他病了
[00:04:47.800 --> 00:04:49.800]  祈禱希望他康復
[00:04:49.800 --> 00:04:51.800]  當然他康復了
[00:04:51.800 --> 00:04:53.800]  最終是神的工作
[00:04:53.800 --> 00:04:56.800]  但其實神也很想我們參與
[00:04:56.800 --> 00:04:58.800]  神很想用我們的祈禱
[00:04:58.800 --> 00:05:00.800]  人有祂的一部份
[00:05:00.800 --> 00:05:03.800]  但神仍然在背後掌權
[00:05:03.800 --> 00:05:06.800]  我傳福音
[00:05:06.800 --> 00:05:08.800]  我們很想一個人信
[00:05:08.800 --> 00:05:10.800]  我們知道方法很重要
[00:05:10.800 --> 00:05:12.800]  但方法又不是最重要
[00:05:12.800 --> 00:05:15.800]  但又不能沒有方法
[00:05:15.800 --> 00:05:17.800]  一個人信耶穌
[00:05:17.800 --> 00:05:21.800]  最終是神感動他回應他信
[00:05:21.800 --> 00:05:23.800]  如果我們只想這一邊
[00:05:23.800 --> 00:05:25.800]  我們會覺得人不用命不用做
[00:05:25.800 --> 00:05:26.800]  無論我怎樣說
[00:05:26.800 --> 00:05:28.800]  神要他信他就信
[00:05:28.800 --> 00:05:29.800]  神要他不信
[00:05:29.800 --> 00:05:30.800]  無論我怎樣說
[00:05:30.800 --> 00:05:31.800]  他也不會相信
[00:05:31.800 --> 00:05:32.800]  但其實是不是真的這樣呢
[00:05:32.800 --> 00:05:33.800]  又不是
[00:05:33.800 --> 00:05:34.800]  神又告訴我們
[00:05:34.800 --> 00:05:37.800]  我們要操練傳福音的心
[00:05:37.800 --> 00:05:40.800]  操練傳福音的說話方式
[00:05:40.800 --> 00:05:41.800]  表達的形態
[00:05:41.800 --> 00:05:43.800]  所以我們不用生福那麼麻煩
[00:05:43.800 --> 00:05:44.800]  做這麼多操練
[00:05:44.800 --> 00:05:45.800]  背這麼多金句
[00:05:45.800 --> 00:05:47.800]  但同樣我們可能會去另一邊
[00:05:47.800 --> 00:05:49.800]  今次我這樣祈禱
[00:05:49.800 --> 00:05:50.800]  我這樣跟祂說
[00:05:50.800 --> 00:05:51.800]  這樣背誦
[00:05:51.800 --> 00:05:52.800]  祂就信了
[00:05:52.800 --> 00:05:54.800]  下次照辦主管
[00:05:54.800 --> 00:05:55.800]  這句又是這樣
[00:05:55.800 --> 00:05:56.800]  又不是
[00:05:56.800 --> 00:05:59.800]  果效其實在神的手中
[00:05:59.800 --> 00:06:01.800]  但人有祂的本份
[00:06:01.800 --> 00:06:03.800]  我們在這種掙扎裡
[00:06:03.800 --> 00:06:04.800]  神既掌權
[00:06:04.800 --> 00:06:06.800]  人是祂的工作
[00:06:06.800 --> 00:06:07.800]  人是祂的本份
[00:06:07.800 --> 00:06:08.800]  人是祂的責任
[00:06:08.800 --> 00:06:09.800]  和參與
[00:06:09.800 --> 00:06:11.800]  不只是個人
[00:06:11.800 --> 00:06:12.800]  群體教會
[00:06:12.800 --> 00:06:13.800]  甚至整個城市
[00:06:13.800 --> 00:06:14.800]  整個國家
[00:06:14.800 --> 00:06:15.800]  都可以這樣想的
[00:06:15.800 --> 00:06:17.800]  神對一個國家
[00:06:17.800 --> 00:06:18.800]  對一個城市
[00:06:18.800 --> 00:06:19.800]  有祂的想法
[00:06:19.800 --> 00:06:20.800]  心意
[00:06:20.800 --> 00:06:21.800]  或者祂的命定
[00:06:21.800 --> 00:06:22.800]  但其實
[00:06:22.800 --> 00:06:24.800]  神也想人參與
[00:06:24.800 --> 00:06:27.800]  想你和我有份在中間
[00:06:27.800 --> 00:06:28.800]  那我怎樣參與呢
[00:06:28.800 --> 00:06:30.800]  但又不是靠我去參與
[00:06:30.800 --> 00:06:31.800]  在過程裡
[00:06:31.800 --> 00:06:33.800]  我學了很多東西
[00:06:33.800 --> 00:06:34.800]  經驗很多東西
[00:06:34.800 --> 00:06:36.800]  其實神就重視這個經驗
[00:06:36.800 --> 00:06:37.800]  告訴我們
[00:06:37.800 --> 00:06:39.800]  去深入一點和多一點
[00:06:39.800 --> 00:06:41.800]  看見祂的作為
[00:06:41.800 --> 00:06:43.800]  這一切的東西
[00:06:43.800 --> 00:06:44.800]  我相信
[00:06:44.800 --> 00:06:45.800]  聖經裡面
[00:06:45.800 --> 00:06:46.800]  很多地方都有說
[00:06:46.800 --> 00:06:48.800]  今天我選了一段經文
[00:06:48.800 --> 00:06:51.800]  從創造的角度去看
[00:06:51.800 --> 00:06:53.800]  因為神在創造的時候
[00:06:53.800 --> 00:06:55.800]  祂已經將這樣的張力
[00:06:55.800 --> 00:06:56.800]  放在我們面前
[00:06:56.800 --> 00:06:57.800]  讓我們去思考
[00:06:57.800 --> 00:06:59.800]  讓我們去體會和明白
[00:06:59.800 --> 00:07:01.800]  今天我選的經文
[00:07:01.800 --> 00:07:03.800]  是第二章創世紀
[00:07:03.800 --> 00:07:05.800]  第二章第四節
[00:07:05.800 --> 00:07:07.800]  到第二十二節
[00:07:07.800 --> 00:07:09.800]  我選了它
[00:07:09.800 --> 00:07:11.800]  說起創造
[00:07:11.800 --> 00:07:13.800]  我想我們很多人
[00:07:13.800 --> 00:07:14.800]  比較熟悉的
[00:07:14.800 --> 00:07:16.800]  就是創世紀第一章
[00:07:16.800 --> 00:07:17.800]  創造
[00:07:17.800 --> 00:07:18.800]  第一天
[00:07:18.800 --> 00:07:19.800]  神做什麼
[00:07:19.800 --> 00:07:20.800]  第二天
[00:07:20.800 --> 00:07:21.800]  神做什麼
[00:07:21.800 --> 00:07:22.800]  第三天
[00:07:22.800 --> 00:07:23.800]  做什麼
[00:07:23.800 --> 00:07:24.800]  每天
[00:07:24.800 --> 00:07:27.800]  神做的事情
[00:07:27.800 --> 00:07:28.800]  認為是好的
[00:07:28.800 --> 00:07:29.800]  到第六天
[00:07:29.800 --> 00:07:30.800]  就做人
[00:07:30.800 --> 00:07:31.800]  第七天
[00:07:31.800 --> 00:07:32.800]  神就休息了
[00:07:32.800 --> 00:07:33.800]  安息了
[00:07:33.800 --> 00:07:36.800]  這是我們比較常去看的
[00:07:36.800 --> 00:07:39.800]  發覺原來創世紀第二章
[00:07:39.800 --> 00:07:41.800]  由第四節開始
[00:07:41.800 --> 00:07:44.800]  這個創造好像重新再說一次
[00:07:44.800 --> 00:07:45.800]  不過這個說法
[00:07:45.800 --> 00:07:47.800]  是用第二個角度去說創造
[00:07:47.800 --> 00:07:49.800]  第一個角度是從神的眼光
[00:07:49.800 --> 00:07:51.800]  好像從一個很高遠的眼光
[00:07:51.800 --> 00:07:52.800]  去看整個世界
[00:07:52.800 --> 00:07:54.800]  那種的產生出現
[00:07:54.800 --> 00:07:55.800]  神的創造
[00:07:55.800 --> 00:07:56.800]  第二章這一部分
[00:07:56.800 --> 00:07:58.800]  就是從一個人的角度
[00:07:58.800 --> 00:08:01.800]  一個集中講主要講阿當
[00:08:01.800 --> 00:08:03.800]  他的創造周圍
[00:08:03.800 --> 00:08:05.800]  神怎樣為他去造這個世界出來
[00:08:05.800 --> 00:08:06.800]  這個圓出來
[00:08:06.800 --> 00:08:07.800]  我們試試看這一段
