
[00:00:00.000 --> 00:00:02.000]  鼎芝妹平安
[00:00:02.000 --> 00:00:08.000]  今天其實是講耳塞書的最後一講
[00:00:08.000 --> 00:00:11.000]  我不知道你們還記不記得第一講是講甚麼
[00:00:11.000 --> 00:00:14.000]  但我相信不緊要的
[00:00:14.000 --> 00:00:18.000]  今天你能夠記住你都能夠捉到
[00:00:18.000 --> 00:00:23.000]  因為過往應該都是經過頗長的時間
[00:00:23.000 --> 00:00:25.000]  都很長
[00:00:25.000 --> 00:00:28.000]  所以耳塞書其實都分了一個頗長的階段
[00:00:28.000 --> 00:00:33.000]  很多的識經書就分了三部份
[00:00:33.000 --> 00:00:35.000]  第一耳塞牙
[00:00:35.000 --> 00:00:37.000]  第二耳塞牙
[00:00:37.000 --> 00:00:39.000]  和第三耳塞牙
[00:00:39.000 --> 00:00:41.000]  分了三部份
[00:00:41.000 --> 00:00:43.000]  上次文姑娘都有講了少少
[00:00:43.000 --> 00:00:45.000]  分了三部份
[00:00:45.000 --> 00:00:48.000]  第一部份其實是講他被老的初期
[00:00:48.000 --> 00:00:50.000]  去到第二部份
[00:00:50.000 --> 00:00:53.000]  就是講被老後期和回歸的早期
[00:00:53.000 --> 00:00:57.000]  現在就講第三耳塞牙
[00:00:57.000 --> 00:00:59.000]  由56章到66章
[00:00:59.000 --> 00:01:02.000]  上星期文姑娘就講56章
[00:01:02.000 --> 00:01:05.000]  為甚麼會有第三耳塞牙
[00:01:05.000 --> 00:01:07.000]  第三耳塞牙的重點是甚麼呢
[00:01:07.000 --> 00:01:13.000]  上次講聖殿已經建好了
[00:01:13.000 --> 00:01:15.000]  聖殿建好了
[00:01:15.000 --> 00:01:17.000]  去到第三耳塞牙的時候
[00:01:17.000 --> 00:01:19.000]  其實聖殿已經建好了
[00:01:19.000 --> 00:01:22.000]  他們是身處波斯帝國的年代
[00:01:22.000 --> 00:01:24.000]  當聖殿建好了之後
[00:01:24.000 --> 00:01:28.000]  隨之而來就有很多的祭禮
[00:01:28.000 --> 00:01:30.000]  很多的祭禮
[00:01:30.000 --> 00:01:32.000]  也都形成了
[00:01:32.000 --> 00:01:34.000]  在過程中
[00:01:34.000 --> 00:01:38.000]  他們也都同樣面對一些挑戰
[00:01:38.000 --> 00:01:42.000]  雖然聖殿建好了
[00:01:42.000 --> 00:01:43.000]  有祭禮
[00:01:43.000 --> 00:01:46.000]  但其實他們另一個面對一個身份的挑戰
[00:01:46.000 --> 00:01:48.000]  那個身份的挑戰是甚麼呢
[00:01:48.000 --> 00:01:50.000]  就是面對波斯帝國
[00:01:50.000 --> 00:01:51.000]  這個大的帝國
[00:01:51.000 --> 00:01:53.000]  他們以前是一個國家
[00:01:53.000 --> 00:01:55.000]  但今時今日他們沒有了
[00:01:55.000 --> 00:01:57.000]  他們只是屬於波斯帝國
[00:01:57.000 --> 00:01:58.000]  裏面其中一個省
[00:01:58.000 --> 00:02:00.000]  耶路撒冷只是一個省
[00:02:00.000 --> 00:02:02.000]  所以他們在他們的身份
[00:02:02.000 --> 00:02:04.000]  或者各方面裏面
[00:02:04.000 --> 00:02:06.000]  其實有他們的張力
[00:02:06.000 --> 00:02:07.000]  也有他們的挑戰
[00:02:07.000 --> 00:02:09.000]  也有他們摸索不到
[00:02:09.000 --> 00:02:11.000]  其實到底是怎樣呢
[00:02:11.000 --> 00:02:13.000]  譬如說是波斯人
[00:02:13.000 --> 00:02:15.000]  屬於波斯還是不屬於波斯
[00:02:15.000 --> 00:02:17.000]  屬於猶太人
[00:02:17.000 --> 00:02:19.000]  但又沒有了一個國家
[00:02:19.000 --> 00:02:23.000]  所以其實是在他們重尋自己的身份和角色
[00:02:23.000 --> 00:02:25.000]  在各方面裏面
[00:02:25.000 --> 00:02:29.000]  有他們自己一些很難經歷的事
[00:02:29.000 --> 00:02:33.000]  所以去到第三二賽亞的時候
[00:02:33.000 --> 00:02:36.000]  其實是講聖殿的建好了
[00:02:36.000 --> 00:02:38.000]  其實在過程裏面
[00:02:38.000 --> 00:02:39.000]  就圍繞聖殿
[00:02:39.000 --> 00:02:42.000]  也圍繞他們去找回他們的角色
[00:02:42.000 --> 00:02:43.000]  找回他們的身份的時候
[00:02:43.000 --> 00:02:45.000]  很自然就回到信仰裏面
[00:02:45.000 --> 00:02:47.000]  回到信仰裏面
[00:02:47.000 --> 00:02:50.000]  還有回到摩西律法裏面的實踐
[00:02:50.000 --> 00:02:52.000]  我們再看下去
[00:02:52.000 --> 00:02:53.000]  他們就問
[00:02:53.000 --> 00:02:55.000]  我們是屬於耶和華的
[00:02:55.000 --> 00:02:56.000]  我們是屬於耶和華的
[00:02:56.000 --> 00:02:57.000]  我們是屬於耶和華的子民
[00:02:57.000 --> 00:02:59.000]  那麼耶和華的子民有什麼特徵呢
[00:02:59.000 --> 00:03:04.000]  你看回在56至58年裏面
[00:03:04.000 --> 00:03:06.000]  聖殿獻祭
[00:03:06.000 --> 00:03:07.000]  敬拜
[00:03:07.000 --> 00:03:09.000]  另外就是守安息日
[00:03:09.000 --> 00:03:10.000]  上星期文工有講
[00:03:10.000 --> 00:03:12.000]  另外就是禁食
[00:03:12.000 --> 00:03:14.000]  即是神喜悅的禁食
[00:03:14.000 --> 00:03:17.000]  另外就是公平和公義
[00:03:17.000 --> 00:03:18.000]  都是56章
[00:03:18.000 --> 00:03:21.000]  所以其實是在56、57、58
[00:03:21.000 --> 00:03:22.000]  或者在那幾章裏面
[00:03:22.000 --> 00:03:25.000]  都是圍繞他們問
[00:03:25.000 --> 00:03:27.000]  如果我們是屬於耶和華的
[00:03:27.000 --> 00:03:29.000]  如果我們是屬於耶和華的子民
[00:03:29.000 --> 00:03:30.000]  其實我們有什麼特質
[00:03:30.000 --> 00:03:32.000]  我們是否在做這樣的特質
[00:03:32.000 --> 00:03:35.000]  而另外他們也在期盼
[00:03:35.000 --> 00:03:36.000]  期盼什麼呢
[00:03:36.000 --> 00:03:38.000]  就是綜合的新天新地
[00:03:38.000 --> 00:03:42.000]  在這裏其實有一個背景
[00:03:42.000 --> 00:03:45.000]  我們發覺他回去
[00:03:45.000 --> 00:03:46.000]  然後他興建聖殿
[00:03:46.000 --> 00:03:50.000]  好像很好
[00:03:50.000 --> 00:03:52.000]  但其實去到內裏
[00:03:52.000 --> 00:03:55.000]  整個當時在耶路撒冷是荒涼的
[00:03:55.000 --> 00:03:56.000]  荒涼的意思是
[00:03:56.000 --> 00:03:59.000]  其實回去的人是不多的
[00:03:59.000 --> 00:04:00.000]  回去的人不多
[00:04:00.000 --> 00:04:02.000]  同時你也想想
[00:04:02.000 --> 00:04:05.000]  他們當日秘魯了去
[00:04:05.000 --> 00:04:07.000]  無論是巴比倫還是波斯
[00:04:07.000 --> 00:04:09.000]  其實他們已經是怎樣
[00:04:09.000 --> 00:04:12.000]  已經是settle下來
[00:04:12.000 --> 00:04:16.000]  可能我們容易理解是買屋
[00:04:16.000 --> 00:04:18.000]  或者買地買屋
[00:04:18.000 --> 00:04:20.000]  或者生兒育女
[00:04:20.000 --> 00:04:25.000]  其實已經是在那裏生根
[00:04:25.000 --> 00:04:28.000]  但他們有些人要再回去
[00:04:28.000 --> 00:04:30.000]  其實你說多不多人回去呢
[00:04:30.000 --> 00:04:31.000]  是不多人回去的
[00:04:31.000 --> 00:04:34.000]  回去的時候其實是百廢待興
[00:04:34.000 --> 00:04:37.000]  回去的時候也有荒涼在裏面
[00:04:37.000 --> 00:04:40.000]  同時你即管想想
[00:04:40.000 --> 00:04:41.000]  很簡單
[00:04:41.000 --> 00:04:44.000]  如果你的房子裝修完的時候
[00:04:44.000 --> 00:04:45.000]  裝修完那一刻
[00:04:45.000 --> 00:04:47.000]  即未計你清潔那一刻
[00:04:47.000 --> 00:04:49.000]  你會覺得真的很亂
[00:04:49.000 --> 00:04:51.000]  你見到也會頭痛
[00:04:51.000 --> 00:04:54.000]  你想想他回去耶路撒冷的時候
[00:04:54.000 --> 00:04:56.000]  很多東西他們要重建
[00:04:56.000 --> 00:04:59.000]  其實在經濟上有他們的困難
[00:04:59.000 --> 00:05:01.000]  在政治上他們有他們的困惑
[00:05:01.000 --> 00:05:03.000]  也有被壓迫
[00:05:03.000 --> 00:05:04.000]  另外一件事
[00:05:04.000 --> 00:05:05.000]  就是在道德上
[00:05:05.000 --> 00:05:09.000]  其實你看56、57、58章
[00:05:09.000 --> 00:05:13.000]  在道德裏面有很多混亂
[00:05:13.000 --> 00:05:14.000]  有很多欺壓
[00:05:14.000 --> 00:05:16.000]  有很多謊話
[00:05:16.000 --> 00:05:19.000]  在58章讀一兩節經文
[00:05:19.000 --> 00:05:21.000]  你就會知道
[00:05:21.000 --> 00:05:23.000]  在聖經裏面說
[00:05:23.000 --> 00:05:26.000]  看你們禁食的日子迎頭利益
[00:05:26.000 --> 00:05:29.000]  勒逼人為你們做苦工
[00:05:29.000 --> 00:05:31.000]  你們禁食卻互相憎恨
[00:05:31.000 --> 00:05:33.000]  以凶惡的拳頭打人
[00:05:33.000 --> 00:05:35.000]  聽到沒有
[00:05:35.000 --> 00:05:39.000]  你想想當日那種屬靈的狀況
[00:05:39.000 --> 00:05:40.000]  是不理想的
[00:05:40.000 --> 00:05:42.000]  所以就出現了
[00:05:42.000 --> 00:05:44.000]  為何會有65章
[00:05:44.000 --> 00:05:47.000]  就是在期盼新天新地的來臨
[00:05:47.000 --> 00:05:48.000]  亦都是在裏面
[00:05:48.000 --> 00:05:51.000]  以塞一直在說的時候
[00:05:51.000 --> 00:05:52.000]  或者以塞書在說的時候
[00:05:52.000 --> 00:05:54.000]  其實是一個在屬靈裏面的體見
[00:05:54.000 --> 00:05:56.000]  在祈禱裏面說出
[00:05:56.000 --> 00:05:58.000]  新天新地到底是怎樣
[00:05:58.000 --> 00:06:01.000]  我相信這個期盼
[00:06:01.000 --> 00:06:03.000]  可能都是今天我們
[00:06:03.000 --> 00:06:06.000]  你和我在面對今天的生活
[00:06:06.000 --> 00:06:07.000]  今天的政治
[00:06:07.000 --> 00:06:09.000]  或者今天所有不同的環境裏面
[00:06:09.000 --> 00:06:12.000]  上帝給我們一個新的出路
[00:06:12.000 --> 00:06:13.000]  和新的眼光
[00:06:13.000 --> 00:06:15.000]  我們一起禱告
[00:06:15.000 --> 00:06:19.000]  主當我們來到你面前
[00:06:19.000 --> 00:06:22.000]  去看新天新地的時候
[00:06:22.000 --> 00:06:25.000]  主求你幫助我們
[00:06:25.000 --> 00:06:28.000]  將我們固有的眼光放下
[00:06:28.000 --> 00:06:30.000]  或者將我們裏面的思維都放下
[00:06:30.000 --> 00:06:33.000]  讓我們單單在你裏面去看
[00:06:33.000 --> 00:06:34.000]  看到你的盼望
[00:06:34.000 --> 00:06:36.000]  看到你所跟我們說的話
[00:06:36.000 --> 00:06:38.000]  求真理的聖靈
[00:06:38.000 --> 00:06:40.000]  你親自開啟我們的心
[00:06:40.000 --> 00:06:41.000]  打開我們的眼
[00:06:41.000 --> 00:06:43.000]  以致我們能夠聽到
[00:06:43.000 --> 00:06:44.000]  能夠感受到
[00:06:44.000 --> 00:06:45.000]  能夠我們的心
[00:06:45.000 --> 00:06:48.000]  真的被你親自去觸摸
[00:06:48.000 --> 00:06:50.000]  以致主這個新天新地
[00:06:50.000 --> 00:06:54.000]  對我們今天來說是有意義的
[00:06:54.000 --> 00:06:57.000]  而不是一個好像遙不可及
[00:06:57.000 --> 00:06:59.000]  主你親自幫助我們
[00:06:59.000 --> 00:07:02.000]  聖靈你在當中與我們每一個同在
[00:07:02.000 --> 00:07:03.000]  我們感謝你
[00:07:03.000 --> 00:07:04.000]  我們感到高奮
[00:07:04.000 --> 00:07:05.000]  耶穌基督明求
[00:07:05.000 --> 00:07:06.000]  阿門
[00:07:06.000 --> 00:07:09.000]  我們下去看經文
[00:07:09.000 --> 00:07:11.000]  剛才有讀到
[00:07:11.000 --> 00:07:14.000]  你們要當因我所做的
[00:07:14.000 --> 00:07:15.000]  永遠歡喜快樂
[00:07:15.000 --> 00:07:17.000]  我不知道你們看十八十九節的時候
[00:07:17.000 --> 00:07:18.000]  有沒有留意到
[00:07:18.000 --> 00:07:20.000]  有些事常常重覆
[00:07:20.000 --> 00:07:22.000]  有沒有
[00:07:22.000 --> 00:07:23.000]  有是不是
[00:07:23.000 --> 00:07:25.000]  不要這樣說
[00:07:26.000 --> 00:07:29.000]  我用顏色給你們看
[00:07:29.000 --> 00:07:30.000]  重覆的
[00:07:30.000 --> 00:07:31.000]  歡喜快樂
[00:07:31.000 --> 00:07:33.000]  所喜所樂
[00:07:33.000 --> 00:07:35.000]  歡喜快樂
[00:07:35.000 --> 00:07:38.000]  必不再聽見哭泣的聲音
[00:07:38.000 --> 00:07:40.000]  和哀號的聲音
[00:07:40.000 --> 00:07:41.000]  你會見到
[00:07:41.000 --> 00:07:42.000]  他常常重覆
[00:07:42.000 --> 00:07:44.000]  重覆說那份喜樂
[00:07:44.000 --> 00:07:46.000]  在新天新地裡
[00:07:46.000 --> 00:07:47.000]  其中一樣
[00:07:47.000 --> 00:07:48.000]  第一樣的福氣
[00:07:48.000 --> 00:07:49.000]  他說的就是那份喜樂
[00:07:49.000 --> 00:07:51.000]  那個喜樂
[00:07:51.000 --> 00:07:53.000]  就是可喜可樂之成
[00:07:53.000 --> 00:07:55.000]  不是你喝的那種
[00:07:55.000 --> 00:07:57.000]  不過希望你下次喝的時候
[00:07:57.000 --> 00:07:58.000]  記起這件事
[00:07:58.000 --> 00:07:59.000]  在上帝裡面
[00:07:59.000 --> 00:08:01.000]  上帝給我們那種喜樂
[00:08:01.000 --> 00:08:02.000]  為什麼會是喜樂
[00:08:02.000 --> 00:08:03.000]  我相信
[00:08:03.000 --> 00:08:05.000]  其實也是對應當日
[00:08:05.000 --> 00:08:07.000]  他們面對著社會
[00:08:07.000 --> 00:08:08.000]  面對著宗教
[00:08:08.000 --> 00:08:10.000]  面對著那種壓迫
[00:08:10.000 --> 00:08:12.000]  或者面對著很多很多不同的事的時候
[00:08:12.000 --> 00:08:14.000]  他們心裡面有他們的愁苦
[00:08:14.000 --> 00:08:16.000]  或者不知道出路是怎樣
[00:08:16.000 --> 00:08:17.000]  但是今天
[00:08:17.000 --> 00:08:19.000]  純在新天新地裡
[00:08:19.000 --> 00:08:21.000]  透過先知告訴他們
[00:08:21.000 --> 00:08:23.000]  那個新天新地帶給他們的
[00:08:23.000 --> 00:08:24.000]  是一份喜樂
[00:08:24.000 --> 00:08:26.000]  這個喜樂
