
[00:00:00.000 --> 00:00:01.800]  我們一起低頭禱告吧
[00:00:01.800 --> 00:00:05.120]  親愛的天父上帝,我們感謝祢
[00:00:05.120 --> 00:00:08.560]  很感謝祢,因為祢是那位愛我們的主
[00:00:08.560 --> 00:00:10.640]  我們的神,我們感謝祢
[00:00:10.640 --> 00:00:12.600]  求天父幫助我們
[00:00:12.600 --> 00:00:15.100]  在今天晚上我們一起聚集
[00:00:15.100 --> 00:00:18.000]  願祢幫助我們,讓我們有鬥獸的精神
[00:00:18.000 --> 00:00:19.600]  可能經過一天的疲累
[00:00:19.600 --> 00:00:21.400]  求祢加強我們的精神力量
[00:00:21.400 --> 00:00:24.600]  以致我們能夠專心聆聽祢的話語
[00:00:24.600 --> 00:00:26.800]  在當中願聖靈的幫助
[00:00:26.800 --> 00:00:30.200]  讓我們能夠檢視我們自己生命的狀態
[00:00:30.200 --> 00:00:32.400]  以致我們能夠怎樣更加好好的
[00:00:32.400 --> 00:00:34.400]  去繼續跟從主理
[00:00:34.400 --> 00:00:36.400]  因為祢是值得信靠
[00:00:36.400 --> 00:00:38.400]  祢是那位信實的神
[00:00:38.400 --> 00:00:41.000]  我們感謝祢,聽我們同心合意禱告
[00:00:41.000 --> 00:00:42.600]  祈求謝恩
[00:00:42.600 --> 00:00:45.600]  是奉靠基督耶穌的名字禱告
[00:00:45.600 --> 00:00:47.600]  阿們
[00:00:47.600 --> 00:00:50.600]  在兩星期前的星期六
[00:00:50.600 --> 00:00:54.800]  很開心可以參加我們教會
[00:00:54.800 --> 00:01:00.800]  阿謙梁智晴傳道的婚禮
[00:01:00.800 --> 00:01:02.800]  婚禮結束後
[00:01:02.800 --> 00:01:05.800]  我和同事趕回晚堂
[00:01:05.800 --> 00:01:08.800]  途中我同事問我
[00:01:08.800 --> 00:01:12.800]  Irene,為何你剛才那麼感觸
[00:01:12.800 --> 00:01:15.800]  因為她幾次看到我擦眼淚
[00:01:15.800 --> 00:01:19.800]  尤其是我看到一對新人
[00:01:19.800 --> 00:01:23.800]  在神,在人面前納婚紋的時候
[00:01:23.800 --> 00:01:26.800]  令我聯想起二十多年前的自己
[00:01:26.800 --> 00:01:30.800]  我覺得自己很不對
[00:01:30.800 --> 00:01:34.800]  很多時候有很多不對的想法
[00:01:34.800 --> 00:01:39.800]  尤其是每當我面對我和我先生有衝突的時候
[00:01:39.800 --> 00:01:45.800]  我很多時候的情緒會感到很不開心
[00:01:45.800 --> 00:01:47.800]  很不合理
[00:01:47.800 --> 00:01:50.800]  甚至很氣憤
[00:01:50.800 --> 00:01:55.800]  很多這樣的感受在心裡
[00:01:55.800 --> 00:01:57.800]  當這些感受出現的時候
[00:01:57.800 --> 00:01:59.800]  我的腦袋就會想一些事情
[00:01:59.800 --> 00:02:01.800]  我就會想
[00:02:01.800 --> 00:02:05.800]  如果我沒有結婚就好了
[00:02:05.800 --> 00:02:07.800]  自己一個人自由自在
[00:02:07.800 --> 00:02:10.800]  感覺很舒服開心
[00:02:10.800 --> 00:02:12.800]  但又很矛盾
[00:02:12.800 --> 00:02:16.800]  因為我對寶貝的子女很不捨得
[00:02:16.800 --> 00:02:21.800]  這令我想起一位很出名的作者
[00:02:21.800 --> 00:02:23.800]  他叫做錢鍾書
[00:02:23.800 --> 00:02:25.800]  不知道大家有沒有聽過他的名字
[00:02:25.800 --> 00:02:28.800]  他寫了一篇長篇小說
[00:02:28.800 --> 00:02:30.800]  叫做《圍城》
[00:02:30.800 --> 00:02:35.800]  他用很幽默很厲害的眼界去看人生
[00:02:35.800 --> 00:02:38.800]  看婚姻,看人性
[00:02:38.800 --> 00:02:41.800]  其中一句很經典的金句
[00:02:41.800 --> 00:02:43.800]  可能你也聽過
[00:02:43.800 --> 00:02:46.800]  他用什麼來比喻婚姻呢?
[00:02:46.800 --> 00:02:48.800]  就是一個圍城
[00:02:48.800 --> 00:02:52.800]  城外的人代表著未結婚的人
[00:02:52.800 --> 00:02:54.800]  就想怎樣?
[00:02:54.800 --> 00:02:56.800]  進入這個城
[00:02:56.800 --> 00:02:59.800]  但城內的人很想出去
[00:02:59.800 --> 00:03:01.800]  就好像自己一樣
[00:03:01.800 --> 00:03:04.800]  不過我很感謝神
[00:03:04.800 --> 00:03:08.800]  一直保守我自己和我的家庭
[00:03:08.800 --> 00:03:10.800]  好像剛才的詩歌一樣
[00:03:10.800 --> 00:03:12.800]  不斷提醒我
[00:03:12.800 --> 00:03:16.800]  如何在神面前立了這個約
[00:03:16.800 --> 00:03:20.800]  如何以神的話語去敬愛我丈夫
[00:03:20.800 --> 00:03:22.800]  如何幫助他
[00:03:22.800 --> 00:03:24.800]  在過程中
[00:03:24.800 --> 00:03:27.800]  神一次又一次去安慰我的心
[00:03:27.800 --> 00:03:29.800]  去紓解我的不開心
[00:03:29.800 --> 00:03:33.800]  教我繼續去信靠這位信實的神
[00:03:33.800 --> 00:03:35.800]  相信祂能夠幫助我
[00:03:35.800 --> 00:03:40.800]  渡過家中很多不同的困境、危機
[00:03:40.800 --> 00:03:42.800]  今天和大家分享的題目是
[00:03:42.800 --> 00:03:45.800]  信靠誰呢?
[00:03:45.800 --> 00:03:47.800]  一位信實的神
[00:03:47.800 --> 00:03:49.800]  與我們一起去學習
[00:03:49.800 --> 00:03:51.800]  在我們生活當中
[00:03:51.800 --> 00:03:53.800]  如何去信靠上帝說過的話
[00:03:53.800 --> 00:03:55.800]  必定是實現
[00:03:55.800 --> 00:03:56.800]  祂答應了的事
[00:03:56.800 --> 00:03:58.800]  必定做到
[00:03:58.800 --> 00:04:03.800]  就成為我們心中生活的指引和力量
[00:04:03.800 --> 00:04:06.800]  我們今天一起來看看
[00:04:06.800 --> 00:04:12.800]  阿伯拉罕與撒拉這個家庭的遭遇
[00:04:12.800 --> 00:04:14.800]  如果大家還記得
[00:04:14.800 --> 00:04:16.800]  他們的歷程
[00:04:16.800 --> 00:04:18.800]  都經歷了一個很長的時間
[00:04:18.800 --> 00:04:20.800]  最初在《創世紀》的十二章
[00:04:20.800 --> 00:04:22.800]  講到有一次
[00:04:22.800 --> 00:04:25.800]  神吩咐阿伯拉罕要離開自己的家鄉
[00:04:25.800 --> 00:04:27.800]  去到不知哪個地方
[00:04:27.800 --> 00:04:29.800]  不過他很信神
[00:04:29.800 --> 00:04:31.800]  你說去就去吧
[00:04:31.800 --> 00:04:36.800]  最後來到一個滿有祝福美地的地方
[00:04:36.800 --> 00:04:38.800]  迦南地
[00:04:38.800 --> 00:04:40.800]  其中上帝有很多說話
[00:04:40.800 --> 00:04:42.800]  都與阿伯拉罕說
[00:04:42.800 --> 00:04:44.800]  不知道大家讀了這麼久的晚課
[00:04:44.800 --> 00:04:46.800]  一直在讀《創世紀》的時候
[00:04:46.800 --> 00:04:50.800]  記得有多少上帝對阿伯拉罕的應許嗎?
[00:04:50.800 --> 00:04:52.800]  有多少啊?
[00:04:52.800 --> 00:04:54.800]  其中有說過
[00:04:54.800 --> 00:04:57.800]  神說我要使阿伯拉罕成為大國
[00:04:57.800 --> 00:05:00.800]  你們可以得著神的祝福
[00:05:00.800 --> 00:05:02.800]  阿伯拉罕的名字
[00:05:02.800 --> 00:05:04.800]  要稱為「大」
[00:05:04.800 --> 00:05:06.800]  不僅如此
[00:05:06.800 --> 00:05:08.800]  神要透過阿伯拉罕
[00:05:08.800 --> 00:05:11.800]  使人們都得著阿伯拉罕的福
[00:05:11.800 --> 00:05:13.800]  而最重要
[00:05:13.800 --> 00:05:15.800]  對阿伯拉罕和撒拉來說
[00:05:15.800 --> 00:05:18.800]  最重要的一個很寶貴的應許是什麼呢?
[00:05:18.800 --> 00:05:21.800]  就是賜給他有子子孫孫
[00:05:21.800 --> 00:05:24.800]  必要賜你後裔
[00:05:24.800 --> 00:05:26.800]  即是給他有後代
[00:05:26.800 --> 00:05:29.800]  其實從十二章到今天看二十章
[00:05:29.800 --> 00:05:31.800]  中間阿伯拉罕經歷了很多
[00:05:31.800 --> 00:05:33.800]  信心的起起跌跌
[00:05:33.800 --> 00:05:35.800]  又經歷過遇到很多不同的王
[00:05:35.800 --> 00:05:37.800]  要去征戰
[00:05:37.800 --> 00:05:39.800]  遇到危難的時候要求神幫助
[00:05:39.800 --> 00:05:41.800]  很多很多的經歷
[00:05:41.800 --> 00:05:43.800]  今天來到二十章
[00:05:43.800 --> 00:05:45.800]  一到二節
[00:05:45.800 --> 00:05:47.800]  我們又看到一個情景
[00:05:47.800 --> 00:05:49.800]  阿伯拉罕來到一個地方
[00:05:49.800 --> 00:05:51.800]  叫做基拉爾
[00:05:51.800 --> 00:05:53.800]  他也預計
[00:05:53.800 --> 00:05:55.800]  同樣的考驗
[00:05:55.800 --> 00:05:57.800]  就是知道來到這個地方
[00:05:57.800 --> 00:05:59.800]  那裡的王
[00:05:59.800 --> 00:06:01.800]  見到他太太
[00:06:01.800 --> 00:06:03.800]  因為她的身份緣故
[00:06:03.800 --> 00:06:05.800]  又或者真的這麼漂亮的緣故
[00:06:05.800 --> 00:06:07.800]  也要拿他太太
[00:06:07.800 --> 00:06:09.800]  為他自己的妻妾
[00:06:09.800 --> 00:06:11.800]  不知道大家有沒有留意
[00:06:11.800 --> 00:06:13.800]  這個情景
[00:06:13.800 --> 00:06:15.800]  曾經發生過
[00:06:15.800 --> 00:06:17.800]  就正正在創世紀十二章
[00:06:17.800 --> 00:06:19.800]  他答應了神
[00:06:19.800 --> 00:06:21.800]  好吧 我就去吧
[00:06:21.800 --> 00:06:23.800]  之後不久
[00:06:23.800 --> 00:06:25.800]  因為糧食短缺的緣故
[00:06:25.800 --> 00:06:27.800]  他就選擇去了埃及
[00:06:27.800 --> 00:06:29.800]  也遇到類似的情況
[00:06:29.800 --> 00:06:31.800]  那次
[00:06:31.800 --> 00:06:33.800]  阿伯拉罕對他太太這樣說
[00:06:33.800 --> 00:06:35.800]  他說
[00:06:35.800 --> 00:06:37.800]  我知道你是美貌的女人
[00:06:37.800 --> 00:06:39.800]  即是美女一個
[00:06:39.800 --> 00:06:41.800]  埃及人見到你
[00:06:41.800 --> 00:06:43.800]  就說這是他的妻子
[00:06:43.800 --> 00:06:45.800]  就一定會殺我
[00:06:45.800 --> 00:06:47.800]  希望能夠你去告訴他們
[00:06:47.800 --> 00:06:49.800]  你是我的妹妹
[00:06:49.800 --> 00:06:51.800]  使我可以因你得到平安
[00:06:51.800 --> 00:06:53.800]  性命可以得到保存
[00:06:53.800 --> 00:06:55.800]  阿伯拉罕以前用這個方法
[00:06:55.800 --> 00:06:57.800]  以為是可以的
[00:06:57.800 --> 00:06:59.800]  過了關
[00:06:59.800 --> 00:07:01.800]  命可以保住
[00:07:01.800 --> 00:07:03.800]  但大家不要忘記
[00:07:03.800 --> 00:07:05.800]  神是攔了這件事發生
[00:07:05.800 --> 00:07:07.800]  否則也不會
[00:07:07.800 --> 00:07:09.800]  兩夫妻來到二十章
[00:07:09.800 --> 00:07:11.800]  就是神即時去
[00:07:11.800 --> 00:07:13.800]  懲罰
[00:07:13.800 --> 00:07:15.800]  埃及王和當中的家人
[00:07:15.800 --> 00:07:17.800]  以致法老王
[00:07:17.800 --> 00:07:19.800]  願意歸還撒拉比
[00:07:19.800 --> 00:07:21.800]  阿伯拉罕
[00:07:21.800 --> 00:07:23.800]  但到了今天
[00:07:23.800 --> 00:07:27.800]  撒拉又被人帶走了
[00:07:27.800 --> 00:07:29.800]  我們會想
[00:07:29.800 --> 00:07:31.800]  神的應許怎樣去成就呢?
[00:07:31.800 --> 00:07:33.800]  怎樣真是透過
[00:07:33.800 --> 00:07:35.800]  撒拉親自
[00:07:35.800 --> 00:07:37.800]  去生一個兒子出來呢?
[00:07:37.800 --> 00:07:39.800]  可能你會問
[00:07:39.800 --> 00:07:41.800]  為何阿伯拉罕會用這個方法
[00:07:41.800 --> 00:07:43.800]  神以前不是阻止過的嗎?
[00:07:43.800 --> 00:07:45.800]  為何他會用這個方法
[00:07:45.800 --> 00:07:47.800]  去解決今天所面對的問題
[00:07:47.800 --> 00:07:49.800]  如果我們回想
[00:07:49.800 --> 00:07:51.800]  在十八章
