
[00:00:00.000 --> 00:00:03.000]  謊言不謊 第三講
[00:00:03.000 --> 00:00:05.000]  求全之道
[00:00:05.000 --> 00:00:08.000]  簡簡單單 真正好
[00:00:08.000 --> 00:00:13.000]  亞洲金融風暴將整個亞洲的美夢打破
[00:00:13.000 --> 00:00:18.000]  又將數以億計的亞洲人捲入經濟的低谷
[00:00:18.000 --> 00:00:21.000]  忍受著財產的損失
[00:00:21.000 --> 00:00:23.000]  幣值的貶值
[00:00:23.000 --> 00:00:25.000]  甚至失業的威脅
[00:00:25.000 --> 00:00:28.000]  馬來西亞總理馬克蒂爾
[00:00:28.000 --> 00:00:31.000]  將罪咎歸於國際炒家
[00:00:31.000 --> 00:00:33.000]  好似索羅斯
[00:00:33.000 --> 00:00:39.000]  他又痛罵好似對沖基金一類的牽生工具
[00:00:39.000 --> 00:00:43.000]  認為只要國際間能夠限制他們的活動
[00:00:43.000 --> 00:00:47.000]  那麼亞洲人辛苦積聚得來的財富
[00:00:47.000 --> 00:00:49.000]  才有保障可言
[00:00:49.000 --> 00:00:53.000]  如果不是 就會被他們予取予攜
[00:00:53.000 --> 00:00:57.000]  他的指責 或者不是全無道理
[00:00:57.000 --> 00:00:59.000]  但是他提出的方案
[00:00:59.000 --> 00:01:01.000]  是否真的這麼簡單快捷
[00:01:01.000 --> 00:01:04.000]  就可以處理到這個問題呢
[00:01:04.000 --> 00:01:06.000]  就會引起很多爭議
[00:01:06.000 --> 00:01:10.000]  特別是他實施的外匯管制
[00:01:10.000 --> 00:01:15.000]  很可能是未見其利 先見其害
[00:01:15.000 --> 00:01:18.000]  無論如何 一般市民都希望
[00:01:18.000 --> 00:01:20.000]  這場風暴快點過去
[00:01:20.000 --> 00:01:24.000]  能夠捉到那個始作俑者
[00:01:24.000 --> 00:01:26.000]  將他繩之於法
[00:01:26.000 --> 00:01:29.000]  讓人家能夠再恢復原狀
[00:01:29.000 --> 00:01:31.000]  就可以再安居樂業了
[00:01:31.000 --> 00:01:34.000]  這樣就會太過美滿了
[00:01:34.000 --> 00:01:40.000]  很可惜 現實不是隨著我們的意願而轉移的
[00:01:40.000 --> 00:01:44.000]  因為好似索羅斯這一類的國際炒家
[00:01:44.000 --> 00:01:47.000]  他自己都虧損甚巨
[00:01:47.000 --> 00:01:49.000]  他們管理的基金
[00:01:49.000 --> 00:01:52.000]  好似量子基金和老虎基金
[00:01:52.000 --> 00:01:54.000]  更加是連場敗筆
[00:01:54.000 --> 00:01:58.000]  損失是數以十億美元計的
[00:01:58.000 --> 00:02:01.000]  現在當然不是沉冤得雪
[00:02:01.000 --> 00:02:04.000]  叫人家拍手稱慶的時候
[00:02:04.000 --> 00:02:10.000]  假如他們擁有最傳統最好的投資專才
[00:02:10.000 --> 00:02:15.000]  是最快又最全備的金融和政治資訊
[00:02:15.000 --> 00:02:17.000]  他們都損失這麼巨大
[00:02:17.000 --> 00:02:22.000]  這樣誰才是真正的市場大鱷呢
[00:02:22.000 --> 00:02:27.000]  這些錢到底是被誰贏了呢
[00:02:27.000 --> 00:02:32.000]  我們是不是真的有可以恢復舊秩序的那一天呢
[00:02:32.000 --> 00:02:38.000]  有人說 你可以在什麼地方買到貧窮呢
[00:02:38.000 --> 00:02:42.000]  在一個相信萬物都有一個定價
[00:02:42.000 --> 00:02:48.000]  萬事都可以用一個市場價值來作議價的時代
[00:02:48.000 --> 00:02:51.000]  我們可以在什麼地方買到貧窮呢
[00:02:51.000 --> 00:02:56.000]  最簡單一個邏輯就是金錢是買不到貧窮的
[00:02:56.000 --> 00:02:58.000]  是不是真的呢
[00:02:58.000 --> 00:03:01.000]  金錢是不是真的買不到貧窮呢
[00:03:01.000 --> 00:03:05.000]  假如金錢加上一點點的貪念
[00:03:05.000 --> 00:03:09.000]  你試想一想在金融風暴之前
[00:03:09.000 --> 00:03:12.000]  你的財產是有多少的呢
[00:03:12.000 --> 00:03:15.000]  那今天又有多少呢
[00:03:15.000 --> 00:03:20.000]  損失呢 損失去了哪裡呢
[00:03:20.000 --> 00:03:24.000]  國際炒家不可能在你的銀行
[00:03:24.000 --> 00:03:28.000]  透過自動提款機來提走你的銀紙的
[00:03:28.000 --> 00:03:35.000]  那你在什麼地方你的錢是流走了呢
[00:03:35.000 --> 00:03:40.000]  沒錯 就是在股票市場或者是物業市場
[00:03:40.000 --> 00:03:43.000]  物業市場是失去的
[00:03:43.000 --> 00:03:46.000]  總會有一天它會回來的
[00:03:46.000 --> 00:03:49.000]  因為經濟市場有一個百事百靈的運作律
[00:03:49.000 --> 00:03:54.000]  就是說凡升上去的都一定會跌下來
[00:03:54.000 --> 00:03:56.000]  反過來說也是對的
[00:03:56.000 --> 00:04:00.000]  凡跌下去的也一定會升上來
[00:04:00.000 --> 00:04:04.000]  但是股票市場好像不是這樣的
[00:04:04.000 --> 00:04:07.000]  因為如果凡跌下去的一定會升上來
[00:04:07.000 --> 00:04:13.000]  就等於說凡失去的一定會回頭的
[00:04:13.000 --> 00:04:17.000]  這個其實不是我們現在股票市場的真相
[00:04:17.000 --> 00:04:20.000]  很多的金錢失去就是失去的了
[00:04:20.000 --> 00:04:23.000]  它永遠不會再回頭的
[00:04:23.000 --> 00:04:26.000]  這樣我們才叫做損失
[00:04:26.000 --> 00:04:30.000]  原來貧窮只會在一個地方買得到的
[00:04:30.000 --> 00:04:32.000]  那個就是股票市場
[00:04:32.000 --> 00:04:36.000]  而買賣的媒介就是真金白銀
[00:04:36.000 --> 00:04:41.000]  加上我們那些貪勝不知輸的貪念了
[00:04:41.000 --> 00:04:43.000]  前面我們解釋過為什麼
[00:04:43.000 --> 00:04:49.000]  未來的世代只會有更高的震盪
[00:04:49.000 --> 00:04:52.000]  而這種震盪是更常見的
[00:04:52.000 --> 00:04:55.000]  而不是更有秩序
[00:04:55.000 --> 00:04:59.000]  如果我們現在不去檢討自己過去的貪勝不知輸
[00:04:59.000 --> 00:05:01.000]  這種投機心態
[00:05:01.000 --> 00:05:06.000]  重新再學習這種新秩序、新生活
[00:05:06.000 --> 00:05:09.000]  我們就很難活在下一代了
[00:05:09.000 --> 00:05:14.000]  下面我們要做的就是我們會仔細去解釋一篇詩
[00:05:14.000 --> 00:05:16.000]  就是78篇
[00:05:16.000 --> 00:05:19.000]  由第4節到第22節
[00:05:19.000 --> 00:05:21.000]  然後再提醒我們
[00:05:21.000 --> 00:05:26.000]  逆境是不是只有倒霉的事等在前頭呢?
[00:05:26.000 --> 00:05:28.000]  是基於這種的解釋
[00:05:28.000 --> 00:05:30.000]  它提醒我們
[00:05:30.000 --> 00:05:36.000]  我們的養生資料到底是從哪裡而來的
[00:05:36.000 --> 00:05:41.000]  然後我們要想一想我們的身份的改變
[00:05:41.000 --> 00:05:43.000]  這個就是第2大段
[00:05:43.000 --> 00:05:45.000]  還有我們不變的情勢
[00:05:45.000 --> 00:05:47.000]  第3大段
[00:05:47.000 --> 00:05:54.000]  好叫我們能夠重新建立一點點的自信和尊嚴
[00:05:54.000 --> 00:05:56.000]  最後一部分
[00:05:56.000 --> 00:06:00.000]  我們會提出反撲歸真的生活
[00:06:00.000 --> 00:06:03.000]  是下一代合理的生活
[00:06:03.000 --> 00:06:08.000]  除了這種生活能夠擺脫物慾的那種羈絆之外
[00:06:08.000 --> 00:06:15.000]  它是較少受到經濟情況的擺佈和控制
[00:06:15.000 --> 00:06:19.000]  我們也會指出這些是較合人性的
[00:06:19.000 --> 00:06:24.000]  和較有把握會帶來一個快樂的生活方式
[00:06:24.000 --> 00:06:30.000]  這些豈不正是我們為何會努力賺錢的目標呢?
[00:06:30.000 --> 00:06:35.000]  首先讓我們看看一個重新得力之徒
[00:06:35.000 --> 00:06:40.000]  這個就是詩篇78篇4到22節
[00:06:40.000 --> 00:06:44.000]  我讀這段經文給你聽
[00:06:44.000 --> 00:06:50.000]  然後我們再看看它的背景和解釋是怎樣
[00:06:50.000 --> 00:06:55.000]  詩篇78篇4到22節
[00:06:55.000 --> 00:06:58.000]  請聽我讀出來
[00:06:58.000 --> 00:07:03.000]  我們不將這些事向他們的子孫隱瞞
[00:07:03.000 --> 00:07:06.000]  要將耀華的美德和他的能力
[00:07:06.000 --> 00:07:10.000]  並他奇妙的作為述說給後代聽
[00:07:10.000 --> 00:07:13.000]  因為他在雅各宗立法道
[00:07:13.000 --> 00:07:16.000]  在以色列宗設律法
[00:07:16.000 --> 00:07:20.000]  是他吩咐我們的祖宗要傳給子孫的
[00:07:20.000 --> 00:07:25.000]  使將要生的後代子孫可以曉得
[00:07:25.000 --> 00:07:29.000]  他們也要起來告訴他們的子孫
[00:07:29.000 --> 00:07:31.000]  好叫他們仰望神
[00:07:31.000 --> 00:07:34.000]  不忘記神的作為
[00:07:34.000 --> 00:07:36.000]  唯有守他的命令
[00:07:36.000 --> 00:07:38.000]  不要將他們的祖宗
[00:07:38.000 --> 00:07:42.000]  是頑梗博弈居心不正之輩
[00:07:42.000 --> 00:07:46.000]  向著神心不誠實
