
[00:00:00.000 --> 00:00:06.300]  早晨,剛才Ivy傳道也介紹了我,應該不用再介紹了,
[00:00:06.300 --> 00:00:10.200]  不過可能有些大英姊妹不太認識我,我講少少吧。
[00:00:10.200 --> 00:00:14.100]  剛才正如Ivy傳道所說,我以前是收浸的傳道人,
[00:00:14.100 --> 00:00:22.300]  在六年多之前,收浸就派遣了我和我先生Wesley一起去了雞蛋閣,
[00:00:22.300 --> 00:00:27.200]  去服侍敘利亞的戰爭難民。
[00:00:27.200 --> 00:00:32.800]  他們因為戰爭的緣故逃難去了雞蛋閣,我們就去服侍他們。
[00:00:32.800 --> 00:00:36.700]  他們都是穆斯林來的,信奉伊斯蘭教。
[00:00:36.700 --> 00:00:42.000]  我和我先生在三個月前退役了,
[00:00:42.000 --> 00:00:45.900]  不要用退休,退役太尷尬了,退役了。
[00:00:45.900 --> 00:00:50.000]  我們退役了,現在我們就住在澳洲,
[00:00:50.000 --> 00:00:55.100]  因為我們要照顧我們年紀很大的父親,兩位父親,
[00:00:55.100 --> 00:00:59.400]  一位父親92歲在澳洲,我的父親89歲在香港。
[00:00:59.400 --> 00:01:06.100]  所以這段時間,我們退役了,主要是陪伴我們兩位父親。
[00:01:06.100 --> 00:01:09.100]  所以大家未必常常會在香港見到我,
[00:01:09.100 --> 00:01:13.000]  因為我主要未來會住的地方就是澳洲,
[00:01:13.000 --> 00:01:16.900]  不過每年都會回來香港。
[00:01:16.900 --> 00:01:20.500]  我們在雞蛋閣的服侍,因為我想在之前我述職的時候,
[00:01:20.500 --> 00:01:26.600]  或者你們都聽過,其實你知不知道另外有一對孫教士夫婦都去了雞蛋閣?
[00:01:26.600 --> 00:01:30.400]  他們是誰?鴛鴦,對,要紀念他們。
[00:01:30.400 --> 00:01:36.300]  不容易,尤其是現在你知道,頭頂會看到像放煙花一樣,
[00:01:36.300 --> 00:01:39.200]  飛彈在頭頂飛來飛去的。
[00:01:39.200 --> 00:01:45.400]  晚上睡覺的時候會聽到轟炸機在頭頂上,所以要紀念他們。
[00:01:45.400 --> 00:01:49.800]  鴛鴦夫婦,又或者可能是短孫隊之前,
[00:01:49.800 --> 00:01:52.700]  回來都分享過雞蛋閣的事故。
[00:01:52.700 --> 00:01:55.700]  所以今天我不會詳細說雞蛋閣的事故,
[00:01:55.700 --> 00:02:02.200]  我會用一支在那裡見證了的例子,一些案例,
[00:02:02.200 --> 00:02:04.100]  跟大家分享一下。
[00:02:04.100 --> 00:02:09.900]  我和我先生在雞蛋閣服侍了六年零三個月。
[00:02:09.900 --> 00:02:15.900]  當人家問我們,你服侍了六年多了,有什麼感受呢?
[00:02:15.900 --> 00:02:19.600]  我的感受只有「感恩」這兩個字。
[00:02:19.600 --> 00:02:24.200]  因為在這六年多裏面,我經歷了很多神蹟奇事,
[00:02:24.200 --> 00:02:31.400]  我見證到神的同在神的大能,神時時刻刻都伴隨著我們。
[00:02:31.400 --> 00:02:35.000]  當我提到神蹟的時候,你們會想到什麼呢?
[00:02:35.000 --> 00:02:41.100]  醫治、趕鬼、死人復活、又沒有變有,這些都是神蹟。
[00:02:41.100 --> 00:02:46.500]  今天我們都會再看這兩段經文,再看看神蹟是什麼。
[00:02:46.500 --> 00:02:51.900]  第一段經文,剛才都讀過了,在《約翰福音》四章39至42節。
[00:02:51.900 --> 00:02:57.800]  我不再讀了,但考考大家,我想應該考不上的,應該大家懂的。
[00:02:57.800 --> 00:03:03.600]  這段經文發生之前,是一件什麼事呢?
[00:03:03.600 --> 00:03:06.500]  有沒有人懂得回答問題?
[00:03:06.500 --> 00:03:12.400]  這段經文是耶穌當時去到雅各井旁,
[00:03:12.400 --> 00:03:16.800]  坐下來,有一個撒瑪利亞婦人在那裏打水,
[00:03:16.800 --> 00:03:22.300]  耶穌就問撒瑪利亞婦人拿水。
[00:03:22.300 --> 00:03:25.000]  接著,大家都記得,
[00:03:25.000 --> 00:03:30.600]  耶穌將那個婦人,沒有人知道的事,說了出來。
[00:03:30.600 --> 00:03:33.000]  那個婦人就很驚訝,
[00:03:33.000 --> 00:03:35.900]  所以那個婦人就跑跑跑跑跑跑去城裏面,
[00:03:35.900 --> 00:03:38.400]  就告訴那些人,就像這裏所說的,
[00:03:38.400 --> 00:03:42.900]  跑到城裏面,告訴那些人,
[00:03:42.900 --> 00:03:46.600]  耶穌說了我那些沒有人知道的事出來。
[00:03:46.600 --> 00:03:50.900]  那些人因為聽見那個婦人這樣說,
[00:03:50.900 --> 00:03:52.700]  就信了耶穌。
[00:03:52.700 --> 00:03:56.800]  接著他們邀請耶穌住在撒瑪利亞,住在他們那裏。
[00:03:56.800 --> 00:04:00.100]  接著,耶穌就繼續跟他們說話。
[00:04:00.100 --> 00:04:03.800]  繼續說話之後,接著第41節,
[00:04:03.800 --> 00:04:07.700]  因為耶穌的話,信的人就更多。
[00:04:07.700 --> 00:04:09.200]  所以那些人就說,
[00:04:09.200 --> 00:04:11.300]  以前可能我只是因為你,
[00:04:11.300 --> 00:04:14.200]  這個撒瑪利亞婦人,你說的話,我信了耶穌,
[00:04:14.200 --> 00:04:17.500]  但是現在我親自聽見了,
[00:04:17.500 --> 00:04:22.900]  我知道這個人是世界的救主。
[00:04:22.900 --> 00:04:25.200]  第二段經文,我們剛才都讀過了,
[00:04:25.200 --> 00:04:27.900]  就在約翰福音六章一至二節。
[00:04:27.900 --> 00:04:32.600]  「這些事以後,耶穌就過加利利海,
[00:04:32.600 --> 00:04:37.100]  就去到提比利亞海,
[00:04:37.100 --> 00:04:41.400]  這些事以後,大家又知不知道是甚麼事呢?」
[00:04:41.400 --> 00:04:44.800]  其實當我們看了約翰福音之前的時候,
[00:04:44.800 --> 00:04:47.100]  我們看到耶穌做了很多醫治。
[00:04:47.100 --> 00:04:49.600]  祂醫治了大臣的兒子,
[00:04:49.600 --> 00:04:52.000]  祂醫治了在畢士大祠,
[00:04:52.000 --> 00:04:55.200]  躺在那裏病了三十八年的病人。
[00:04:55.200 --> 00:05:01.200]  所以「這些事以後,耶穌醫治了很多人之後」,
[00:05:01.200 --> 00:05:04.600]  一大幫人,因為看見耶穌醫治,
[00:05:04.600 --> 00:05:06.800]  哇!醫治了很多人。
[00:05:06.800 --> 00:05:11.000]  所以那些人就跟隨著耶穌。
[00:05:11.000 --> 00:05:13.600]  其實當耶穌做這些神蹟的時候,
[00:05:13.600 --> 00:05:16.200]  那些人因為看見祂就跟隨耶穌,
[00:05:16.200 --> 00:05:17.600]  但是很坦白,
[00:05:17.600 --> 00:05:20.100]  他們未必知道耶穌是神來的。
[00:05:20.100 --> 00:05:20.600]  為甚麼?
[00:05:20.600 --> 00:05:24.100]  因為當時耶穌都未釘十字架,未復活。
[00:05:24.100 --> 00:05:25.700]  所以他們只是覺得,
[00:05:25.700 --> 00:05:29.100]  哇!這個人為甚麼有神蹟在祂身上發生,
[00:05:29.100 --> 00:05:31.000]  祂就跟隨著耶穌。
[00:05:31.000 --> 00:05:32.900]  因為祂跟著的話,
[00:05:32.900 --> 00:05:37.200]  慢慢慢慢地看見更多更多耶穌的大能。
[00:05:37.200 --> 00:05:39.800]  所以從這兩段經文我們看到,
[00:05:39.800 --> 00:05:44.000]  我們要讓神蹟被人聽見,
[00:05:44.000 --> 00:05:45.900]  要讓神蹟被人看見,
[00:05:45.900 --> 00:05:50.300]  以致人可以選擇去相信或跟隨耶穌。
[00:05:50.300 --> 00:05:53.200]  所以重點是神蹟是甚麼?
[00:05:53.200 --> 00:05:56.900]  神蹟當然是醫治、趕鬼等是神蹟,
[00:05:56.900 --> 00:05:58.700]  但是神蹟更加需要是,
[00:05:58.700 --> 00:06:01.400]  要被聽見和被看到,
[00:06:01.400 --> 00:06:07.000]  以致未相信的人可以去認識耶穌。
[00:06:07.000 --> 00:06:12.800]  所以我們要成為神蹟被聽見、被看見的管道,
[00:06:12.800 --> 00:06:16.000]  要成為一條channel,一條管道。
[00:06:16.000 --> 00:06:18.600]  我們基督徒很多時都會經歷神蹟,
[00:06:18.600 --> 00:06:21.700]  以致我們的屬靈生命會成長。
[00:06:21.700 --> 00:06:24.300]  或者我們將一些神蹟,
[00:06:24.300 --> 00:06:26.500]  或者我們的見證跟別人分享,
[00:06:26.500 --> 00:06:29.000]  以致我們大人相信耶穌。
[00:06:29.000 --> 00:06:33.000]  剛才我提到我在雞蛋閣經歷了很多神蹟,
[00:06:33.000 --> 00:06:36.100]  其中很多是醫治的神蹟。
[00:06:36.100 --> 00:06:37.300]  我告訴你一個,
[00:06:37.300 --> 00:06:38.600]  有一個婦女,
[00:06:38.600 --> 00:06:40.500]  當然她是穆斯林的婦女,
[00:06:40.500 --> 00:06:42.600]  有一次我們去探訪,
[00:06:42.600 --> 00:06:45.100]  一到達時她告訴我,
[00:06:45.100 --> 00:06:48.500]  她的乳房有硬塊,
[00:06:48.500 --> 00:06:51.200]  她這樣碰一碰,
[00:06:51.200 --> 00:06:53.000]  我想姐妹你可能會明白,
[00:06:53.000 --> 00:06:55.900]  有時碰一碰很痛的,
[00:06:55.900 --> 00:06:57.400]  有時有些日子。
[00:06:57.400 --> 00:07:00.400]  當時她的乳房有腫瘤,
[00:07:00.400 --> 00:07:02.300]  所以一碰一碰很痛,
[00:07:02.300 --> 00:07:04.300]  我打算按住為她祈禱,
[00:07:04.300 --> 00:07:06.400]  一碰就痛成這樣。
[00:07:06.400 --> 00:07:11.000]  接著我和同工一起為她祈禱,
[00:07:11.000 --> 00:07:14.800]  祈禱後神蹟出現了。
[00:07:14.800 --> 00:07:17.300]  「不痛了!」
[00:07:17.300 --> 00:07:18.700]  她自己不斷檢查,
[00:07:18.700 --> 00:07:21.300]  「不痛了!不痛了!」
[00:07:21.300 --> 00:07:23.600]  神蹟出現了。
[00:07:23.600 --> 00:07:26.900]  接著我們帶她去相信耶穌。
[00:07:26.900 --> 00:07:28.400]  我臨回來之前,
[00:07:28.400 --> 00:07:31.700]  每星期我都會和同工一起去她家,
[00:07:31.700 --> 00:07:34.200]  跟她一起做初信的栽培,
[00:07:34.200 --> 00:07:35.400]  一起看聖經,
[00:07:35.400 --> 00:07:36.800]  一起祈禱。
[00:07:36.800 --> 00:07:39.100]  有一次在祈禱後她跟我說,
[00:07:39.100 --> 00:07:40.600]  「剛才祈禱時,
[00:07:40.600 --> 00:07:45.300]  我看到耶穌在我們前方。」
[00:07:45.300 --> 00:07:47.300]  她是穆斯林來的。
[00:07:47.300 --> 00:07:49.200]  穆斯林相信耶穌,
[00:07:49.200 --> 00:07:51.200]  並不是一件簡單的事。
