
[00:00:00.000 --> 00:00:04.320]  《哈蓋書》是《十二仙之書》裡的第十卷
[00:00:04.320 --> 00:00:08.300]  一共是兩張書,是三十八節的經文
[00:00:08.300 --> 00:00:11.520]  在舊約,除了《俄花底亞書》
[00:00:11.520 --> 00:00:16.740]  這個《哈蓋書》是舊約裡最短的一部書
[00:00:16.740 --> 00:00:23.600]  我叫這個信息,叫它做「耶和華是我的事主」
[00:00:23.600 --> 00:00:27.800]  在書中,現代人「事主」就是當事人的意思
[00:00:27.800 --> 00:00:33.100]  但是在古代的文獻,好像是漢尼行《鸚鵡庫》
[00:00:33.100 --> 00:00:38.700]  裡面說「呂慈嘉而識人,神出身而事主」
[00:00:38.700 --> 00:00:42.060]  唐代的詩人道輔也說
[00:00:42.060 --> 00:00:46.260]  「事主非無祿,浮生即有涯」
[00:00:46.260 --> 00:00:52.500]  「事主」我們看到,是代表「侍奉主侍奉王」
[00:00:52.500 --> 00:00:56.300]  這個也正是我們今天的主題
[00:00:56.300 --> 00:01:02.300]  「耶和華是我所侍奉的主,耶和華是我所侍奉的王」
[00:01:02.300 --> 00:01:07.100]  《哈蓋書》是有關聖殿被重建
[00:01:07.100 --> 00:01:09.900]  哈蓋和撒加利亞才知道
[00:01:09.900 --> 00:01:15.100]  他們都提到波斯王大利烏的事
[00:01:15.100 --> 00:01:17.600]  所以我們知道成書的日期
[00:01:17.600 --> 00:01:22.800]  應該在公元前的五百二十年至五百十五年
[00:01:22.800 --> 00:01:27.500]  哈蓋和撒加利亞他們都很小心翼翼地
[00:01:27.500 --> 00:01:31.700]  將他們傳達神話語的時間記錄下來
[00:01:31.700 --> 00:01:35.700]  注意哈蓋已經用了外邦人的日期
[00:01:35.700 --> 00:01:39.000]  約外邦人的年號,巴比倫人的年號
[00:01:39.000 --> 00:01:40.700]  這個是不足為奇
[00:01:40.700 --> 00:01:44.600]  因為我們知道這個正是外邦人的日期
[00:01:44.600 --> 00:01:47.800]  耶穌基督祂自己也說
[00:01:47.800 --> 00:01:52.800]  由巴比倫去到祂再次回來
[00:01:52.800 --> 00:01:56.500]  這段時間叫做外邦人的日期
[00:01:56.500 --> 00:01:58.500]  哈蓋和撒加利亞先知
[00:01:58.500 --> 00:02:01.500]  這兩位先知他們都在耶路撒冷城
[00:02:01.500 --> 00:02:06.800]  而且他們傳達的信息都是非常非常相似
[00:02:06.800 --> 00:02:09.800]  哈蓋這個名字的意思
[00:02:09.800 --> 00:02:11.800]  哈就是節日
[00:02:11.800 --> 00:02:14.800]  哈蓋就是我的節日
[00:02:14.800 --> 00:02:17.500]  根據猶太人的傳統
[00:02:17.500 --> 00:02:20.500]  哈蓋先知是有祭司的血緣
[00:02:20.500 --> 00:02:22.800]  他是尼美人
[00:02:22.800 --> 00:02:24.800]  根據七十字譯本
[00:02:24.800 --> 00:02:28.100]  也說他是詩篇第138篇
[00:02:28.100 --> 00:02:31.800]  146至148篇的作者
[00:02:31.800 --> 00:02:36.100]  在1900年在尼泊爾這個地方
[00:02:36.100 --> 00:02:38.100]  出現了一塊石板
[00:02:38.100 --> 00:02:42.600]  這塊石板是公元前五世紀的文物
[00:02:42.600 --> 00:02:46.600]  上面刻了哈蓋先知的名字
[00:02:46.600 --> 00:02:49.600]  哈蓋先知傳達神的話語
[00:02:49.600 --> 00:02:53.600]  他的事公只有三個月零二十四日
[00:02:53.600 --> 00:02:58.600]  撒加利亞先知的事公有兩年這麼長
[00:02:58.600 --> 00:03:00.100]  相對之下
[00:03:00.100 --> 00:03:02.600]  以賽亞先知和耶利米先知
[00:03:02.600 --> 00:03:06.600]  他們的事公長達四十至五十年
[00:03:06.600 --> 00:03:08.600]  哈蓋和撒加利亞
[00:03:08.600 --> 00:03:13.600]  他們兩個都是同期的先知
[00:03:13.600 --> 00:03:16.600]  我們不妨看看哈蓋書的背景
[00:03:16.600 --> 00:03:18.600]  在猶太人的歷史當中
[00:03:18.600 --> 00:03:21.600]  被巴比倫殲滅
[00:03:21.600 --> 00:03:23.600]  被他們擄掠
[00:03:23.600 --> 00:03:26.600]  是一件非常重要的事
[00:03:26.600 --> 00:03:29.600]  我們見到神容許外邦人
[00:03:29.600 --> 00:03:33.600]  容許巴比倫人來審判自己的子民
[00:03:33.600 --> 00:03:34.600]  這些事
[00:03:34.600 --> 00:03:35.600]  這些預言
[00:03:35.600 --> 00:03:39.600]  在以賽亞書和耶利米書都講得很清楚
[00:03:39.600 --> 00:03:42.600]  在舊約有三部歷史書
[00:03:42.600 --> 00:03:46.600]  是講到秘魯回歸後的情形
[00:03:46.600 --> 00:03:48.600]  就是以斯拉記
[00:03:48.600 --> 00:03:53.600]  尼希米記和以斯帖記
[00:03:53.600 --> 00:03:58.600]  我們見到也有三部先知書
[00:03:58.600 --> 00:04:00.600]  是講到回歸後的事
[00:04:00.600 --> 00:04:03.600]  這三部就是今天要講的哈蓋書
[00:04:03.600 --> 00:04:06.600]  和撒加利亞書和馬拉基書
[00:04:06.600 --> 00:04:10.600]  我們還未講撒加利亞和馬拉基
[00:04:10.600 --> 00:04:13.600]  但未來幾個星期會講
[00:04:13.600 --> 00:04:17.600]  我們見到這些先知都被稱為流亡後
[00:04:17.600 --> 00:04:20.600]  或者回歸後的先知
[00:04:20.600 --> 00:04:24.600]  哈蓋的事供比撒加利亞早了兩個月
[00:04:24.600 --> 00:04:32.600]  而比馬拉基早了有100年這麼多
[00:04:32.600 --> 00:04:36.600]  我們見到其實早在哈蓋先知
[00:04:36.600 --> 00:04:38.600]  記載這些事跡
[00:04:38.600 --> 00:04:40.600]  早前的十六年
[00:04:40.600 --> 00:04:45.600]  其實馬代波斯王古列已經下旨
[00:04:45.600 --> 00:04:50.600]  容許猶太人回到耶路撒冷城重建聖殿
[00:04:50.600 --> 00:04:53.600]  這個記載在以斯拉記是一章
[00:04:53.600 --> 00:04:57.600]  我們見到古列王滅了巴比倫
[00:04:57.600 --> 00:04:59.600]  但耶利書五章都有講
[00:04:59.600 --> 00:05:04.600]  滅了之後十天進入耶路撒冷城
[00:05:04.600 --> 00:05:10.600]  根據猶太人經典塔勒木所記載
[00:05:10.600 --> 00:05:14.600]  說是但爾里將以太亞書的四十四章
[00:05:14.600 --> 00:05:17.600]  四十五章讀給古列王聽
[00:05:17.600 --> 00:05:20.600]  古列王見到原來在他之前一百五十年
[00:05:20.600 --> 00:05:23.600]  神已經是指名喚姓
[00:05:23.600 --> 00:05:26.600]  在聖經裏面將他的事跡寫了出來
[00:05:26.600 --> 00:05:30.600]  聖經說這個激動了古列王的心
[00:05:30.600 --> 00:05:35.600]  於是他容許猶太人回歸
[00:05:35.600 --> 00:05:38.600]  甚至給他們資源重建聖殿
[00:05:38.600 --> 00:05:40.600]  我們見到這個回歸
[00:05:40.600 --> 00:05:46.600]  剛剛應驗了耶利米先知七十年回歸的預言
[00:05:46.600 --> 00:05:49.600]  有一件事要講得很清楚
[00:05:49.600 --> 00:05:52.600]  就是七十年的預言
[00:05:52.600 --> 00:05:55.600]  在耶利米書裏面其實有兩個
[00:05:55.600 --> 00:05:58.600]  一個是講到全地方量七十年
[00:05:58.600 --> 00:06:01.600]  這個在耶利米書的二十五章十一節
[00:06:01.600 --> 00:06:05.600]  這個是由地方量這個聖殿被毀
[00:06:05.600 --> 00:06:09.600]  到聖殿被重建七十年
[00:06:09.600 --> 00:06:13.600]  但是另外也有一個是秘魯回歸七十年的預言
[00:06:13.600 --> 00:06:17.600]  在耶利米書的二十九章第十節
[00:06:17.600 --> 00:06:18.600]  講得很清楚
[00:06:18.600 --> 00:06:24.600]  這個是由第一次猶太人秘魯在公元前的六百零五年
[00:06:24.600 --> 00:06:27.600]  包括但爾里先知在裏面
[00:06:27.600 --> 00:06:32.600]  然後到了古列王准許以色列人回歸
[00:06:32.600 --> 00:06:34.600]  剛剛是七十年
[00:06:34.600 --> 00:06:36.600]  如果你是用聖殿被毀
[00:06:36.600 --> 00:06:39.600]  去到猶太人回歸不是七十年
[00:06:39.600 --> 00:06:42.600]  如果你是由猶太人第一次秘魯
[00:06:42.600 --> 00:06:46.600]  去到這個聖殿被重建都不是七十年
[00:06:46.600 --> 00:06:49.600]  我們讀這個聖經要很分真
[00:06:49.600 --> 00:06:51.600]  我們要很清楚
[00:06:51.600 --> 00:06:55.600]  在耶利米書裏面有兩個七十年的預言
[00:06:55.600 --> 00:06:59.600]  讀聖經不能夠是孖夫
[00:06:59.600 --> 00:07:03.600]  在以斯拉記的一章一至二節
[00:07:03.600 --> 00:07:05.600]  說波斯王古列元年
[00:07:05.600 --> 00:07:11.600]  也就是說為要應驗耶利米口所說的話
[00:07:11.600 --> 00:07:15.600]  就是為了要應驗耶利米先知的預言
[00:07:15.600 --> 00:07:19.600]  就激動波斯王古列的心
[00:07:19.600 --> 00:07:22.600]  使他下詔通告全國說
[00:07:22.600 --> 00:07:24.600]  波斯王古列如此說
[00:07:24.600 --> 00:07:28.600]  耶護說天上的神已將天下萬國賜給我
[00:07:28.600 --> 00:07:31.600]  又祝福我在猶大的耶路撒冷
[00:07:31.600 --> 00:07:33.600]  為他建造殿宇
[00:07:33.600 --> 00:07:37.600]  我們見到這個古列王
[00:07:37.600 --> 00:07:41.600]  是准許以色列人回去猶大國
[00:07:41.600 --> 00:07:42.600]  但是很可惜
[00:07:42.600 --> 00:07:45.600]  回去以色列的不到五萬人
[00:07:45.600 --> 00:07:47.600]  為什麼這麼少人?
[00:07:47.600 --> 00:07:50.600]  大部分的猶太人他們都情願留在巴比倫
[00:07:50.600 --> 00:07:53.600]  因為巴比倫是有一個商業的道路
[00:07:53.600 --> 00:07:57.600]  這個商業的道路是連接著中國絲綢之路
