
[00:00:00.000 --> 00:00:08.220]  弟兄姊妹,平安,很高興,今天有機會和大家一起在這裡敬拜,我們先一起祈禱
[00:00:08.220 --> 00:00:22.260]  昨天我們感謝您的恩典,感謝您讓我們一同在這裡聚集,唱詩,讚美,敬拜您,還可以聆聽您的話語,呼喊您求聖,幫助我們
[00:00:22.260 --> 00:00:31.940]  記得您的教導,在生活中能夠好好實踐您的教導,奉主耶穌基督的名祈禱
[00:00:31.940 --> 00:00:54.600]  今天是我們這次勇敢傳福音系列的最後一講,所以首先和大家重溫一下我們為什麼要講這個系列,最重要的原因是今年教會要推動一個全體會眾勇敢去傳福音,帶領更多人進天國
[00:00:54.600 --> 00:01:12.240]  教會選擇了一個英文字母,BO,英文字,BO,B-O-L-D,可以翻譯為勇氣,勇敢,但其實每個英文字母都有一個意思,或者是方法幫助我們傳福音
[00:01:12.240 --> 00:01:33.140]  B是be curious,我們對別人的事有興趣,我們看過保羅在雅典傳道的時候,他對雅典人的信仰是很有興趣的,於是他留意到他們竟然有一座壇,是獻給他們所未認識的神
[00:01:33.140 --> 00:01:55.860]  雅典人是很信神的,所以他們很擔心萬一派漏了哪一位神會有災禍,聽說今天台灣也有類似情況,很多人拜很多不同的神,不同行業的人會拜不同的神明
[00:01:55.860 --> 00:02:17.280]  聽說如果你是做理髮行業,你就要拜雷洞賓了,當我們傳福音的時候,其實我們是不用急於勸人信耶穌的,如果我們的對象告訴我們,他已經信了些什麼教
[00:02:17.280 --> 00:02:43.000]  其實我們不妨也表示很有興趣了解對方的信仰,例如假如對方說我信了佛,我們可以問佛教信不信有天堂?你信哪一位佛?人死後是否一定會有天堂?有沒有什麼規條要遵守?有沒有什麼入教儀式?
[00:02:43.000 --> 00:03:00.660]  但當我們表示對方的信仰有興趣的時候,我們要留意對方的反應,如果對方對他所信的,是蒙茶茶的,他可能不會再想見到你,怕被你再問到他口啞啞
[00:03:00.660 --> 00:03:20.840]  我們對別人的事有興趣,但我們不要像警察盤查疑犯那樣,打爛沙盤問得多,O就代表Open our faith,我們要找機會,合適的時機,向別人表明自己的信仰
[00:03:20.840 --> 00:03:33.560]  這是假設我們和我們的福音對象已經有了一段友誼關係之後,然後才找機會跟他們講及我們的信仰
[00:03:33.560 --> 00:03:55.560]  L就是Link to the Church,邀請對方來教會,或者參加一些團契活動,都可以的,要看對方的信仰情況,如果是完全未信主的,邀請他來參加崇拜,就不合適,除非那星期是福音主日
[00:03:55.560 --> 00:04:07.320]  我們有些聚會是特別針對未信的朋友,比如我們有免費英語會話班,步行活動,特別節日的聚會
[00:04:07.320 --> 00:04:17.480]  最後一個字母是D, Doing Life Together,我想中文可以翻譯為"跟別人結伴同行"
[00:04:17.480 --> 00:04:35.600]  所以整個B.O.L.D.的方法,簡單來說就是一個友誼傳福音的方法,我們要先跟別人做朋友,然後將我們所有最好的東西給他們
[00:04:35.600 --> 00:04:51.800]  大家記不記得《使徒行券》第三章,使徒彼得所行的神蹟,有一位跛腳的人向他求黑,彼得說什麼呢?他說:「金銀我都沒有,但我將我有的給你」
[00:04:51.800 --> 00:05:10.680]  我們擁有一個極其寶貴的信息,是會使信的人今生有福氣,也有永生的把握,我們為什麼不願意跟別人分享呢?將財寶給人和將信息給人有什麼分別呢?
[00:05:10.680 --> 00:05:32.640]  有一個很重要的分別,我們如果將財寶給人,自己會少了,你有100元在口袋,你給了10元給別人,就只剩下90元,所以一般人不會無緣無故將自己的財寶給別人
[00:05:32.640 --> 00:05:56.640]  但是將信息給別人是不一樣的,首先將信息給別人自己一點都不會少的,不單止不會少,其實我們還會得到一些東西,得到什麼呢?得到一位朋友,將來又好,可能得到主耶穌的稱讚,真是何樂而不為呢?
[00:05:56.640 --> 00:06:08.640]  現在讓我們一起看今天的經文,看看保羅是帶著什麼動機和心情去跟別人分享福音呢?
[00:06:08.640 --> 00:06:19.640]  今天的經文是來自哥林多前書,我要先簡單介紹一下帖撒羅尼加教會的背景
[00:06:19.640 --> 00:06:27.640]  帖撒羅尼加教會是保羅在第二次海外宣教時建立的教會
[00:06:27.640 --> 00:06:50.640]  我們可以看看地圖,他是從安提亞出發的,然後經過了很多內陸地區,大部份都是在今天土耳其的境內,但是聖靈禁止他們在那些地區傳福音,結果保羅和西拉去到了特羅亞這個地方
[00:06:50.640 --> 00:07:08.640]  在那裡他們得到了一個異象,叫他們要向馬其頓人傳福音,馬其頓人即是歐洲人,於是他們就過海去到菲勒比傳福音
[00:07:08.640 --> 00:07:20.640]  由於他們在那裡引起了騷動,他們就去了帖撒羅尼加,如果我們看地圖的話,就在地圖的左上角那裡
[00:07:20.640 --> 00:07:32.640]  不過保羅在帖撒羅尼加傳道的時間不是很長,又被迫離開,之後他和西拉就向西行去到比利亞那裡傳道
[00:07:32.640 --> 00:07:46.640]  在比利亞又引起了騷動,保羅才去了雅典,提摩太和西拉就留在比利亞,沒多久保羅就由雅典去到哥林多傳道
[00:07:46.640 --> 00:08:02.640]  但他仍然很掛念帖撒羅尼加信徒的情況,後來提摩太和西拉由比利亞去到保羅那裡,就向保羅報告帖撒羅尼加教會的消息
[00:08:02.640 --> 00:08:26.640]  所以保羅前後就寫了兩封信,去安慰、鼓勵、糾正教會對真理的錯誤了解。今天我們就會專注於看看保羅傳福音的心態,讓我們可以學習怎樣可以成為別人的朋友,怎樣和別人交往
[00:08:26.640 --> 00:08:44.640]  在我們的人生中,其實我們會遇到很多人,但朋友有多少呢?或者有人會問我,誰是我的朋友呢?我想鼓勵大家要學習,是怎樣成為別人的朋友,而不是問誰是我的朋友
[00:08:44.640 --> 00:09:04.640]  從今天的經文,我將保羅向別人傳福音的態度可以總結為三心兩意,三心就是內心、真心和愛心,兩意就是誠意和樂意
[00:09:04.640 --> 00:09:28.640]  讓我們來看今天的經文,在第二節保羅說:「我們從前在菲律賓蒙難受辱,這是你們知道的。可惜我們還是靠著上帝給我們的勇氣,在強烈反對中把上帝的福音傳給你們。」
[00:09:28.640 --> 00:09:44.640]  在菲律賓,保羅和希拉被打,然後被關進監獄裡,後來上帝行了一個神蹟,半夜地震,凡人的鎖鏈全部斷開了
[00:09:44.640 --> 00:10:01.640]  嚇得監獄主管想自殺,但保羅叫著他,救回他,把福音傳給他和他的一家人,但他仍然要離開菲律賓,所以去了帖薩羅尼加
[00:10:01.640 --> 00:10:24.640]  在帖薩羅尼加從剛才的經文看到,傳福音並不容易,他們也受到強烈反對的人,我猜這些人大概是猶太人,他們很可能是從菲律賓收到消息,以致他們會這麼強烈反對保羅
[00:10:24.640 --> 00:10:40.640]  但保羅仍然很有耐心地把福音傳給帖薩羅尼加的人,耐心就是不容易灰心,一灰心就很容易喪志
[00:10:40.640 --> 00:11:00.640]  不知道大家有沒有看過一本比較古典的預言故事,書名叫做《天怒歷程》,作者本人約翰·約翰·賓人,其實他是一位牧師,他用一個人在夢裡的祭語教導基督徒
