
[00:00:00.000 --> 00:00:02.560]  或者大家會很奇怪
[00:00:02.560 --> 00:00:06.880]  為何我會選用《路加福音》第九章
[00:00:06.880 --> 00:00:09.680]  跟大家分享上帝的說話
[00:00:09.680 --> 00:00:13.440]  馮牧師給了我一個特權
[00:00:13.440 --> 00:00:16.160]  不講希伯來書
[00:00:16.160 --> 00:00:20.880]  因為今早是我今年裏面
[00:00:20.880 --> 00:00:25.600]  最後一次跟大家分享上帝的說話
[00:00:25.600 --> 00:00:30.800]  因為九月我要離開香港回澳洲
[00:00:30.800 --> 00:00:32.880]  十月才回來
[00:00:32.880 --> 00:00:38.400]  不過回來主要出席弟兄姊妹的婚禮
[00:00:38.400 --> 00:00:40.480]  不過臨離開之前
[00:00:40.480 --> 00:00:43.680]  都跟大家思想一個問題
[00:00:43.680 --> 00:00:47.120]  你對信仰有多麼認真
[00:00:47.120 --> 00:00:50.000]  可能這個經文
[00:00:50.000 --> 00:00:55.680]  大家會在讀浸禮班的時候
[00:00:55.680 --> 00:00:58.000]  或者讀門訓班的時候
[00:00:58.000 --> 00:00:59.840]  是已經思想過
[00:00:59.840 --> 00:01:02.560]  不過當我離開的時候
[00:01:02.560 --> 00:01:06.560]  我都想跟大家講一個最基本的
[00:01:06.560 --> 00:01:08.320]  我們作為基督徒
[00:01:08.320 --> 00:01:12.800]  應該用甚麼態度來跟隨主
[00:01:12.800 --> 00:01:18.560]  想問大家究竟你對信仰有多麼認真
[00:01:18.560 --> 00:01:23.520]  今天下午有十位弟兄姊妹受浸
[00:01:23.520 --> 00:01:26.400]  在一個浸禮裏面
[00:01:26.400 --> 00:01:31.360]  牧師問一位正在準備受浸的年青人
[00:01:31.360 --> 00:01:32.960]  他問這位年青人
[00:01:32.960 --> 00:01:33.920]  年青人呀
[00:01:33.920 --> 00:01:35.760]  你既然現在準備受浸
[00:01:35.760 --> 00:01:40.640]  你知不知道你自己信些甚麼
[00:01:40.640 --> 00:01:43.440]  這位年青人怎樣回答牧師
[00:01:43.440 --> 00:01:47.280]  牧師 你信甚麼我就信甚麼
[00:01:47.280 --> 00:01:49.280]  好聰明
[00:01:49.280 --> 00:01:51.120]  這位牧師就說
[00:01:51.120 --> 00:01:54.240]  我信甚麼你就信甚麼
[00:01:54.240 --> 00:01:59.280]  那你知不知道我信甚麼呢
[00:01:59.280 --> 00:02:02.800]  這位年青人不假思索就說
[00:02:02.800 --> 00:02:03.840]  那當然啦
[00:02:03.840 --> 00:02:06.480]  教會信甚麼你就信甚麼
[00:02:06.480 --> 00:02:08.400]  真的很聰明
[00:02:08.400 --> 00:02:11.440]  牧師有點不耐煩
[00:02:11.440 --> 00:02:14.560]  你可不可以告訴我
[00:02:14.560 --> 00:02:15.760]  你信甚麼
[00:02:15.760 --> 00:02:20.560]  牧師信甚麼 教會信甚麼
[00:02:20.560 --> 00:02:23.920]  這位年青人見避無可避
[00:02:23.920 --> 00:02:27.040]  就不好意思這樣回答
[00:02:27.040 --> 00:02:29.600]  牧師 是不是你不信得過
[00:02:29.600 --> 00:02:33.120]  我真的信耶穌呢
[00:02:33.120 --> 00:02:34.960]  我真的信耶穌
[00:02:34.960 --> 00:02:38.400]  不過我不知道怎樣用說話去表達
[00:02:38.400 --> 00:02:40.480]  我信些甚麼
[00:02:40.480 --> 00:02:43.520]  如果我想問你 你信些甚麼
[00:02:43.520 --> 00:02:45.040]  你怎樣回答我
[00:02:45.040 --> 00:02:47.360]  牧師 聖經六十六卷
[00:02:47.360 --> 00:02:50.000]  三日三夜還未講完
[00:02:50.000 --> 00:02:53.600]  我不知道自己怎樣能夠很濃縮地
[00:02:53.600 --> 00:02:57.520]  將我們的信仰表達
[00:02:57.520 --> 00:03:03.440]  這位年青人他對信仰認不認真呢
[00:03:03.440 --> 00:03:07.520]  你對信仰認不認真呢
[00:03:07.520 --> 00:03:11.440]  或者如果用一些比較通俗的說話去表達
[00:03:11.440 --> 00:03:15.600]  究竟你對信仰可以去到多麼盡
[00:03:15.600 --> 00:03:19.440]  你可以為信仰去到多麼盡
[00:03:19.440 --> 00:03:22.960]  或者我們轉一個方式來問一個問題
[00:03:22.960 --> 00:03:28.480]  你對跟隨耶穌認不認真呢
[00:03:28.480 --> 00:03:34.400]  你對跟隨耶穌基督可以去到多麼盡呢
[00:03:34.400 --> 00:03:40.160]  你是否一個對人 對事 對信仰
[00:03:40.160 --> 00:03:43.120]  都是一個認真的人
[00:03:43.120 --> 00:03:44.960]  你對自己怎樣看法
[00:03:44.960 --> 00:03:47.760]  你是否一個認真的人
[00:03:47.760 --> 00:03:50.160]  有人說是
[00:03:50.160 --> 00:03:52.640]  你對人 對事認真
[00:03:52.640 --> 00:03:56.160]  你對信仰認不認真呢
[00:03:56.160 --> 00:04:00.160]  你多麼認真呢
[00:04:00.160 --> 00:04:04.480]  當我來到去醫院探訪
[00:04:04.480 --> 00:04:07.280]  由於流感的關係
[00:04:07.280 --> 00:04:11.600]  所以去醫院探訪的時候
[00:04:11.600 --> 00:04:14.320]  還要上一個班
[00:04:14.320 --> 00:04:18.160]  上這個班最主要學甚麼呢
[00:04:18.160 --> 00:04:20.160]  就是學洗手
[00:04:20.160 --> 00:04:22.240]  整個班就是學洗手
[00:04:22.240 --> 00:04:24.240]  答洗手問題
[00:04:24.240 --> 00:04:26.960]  我不知道醫院探訪是怎樣
[00:04:26.960 --> 00:04:30.160]  學洗手是很重要的
[00:04:30.160 --> 00:04:32.160]  洗手有五步曲
[00:04:32.160 --> 00:04:34.160]  你有沒有看過呢
[00:04:34.160 --> 00:04:38.160]  洗手 搓手要搓二十秒
[00:04:38.160 --> 00:04:40.160]  你洗手有沒有二十秒
[00:04:40.160 --> 00:04:42.160]  有沒有一分鐘
[00:04:42.160 --> 00:04:44.160]  沒有 是不是
[00:04:44.160 --> 00:04:46.160]  去完洗手間沖一沖就算了
[00:04:46.160 --> 00:04:52.160]  如果你要不帶細菌的
[00:04:52.160 --> 00:04:54.160]  去感染的
[00:04:54.160 --> 00:04:56.160]  要洗乾淨隻手的
[00:04:56.160 --> 00:04:58.160]  起碼你要搓手
[00:04:58.160 --> 00:05:00.160]  用肥皂搓隻手
[00:05:00.160 --> 00:05:02.160]  搓二十分鐘
[00:05:02.160 --> 00:05:04.160]  二十秒 二十分鐘就死了
[00:05:04.160 --> 00:05:06.160]  二十秒
[00:05:06.160 --> 00:05:08.160]  二十分鐘那些是強迫症
[00:05:08.160 --> 00:05:14.160]  二十秒
[00:05:14.160 --> 00:05:16.160]  你要手掌手腕
[00:05:16.160 --> 00:05:18.160]  手指手指腩
[00:05:18.160 --> 00:05:20.160]  手尖手背
[00:05:20.160 --> 00:05:24.160]  你有沒有這樣做過
[00:05:24.160 --> 00:05:26.160]  你有沒有成功洗過手
