
[00:00:00.000 --> 00:00:02.380]  好,我們打開一段聖經,我們讀一段聖經,
[00:00:02.380 --> 00:00:06.460]  在《路加福音》第二章十節跟十一節,兩節。
[00:00:06.460 --> 00:00:09.340]  我們一同來唸,好不好?這兩節的聖經,來。
[00:00:09.340 --> 00:00:11.060]  天使對他們說,
[00:00:11.060 --> 00:00:15.980]  "不要懼怕,我報給你們大洗的信息是關乎萬民的。
[00:00:15.980 --> 00:00:21.540]  因今天在大衛的城裏爲你們生了救主,就是主基督。"
[00:00:21.540 --> 00:00:23.060]  好,我們就讀到這裏。
[00:00:23.060 --> 00:00:28.100]  今天是我們一年一度的點聖誕燈的主日。
[00:00:28.100 --> 00:00:35.580]  藉着點燈,我們來宣告一個愛跟喜樂的季節將要開始。
[00:00:35.580 --> 00:00:41.140]  你們,聖誕節的信息是一個喜樂的信息。
[00:00:41.140 --> 00:00:45.620]  因爲聖誕節不但是講述一個歷史的故事,
[00:00:45.620 --> 00:00:50.220]  聖誕節更是慶祝一位永活的救主。
[00:00:50.220 --> 00:00:54.900]  耶穌,祂的名字的意思就是"以馬內力"。
[00:00:54.900 --> 00:00:58.860]  "以馬內力"的意思就是神與我們同在。
[00:00:58.860 --> 00:01:02.300]  本來神與我們何等的遙遠。
[00:01:02.300 --> 00:01:07.980]  祂是聖潔公義的神,使我們這些罪人沒有辦法靠近。
[00:01:07.980 --> 00:01:11.980]  但耶穌卻爲我們道成肉身來到這個世界上,
[00:01:11.980 --> 00:01:16.940]  成爲人的樣式,親自擔當我們一切的憂患,
[00:01:16.940 --> 00:01:19.060]  揹負我們的痛苦。
[00:01:19.060 --> 00:01:21.060]  當祂復活昇天之後,
[00:01:21.060 --> 00:01:25.100]  猜淺聖靈住在每一個信祂的人心中,
[00:01:25.100 --> 00:01:27.940]  永遠與我們同在。
[00:01:27.940 --> 00:01:30.220]  所以今天當我們在耶穌基督裏面的時候,
[00:01:30.220 --> 00:01:32.940]  我們可以不再孤單,
[00:01:32.940 --> 00:01:38.100]  也可以不再活在所有的焦慮跟恐懼之中。
[00:01:38.100 --> 00:01:42.340]  這爲什麼天使向牧羊人報信息的時候,
[00:01:42.340 --> 00:01:44.260]  天使高聲地對他們說:
[00:01:44.260 --> 00:01:49.820]  "我報給你們一個大喜的信息,是關乎萬民的。"
[00:01:49.820 --> 00:01:53.220]  就是在大衛的城裏爲你們升了救主,
[00:01:53.220 --> 00:01:55.260]  就是主基督。
[00:01:55.260 --> 00:01:59.220]  天使說我給你們大喜的信息是關乎萬民的。
[00:01:59.220 --> 00:02:02.060]  請問你誰是萬民啊?
[00:02:02.060 --> 00:02:03.380]  就是我們。
[00:02:03.380 --> 00:02:06.340]  萬民包括你跟我。
[00:02:06.340 --> 00:02:10.900]  但如果你仔細讀聖經裏面關於聖誕的故事的時候,
[00:02:10.900 --> 00:02:16.420]  你會發現不是每個人聽到這個信息都很歡喜的。
[00:02:16.420 --> 00:02:19.140]  你還記得當東方的博士,
[00:02:19.140 --> 00:02:21.340]  他們來到西律王面前,
[00:02:21.340 --> 00:02:22.540]  問西律王說:
[00:02:22.540 --> 00:02:26.100]  "那個生下來做猶大王的在哪裏?"的時候,
[00:02:26.100 --> 00:02:29.180]  西律王心中就不安了,
[00:02:29.180 --> 00:02:32.380]  而且耶路撒冷全城也不大安了。
[00:02:32.380 --> 00:02:32.900]  爲什麼?
[00:02:32.900 --> 00:02:36.180]  因爲如果耶穌真的來做王的話,
[00:02:36.180 --> 00:02:39.380]  那西律這個王就不必做了。
[00:02:39.380 --> 00:02:43.820]  所以他千方百計想要拒絕耶穌,
[00:02:43.820 --> 00:02:46.100]  甚至殺害耶穌。
[00:02:46.100 --> 00:02:49.980]  事實上我們就看見其實今天這個世界,
[00:02:49.980 --> 00:02:55.220]  不也是用盡千方百計想要拒絕耶穌嗎?
[00:02:55.220 --> 00:02:57.060]  現在過聖誕節的時候,
[00:02:57.060 --> 00:03:00.500]  已經不大流行講到"Merry Christmas",
[00:03:00.500 --> 00:03:03.540]  你要講"Happy Holiday"纔行。
[00:03:03.540 --> 00:03:08.700]  我們就看見這個世界千方百計想要拒絕耶穌,
[00:03:08.700 --> 00:03:13.260]  不想讓耶穌來侵犯他們生活的主權。
[00:03:13.260 --> 00:03:17.380]  他們寧願在罪惡當中自己來做主,
[00:03:17.380 --> 00:03:21.220]  他們也不願意讓耶穌來掌權。
[00:03:21.220 --> 00:03:24.500]  但他們卻沒想到當他們拒絕耶穌的時候,
[00:03:24.500 --> 00:03:30.900]  同時他們也拒絕了他們生命當中喜樂跟平安的源頭。
[00:03:30.900 --> 00:03:36.220]  這個也是正是這個世界爲什麼失去平安的原因。
[00:03:36.220 --> 00:03:38.180]  那對我們基督徒來講,
[00:03:38.180 --> 00:03:42.820]  我們要怎麼樣慶祝這樣一個聖誕的季節呢?
[00:03:42.820 --> 00:03:47.900]  在聖經裏面,我們看見三個很寶貴的榜樣擺在我們面前。
[00:03:47.900 --> 00:03:52.980]  第一個榜樣,我們看見要向瑪利亞可牧來服侍。
[00:03:52.980 --> 00:03:57.460]  跟你媽說要向瑪利亞可牧來服侍。
[00:03:57.460 --> 00:04:01.540]  路加福音第一章三十集跟三十一節怎麼說呢?
[00:04:01.540 --> 00:04:04.620]  我們看見天使向瑪利亞報佳音的時候,
[00:04:04.620 --> 00:04:07.060]  他對瑪利亞說,瑪利亞不要怕,
[00:04:07.060 --> 00:04:09.460]  你在神面前已經蒙恩了,
[00:04:09.460 --> 00:04:13.860]  你要懷孕生子,給他起名叫耶穌。
[00:04:13.860 --> 00:04:16.340]  說真的,你仔細想想,
[00:04:16.340 --> 00:04:20.140]  在當時,一個未婚的女子,
[00:04:20.140 --> 00:04:23.300]  這是哪門的好消息啊,我請問你?
[00:04:23.300 --> 00:04:25.380]  還要說蒙恩?
[00:04:25.380 --> 00:04:29.300]  若是在一個未婚的女子在那兒懷孕生子,
[00:04:29.300 --> 00:04:32.060]  如果在當時沒有被石頭俑打死的話,
[00:04:32.060 --> 00:04:36.380]  起碼一輩子也蒙羞無臉見人啊。
[00:04:36.380 --> 00:04:40.100]  可是我們看見瑪利亞聽到這樣信息的時候,
[00:04:40.100 --> 00:04:42.460]  他並不是說,哎呀,怎麼那麼倒黴啊,
[00:04:42.460 --> 00:04:45.820]  別人得祝福,我卻蒙羞辱呢?
[00:04:45.820 --> 00:04:47.300]  沒有。
[00:04:47.300 --> 00:04:49.980]  反而他在路加福音一章三十八節的時候,
[00:04:49.980 --> 00:04:52.420]  你看他怎麼回答,我們從來唸來。
[00:04:52.420 --> 00:04:54.420]  瑪利亞說,我是主的使女,
[00:04:54.420 --> 00:04:57.940]  情願照你的話成就在我身上,
[00:04:57.940 --> 00:05:00.620]  天使就離開她去。
[00:05:00.620 --> 00:05:04.180]  瑪利亞竟然說,我是神的使女,
[00:05:04.180 --> 00:05:08.100]  情願讓主的話成就在我身上。
[00:05:08.100 --> 00:05:11.860]  爲什麼瑪利亞會有這樣一種反應呢?
[00:05:11.860 --> 00:05:15.220]  我深深地相信,因爲在瑪利亞的心中,
[00:05:15.220 --> 00:05:19.540]  他有一個強烈的心志,強烈的渴望,
[00:05:19.540 --> 00:05:23.580]  就是渴望他的一生能夠被神所使用。
[00:05:23.580 --> 00:05:27.180]  他渴望能夠在神永恆的計劃裏面有份,
[00:05:27.180 --> 00:05:31.540]  他渴望能夠成爲神祝福別人的管道。
[00:05:31.540 --> 00:05:35.540]  雖然這在當時的環境是完全不可能的事情,
