
[00:00:00.000 --> 00:00:02.000]  各位鼎姐妹 午安
[00:00:02.000 --> 00:00:09.000]  上個主日 剛好是豬年的第一個主日
[00:00:09.000 --> 00:00:13.000]  所以上次我們從吳牧師的教導當中
[00:00:13.000 --> 00:00:16.000]  去學習豬年百戒的訊息
[00:00:16.000 --> 00:00:21.000]  加上農曆新年預備肯定都很忙碌的了
[00:00:21.000 --> 00:00:25.000]  可能對於我們對上聽的哥羅西書的訊息
[00:00:25.000 --> 00:00:27.000]  可能已經甩掉了一點點
[00:00:27.000 --> 00:00:32.000]  所以在我們一起去看二章十六至二十三節之前
[00:00:32.000 --> 00:00:35.000]  都值得跟大家recap少少
[00:00:35.000 --> 00:00:39.000]  以致可以跟上
[00:00:39.000 --> 00:00:43.000]  我們記得在哥羅西書第一章
[00:00:43.000 --> 00:00:45.000]  在書卷都頗開頭的時候
[00:00:45.000 --> 00:00:48.000]  其實我們已經看到保羅對於這間
[00:00:48.000 --> 00:00:53.000]  雖然他未親自去過牧養過的一間教會
[00:00:53.000 --> 00:00:59.000]  但他對裏面的弟兄妹妹有著很正面的肯定
[00:00:59.000 --> 00:01:02.000]  尤其是他說為他們很感恩
[00:01:02.000 --> 00:01:05.000]  因為看到他們在基督裏面的信心
[00:01:05.000 --> 00:01:08.000]  以及對眾聖徒那種的愛心
[00:01:08.000 --> 00:01:12.000]  然後在一章我們又會看到
[00:01:12.000 --> 00:01:14.000]  保羅花了相當長的篇幅
[00:01:14.000 --> 00:01:18.000]  來強調基督是萬有之首
[00:01:18.000 --> 00:01:20.000]  一切都是源自他
[00:01:20.000 --> 00:01:24.000]  他是為他而存有的
[00:01:24.000 --> 00:01:29.000]  他是萬物開始的始源的那位
[00:01:29.000 --> 00:01:33.000]  更加上帝叫在神裏面一切的豐盛
[00:01:33.000 --> 00:01:36.000]  都是居住在基督裏面
[00:01:36.000 --> 00:01:38.000]  然而去到第二章的時候
[00:01:38.000 --> 00:01:39.000]  我們會發現
[00:01:39.000 --> 00:01:44.000]  哥羅西教會這間值得保羅肯定嘉許
[00:01:44.000 --> 00:01:46.000]  甚至對他們持續成長
[00:01:46.000 --> 00:01:48.000]  都有很大的期望的一間教會
[00:01:48.000 --> 00:01:52.000]  其實都浮現了一些有威脅性的情況
[00:01:52.000 --> 00:01:59.000]  以致他們受一些似是而非的道理的壓力
[00:01:59.000 --> 00:02:02.000]  令他們的信仰都受到迷惑
[00:02:02.000 --> 00:02:04.000]  而那種迷惑都令他們
[00:02:04.000 --> 00:02:09.000]  本來從福音所得的那種自由離開罪的捆綁
[00:02:09.000 --> 00:02:16.000]  保羅說基督已經幫他們贏在宇宙裏面
[00:02:16.000 --> 00:02:21.000]  那種靈界 物質界等等的力量都瓦解了
[00:02:21.000 --> 00:02:27.000]  都不再需要服役在他們那種控制力下的自由
[00:02:27.000 --> 00:02:32.000]  這些假或是似是而非的教導的迷惑
[00:02:32.000 --> 00:02:41.000]  似乎令他們又想服役在規矩
[00:02:41.000 --> 00:02:45.000]  在一些操控的力量之下
[00:02:45.000 --> 00:02:49.000]  我們發現今天我們所看的那段經文
[00:02:49.000 --> 00:02:51.000]  佔最大篇幅
[00:02:51.000 --> 00:02:56.000]  其實是保羅對於弟兄姊妹所面對的迷惑
[00:02:56.000 --> 00:02:58.000]  而作出的糾正
[00:02:58.000 --> 00:03:01.000]  這是我們今天看的篇幅最大的內容
[00:03:01.000 --> 00:03:05.000]  在一些回顧的時候
[00:03:05.000 --> 00:03:07.000]  我們都預備好了
[00:03:07.000 --> 00:03:14.000]  可以一齊看一看哥羅西斯二章十六至二十三節的經文
[00:03:14.000 --> 00:03:16.000]  讓我們一同讀出
[00:03:44.000 --> 00:03:47.000]  弟兄姊妹所面對的信仰迷惑
[00:03:47.000 --> 00:03:51.000]  其實打從第二章的開頭就已經提及了
[00:03:51.000 --> 00:03:56.000]  我們可以看一看綜合的slide
[00:03:56.000 --> 00:03:59.000]  其實原來打從第四節
[00:03:59.000 --> 00:04:03.000]  本來已經提到他以下的勸勉或以上的勸勉
[00:04:03.000 --> 00:04:08.000]  其實特別說是免得有人用花言巧語來迷惑他們
[00:04:08.000 --> 00:04:10.000]  第八節又提了
[00:04:10.000 --> 00:04:14.000]  免得有人用他的哲學和虛空的廢話
[00:04:14.000 --> 00:04:16.000]  不照著基督
[00:04:16.000 --> 00:04:19.000]  而是照著人間的傳統和世上粗淺的學說
[00:04:19.000 --> 00:04:21.000]  將他們擄去
[00:04:21.000 --> 00:04:24.000]  接著就來到我們今天所讀的十六節
[00:04:24.000 --> 00:04:26.000]  不要讓任何人在飲食上
[00:04:26.000 --> 00:04:30.000]  或者節期、初一、安息日等等來評斷你們
[00:04:30.000 --> 00:04:32.000]  第十八節
[00:04:32.000 --> 00:04:36.000]  不要讓人藉著故作謙虛和敬拜天使
[00:04:36.000 --> 00:04:38.000]  來奪去你的獎賞
[00:04:38.000 --> 00:04:40.000]  奪去你們的獎賞
[00:04:40.000 --> 00:04:42.000]  或許也可以翻譯為
[00:04:42.000 --> 00:04:45.000]  去評斷你們不應該得到這些獎賞
[00:04:45.000 --> 00:04:47.000]  沒有資格去得到
[00:04:47.000 --> 00:04:49.000]  剛才大家一邊讀的時候
[00:04:49.000 --> 00:04:51.000]  或許都會留意
[00:04:51.000 --> 00:04:54.000]  很多的詞匯一邊讀
[00:04:54.000 --> 00:04:56.000]  其實不太掌握他在說什麼
[00:04:56.000 --> 00:05:00.000]  而這些詞匯其實去到第二十節至二十三節
[00:05:00.000 --> 00:05:02.000]  又再出現
[00:05:02.000 --> 00:05:04.000]  雖然在前面的篇幅已經出現
[00:05:04.000 --> 00:05:07.000]  所以二十節至二十三節可以說是一個總結
[00:05:07.000 --> 00:05:12.000]  他包羅了上述那些虛妄的教導各樣的要點
[00:05:12.000 --> 00:05:16.000]  包括之前提到的粗淺的學說第八節出現過
[00:05:16.000 --> 00:05:21.000]  去服從那些不可以拿、不可以試、不可以摸的規條
[00:05:21.000 --> 00:05:23.000]  十六節有類似的論述
[00:05:23.000 --> 00:05:26.000]  那些是根據人的命令教導
[00:05:26.000 --> 00:05:28.000]  第八節也有類似的提及
[00:05:28.000 --> 00:05:31.000]  我不再特別去重複了
[00:05:31.000 --> 00:05:35.000]  是因為保羅在總結裡面
[00:05:35.000 --> 00:05:37.000]  尤其是他提到
[00:05:37.000 --> 00:05:41.000]  這一切無論是去克制肉體的程序
[00:05:41.000 --> 00:05:43.000]  又或者前面也有提到
[00:05:43.000 --> 00:05:45.000]  其實是毫無功效的
[00:05:45.000 --> 00:05:48.000]  你要達到你以為想要有的目的
[00:05:48.000 --> 00:05:50.000]  其實是毫無功效的
[00:05:50.000 --> 00:05:56.000]  更加原來去跟從迷惑所定的規條、習俗
[00:05:56.000 --> 00:06:00.000]  更加有一個危機令人自高自大
[00:06:00.000 --> 00:06:04.000]  甚至很多這些設定的東西
[00:06:04.000 --> 00:06:08.000]  都是隨從人自己的想法去做
[00:06:08.000 --> 00:06:14.000]  而不是根據對基督應該有的準確和全面的認識
[00:06:14.000 --> 00:06:18.000]  去達至一個結論
[00:06:18.000 --> 00:06:20.000]  要這樣去做
[00:06:20.000 --> 00:06:25.000]  因為這些詞彙都是我們比較陌生的
[00:06:25.000 --> 00:06:31.000]  所以我相信我們值得花點時間去認識一下
[00:06:31.000 --> 00:06:33.000]  尤其是其中有幾個
[00:06:33.000 --> 00:06:35.000]  但在認識
[00:06:35.000 --> 00:06:38.000]  尤其是今天我們看那段經文的幾個之前
[00:06:38.000 --> 00:06:41.000]  都想綜合一點
[00:06:41.000 --> 00:06:45.000]  關於我們明白的這些虛妄的道理
[00:06:45.000 --> 00:06:46.000]  一些情況
[00:06:46.000 --> 00:06:48.000]  其實大家去看
[00:06:48.000 --> 00:06:52.000]  剛才我們看到二章所列的這些虛妄的道理
[00:06:52.000 --> 00:06:57.000]  其實我們不容易去有一個很整體
[00:06:57.000 --> 00:06:59.000]  甚至很具體的內容
[00:06:59.000 --> 00:07:01.000]  我們可以整理出來
[00:07:01.000 --> 00:07:04.000]  甚至我們未必可以說得準確
[00:07:04.000 --> 00:07:07.000]  究竟剛才所列的一大堆
[00:07:07.000 --> 00:07:09.000]  是否都是同一套教導呢?
[00:07:09.000 --> 00:07:12.000]  是否都源自同一班人呢?
[00:07:12.000 --> 00:07:16.000]  而這些一大堆虛妄的道理
[00:07:16.000 --> 00:07:19.000]  似乎有些是猶太主義的色彩
[00:07:19.000 --> 00:07:21.000]  例如大家記得安息日
[00:07:21.000 --> 00:07:24.000]  安息日總是跟月朔出來
[00:07:24.000 --> 00:07:26.000]  剛才有說月朔嗎?
[00:07:26.000 --> 00:07:28.000]  就是初一
[00:07:28.000 --> 00:07:32.000]  月朔是猶太人會守的節日
[00:07:32.000 --> 00:07:34.000]  裡面會有憲制的儀式
[00:07:34.000 --> 00:07:37.000]  甚至去遵守的時候都很像安息日
[00:07:37.000 --> 00:07:40.000]  但是否可以說這些虛妄的道理
[00:07:40.000 --> 00:07:43.000]  都是受著在這間教會裡面
[00:07:43.000 --> 00:07:47.000]  有些是猶太人歸信基督的部分的人
[00:07:47.000 --> 00:07:49.000]  來重新提倡
[00:07:49.000 --> 00:07:52.000]  要恢復猶太主義裡面的一些規矩
[00:07:52.000 --> 00:07:55.000]  無論是國禮那些的潔淨條例
[00:07:55.000 --> 00:07:58.000]  原來都不容易去下這個結論
[00:07:58.000 --> 00:08:02.000]  因為有一些聖經學者很細心研究
[00:08:02.000 --> 00:08:06.000]  發現有可能這裡所提到的虛妄的道理
[00:08:06.000 --> 00:08:11.000]  其實都夾雜著一些其他宗教的元素在當中
[00:08:11.000 --> 00:08:13.000]  例如敬拜天使
[00:08:13.000 --> 00:08:15.000]  這就很耐人尋味
[00:08:15.000 --> 00:08:17.000]  究竟什麼叫敬拜天使呢?
[00:08:17.000 --> 00:08:21.000]  基於從不同的資源去找證據去明白
[00:08:21.000 --> 00:08:25.000]  就發現既有可能是來自猶太教的影響
[00:08:25.000 --> 00:08:28.000]  亦都可能是來自外邦宗教的影響
[00:08:28.000 --> 00:08:32.000]  而更加明顯就是我們上一次的講道
[00:08:32.000 --> 00:08:36.000]  應該都有略略提到什麼叫世上粗淺的學說
[00:08:36.000 --> 00:08:39.000]  簡單地幫大家去記得說什麼
[00:08:39.000 --> 00:08:42.000]  其實是在表達一種宇宙觀
[00:08:42.000 --> 00:08:46.000]  那種宇宙觀是很像我們中國人那些堪如學家
[00:08:46.000 --> 00:08:48.000]  體長那些宇宙觀
[00:08:48.000 --> 00:08:52.000]  其實說這個世界的星宿、金莫碎火土
[00:08:52.000 --> 00:08:55.000]  它有一些運作的原則不僅如此
[00:08:55.000 --> 00:08:58.000]  並且在它的運作原則當中
[00:08:58.000 --> 00:09:01.000]  彰顯發揮了一股的操控力
[00:09:01.000 --> 00:09:05.000]  是可以影響我們世界的人和事
[00:09:05.000 --> 00:09:08.000]  這類這樣的世界觀
[00:09:08.000 --> 00:09:10.000]  如果是這樣的話
[00:09:10.000 --> 00:09:11.000]  有些學者更加說
[00:09:11.000 --> 00:09:17.000]  其實這個世界觀背後都一定離不開一種靈界的理解
[00:09:17.000 --> 00:09:20.000]  所以既可能是源自猶太教
[00:09:20.000 --> 00:09:26.000]  但亦都可能是夾雜了其他宗教一些混合的主義
[00:09:26.000 --> 00:09:29.000]  雖然在這些方面不是那麼明白
[00:09:29.000 --> 00:09:32.000]  但當我們認真去認識這些
[00:09:32.000 --> 00:09:35.000]  我們不是很熟悉裡面所說的一些詞彙
[00:09:35.000 --> 00:09:37.000]  或者裡面的內容的時候
[00:09:37.000 --> 00:09:40.000]  其實我們都至少可以綜合到
[00:09:40.000 --> 00:09:44.000]  其實這些虛妄的道理是在說什麼
[00:09:44.000 --> 00:09:47.000]  我們先看第十六節
[00:09:47.000 --> 00:09:50.000]  今天說話怎麼吃螺絲吃得那麼厲害
[00:09:50.000 --> 00:09:52.000]  這裡提到
[00:09:52.000 --> 00:09:57.000]  在飲食上或是節期初一或是月朔
[00:09:57.000 --> 00:10:00.000]  安息日等事上去評斷你
[00:10:00.000 --> 00:10:03.000]  評斷是指批評
[00:10:03.000 --> 00:10:07.000]  是指在這些事情上他們做不足
[00:10:07.000 --> 00:10:10.000]  哥羅西教會的弟兄姊妹沒有做足
[00:10:10.000 --> 00:10:14.000]  沒有理會以致批評他們不對
[00:10:14.000 --> 00:10:17.000]  這些規矩或者這裡所說的內容
[00:10:17.000 --> 00:10:20.000]  其實最大機會是在說
[00:10:20.000 --> 00:10:26.000]  一些確立猶太民族身份的規條和一些禮儀
[00:10:26.000 --> 00:10:29.000]  守安息日或者一些潔淨條例
[00:10:29.000 --> 00:10:31.000]  不可以飲食上吃豬肉
[00:10:31.000 --> 00:10:33.000]  不可以吃鱔
[00:10:33.000 --> 00:10:35.000]  血亦都更加不可以吃
[00:10:35.000 --> 00:10:37.000]  一些污穢的東西包括屍體等等
[00:10:37.000 --> 00:10:41.000]  不可以碰便不潔淨
[00:10:41.000 --> 00:10:43.000]  不可以進入聖殿祭拜
[00:10:43.000 --> 00:10:46.000]  這是猶太民族獨有的
[00:10:46.000 --> 00:10:49.000]  作為選民身份的一個標記
[00:10:49.000 --> 00:10:51.000]  所以很大機會
[00:10:51.000 --> 00:10:53.000]  虛妄的道理是說
[00:10:53.000 --> 00:10:56.000]  我們雖然信了基督
[00:10:56.000 --> 00:10:58.000]  但都是上帝的子民
[00:10:58.000 --> 00:11:00.000]  既然都是上帝的子民
[00:11:00.000 --> 00:11:03.000]  我明白上帝在舊時說過
[00:11:03.000 --> 00:11:05.000]  不喜歡這些東西
[00:11:05.000 --> 00:11:07.000]  有這些規限
[00:11:07.000 --> 00:11:09.000]  就應該理應繼續遵守
[00:11:09.000 --> 00:11:11.000]  所以他們都理解
[00:11:11.000 --> 00:11:15.000]  既是維護作為上帝子民身份的標記
[00:11:15.000 --> 00:11:18.000]  和猶太子民的身份是一脈相承的
[00:11:18.000 --> 00:11:20.000]  更加都視為
[00:11:20.000 --> 00:11:22.000]  我們是尊重上帝
[00:11:22.000 --> 00:11:25.000]  上帝不要的東西就不要碰
[00:11:25.000 --> 00:11:28.000]  一種敬虔的外在標記
[00:11:28.000 --> 00:11:30.000]  搞清楚這個之後
[00:11:30.000 --> 00:11:33.000]  我們或許就可以來到第十八節
[00:11:33.000 --> 00:11:37.000]  第十八節有更多我們不太明白的詞彙
[00:11:37.000 --> 00:11:41.000]  這裡我特別再加上後面的經文內容
[00:11:41.000 --> 00:11:43.000]  補充一點
[00:11:43.000 --> 00:11:45.000]  這裡說的虛妄道理
[00:11:45.000 --> 00:11:47.000]  是藉著故作謙虛
[00:11:47.000 --> 00:11:49.000]  和敬拜天使
[00:11:49.000 --> 00:11:53.000]  去奪去哥羅西信徒的獎賞
[00:11:53.000 --> 00:11:55.000]  這些人
[00:11:55.000 --> 00:11:57.000]  可以翻譯為
[00:11:57.000 --> 00:12:00.000]  進入所見的異象
[00:12:00.000 --> 00:12:03.000]  驅離於所見
[00:12:03.000 --> 00:12:05.000]  或者進入所見的異象
[00:12:05.000 --> 00:12:09.000]  其實前面本來是沒有這等人的
[00:12:09.000 --> 00:12:13.000]  這個英文可以說是一個participle phrase
[00:12:13.000 --> 00:12:16.000]  就是用來形容前面
[00:12:16.000 --> 00:12:21.000]  關於故作謙虛和敬拜天使
