
[00:00:00.000 --> 00:00:05.500]  感謝大美主今年2月1號,我成功了,做外公了。
[00:00:05.500 --> 00:00:10.000]  看看這張相片,我的大女兒生了一個非常可愛的baby boy,
[00:00:10.000 --> 00:00:14.500]  是我今年第一次發紅包給我的孫兒。
[00:00:14.500 --> 00:00:20.500]  有人就問我說,當外公和當爸爸的感受有什麼不一樣?
[00:00:20.500 --> 00:00:22.200]  我是有點不一樣。
[00:00:22.200 --> 00:00:26.200]  我記得當我第一次抱起我的大女兒的時候,
[00:00:26.200 --> 00:00:30.200]  我心中的感想是責任,Responsibility,
[00:00:30.200 --> 00:00:35.200]  我會有責任要撫養這個孩子長大成熟。
[00:00:35.200 --> 00:00:39.200]  兩個禮拜前當我抱著這個小孫兒的時候,
[00:00:39.200 --> 00:00:44.700]  我心中的感想是,他好可愛喔,我好喜歡他。
[00:00:44.700 --> 00:00:49.700]  感謝主,這是2024年神在我們家為我們做的心事。
[00:00:49.700 --> 00:00:54.200]  我相信神在今年也要為你做一件心事,阿們。
[00:00:54.200 --> 00:00:56.200]  為我們的神是做心事的神。
[00:00:56.200 --> 00:00:59.200]  在哥倫多前書第二章第九節,聖靈告訴我們說,
[00:00:59.200 --> 00:01:03.200]  神為愛他的人所預備的是眼睛未曾看見,
[00:01:03.200 --> 00:01:07.700]  耳朵未曾聽見,心中也未曾想到的。
[00:01:07.700 --> 00:01:11.200]  有一次當耶穌基督在科西瑪利岩被抓拿的時候,
[00:01:11.200 --> 00:01:17.200]  彼得就拔出刀來削掉了大祭司的僕人馬樂谷的耳朵。
[00:01:17.200 --> 00:01:22.200]  耶穌就摸一摸他的耳朵,醫好了他。
[00:01:22.200 --> 00:01:28.200]  馬樂谷這個僕人非常驚訝,也很激動感動地望著耶穌。
[00:01:28.200 --> 00:01:32.200]  耶穌對他說了一句話,你知道耶穌對他說什麼話嗎?
[00:01:32.200 --> 00:01:36.200]  Happy New Year!
[00:01:36.200 --> 00:01:41.200]  到頭還沒有人說Happy New Year!
[00:01:41.200 --> 00:01:46.200]  是的,耶穌不但為這個僕人馬樂谷洗那個神跡,
[00:01:46.200 --> 00:01:49.200]  醫好了他的耳朵,給他一個新的耳朵。
[00:01:49.200 --> 00:01:55.200]  耶穌在呼召彼得的時候,也為他行了一個神跡。
[00:01:55.200 --> 00:01:59.200]  我們一起來看路加福音第五章第一節到第十一節。
[00:01:59.200 --> 00:02:02.200]  路加福音第五章第一節到第十一節,
[00:02:02.200 --> 00:02:09.200]  這裡聖經說:耶穌站在各尼沙勒湖邊,眾人擁擠他,要聽神的道。
[00:02:09.200 --> 00:02:16.200]  他見有兩隻船彎在湖邊,打魚的人卻離開船洗碗去了。
[00:02:16.200 --> 00:02:21.200]  有一隻船是西門的,耶穌就上去,請他把船撐開。
[00:02:21.200 --> 00:02:27.200]  稍微離岸,就坐下,從船上教訓眾人。
[00:02:27.200 --> 00:02:33.200]  講完了,對西門說,把船開到水深之處,下網打魚。
[00:02:33.200 --> 00:02:39.200]  西門說:夫子,我們整夜勞力,並沒有打著什麼。
[00:02:39.200 --> 00:02:47.200]  當一種魚的話,我就下網。他們下了網,就圈住許多魚,網險些裂開,
[00:02:47.200 --> 00:02:56.200]  便招呼那隻船上的同伴來幫助,他們就來把魚裝滿了兩隻船,甚至船要沉下去。
[00:02:56.200 --> 00:03:05.200]  西門彼得看見,就俯伏在耶穌氣田說:豬啊,離開我,我是個罪人。
[00:03:05.200 --> 00:03:12.200]  他和一切同在的人,都驚訝這一碗所打的魚。他的夥伴,西比泰的兒子,雅各約翰也是這樣。
[00:03:12.200 --> 00:03:23.200]  耶穌對西門說:不要怕,從今以後,你要得人了。
[00:03:23.200 --> 00:03:29.200]  他們把兩隻船攏了岸,就撇下所有的,跟從了耶穌。
[00:03:29.200 --> 00:03:41.200]  這乃是記載耶穌呼召第一批門徒的故事。這段故事其實在《馬太福音》第四章和《馬可福音》第一章都有記載。
[00:03:41.200 --> 00:03:54.200]  但是路加醫生在這裡記載,特別把重點放在彼得的身上,特別讓我們看見耶穌如何呼召彼得成為他的門徒。
[00:03:54.200 --> 00:04:01.200]  我們先來看看三個非常重要的觀察。首先,耶穌站在格尼沙勒的湖邊。
[00:04:01.200 --> 00:04:12.200]  格尼沙勒其實就是加利利海。其實加利利海或者格尼沙勒湖並不大,只有八里寬,大概十三里長而已。
[00:04:12.200 --> 00:04:24.200]  但是耶穌也在這個地方,也就是加利利的海邊。三年以後,三次問彼得,你愛我比這些更多嗎?
[00:04:24.200 --> 00:04:29.200]  所以對彼得來說,這個地方對他來說是非常印象深刻的地方。
[00:04:29.200 --> 00:04:38.200]  然後第二個觀察,耶穌竟然有兩艘船在隔岸了。船上的人都已經離開了,做什麼呢?都洗碗去了。
[00:04:38.200 --> 00:04:47.200]  換句話說,他們已經完成了他們要做的工作,準備回家休息了。那時間應該是在早上的時候。
[00:04:47.200 --> 00:04:53.200]  然後第三個觀察,我們看見耶穌就是特別簡選了彼得的船。
[00:04:53.200 --> 00:05:02.200]  稍微簡稱彼得的船就上去,請他把船撐開,稍微離岸,就在彼得的船上坐下來教訓眾人。
[00:05:02.200 --> 00:05:15.200]  換句話說,彼得不論是願意不願意,他總得聽耶穌在船上講天國的真理,可能一個小時,兩個小時,甚至三個小時。
[00:05:15.200 --> 00:05:25.200]  講完以後,聖靈告訴我們說,耶穌對彼得說,把船開到水深之處,下往大雲。
[00:05:25.200 --> 00:05:32.200]  先生,如果你是彼得的話,你會有什麼的感想?耶穌啊,也沒搞錯。
[00:05:32.200 --> 00:05:45.200]  如果稍微有點經驗的人打魚,特別在加利利海打魚,都知道說打魚的時間,最好的時間是晚上的時間,沒有人在早上打魚的。
[00:05:45.200 --> 00:05:51.200]  你怎麼叫我把船開到水深之處,下往打魚呢?
[00:05:51.200 --> 00:06:00.200]  彼得按照他過去的經驗,非常理智氣壯地來告訴耶穌,這是沒辦法的。
[00:06:00.200 --> 00:06:10.200]  他是沒有想到,耶穌在這裡要教導他第一個非常重要的功課,不要讓你的經驗攔住你精力神。
[00:06:10.200 --> 00:06:22.200]  什麼是經驗呢?經驗是你今年累月工作所累積起來的結果。
[00:06:22.200 --> 00:06:31.200]  你工作了二十年,三十年,你工作非常有經驗,很多事情你都做過,嘗過,打拼過,你都做過了。
[00:06:31.200 --> 00:06:38.200]  但是如果你當當依靠你的經驗,你就會因此感覺到驕傲,你不再學習了。
[00:06:38.200 --> 00:06:44.200]  最近我看到一位弟兄跟他一起吃飯,他告訴我說,他在電腦公司做過,已經做了二十幾年。
[00:06:44.200 --> 00:06:54.200]  但是最近人工智慧AI非常非常的熱,因此他說我要開始學習人工智慧,因為他過去做的不是人工智慧的技術。
[00:06:54.200 --> 00:07:00.200]  哇!他沒有讓他過去的經驗攔住他來精力神。
[00:07:00.200 --> 00:07:08.200]  他有這樣一個心態肯定,不但是他能夠精力神的神蹟,他也能夠在公司裡面有機會被提升。阿門!
[00:07:08.200 --> 00:07:20.200]  所以千萬不要因為你過去的經驗豐富,不論你是工作的經驗,服務師的經驗,不要讓你的經驗讓你感覺到自高自大。
[00:07:20.200 --> 00:07:40.200]  告訴他們不要讓你的經驗使你自高自大,因為你的經驗會使你自高自大,覺得你都做過了,會覺得你很自滿,因此你沒有謙卑的心,繼續學習,繼續不斷的成長,進入到神的豐盛裡面。
[00:07:40.200 --> 00:08:01.200]  所以我們的經驗會成為我們的攔住。所以你看看西門彼得怎麼對耶穌說呢?西門彼得說什麼?夫子。我們看看第五章第四節,西門說:夫子,我們整夜勞力,並沒有打著什麼,但依從你的話,我就效啊。
[00:08:01.200 --> 00:08:24.200]  這裡所說的夫子是對一個有權柄的人的尊稱,這乃是在《路加福音》裡面獨有記載彼得對耶穌的一個稱呼。夫子,你是有權柄的,但是我整夜勞力,換句話說,我按照我可以打魚的時間,都已經努力地打魚過了,然後呢?
[00:08:24.200 --> 00:08:43.200]  然後沒有打著什麼,在可以打魚的地方,不論是水潛的地方,不論是水深之處,我都打過了,完全沒有任何的結果。換句話說,我並不是懶惰的,按照我的經驗,我真的是已經盡力了。
[00:08:43.200 --> 00:09:09.200]  請問,如果你是彼得的話,你會不會有這樣的感受呢?就好像我到你電腦公司裡面去,看到你垂頭善氣,原來知道說你的電腦中毒了,淡機了,我就告訴你說,把你的電腦關機,三分鐘以後再開機,然後按手在電腦上禱告宣告,你會有什麼反應?
[00:09:09.200 --> 00:09:34.200]  這牧師啊,講到你可以,講笑話也很好。電腦,我這做了二十幾年,三十幾年,電腦不知道該怎麼做嗎?還要你來教我,我是電腦專家啦!我想彼得有同樣的這樣的感受,我們的經驗很多時候常常會攔住我們,精力省在你身上的神蹟。
[00:09:34.200 --> 00:09:54.200]  很多時候我們的經驗也攔住我們,在公司裡面被提升,在你的工作上能夠更上一層樓。那我們必須要有謙卑的心,知道說我們的主,祂的智慧永遠都是超過你的經驗,神的能力永遠超過你的智慧和你的能力。阿們!
[00:09:54.200 --> 00:10:09.200]  原來耶穌要彼得做什麼呢?要祂一同來經歷。經歷什麼?經歷神蹟。同樣的,耶穌要和你一同經歷神蹟。耶穌要和你一同經歷神蹟。
[00:10:09.200 --> 00:10:38.200]  所以耶穌基督叫他把船開到水深之處,下網打魚。這個看起來是非常不合邏輯,不合常理的事情嘛!哪裡有人在早上的時候開船到水深之處,下網打魚呢?彼得完全明白這個道理,他是非常老練有經驗的漁夫。但是他卻萬萬沒有想到,耶穌基督是要讓他經歷一個他從來沒有經歷過的神蹟。
[00:10:38.200 --> 00:10:56.200]  我們看結果發生什麼事情。在第五章第六節說,他們下了網就圈住許多的魚,網險些裂開,便召呼那隻船上的同伴來幫助,他們就來了,把魚抓滿了兩隻船,甚至怎麼樣?船要沉下去。
[00:10:56.200 --> 00:11:14.200]  彼得從來沒有經歷過這樣的一個事情,在早上的時候竟然可以打到這麼多的魚。他不知道耶穌不但是講道大有權柄,連風浪都得聽他的,何況這些魚群。
[00:11:14.200 --> 00:11:27.200]  你可以想像,耶穌基督說把水開到水深之處,下網打魚,把那些熟睡的魚群一聽到耶穌說下網打魚,馬上就醒過來,就衝啊衝啊衝到彼得的網裡面去。
[00:11:27.200 --> 00:11:48.200]  彼得只要輕而易舉地把網一拉上來,哇這麼多的魚,連他自己的船都裝不下,網線是要裂開,還有招呼他那兩個同伴,就是亞哥跟約翰,他是有個漁業公司的,他是小生意的漁業公司,有兩個夥伴有兩艘船,請他們一起來船起伏要沉下去。
[00:11:48.200 --> 00:12:07.200]  你可以想像彼得經歷了這樣的一個神蹟,就在他的眼前啊,這是他從來沒有看過,他補一補了可能十幾二十年從來沒有經歷過的事情,在早上的時候竟然能夠補到兩條船幾乎要沉下去的魚。
[00:12:07.200 --> 00:12:18.200]  哈利路亞,耶穌基督告訴我們說,祂的能力,祂的權柄永遠大過你所經歷的所有的經驗,阿們。
[00:12:18.200 --> 00:12:29.200]  因爲我們學習謙卑地把我們的經驗交託給主啊,不能在工作上,服事上有多少年的經驗,你說主啊,你要我做什麼?
[00:12:29.200 --> 00:12:42.200]  感謝大美主。彼得還沒有停留在埋怨的這樣一個狀況,他還是說當依從你的話,我怎麼樣?我就嚇我。
[00:12:42.200 --> 00:12:55.200]  我們看到彼得這個時候,就看到說耶穌基督幫他補了這麼多魚以後呢,他馬上察覺到原來自己是這麼魚卓,這麼卑微的一個人。
[00:12:55.200 --> 00:13:04.200]  彼得他的反應是什麼?主啊,離開我,我是個罪人。他開始發現自己的軟弱。
[00:13:04.200 --> 00:13:17.200]  其實彼得是一個非常敬請的猶太人,他非常知道舊約聖經裡面所講的,他知道說只有從神來的那一位,或者有神同在的人,才能夠行這樣的一個神蹟。
[00:13:17.200 --> 00:13:31.200]  除了有神的同在,沒有人能夠行這樣的神蹟。他就開始察覺自己的虧欠,自己的軟弱,說主啊,離開我,我是個罪人。
[00:13:31.200 --> 00:13:47.200]  看見、認識自己的軟弱,是你成長的過程中必要的一個條件。但是如何去面對你的軟弱,就決定你的未來。
[00:13:47.200 --> 00:14:08.200]  阿們。所以不要讓你的軟弱奪去你的未來,不要讓你的軟弱奪去你的未來,不要讓你的軟弱奪去你的未來。
[00:14:08.200 --> 00:14:30.200]  我們看第五章第八節,彼得說什麼呢?是因為彼得看見,看見什麼?看見這一大群的魚在他的船上,就伏伏,這個是一個敬拜,他是猶太人敬拜的一個肢體的語言,整個人撲在耶穌基督的氣前,說主啊,離開我,我是個罪人。
[00:14:30.200 --> 00:14:38.200]  其中他說,你是夫子,你是有教導的權柄,你是有權柄的一位尊敬的夫子,一個老師。
[00:14:38.200 --> 00:15:04.200]  現在他說主啊,因為他知道除了神或者有神童在裡外,沒有人能夠行這樣的神蹟。他說主啊,離開我,我是個罪人。他非常清楚看見自己的卑微,自己的軟弱,說我是個罪人,離開我。
[00:15:04.200 --> 00:15:13.200]  我不配跟你站在同一個船上,我不配如此的靠近你這位同神那裡來的。
[00:15:13.200 --> 00:15:35.200]  我想他的經歷有點像當年以撒亞先知,這裡面告訴我們說當烏夏王死去的那一年,以撒亞先知就被帶到聖殿裡面,他看見耶和華神坐在高高的寶座上,他的衣裳隨下遮滿聖殿,有撒拉佛在那裡飛翔,呼喊說聖災聖災,萬千秋的榮耀,充滿全地的時候。
[00:15:35.200 --> 00:15:44.200]  他馬上看見自己的卑微,相形之下看見自己的污穢,說禍災。我們看看以撒亞追第六章第五節他的防禦是什麼。
[00:15:44.200 --> 00:16:00.200]  那時我說禍災就是死定了,我滅亡了,因為我是嘴拳不截的人,又住在嘴拳不截的民眾,又因我眼見大君王萬鈞之耶和華。
