
[00:00:00.000 --> 00:00:04.000]  我願意今天跟你們分享一個很簡單的信息
[00:00:04.000 --> 00:00:07.000]  我願意今天跟大家分享一個很簡單的信息
[00:00:07.000 --> 00:00:09.000]  這個信息我預備完之後
[00:00:09.000 --> 00:00:11.000]  這個信息我預備完之後
[00:00:11.000 --> 00:00:13.000]  我昨天到教會的辦公室裡面
[00:00:13.000 --> 00:00:16.000]  拿開報紙《東方郵報》
[00:00:16.000 --> 00:00:19.000]  昨天我在辦公室裡面打開這個《東方郵報》
[00:00:19.000 --> 00:00:21.000]  我就看見一個文章
[00:00:21.000 --> 00:00:23.000]  我就看見一個文章
[00:00:23.000 --> 00:00:29.000]  那個文章是宋恩弟兄所寫的
[00:00:29.000 --> 00:00:32.000]  那個文章是宋恩弟兄所寫的
[00:00:32.000 --> 00:00:34.000]  他就是我們的神見弟兄
[00:00:34.000 --> 00:00:37.000]  他就是我們的弟兄
[00:00:37.000 --> 00:00:39.000]  神見弟兄
[00:00:39.000 --> 00:00:43.000]  這是他所寫的信息
[00:00:43.000 --> 00:00:45.000]  這是他所寫的信息
[00:00:45.000 --> 00:00:49.000]  跟我今天要講的非常相近
[00:00:49.000 --> 00:00:51.000]  跟我今天要講的非常相近
[00:00:51.000 --> 00:00:53.000]  是以馬內利的上帝
[00:00:53.000 --> 00:00:55.000]  是以馬內利的上帝
[00:00:55.000 --> 00:00:56.000]  我們低頭禱告
[00:00:56.000 --> 00:00:57.000]  我們低頭禱告
[00:00:57.000 --> 00:01:01.000]  親愛的天父願意你與我們同在
[00:01:01.000 --> 00:01:04.000]  親愛的天父願意你與我們同在
[00:01:04.000 --> 00:01:07.000]  你的聖靈運行在人的心裡面
[00:01:07.000 --> 00:01:09.000]  你的聖靈運行在人的心裡面
[00:01:09.000 --> 00:01:11.000]  開啟我們的心竅
[00:01:11.000 --> 00:01:13.000]  開啟我們的心竅
[00:01:13.000 --> 00:01:15.000]  給我們明白聖誕真正的意義
[00:01:15.000 --> 00:01:17.000]  給我們明白聖誕的真正意義
[00:01:17.000 --> 00:01:19.000]  奉主耶穌名求
[00:01:19.000 --> 00:01:22.000]  阿門
[00:01:22.000 --> 00:01:24.000]  很簡單
[00:01:24.000 --> 00:01:28.000]  我想讓大家知道聖誕的真義是什麼
[00:01:28.000 --> 00:01:29.000]  很簡單
[00:01:29.000 --> 00:01:31.000]  我想讓大家明白聖誕的真義是什麼
[00:01:31.000 --> 00:01:33.000]  而且我們盼望你們都記住
[00:01:33.000 --> 00:01:34.000]  希望大家都記住
[00:01:34.000 --> 00:01:39.000]  因為現在對聖誕的意義已經很模糊了
[00:01:39.000 --> 00:01:42.000]  因為現代對聖誕的意義已經很模糊了
[00:01:42.000 --> 00:01:45.000]  聖誕的意義
[00:01:45.000 --> 00:01:47.000]  第一
[00:01:47.000 --> 00:01:51.000]  聖誕讓我們知道上帝是真的
[00:01:51.000 --> 00:01:54.000]  聖誕讓我們知道上帝是真的
[00:01:54.000 --> 00:01:55.000]  聖誕讓我們知道上帝是真的
[00:01:55.000 --> 00:01:57.000]  大家一同重複一二三
[00:01:57.000 --> 00:01:59.000]  上帝是真的
[00:01:59.000 --> 00:02:01.000]  第二
[00:02:01.000 --> 00:02:05.000]  耶穌道成肉身來到這個世界
[00:02:05.000 --> 00:02:07.000]  第二 耶穌道成肉身來到這個世界
[00:02:07.000 --> 00:02:09.000]  讓我們曉得一樣事
[00:02:09.000 --> 00:02:11.000]  讓我們曉得一樣事
[00:02:11.000 --> 00:02:13.000]  人是屬靈的
[00:02:13.000 --> 00:02:15.000]  人是屬靈的
[00:02:15.000 --> 00:02:16.000]  一二三來
[00:02:16.000 --> 00:02:18.000]  人是屬靈的
[00:02:18.000 --> 00:02:22.000]  第三
[00:02:22.000 --> 00:02:26.000]  以賽亞書七章十四節八章第八節
[00:02:26.000 --> 00:02:27.000]  九月預言
[00:02:27.000 --> 00:02:30.000]  耶穌要來到這個世間
[00:02:30.000 --> 00:02:33.000]  而且祂的名字要稱為
[00:02:33.000 --> 00:02:39.000]  以馬內利
[00:02:39.000 --> 00:02:43.000]  以賽亞書七章十四節八章八節
[00:02:43.000 --> 00:02:48.000]  以賽亞書七章十四節八章八節
[00:02:48.000 --> 00:02:50.000]  那裡告訴我們
[00:02:50.000 --> 00:02:53.000]  在七百多年之後
[00:02:53.000 --> 00:02:54.000]  在七百多年之後
[00:02:54.000 --> 00:02:57.000]  有一位救主
[00:02:57.000 --> 00:02:59.000]  祂的名字叫以馬內利
[00:02:59.000 --> 00:03:01.000]  祂的名字叫以馬內利
[00:03:01.000 --> 00:03:03.000]  要降生在世間
[00:03:03.000 --> 00:03:04.000]  要降生在世間
[00:03:04.000 --> 00:03:06.000]  以馬內利翻出來的意思
[00:03:06.000 --> 00:03:09.000]  希伯來文翻譯成希臘文
[00:03:09.000 --> 00:03:12.000]  再翻譯成廣東話
[00:03:12.000 --> 00:03:17.000]  普通話就是以馬內利
[00:03:17.000 --> 00:03:25.000]  以馬內利翻出來的意思就是
[00:03:25.000 --> 00:03:27.000]  神與我們同在
[00:03:27.000 --> 00:03:29.000]  非常好
[00:03:29.000 --> 00:03:31.000]  那個意思就是說
[00:03:31.000 --> 00:03:32.000]  聖誕的意義是
[00:03:32.000 --> 00:03:37.000]  上帝能夠超越時空去做事
[00:03:37.000 --> 00:03:38.000]  那個意思就是
[00:03:38.000 --> 00:03:40.000]  上帝可以超越時空去做事
[00:03:40.000 --> 00:03:42.000]  所以第三點
[00:03:42.000 --> 00:03:48.000]  上帝能超越時空去做事
[00:03:48.000 --> 00:03:51.000]  最後一點
[00:03:51.000 --> 00:03:54.000]  聖誕的真義
[00:03:54.000 --> 00:03:59.000]  上帝要救我
[00:03:59.000 --> 00:04:01.000]  改變我
[00:04:01.000 --> 00:04:03.000]  給我平安
[00:04:03.000 --> 00:04:07.000]  上帝要在耶穌裡面
[00:04:07.000 --> 00:04:10.000]  救我,改變我
[00:04:10.000 --> 00:04:13.000]  給我真正的平安
[00:04:13.000 --> 00:04:15.000]  第四點,大家一同念
[00:04:15.000 --> 00:04:18.000]  上帝透過耶穌
[00:04:18.000 --> 00:04:22.000]  要救我,改變我
[00:04:22.000 --> 00:04:25.000]  給我真正的平安
[00:04:25.000 --> 00:04:27.000]  非常好
[00:04:27.000 --> 00:04:29.000]  很容易記,是不是?
[00:04:29.000 --> 00:04:31.000]  只是四點
[00:04:31.000 --> 00:04:34.000]  聖誕的真義
[00:04:34.000 --> 00:04:38.000]  123來,上帝是真的
[00:04:38.000 --> 00:04:41.000]  第二,人是俗靈的
[00:04:41.000 --> 00:04:47.000]  第三,上帝能超越時空去做事
[00:04:47.000 --> 00:04:50.000]  第四,上帝透過耶穌
[00:04:50.000 --> 00:04:53.000]  救我,改變我
[00:04:53.000 --> 00:04:56.000]  給我平安,真正的平安
[00:04:56.000 --> 00:05:01.000]  非常好
[00:05:01.000 --> 00:05:03.000]  就是那麼簡單
[00:05:03.000 --> 00:05:06.000]  那麼清楚
[00:05:06.000 --> 00:05:17.000]  你相不相信上帝是真的?
[00:05:17.000 --> 00:05:22.000]  第二,耶穌成為人
[00:05:22.000 --> 00:05:25.000]  住在人當中
[00:05:25.000 --> 00:05:33.000]  但是他也尊稱自己是上帝的兒子
[00:05:33.000 --> 00:05:42.000]  就給我們有一個覺醒
[00:05:42.000 --> 00:05:48.000]  知道不單止上帝是真的
[00:05:48.000 --> 00:05:53.000]  而且他要帶領俗靈的人
[00:05:53.000 --> 00:05:56.000]  回歸於他
[00:05:56.000 --> 00:06:00.000]  再成為他的兒女
[00:06:00.000 --> 00:06:05.000]  人已經失去了對自己的認識
[00:06:05.000 --> 00:06:10.000]  以為自己只是一個物質的動物
[00:06:10.000 --> 00:06:14.000]  他不曉得人有靈魂
[00:06:14.000 --> 00:06:18.000]  所以人無論尋找什麼東西滿足他的內心
[00:06:18.000 --> 00:06:23.000]  但是還是空虛
[00:06:23.000 --> 00:06:29.000]  因為主要他忘記自己真正的本質
[00:06:29.000 --> 00:06:32.000]  就是人是俗靈的
[00:06:32.000 --> 00:06:35.000]  人是有靈魂的
[00:06:35.000 --> 00:06:40.000]  如果你不回歸於俗靈的上帝
[00:06:40.000 --> 00:06:46.000]  人是不可能有滿足和快樂的生活
[00:06:46.000 --> 00:06:50.000]  人是俗靈的
[00:06:50.000 --> 00:06:57.000]  第三,上帝超越時空做事
[00:06:57.000 --> 00:07:00.000]  在你的生命裡面沒有發生的事
[00:07:00.000 --> 00:07:06.000]  上帝已經知道
[00:07:06.000 --> 00:07:13.000]  上帝以往所預告的,他要應驗
[00:07:13.000 --> 00:07:27.000]  你我只是在宇宙當中很快地消失的流星
[00:07:27.000 --> 00:07:30.000]  上帝是信實的
[00:07:30.000 --> 00:07:33.000]  我們不要看自己太偉大
[00:07:33.000 --> 00:07:35.000]  一下子就沒有了
[00:07:35.000 --> 00:07:38.000]  一下子來一下子過去
[00:07:38.000 --> 00:07:44.000]  短暫的日子裡面有不同的痛苦,有不同的際遇
[00:07:44.000 --> 00:07:47.000]  有順境,有逆境
[00:07:47.000 --> 00:07:50.000]  但是我們要曉得一樣事
[00:07:50.000 --> 00:07:56.000]  上帝可以超越時間做事
[00:07:56.000 --> 00:08:01.000]  最後一點
[00:08:01.000 --> 00:08:07.000]  上帝透過耶穌可以救你
[00:08:07.000 --> 00:08:11.000]  可以改變你
[00:08:11.000 --> 00:08:15.000]  可以給你真正的平安
[00:08:15.000 --> 00:08:18.000]  你信嗎?
[00:08:18.000 --> 00:08:22.000]  如果你還沒有認識耶穌
[00:08:22.000 --> 00:08:25.000]  或者你已經認識耶穌
[00:08:25.000 --> 00:08:30.000]  但是你要更深地委心給他
[00:08:30.000 --> 00:08:33.000]  如果你是慕道的朋友
[00:08:33.000 --> 00:08:38.000]  如果上帝是那麼真實
[00:08:38.000 --> 00:08:40.000]  我是一個屬靈的人
[00:08:40.000 --> 00:08:43.000]  他能夠超時空做事
[00:08:43.000 --> 00:08:47.000]  他能夠救我,改變我,給我真正的平安
[00:08:47.000 --> 00:08:50.000]  我願意相信
[00:08:50.000 --> 00:08:54.000]  如果有這樣願意相信的朋友
[00:08:54.000 --> 00:08:58.000]  請你舉起你的手好嗎?
[00:08:58.000 --> 00:09:03.000]  無論是信仰主還沒有信主悟道的
[00:09:03.000 --> 00:09:06.000]  如果上帝是這樣的話
[00:09:06.000 --> 00:09:09.000]  沒有人願意相信耶穌
[00:09:09.000 --> 00:09:11.000]  感謝主
[00:09:11.000 --> 00:09:13.000]  還有呢?
[00:09:13.000 --> 00:09:15.000]  感謝主
[00:09:15.000 --> 00:09:18.000]  我的講章其實可以結束了
[00:09:18.000 --> 00:09:21.000]  因為有三位相信耶穌
[00:09:21.000 --> 00:09:23.000]  我的講章其實可以結束了
[00:09:23.000 --> 00:09:25.000]  因為有三位相信耶穌
[00:09:25.000 --> 00:09:27.000]  要不要多聽一點?
[00:09:27.000 --> 00:09:29.000]  可以嗎?
[00:09:29.000 --> 00:09:33.000]  今天我想跟大家分享
[00:09:33.000 --> 00:09:37.000]  這位的上帝
[00:09:37.000 --> 00:09:39.000]  這位的上帝
[00:09:39.000 --> 00:09:41.000]  這位的上帝
[00:09:41.000 --> 00:09:44.000]  是以馬內力的上帝
[00:09:44.000 --> 00:09:50.000]  我今天特別針對兩樣人的光景
[00:09:50.000 --> 00:09:52.000]  人的恐懼
[00:09:52.000 --> 00:09:54.000]  跟人的羞恥
[00:09:54.000 --> 00:09:56.000]  人的恐懼
[00:09:56.000 --> 00:10:00.000]  跟人的羞恥
[00:10:00.000 --> 00:10:05.000]  人的恐懼
[00:10:05.000 --> 00:10:08.000]  跟人的羞恥
[00:10:08.000 --> 00:10:15.000]  還有女人
[00:10:15.000 --> 00:10:19.000]  一個沒有恐懼的人
[00:10:19.000 --> 00:10:22.000]  沒有辦法起床
[00:10:22.000 --> 00:10:28.000]  沒有辦法抬起頭來做人
[00:10:28.000 --> 00:10:33.000]  一個充滿羞恥的人
[00:10:33.000 --> 00:10:39.000]  他沒有膽量去跟人多談
[00:10:39.000 --> 00:10:47.000]  因為他很怕別人發現他裡面羞恥的原因
[00:10:47.000 --> 00:10:50.000]  所以我想跟大家去思想
[00:10:50.000 --> 00:10:52.000]  所以我想跟大家去分享
[00:10:52.000 --> 00:10:56.000]  這位以馬內力的上帝
[00:10:56.000 --> 00:11:00.000]  能夠明白人的恐懼嗎?
[00:11:00.000 --> 00:11:04.000]  當耶穌快降生的時候
[00:11:04.000 --> 00:11:10.000]  大概是主前第四年、第五年
[00:11:10.000 --> 00:11:15.000]  猶太人的文化、宗教跟政治
[00:11:15.000 --> 00:11:19.000]  正面臨非常混亂的環境
[00:11:19.000 --> 00:11:22.000]  生活非常困苦
[00:11:22.000 --> 00:11:24.000]  在文化方面
[00:11:24.000 --> 00:11:28.000]  他們仍然受著希臘化的衝擊
[00:11:28.000 --> 00:11:29.000]  在文化方面
[00:11:29.000 --> 00:11:31.000]  他們仍然受著希臘化的攻擊
[00:11:31.000 --> 00:11:32.000]  在政治方面
[00:11:32.000 --> 00:11:35.000]  他們受著羅馬的帝國所壓迫
[00:11:35.000 --> 00:11:36.000]  在政治方面
[00:11:36.000 --> 00:11:38.000]  他們一方面受到羅馬帝國的逼迫
[00:11:38.000 --> 00:11:44.000]  羅馬帝國甚至推行帝王的崇拜
[00:11:44.000 --> 00:11:47.000]  而且他們所立的地方官員
[00:11:47.000 --> 00:11:49.000]  而且他們所立的地方官員
[00:11:49.000 --> 00:11:52.000]  不住的施壓那些猶太的百姓
[00:11:52.000 --> 00:11:56.000]  不住的欺壓猶太的百姓
