
[00:00:00.000 --> 00:00:01.480]  我們先來祈禱
[00:00:01.480 --> 00:00:04.160]  主耶穌恩待我們看見
[00:00:04.160 --> 00:00:07.120]  那裡的現實
[00:00:07.120 --> 00:00:09.120]  不被欺騙
[00:00:09.120 --> 00:00:12.280]  活在慷飛的虛幻中
[00:00:12.280 --> 00:00:16.240]  讓上上去喜愛你的說話
[00:00:16.240 --> 00:00:18.920]  晝夜思想你的說話
[00:00:18.920 --> 00:00:22.000]  找見你比我們在世
[00:00:22.000 --> 00:00:25.120]  結果的祝福
[00:00:25.120 --> 00:00:26.680]  奉耶穌基督的名禱
[00:00:26.680 --> 00:00:27.480]  阿們
[00:00:30.640 --> 00:00:32.680]  要去栽種一個植物
[00:00:32.680 --> 00:00:36.520]  是要給它一個適合的生態環境
[00:00:36.520 --> 00:00:38.560]  而這種生態環境
[00:00:38.560 --> 00:00:39.360]  只有一種
[00:00:39.360 --> 00:00:44.920]  你不可以任意隨便拿了一種樹苗
[00:00:44.920 --> 00:00:49.160]  然後想著放在你自己騎樓的一個
[00:00:49.160 --> 00:00:51.640]  普通盆栽上
[00:00:51.640 --> 00:00:53.680]  然後隨便撒些泥
[00:00:53.680 --> 00:00:54.440]  灑些水
[00:00:54.440 --> 00:00:55.960]  就以為它會成長
[00:00:55.960 --> 00:00:58.280]  每一樣的植物
[00:00:59.040 --> 00:01:01.440]  都需要一個獨特的環境
[00:01:01.440 --> 00:01:03.880]  一個獨特的生態
[00:01:03.880 --> 00:01:05.960]  才能夠成長
[00:01:05.960 --> 00:01:07.160]  就舉個例子
[00:01:07.160 --> 00:01:09.080]  好像所謂的紅樹林
[00:01:09.080 --> 00:01:11.680]  大家知道應該放在什麼地方
[00:01:11.680 --> 00:01:15.400]  才能夠長出一些紅樹林的植物
[00:01:15.400 --> 00:01:17.400]  濕地
[00:01:17.400 --> 00:01:19.520]  所以香港要看紅樹林在哪裡
[00:01:19.520 --> 00:01:20.840]  濕地公園
[00:01:20.840 --> 00:01:22.320]  米舖等等
[00:01:22.320 --> 00:01:23.720]  濕地是什麼呢?
[00:01:23.720 --> 00:01:27.200]  濕地就是鹹水淡水的郊界
[00:01:27.200 --> 00:01:28.480]  一些沼澤
[00:01:28.480 --> 00:01:30.480]  那些地濕濕黎黎漿漿
[00:01:30.480 --> 00:01:33.320]  但是又不會鋪滿很多水
[00:01:33.320 --> 00:01:36.880]  這樣才能夠有所謂的紅樹林生長
[00:01:36.880 --> 00:01:38.880]  如果太多水經常泡著
[00:01:38.880 --> 00:01:39.840]  這些種不了
[00:01:39.840 --> 00:01:41.960]  又或者乾得像沙漠一樣
[00:01:41.960 --> 00:01:42.840]  仙人掌就行
[00:01:42.840 --> 00:01:44.000]  種這些不行
[00:01:44.000 --> 00:01:46.440]  我在讀書的時候
[00:01:46.440 --> 00:01:48.040]  在加拿大有一位好朋友
[00:01:48.040 --> 00:01:50.000]  他來自另一個埠
[00:01:50.000 --> 00:01:53.320]  去我那間學校讀書
[00:01:53.320 --> 00:01:55.320]  每逢放長假
[00:01:55.320 --> 00:01:56.800]  暑假或者聖誕
[00:01:56.800 --> 00:01:59.520]  他就會回到自己的埠屋過節
[00:01:59.520 --> 00:02:02.960]  然後就把家裡的一個盆栽
[00:02:02.960 --> 00:02:05.280]  拿來我那裡叫我照顧
[00:02:05.280 --> 00:02:06.160]  他說很容易
[00:02:06.160 --> 00:02:06.720]  很簡單
[00:02:06.720 --> 00:02:08.200]  這棵盆栽很容易打理
[00:02:08.200 --> 00:02:10.720]  你每天給他一杯水就可以了
[00:02:10.720 --> 00:02:12.520]  很簡單而已
[00:02:12.520 --> 00:02:14.000]  所以很厲害了
[00:02:14.000 --> 00:02:14.880]  不用問了
[00:02:14.880 --> 00:02:15.760]  每次放假
[00:02:15.760 --> 00:02:17.240]  他就把盆栽拿回家
[00:02:17.240 --> 00:02:19.120]  每天就倒一杯水進去
[00:02:19.120 --> 00:02:20.880]  他就真的很青綠
[00:02:20.880 --> 00:02:21.520]  很自然的成長
[00:02:21.520 --> 00:02:22.520]  真的容易種植
[00:02:22.520 --> 00:02:26.720]  但是我發覺我住的地方
[00:02:27.040 --> 00:02:28.520]  都是一些舊樓
[00:02:28.520 --> 00:02:30.480]  水喉很舊
[00:02:30.480 --> 00:02:33.600]  每天早上起床
[00:02:33.600 --> 00:02:34.440]  一扭出水喉
[00:02:34.440 --> 00:02:36.840]  第一灘水都是黃泥水
[00:02:36.840 --> 00:02:38.480]  黃金金的
[00:02:38.480 --> 00:02:41.000]  一定要開水喉30秒
[00:02:41.000 --> 00:02:42.520]  等那些污水都走了
[00:02:42.520 --> 00:02:43.960]  才可以用其他的水
[00:02:43.960 --> 00:02:45.880]  我就從一個環保角度
[00:02:45.880 --> 00:02:47.280]  太浪費了
[00:02:47.280 --> 00:02:48.840]  沖了很多水
[00:02:48.840 --> 00:02:50.720]  這麼寶貴資源
[00:02:50.720 --> 00:02:51.720]  於是就想
[00:02:51.720 --> 00:02:53.640]  有一次我朋友又把盆栽放在家裡
[00:02:53.640 --> 00:02:54.280]  我就想
[00:02:54.280 --> 00:02:57.720]  不如把倒水的水拿一杯
[00:02:57.720 --> 00:02:59.680]  倒進盆栽裡
[00:02:59.680 --> 00:03:01.320]  很有趣
[00:03:01.320 --> 00:03:03.440]  盆栽就慢慢由青綠
[00:03:03.440 --> 00:03:06.080]  轉變為黃泥水的顏色
[00:03:06.080 --> 00:03:09.960]  於是過了假期之後
[00:03:09.960 --> 00:03:11.040]  我朋友回來了
[00:03:11.040 --> 00:03:12.080]  就拿回盆栽
[00:03:12.080 --> 00:03:12.480]  他說
[00:03:12.480 --> 00:03:13.320]  「啊 阿正」
[00:03:13.320 --> 00:03:14.680]  「為什麼盆栽死了?」
[00:03:14.680 --> 00:03:17.360]  「你沒有林花嗎?」
[00:03:17.360 --> 00:03:18.440]  我說每天都有
[00:03:18.440 --> 00:03:19.880]  「是啊 過往都是這樣 沒事的」
[00:03:19.880 --> 00:03:22.080]  「這次黃了 死了 乾了」
[00:03:22.080 --> 00:03:23.360]  「你怎麼好像沒有林花?」
[00:03:23.360 --> 00:03:24.560]  我說「有啊 當然有」
[00:03:24.560 --> 00:03:28.400]  「不過我每天把家裡開出來的黃泥水倒進去而已」
[00:03:28.400 --> 00:03:31.920]  「啊 原來不只是每天倒水」
[00:03:31.920 --> 00:03:34.360]  「還要倒乾淨水 它才會生長的」
[00:03:34.360 --> 00:03:36.760]  「原來我活在一個虛幻裡面」
[00:03:36.760 --> 00:03:39.440]  「以為我倒什麼進去盆栽都會生長」
[00:03:39.440 --> 00:03:40.320]  「原來不是的」
[00:03:40.320 --> 00:03:41.520]  「你倒錯了水進去」
[00:03:41.520 --> 00:03:42.480]  「雖然都是水」
[00:03:42.480 --> 00:03:44.080]  「那棵東西就枯乾了」
[00:03:44.080 --> 00:03:45.960]  所以原來同樣屬靈的生命
[00:03:45.960 --> 00:03:49.000]  都是有一個合宜的屬靈生命生態
[00:03:49.000 --> 00:03:51.080]  我們的靈命才能夠成功
[00:03:51.080 --> 00:03:52.560]  甚至我們再廣闊一點
[00:03:52.560 --> 00:03:54.640]  是我們的生命才會成長
[00:03:54.640 --> 00:03:55.840]  用這篇詩篇所說
[00:03:55.840 --> 00:03:57.120]  我們才能夠蒙福
[00:03:57.120 --> 00:03:59.240]  才能夠做事順利
[00:03:59.240 --> 00:04:03.640]  所以今天從這段聖經去了解到
[00:04:03.640 --> 00:04:05.360]  原來這篇聖經讓我們知道
[00:04:05.360 --> 00:04:07.200]  一個果實的現實
[00:04:07.200 --> 00:04:10.360]  和一個堪披的虛幻
[00:04:10.360 --> 00:04:13.400]  唯一一件事能夠讓我們知道
[00:04:13.400 --> 00:04:14.880]  哪樣是現實
[00:04:14.880 --> 00:04:16.240]  哪樣是虛幻的
[00:04:16.240 --> 00:04:20.520]  就是去默想神自己的說話
[00:04:21.400 --> 00:04:24.200]  詩篇第一篇甚至和第二篇
[00:04:24.200 --> 00:04:28.000]  都被譽為成卷一百五十篇詩篇的序言
[00:04:28.000 --> 00:04:31.400]  為了整卷詩篇作一個定調
[00:04:31.400 --> 00:04:33.040]  今天我們看第一篇
[00:04:33.040 --> 00:04:33.800]  簡單來說
[00:04:33.800 --> 00:04:35.280]  我們已經預期到
[00:04:35.280 --> 00:04:36.640]  之後我們再看的詩篇
[00:04:36.640 --> 00:04:38.600]  很多裡面的內容都牽涉到
[00:04:38.600 --> 00:04:41.000]  特別說到一個蒙福的人生
[00:04:41.000 --> 00:04:42.520]  應該是怎樣的人生
[00:04:42.520 --> 00:04:44.240]  一個異人究竟是怎樣
[00:04:44.240 --> 00:04:45.600]  異路應該是怎樣走
[00:04:45.600 --> 00:04:50.920]  所以到第一篇的第一節
[00:04:50.920 --> 00:04:53.440]  因為中文聖經翻譯想暢順一點
[00:04:53.440 --> 00:04:56.800]  就將原文的第一句放在後面
[00:04:56.800 --> 00:04:59.000]  所以你看到是第一和第二節混在一起
[00:04:59.000 --> 00:05:01.000]  但如果你手上看到英文聖經
[00:05:01.000 --> 00:05:02.120]  應該第一節是
[00:05:02.120 --> 00:05:04.120]  "這人便為好福"
[00:05:04.120 --> 00:05:05.440]  "Blessed is the man"
[00:05:05.440 --> 00:05:06.160]  就是第一節
[00:05:06.160 --> 00:05:09.920]  蒙福的人是怎樣的呢?
[00:05:09.920 --> 00:05:12.760]  就是不從惡人的計謀
[00:05:12.760 --> 00:05:14.400]  不站在人的道路
[00:05:14.400 --> 00:05:16.800]  不坐傲慢人的座位
[00:05:18.320 --> 00:05:21.720]  這裏讓我們看到一件事
[00:05:21.720 --> 00:05:22.520]  首先
[00:05:22.520 --> 00:05:24.320]  大家有沒有留意
[00:05:24.320 --> 00:05:26.120]  如果你手上的是英文聖經
[00:05:26.120 --> 00:05:29.240]  那個蒙福的異人
[00:05:29.240 --> 00:05:31.600]  是一個單數還是一個眾數呢?
[00:05:31.600 --> 00:05:34.800]  是一個單數
[00:05:34.800 --> 00:05:36.320]  "Blessed is the man"
[00:05:36.320 --> 00:05:37.240]  那一個人
[00:05:37.240 --> 00:05:41.640]  但他面對這群所謂惡人、罪人
[00:05:41.640 --> 00:05:43.440]  是眾數還是單數呢?
[00:05:43.440 --> 00:05:44.960]  是眾數
[00:05:44.960 --> 00:05:45.720]  "Sinners"
[00:05:47.840 --> 00:05:49.840]  原來不單止在第一篇
[00:05:49.840 --> 00:05:53.600]  基本上你留意讀整個150篇詩篇
[00:05:53.600 --> 00:05:58.840]  很多我稱為受難詩、走難詩
[00:05:58.840 --> 00:06:02.120]  尤其是大衛經常描述他自己被騷擾
[00:06:02.120 --> 00:06:04.120]  被他的兒子阿沙隆追殺
[00:06:04.120 --> 00:06:05.560]  很多惡人去追殺他
[00:06:05.560 --> 00:06:09.080]  經常都說得好像以一敵眾
[00:06:09.080 --> 00:06:11.680]  我寡敵眾
[00:06:11.680 --> 00:06:15.720]  詩篇就描述我們異人在世上的生活
[00:06:15.720 --> 00:06:19.960]  就像我們一個人去抵抗一群圍繞著要害我們的惡人
[00:06:19.960 --> 00:06:23.240]  甚至如果跳轉到第一、第二篇是一個罪言
[00:06:23.240 --> 00:06:24.840]  第三篇第一節
[00:06:24.840 --> 00:06:27.680]  記載到大衛的詩演這樣說
[00:06:27.680 --> 00:06:32.200]  大衛說:我的敵人何其眾多
[00:06:32.200 --> 00:06:33.920]  怎麼抵抗?
[00:06:33.920 --> 00:06:35.720]  一個人抵抗一群人
[00:06:35.720 --> 00:06:37.120]  真的很難搞
[00:06:37.120 --> 00:06:40.760]  然後說到這些惡人
[00:06:40.760 --> 00:06:42.560]  是有些陰謀
[00:06:42.560 --> 00:06:44.120]  有些道路
[00:06:44.120 --> 00:06:46.000]  有些事情想我們參與
[00:06:46.000 --> 00:06:49.360]  於是說到異人和罪人的分別就是
[00:06:49.360 --> 00:06:51.120]  他不從惡人的計謀
[00:06:51.120 --> 00:06:53.160]  他不會聽惡人的建議
[00:06:53.160 --> 00:06:54.880]  那些建議
[00:06:54.880 --> 00:06:55.960]  那些思想
[00:06:55.960 --> 00:06:57.960]  那些喜好
[00:06:57.960 --> 00:07:00.080]  他不會聽他們
[00:07:00.080 --> 00:07:04.080]  去和應他們這種思想和做事的方式
[00:07:04.080 --> 00:07:05.880]  不站罪人的道路
[00:07:05.880 --> 00:07:07.400]  更加不會做他們所做的事情
[00:07:07.400 --> 00:07:08.680]  走在他們的路上
[00:07:08.680 --> 00:07:10.960]  不坐傲慢人的座位
[00:07:10.960 --> 00:07:12.600]  不是單單說坐下
[00:07:12.880 --> 00:07:16.640]  好像大家坐在一同釘住一個群眾
