
[00:00:00.000 --> 00:00:03.880]  話說兩兄弟都有藝術天份
[00:00:03.880 --> 00:00:07.800]  據說有兩兄弟他們兩位都有藝術的天份
[00:00:07.800 --> 00:00:10.440]  但由於家境貧困
[00:00:10.440 --> 00:00:13.400]  但由於家境貧窮
[00:00:13.400 --> 00:00:18.760]  不能夠支撐兩兄弟同時進入藝術學校
[00:00:18.760 --> 00:00:24.440]  不能夠同時支撐兩兄弟同時進入藝術學校
[00:00:24.440 --> 00:00:29.560]  只能夠由其中一個人負責出外工作賺錢
[00:00:29.560 --> 00:00:33.720]  只能夠由其中一個人負責出外工作賺錢
[00:00:33.720 --> 00:00:36.360]  然後供養另一個人去讀書
[00:00:36.360 --> 00:00:38.720]  然後供養另外一個人去讀書
[00:00:38.720 --> 00:00:40.600]  結果的選擇
[00:00:40.600 --> 00:00:41.920]  結果的選擇是
[00:00:41.920 --> 00:00:47.320]  就是做哥哥去煤礦公司做礦工
[00:00:47.320 --> 00:00:51.080]  是哥哥去煤礦公司做礦工
[00:00:51.080 --> 00:00:53.920]  賺錢供養弟弟去讀書
[00:00:53.920 --> 00:00:56.200]  賺錢供養弟弟去讀書
[00:00:56.200 --> 00:01:01.320]  幾年後弟弟在藝術學校畢業
[00:01:01.320 --> 00:01:05.200]  幾年後弟弟在藝術學校畢業
[00:01:05.200 --> 00:01:10.280]  他對哥哥說現今輪到我出去賺錢
[00:01:10.280 --> 00:01:14.560]  他對哥哥說現今輪到我出去賺錢
[00:01:14.560 --> 00:01:19.800]  然後供養弟弟修讀藝術
[00:01:19.800 --> 00:01:23.400]  然後供養弟弟修讀藝術
[00:01:23.400 --> 00:01:29.200]  誰知道哥哥將他粗糙的手給他看
[00:01:29.200 --> 00:01:34.080]  誰知道哥哥將他粗糙的手給他看
[00:01:34.080 --> 00:01:38.280]  他說經過幾年做礦工的辛苦工作
[00:01:38.280 --> 00:01:42.240]  經過幾年做礦工很辛苦的工作之後
[00:01:42.240 --> 00:01:45.760]  他現在的手已經不再柔軟
[00:01:45.760 --> 00:01:49.160]  他的手已經不再柔軟了
[00:01:49.160 --> 00:01:56.920]  再不能用手輕易地畫畫
[00:01:56.920 --> 00:02:00.880]  他的手掌只能合起來向神祈禱
[00:02:00.880 --> 00:02:06.760]  他的手掌只能合起來向神祈禱
[00:02:06.760 --> 00:02:12.600]  他的弟弟一向很仰慕他的哥哥
[00:02:12.600 --> 00:02:16.040]  為了感謝哥哥
[00:02:16.040 --> 00:02:19.320]  他立即發揮他的藝術才能
[00:02:19.320 --> 00:02:22.120]  他立即發揮他的藝術才能
[00:02:22.120 --> 00:02:25.720]  把哥哥合掌祈禱的形態
[00:02:25.720 --> 00:02:28.600]  把哥哥合掌祈禱的形態
[00:02:28.600 --> 00:02:30.800]  用木頭雕刻出來
[00:02:30.800 --> 00:02:32.520]  用木頭雕刻出來
[00:02:32.520 --> 00:02:36.360]  這個雕塑是今天流行的祈禱之手
[00:02:36.360 --> 00:02:40.000]  這個雕塑是今天流行的祈禱之手
[00:02:40.000 --> 00:02:41.520]  在這個典故當中
[00:02:41.520 --> 00:02:42.840]  在這個典故當中
[00:02:42.840 --> 00:02:45.280]  我們不能明白兩點
[00:02:45.280 --> 00:02:47.400]  我們不能明白兩點
[00:02:47.400 --> 00:02:50.320]  第一點是我們可以看到
[00:02:50.320 --> 00:02:54.600]  兄弟之間存在深厚的愛
[00:02:54.600 --> 00:02:58.480]  兄弟之間存在深厚的愛
[00:02:58.480 --> 00:03:00.960]  第二點是作為哥哥
[00:03:00.960 --> 00:03:03.120]  第二點是作為哥哥
[00:03:03.120 --> 00:03:06.120]  受到惡劣環境的折磨
[00:03:06.120 --> 00:03:08.520]  受到惡劣環境的折磨
[00:03:08.520 --> 00:03:10.880]  原本可以成為藝術家的能力
[00:03:10.880 --> 00:03:13.000]  原本可以成為藝術家的能力
[00:03:13.000 --> 00:03:15.520]  原本可以成為藝術家的能力
[00:03:15.520 --> 00:03:17.800]  卻無奈的喪失了
[00:03:17.800 --> 00:03:20.280]  今天我們要看一個聖經故事
[00:03:20.280 --> 00:03:22.200]  今天我們要看一個聖經故事
[00:03:22.200 --> 00:03:26.160]  是可以讓我們看到當中的主角
[00:03:26.160 --> 00:03:30.680]  是可以讓我們看到當中的主角
[00:03:30.680 --> 00:03:33.960]  是充滿了愛和能力的限制
[00:03:33.960 --> 00:03:36.480]  充滿了愛和能力的限制
[00:03:36.480 --> 00:03:41.280]  請我們看楊芳第十三章第一節三節
[00:03:41.280 --> 00:03:46.360]  余越節以前耶穌知道自己離開貴婦的時候到了
[00:03:46.360 --> 00:03:48.880]  祂既然愛世間屬自己的人
[00:03:48.880 --> 00:03:53.800]  就愛他們到底
[00:03:53.800 --> 00:03:55.320]  去晚飯的時候
[00:03:55.320 --> 00:03:57.960]  魔鬼已將賣耶穌的意思
[00:03:57.960 --> 00:04:02.320]  放在西門的兒子加略人猶大心裡
[00:04:02.320 --> 00:04:06.560]  耶穌知道婦已將萬有交在祂手裡
[00:04:06.560 --> 00:04:09.560]  且知道自己是從神出來的
[00:04:09.560 --> 00:04:11.520]  又要歸到神那裡去
[00:04:11.520 --> 00:04:17.200]  第一節我們知道這個故事是發生在余越節以前
[00:04:17.200 --> 00:04:21.120]  在第一節我們知道這個故事是發生在余越節之前
[00:04:21.120 --> 00:04:28.720]  也就是說耶穌進入耶路撒冷最後一周之前發生的事情
[00:04:28.720 --> 00:04:35.800]  也知道是耶穌進入耶路撒冷最後一周發生的事情
[00:04:35.800 --> 00:04:37.960]  在四福音當中
[00:04:37.960 --> 00:04:43.480]  約翰福音是唯一的福音書沒有提到余越節的晚餐
[00:04:43.480 --> 00:04:47.560]  約翰福音是唯一的福音書沒有提到余越節的晚餐
[00:04:47.560 --> 00:04:52.360]  也就是沒有記載主耶穌設立主餐的情景
[00:04:52.360 --> 00:04:55.800]  也就是沒有記載主耶穌設立主餐的情景
[00:04:55.800 --> 00:05:04.800]  當然其中有一個部分是指主餐的設立
[00:05:04.800 --> 00:05:10.160]  當然其中有一個部分是指主餐的設立
[00:05:10.160 --> 00:05:14.280]  在這個為門徒洗腳的故事裡
[00:05:14.280 --> 00:05:17.000]  在這個為門徒洗腳的故事裡
[00:05:17.000 --> 00:05:21.920]  主耶穌知道有一個指定的時候到了
[00:05:21.920 --> 00:05:25.040]  主耶穌知道有一個指定的時候到了
[00:05:25.040 --> 00:05:27.480]  或者我們會問
[00:05:27.480 --> 00:05:36.640]  耶穌的時候到了是指什麼時候呢?
[00:05:36.640 --> 00:05:44.040]  我們可以歸納成為兩點
[00:05:44.040 --> 00:05:50.000]  第一點是歸回父神那裡的時刻
[00:05:50.000 --> 00:05:53.160]  第一點是歸回父神那裡的時刻
[00:05:53.160 --> 00:05:58.840]  耶穌是從天上而來的
[00:05:58.840 --> 00:06:02.680]  死後復活了之後就回到天上去了
[00:06:02.680 --> 00:06:06.560]  死後復活了之後就回到天上去了
[00:06:06.560 --> 00:06:10.080]  如果我們根據《使徒行傳》一章十至十一節
[00:06:10.080 --> 00:06:13.880]  如果我們根據《使徒行傳》第一章十到十一節
[00:06:13.880 --> 00:06:19.200]  記載到祂升天之後
[00:06:19.200 --> 00:06:23.200]  天使就對人這樣說
[00:06:23.200 --> 00:06:28.680]  有一天祂將會再次回來
[00:06:28.680 --> 00:06:34.760]  這個時刻的第二點是什麼時刻呢?
[00:06:34.760 --> 00:06:37.760]  就是耶穌得榮耀的時刻
[00:06:37.760 --> 00:06:40.000]  就是耶穌得榮耀的時刻
[00:06:40.000 --> 00:06:43.320]  有很多人以為耶穌死了是很羞辱的
[00:06:43.320 --> 00:06:45.840]  有人以為耶穌死了是很羞辱的
[00:06:45.840 --> 00:06:49.560]  但是聖經告訴我們,耶穌是得著榮耀的
[00:06:49.560 --> 00:06:53.160]  但是聖經告訴我們,耶穌是得著榮耀的
[00:06:53.160 --> 00:06:56.960]  所以有些聖經學者將約翰福音分成兩個部份
[00:06:56.960 --> 00:07:01.320]  所以有些聖經學者把約翰福音分成兩個部份
[00:07:01.320 --> 00:07:05.120]  一至十二節就叫做《神跡之書》
[00:07:05.120 --> 00:07:08.520]  一到十二章是《神跡之書》
[00:07:08.520 --> 00:07:16.960]  一至十二章也可以叫做《記號之書》
[00:07:16.960 --> 00:07:20.760]  我們可以從《神跡》裡面
[00:07:20.760 --> 00:07:26.080]  看到神怎樣作行事的記號
[00:07:26.080 --> 00:07:31.080]  我們可以在《神跡》裡面看到神怎樣作記號
[00:07:31.080 --> 00:07:43.760]  然後下半部十三章至二十一章被稱為《榮耀之書》
[00:07:43.760 --> 00:07:47.480]  接著我們看第四至五節
[00:07:47.480 --> 00:07:53.800]  就離席站立起來,脫了衣服,拿一條手巾梳腰
[00:07:53.800 --> 00:07:59.240]  隨後把水倒在盤裡,就洗門徒的腳
[00:07:59.240 --> 00:08:04.120]  並用自己所梳的手巾擦乾
[00:08:04.120 --> 00:08:08.120]  耶穌把他的上衣
[00:08:08.120 --> 00:08:12.920]  用水為門徒洗腳
[00:08:12.920 --> 00:08:17.160]  然後用手巾擦乾
[00:08:17.160 --> 00:08:20.760]  這個舉動令到門徒很震驚
[00:08:20.760 --> 00:08:23.480]  這個舉動令到門徒很震驚
[00:08:23.480 --> 00:08:31.160]  因為洗腳是服人服侍客人的工作
[00:08:31.160 --> 00:08:37.040]  主人親自動手實在是不合當時的體統
[00:08:37.040 --> 00:08:40.680]  主人親自動手實在是不合當時的規矩
[00:08:40.680 --> 00:08:45.480]  難怪彼得對這個行動有諸多的說話
[00:08:45.480 --> 00:08:48.800]  難怪彼得對這個行動有諸多的說話
[00:08:48.800 --> 00:08:51.800]  我們就看看他怎樣跟耶穌對話
[00:08:51.800 --> 00:08:55.080]  我們就看看他怎樣跟耶穌對話
[00:08:55.080 --> 00:08:57.840]  我們先看六節八節
[00:08:57.840 --> 00:09:00.800]  我們看六到八節
[00:09:00.800 --> 00:09:03.400]  愛到西門彼得,彼得對祂說
[00:09:03.400 --> 00:09:05.840]  「主啊,祢洗我的腳嗎?」
[00:09:05.840 --> 00:09:11.280]  耶穌回答說:「我所做的,祢如今不知道,後來必明白」
[00:09:11.280 --> 00:09:14.360]  彼得說:「祢永不可洗我的腳」
[00:09:14.360 --> 00:09:18.280]  耶穌說:「我若不洗祢,祢就與我無分了」
[00:09:18.280 --> 00:09:23.280]  彼得不明白耶穌所做的是什麼
[00:09:23.280 --> 00:09:27.160]  彼得不明白耶穌所做的是什麼
[00:09:27.160 --> 00:09:30.640]  耶穌說:「祢如今不明白,將來祢就會明白」
[00:09:30.640 --> 00:09:35.760]  耶穌說:「祢如今不明白,將來祢就會明白」
[00:09:35.760 --> 00:09:39.600]  彼得說:「祢不要洗我的腳」
[00:09:39.600 --> 00:09:42.160]  彼得說:「祢不要洗我的腳」
[00:09:42.160 --> 00:09:44.680]  彼得說:「祢永不可洗我的腳」
[00:09:44.680 --> 00:09:46.880]  彼得說:「祢永不可洗我的腳」
[00:09:46.880 --> 00:09:51.520]  意思是祂覺得不配
[00:09:51.520 --> 00:09:56.640]  但是耶穌說:「如果我不用祢,祢就與我無分了」
[00:09:56.640 --> 00:10:02.440]  但是耶穌卻說:「若不洗祢的腳,祢就與我無分了」
[00:10:02.440 --> 00:10:05.200]  「無分」就是「無關係」
[00:10:05.200 --> 00:10:07.000]  意思就是「沒有關係」
[00:10:07.000 --> 00:10:14.880]  也有人說:「如果祢不用祢,祢就不能得到在天上的那一份了」
[00:10:14.880 --> 00:10:21.880]  也有人說:「如果耶穌不洗彼得的腳,彼得就不能得到天上的份了」
[00:10:21.880 --> 00:10:24.400]  是一種「福份」
[00:10:24.400 --> 00:10:28.320]  有些人想到「份」可能是指房屋
[00:10:28.320 --> 00:10:31.160]  有人想到「份」就是房屋
[00:10:31.160 --> 00:10:35.920]  有些人千辛萬苦都是希望可以買到層樓屬於自己
[00:10:35.920 --> 00:10:41.880]  有人千辛萬苦的都只是希望買一棟房子是屬於自己的
[00:10:41.880 --> 00:10:47.160]  但是你知不知道神為我們已經在天上預備了一個很大的房屋給我們呢?
[00:10:47.160 --> 00:10:53.520]  可是你知不知道主耶穌已經為我們在天上預備一棟很大的房子在天上?
[00:10:53.520 --> 00:10:56.400]  耶穌就可以幫我們
[00:10:56.400 --> 00:10:58.000]  耶穌就可以幫我們了
[00:10:58.000 --> 00:11:01.520]  我們看第九節、十一節吧
[00:11:01.520 --> 00:11:07.600]  西門彼得說:「主啊!不但我的腳,連手和頭也要洗」
[00:11:07.600 --> 00:11:13.920]  耶穌說:「凡洗過澡的人,只要把腳一洗,全身就乾淨了」
[00:11:13.920 --> 00:11:18.240]  「你們是乾淨的,然而我都是乾淨的」
[00:11:18.240 --> 00:11:22.160]  我們看到第九節彼得挺大貪
[00:11:22.160 --> 00:11:25.840]  我們看到第九節彼得滿貪心的
[00:11:25.840 --> 00:11:30.200]  原來你洗我,我可以得到一些「福份」
[00:11:30.200 --> 00:11:33.360]  原來你洗我,我就可以得到一些「福份」
[00:11:33.360 --> 00:11:38.160]  你不但洗我的腳,還洗了我的手、洗了我的頭
[00:11:38.160 --> 00:11:42.880]  那你不要單單洗我的腳,連手和頭也要幫我洗
[00:11:42.880 --> 00:11:45.600]  那我得到的「福份」就更多了,是不是?
[00:11:45.600 --> 00:11:48.640]  這樣的話,我得到的「福份」會更多了
[00:11:48.640 --> 00:11:50.560]  但是耶穌說不是
[00:11:50.560 --> 00:11:52.840]  但是耶穌說不是
[00:11:52.840 --> 00:11:59.800]  最重要就是說,凡是洗過澡的人,身體就會乾淨了
[00:11:59.800 --> 00:12:03.360]  是凡洗過澡的人,全身都會乾淨了
[00:12:03.360 --> 00:12:06.760]  重點就是乾淨
[00:12:06.760 --> 00:12:09.640]  原來人是需要給耶穌洗乾淨
[00:12:09.640 --> 00:12:13.200]  原來人是需要給耶穌洗乾淨
[00:12:13.200 --> 00:12:18.720]  耶穌說你們是乾淨的,然而不是所有的人都是乾淨的
[00:12:18.720 --> 00:12:22.960]  耶穌卻說你們是乾淨的,然而不都是乾淨的
[00:12:22.960 --> 00:12:26.400]  是指他們當中有一個人要出賣祂
[00:12:26.400 --> 00:12:29.520]  是指他們當中有一個人要出賣祂
[00:12:29.520 --> 00:12:32.280]  大家都知道是誰了,是不是?
[00:12:32.280 --> 00:12:35.600]  所以祂說你們不都是乾淨的
[00:12:35.600 --> 00:12:39.880]  所以耶穌說你們不都是乾淨的
[00:12:39.880 --> 00:12:47.520]  有些人以為耶穌用水潔淨門徒的腳
[00:12:47.520 --> 00:12:51.440]  有人覺得耶穌用水潔淨門徒的腳
[00:12:51.440 --> 00:12:54.760]  是叫人很乾淨
[00:12:54.760 --> 00:12:56.320]  是叫人很乾淨
[00:12:56.320 --> 00:13:01.680]  我們就會問,那水是不是可以把人潔淨呢?
[00:13:01.680 --> 00:13:06.960]  我們就會問,那水是不是可以把人潔淨呢?
[00:13:06.960 --> 00:13:09.960]  我們看第十節下
[00:13:09.960 --> 00:13:12.360]  我們看第十節下部分
[00:13:12.360 --> 00:13:16.480]  耶穌說你們是乾淨的,然而不是所有的人都是乾淨的
[00:13:16.480 --> 00:13:21.000]  耶穌說你們是乾淨的,然而不是所有的人都是乾淨的
[00:13:21.000 --> 00:13:27.840]  原來水是可以把人的肉體洗乾淨
[00:13:27.840 --> 00:13:31.520]  原來水是可以把人的肉體洗乾淨
[00:13:31.520 --> 00:13:34.400]  這裡是指,那猶大又怎麼辦呢?
[00:13:34.400 --> 00:13:36.440]  這裡是指,那猶大又怎麼辦呢?
[00:13:36.440 --> 00:13:39.400]  猶大將來出賣祂的時候
[00:13:39.400 --> 00:13:41.920]  猶大將來出賣耶穌的時候
[00:13:41.920 --> 00:13:43.200]  那祂乾不乾淨呢?
[00:13:43.200 --> 00:13:45.160]  那祂乾不乾淨呢?
[00:13:45.160 --> 00:13:47.120]  祂的肉體得到乾淨
[00:13:47.120 --> 00:13:48.960]  祂的肉體得到乾淨
[00:13:48.960 --> 00:13:51.440]  但是祂的心不能夠得到乾淨
[00:13:51.440 --> 00:13:54.280]  但是祂的心不能夠得到乾淨
[00:13:54.280 --> 00:13:58.360]  唯有那些真正相信耶穌的人才能夠得到乾淨
[00:13:58.360 --> 00:14:03.240]  唯有那些真正相信耶穌的人才能夠得到真正的乾淨
[00:14:03.240 --> 00:14:05.600]  就是那些屬於祂的人
[00:14:05.600 --> 00:14:08.000]  就是那些屬於祂的人
[00:14:08.000 --> 00:14:12.120]  所以不能夠洗掉一個人內心所犯的罪
[00:14:12.120 --> 00:14:16.040]  所以不能洗掉一個人內心所犯的罪
[00:14:16.040 --> 00:14:19.200]  祖耶穌洗在十字架上流出的寶血
[00:14:19.200 --> 00:14:23.160]  祖耶穌洗在十字架上流出的寶血
[00:14:23.160 --> 00:14:25.080]  才能洗淨人的罪
[00:14:25.080 --> 00:14:27.240]  才能洗淨人的罪
[00:14:27.240 --> 00:14:31.480]  那耶穌用水為門徒洗腳的目的是什麼呢?
[00:14:31.480 --> 00:14:36.680]  那耶穌用水為門徒洗腳的目的是什麼呢?
[00:14:36.680 --> 00:14:39.080]  請看十二至十五節
[00:14:39.080 --> 00:14:45.920]  洗完祂們的腳就穿上衣服要坐下
[00:14:45.920 --> 00:14:50.400]  對祂們說:我向你們所做的,你們明白嗎?
