
[00:00:00.000 --> 00:00:06.000]  今天跟大家來做「歡迎」的儀式
[00:00:06.000 --> 00:00:10.000]  我想在恩福內的人,你們大概都知道
[00:00:10.000 --> 00:00:16.000]  以前我們的「歡迎」不是很「歡迎」
[00:00:16.000 --> 00:00:20.000]  為甚麼呢?就是我們歡迎你們
[00:00:20.000 --> 00:00:23.000]  有會的,如果你們信得主的
[00:00:23.000 --> 00:00:25.000]  來參加我們的聚會
[00:00:25.000 --> 00:00:29.000]  但是我們也鼓勵你們,回到你們自己的教會
[00:00:29.000 --> 00:00:32.000]  有沒有印象?有!
[00:00:32.000 --> 00:00:35.000]  但是後來我們聽到很多頂智媒
[00:00:35.000 --> 00:00:39.000]  他們說來了很久了,但是都不敢跟我們說
[00:00:39.000 --> 00:00:43.000]  所以因為這樣的緣故,我就問他們為甚麼?
[00:00:43.000 --> 00:00:46.000]  你們好像也不太歡迎我們來
[00:00:46.000 --> 00:00:49.000]  所以我也懶得說了
[00:00:49.000 --> 00:00:52.000]  不過後來有一個很大的轉變
[00:00:52.000 --> 00:00:57.000]  這個轉變跟我今天的訊息有些關係
[00:00:57.000 --> 00:01:02.000]  盛事敗事,跟我有甚麼關係呢?
[00:01:02.000 --> 00:01:12.000]  大家都知道,我們準備在新界東北區會直堂
[00:01:12.000 --> 00:01:19.000]  直堂的時間,百分之九十以上的頂智媒都會問一個問題
[00:01:19.000 --> 00:01:21.000]  跟我有甚麼關係?
[00:01:21.000 --> 00:01:31.000]  有人說了一句話,就是如果你把垃圾放在正確的位置
[00:01:31.000 --> 00:01:34.000]  它就會變成資源
[00:01:34.000 --> 00:01:38.000]  但是如果你把資源放錯了位置
[00:01:38.000 --> 00:01:41.000]  它遲早會變成垃圾
[00:01:41.000 --> 00:01:45.000]  我相信,在我們家裡
[00:01:45.000 --> 00:01:48.000]  有很多很名貴的東西
[00:01:48.000 --> 00:01:51.000]  值錢的東西
[00:01:51.000 --> 00:01:57.000]  放在一起十年、二十年、三十年甚至
[00:01:57.000 --> 00:02:00.000]  你都沒有用過
[00:02:00.000 --> 00:02:02.000]  有個弟兄搬家的時候
[00:02:02.000 --> 00:02:08.000]  因為大屋搬小屋,難分難捨
[00:02:08.000 --> 00:02:13.000]  沒有想到家裡的東西這麼多
[00:02:13.000 --> 00:02:16.000]  但是沒辦法了,地方小
[00:02:16.000 --> 00:02:18.000]  一定要扔掉
[00:02:18.000 --> 00:02:21.000]  他說他最不捨的是甚麼呢?
[00:02:21.000 --> 00:02:24.000]  是扔掉一些還沒用過的東西
[00:02:24.000 --> 00:02:28.000]  但是家裡真的有很多東西沒用過
[00:02:28.000 --> 00:02:34.000]  實際上,這件事來到教會上都是一樣
[00:02:34.000 --> 00:02:40.000]  教會越大,資源變成垃圾的機會就越大
[00:02:40.000 --> 00:02:46.000]  很多猛人,過去做長老的、執事的、領袖的
[00:02:46.000 --> 00:02:48.000]  來到這個地方之後
[00:02:48.000 --> 00:02:51.000]  然後就坐在那裡
[00:02:51.000 --> 00:02:55.000]  一直做一個「坐友」
[00:02:55.000 --> 00:02:59.000]  坐在那裡而已
[00:02:59.000 --> 00:03:02.000]  為甚麼這樣浪費呢?
[00:03:02.000 --> 00:03:08.000]  部分的責任在我們教會的身上
[00:03:08.000 --> 00:03:10.000]  我們沒有動員每一個人
[00:03:10.000 --> 00:03:13.000]  當來到這個地方的時候
[00:03:13.000 --> 00:03:15.000]  是我們的責任
[00:03:15.000 --> 00:03:17.000]  去看到你們的恩賜
[00:03:17.000 --> 00:03:18.000]  看到你們的特長
[00:03:18.000 --> 00:03:22.000]  看到你們過去在其他地方受過的訓練
[00:03:22.000 --> 00:03:25.000]  以至用盡那些恩賜
[00:03:25.000 --> 00:03:28.000]  不是為了一間教會
[00:03:28.000 --> 00:03:30.000]  是為了神的國
[00:03:30.000 --> 00:03:32.000]  是為了人的靈魂
[00:03:32.000 --> 00:03:34.000]  我們要這樣做
[00:03:34.000 --> 00:03:36.000]  既然教會是一個身體
[00:03:36.000 --> 00:03:38.000]  全部能信得住的人
[00:03:38.000 --> 00:03:40.000]  其實就是一個肢體
[00:03:40.000 --> 00:03:42.000]  在我們的身體裡面
[00:03:42.000 --> 00:03:45.000]  沒有一個肢體是沒有用的
[00:03:45.000 --> 00:03:47.000]  每個肢體都有用
[00:03:47.000 --> 00:03:48.000]  你想一想
[00:03:48.000 --> 00:03:51.000]  萬一你的身體上出了一個問題
[00:03:51.000 --> 00:03:55.000]  哪怕是一個很小的問題
[00:03:55.000 --> 00:04:00.000]  小到甚麼呢?
[00:04:00.000 --> 00:04:02.000]  我不知道大家有多少人
[00:04:02.000 --> 00:04:06.000]  那些毛孔、那些毛出不來
[00:04:06.000 --> 00:04:08.000]  結果就開始有籠
[00:04:08.000 --> 00:04:10.000]  久不久這裡有一個
[00:04:10.000 --> 00:04:12.000]  那裡有一個
[00:04:12.000 --> 00:04:14.000]  這些現象的本身
[00:04:14.000 --> 00:04:17.000]  令到你坐立不安
[00:04:17.000 --> 00:04:20.000]  另外久不久身體某一部分
[00:04:20.000 --> 00:04:22.000]  腳甲、指甲
[00:04:22.000 --> 00:04:25.000]  久不久就出現一些到刺
[00:04:25.000 --> 00:04:28.000]  整整一個時候腳趾公又腫
[00:04:28.000 --> 00:04:30.000]  手趾公又腫
[00:04:30.000 --> 00:04:34.000]  但是剪輯就是最難剪輯的地方
[00:04:34.000 --> 00:04:36.000]  又有籠
[00:04:36.000 --> 00:04:39.000]  我不知道大家有多少人試過
[00:04:39.000 --> 00:04:41.000]  是這麼小的東西
[00:04:41.000 --> 00:04:43.000]  是會令到我們坐立不安
[00:04:43.000 --> 00:04:45.000]  你不想穿襪子、不想穿鞋子
[00:04:45.000 --> 00:04:47.000]  有可能
[00:04:47.000 --> 00:04:49.000]  在今天都是一樣
[00:04:49.000 --> 00:04:50.000]  教會有一個責任
[00:04:50.000 --> 00:04:53.000]  是讓每一個肢體來到的時候
[00:04:53.000 --> 00:04:55.000]  它能夠在一個合適的位置
[00:04:55.000 --> 00:04:56.000]  來參與侍奉
[00:04:56.000 --> 00:04:57.000]  每一個肢體
[00:04:57.000 --> 00:05:00.000]  也都有合適的照顧
[00:05:00.000 --> 00:05:02.000]  看到它身體上有哪些需要的時候
[00:05:02.000 --> 00:05:04.000]  我們就幫助它
[00:05:04.000 --> 00:05:05.000]  醫治它
[00:05:05.000 --> 00:05:06.000]  包紮它
[00:05:06.000 --> 00:05:09.000]  我今天特別選了摩西
[00:05:09.000 --> 00:05:12.000]  是神對摩西的揀選
[00:05:12.000 --> 00:05:15.000]  來讓我們學習這個功課
[00:05:15.000 --> 00:05:21.000]  《春艾及記》三章第九節
[00:05:21.000 --> 00:05:24.000]  我們一起讀到第十節
[00:05:24.000 --> 00:05:27.000]  現在我聽見以色列人的哀聲
[00:05:27.000 --> 00:05:30.000]  我有看見埃及人怎樣欺壓他們
[00:05:30.000 --> 00:05:33.000]  故此我要打發你去見法老
[00:05:33.000 --> 00:05:36.000]  使你可以將我的百姓以色列人
[00:05:36.000 --> 00:05:38.000]  從埃及領出來
[00:05:38.000 --> 00:05:39.000]  各位
[00:05:39.000 --> 00:05:42.000]  摩西第一次
[00:05:42.000 --> 00:05:45.000]  接受到神自己的呼召的時候
[00:05:45.000 --> 00:05:48.000]  神說我是聽見
[00:05:48.000 --> 00:05:51.000]  以色列人的哀聲
[00:05:51.000 --> 00:05:56.000]  我有看見埃及人怎樣欺壓他們
[00:05:56.000 --> 00:05:59.000]  是因此我要打發你
[00:05:59.000 --> 00:06:03.000]  埃及王子
[00:06:03.000 --> 00:06:07.000]  你有四十年在埃及皇宮長大
[00:06:07.000 --> 00:06:09.000]  學了一切
[00:06:09.000 --> 00:06:12.000]  然後四十年在曠野
[00:06:12.000 --> 00:06:14.000]  你學了一切
[00:06:14.000 --> 00:06:19.000]  我要將你拆分去
[00:06:19.000 --> 00:06:22.000]  打發你去見法老
[00:06:22.000 --> 00:06:25.000]  因為你全部通了
[00:06:25.000 --> 00:06:28.000]  你的埃及文完全沒問題
[00:06:28.000 --> 00:06:30.000]  你對法老
[00:06:30.000 --> 00:06:32.000]  他怎樣處事為人
[00:06:32.000 --> 00:06:34.000]  你全部都清楚
[00:06:34.000 --> 00:06:37.000]  所有這些政治、軍事
[00:06:37.000 --> 00:06:40.000]  一切溝通上的技巧
[00:06:40.000 --> 00:06:42.000]  你全部都有了
[00:06:42.000 --> 00:06:45.000]  我要拆你去到埃及
[00:06:45.000 --> 00:06:47.000]  向法老要求
[00:06:47.000 --> 00:06:50.000]  將你的百姓
[00:06:50.000 --> 00:06:54.000]  亦都是神自己的百姓
[00:06:54.000 --> 00:06:57.000]  從埃及領出來
[00:06:57.000 --> 00:07:00.000]  我很喜歡
[00:07:00.000 --> 00:07:02.000]  讀完聖經
[00:07:02.000 --> 00:07:07.000]  開始去想一想我們教會的現狀
[00:07:07.000 --> 00:07:10.000]  來到我們教會
[00:07:10.000 --> 00:07:13.000]  摩西有沒有資格
[00:07:15.000 --> 00:07:18.000]  他有沒有做過長老
[00:07:18.000 --> 00:07:20.000]  在二十多年中
[00:07:20.000 --> 00:07:22.000]  他不是長老
[00:07:22.000 --> 00:07:25.000]  他有沒有受過三福訓練
[00:07:25.000 --> 00:07:27.000]  更加沒有
[00:07:27.000 --> 00:07:29.000]  他有沒有接受過組長的訓練
[00:07:29.000 --> 00:07:31.000]  又沒有
[00:07:31.000 --> 00:07:33.000]  教會更加不用說
[00:07:33.000 --> 00:07:36.000]  有沒有參加過恩愛夫妻營
[00:07:36.000 --> 00:07:39.000]  這個又是大問題
[00:07:39.000 --> 00:07:42.000]  所以因為這樣的緣故
[00:07:42.000 --> 00:07:44.000]  我們逐步逐步
[00:07:44.000 --> 00:07:47.000]  我們的要求普及了
[00:07:47.000 --> 00:07:49.000]  當一個人想盡心
[00:07:49.000 --> 00:07:52.000]  要給自己侍奉的時候
[00:07:52.000 --> 00:07:56.000]  可能很多時候都不想繼續
[00:07:56.000 --> 00:07:59.000]  這個我們自己要檢討
[00:07:59.000 --> 00:08:01.000]  暫時未得
[00:08:01.000 --> 00:08:02.000]  不要緊
[00:08:02.000 --> 00:08:03.000]  一邊學一邊做
[00:08:03.000 --> 00:08:05.000]  給你機會侍奉
[00:08:05.000 --> 00:08:07.000]  你適合
[00:08:07.000 --> 00:08:08.000]  不如在這個崗位
[00:08:08.000 --> 00:08:09.000]  你適合
[00:08:09.000 --> 00:08:10.000]  不如在第二個崗位
[00:08:10.000 --> 00:08:12.000]  是用這樣的方法
[00:08:13.000 --> 00:08:15.000]  很多時候
[00:08:15.000 --> 00:08:19.000]  我面對著
[00:08:19.000 --> 00:08:21.000]  很多新的人
[00:08:21.000 --> 00:08:22.000]  終於有一天
[00:08:22.000 --> 00:08:25.000]  有二十多個
