
[00:00:00.000 --> 00:00:01.200]  在我們領受神的話語之前
[00:00:01.200 --> 00:00:03.000]  我們再次低頭來祈禱
[00:00:03.000 --> 00:00:04.800]  天問求你自己用你的話語
[00:00:04.800 --> 00:00:06.800]  成為我們生命的幫助和激勵
[00:00:06.800 --> 00:00:08.200]  求主你眷顧我們
[00:00:08.200 --> 00:00:10.000]  眷顧我們這個社會
[00:00:10.000 --> 00:00:11.400]  眷顧我們每一個人
[00:00:11.400 --> 00:00:13.000]  教導我們懂得如何回應神
[00:00:13.000 --> 00:00:14.200]  祢給我們的召命
[00:00:14.200 --> 00:00:15.500]  帶領我們以下的時間
[00:00:15.500 --> 00:00:17.000]  祈禱拉奉主的特性的名
[00:00:17.000 --> 00:00:17.600]  Amen
[00:00:17.600 --> 00:00:19.100]  召命人生
[00:00:19.100 --> 00:00:21.600]  今天我們每一個信了主的人
[00:00:21.600 --> 00:00:24.400]  都來帶去秉承神給我們的召命
[00:00:24.400 --> 00:00:26.600]  這些召命有普遍的召命
[00:00:26.600 --> 00:00:28.200]  也有特殊的召命
[00:00:28.400 --> 00:00:30.000]  什麼叫普遍的召命呢?
[00:00:30.000 --> 00:00:31.600]  我想我們每一個基督徒都知道
[00:00:31.600 --> 00:00:32.600]  我們是世上的炎
[00:00:32.600 --> 00:00:33.600]  世上的光
[00:00:33.600 --> 00:00:35.800]  我們是應該在我們的家庭
[00:00:35.800 --> 00:00:37.200]  在我們周圍環境裡面
[00:00:37.200 --> 00:00:39.200]  來盡上我們當盡的責任
[00:00:39.200 --> 00:00:41.200]  我們是君尊的祭司
[00:00:41.200 --> 00:00:43.000]  我們應該要跟別人來分享
[00:00:43.000 --> 00:00:44.000]  我們的經歷
[00:00:44.000 --> 00:00:45.200]  我們的信仰
[00:00:45.200 --> 00:00:47.400]  但是神也在不同的人生上
[00:00:47.400 --> 00:00:48.800]  有不同的計劃
[00:00:48.800 --> 00:00:50.200]  很簡單舉個例子
[00:00:50.200 --> 00:00:51.000]  我很感恩
[00:00:51.000 --> 00:00:52.600]  神來呼召我
[00:00:52.600 --> 00:00:54.000]  來帶我去做傳道人
[00:00:54.000 --> 00:00:57.000]  於是我來回應這個呼召的時候
[00:00:57.000 --> 00:01:00.000]  我就以傳道禱告為我的責任
[00:01:00.000 --> 00:01:03.000]  而也回頭看回很有恩典
[00:01:03.000 --> 00:01:06.600]  今年是我踏入侍奉主第四十年
[00:01:06.600 --> 00:01:09.800]  七月的時候我就會踏入第四十一年了
[00:01:09.800 --> 00:01:12.000]  但是當神呼召我們的時候
[00:01:12.000 --> 00:01:14.000]  但是絕對不容易的
[00:01:14.000 --> 00:01:15.400]  很多時候
[00:01:15.400 --> 00:01:16.200]  很多的困難
[00:01:16.200 --> 00:01:17.200]  很多的挑戰
[00:01:17.200 --> 00:01:18.600]  你看看聖經
[00:01:18.600 --> 00:01:20.000]  當神呼召摩西
[00:01:20.000 --> 00:01:22.000]  叫他帶領以色列人出拉琴的時候
[00:01:22.000 --> 00:01:23.400]  他已經講得很清楚
[00:01:23.400 --> 00:01:26.200]  法老王是不會讓你離開的
[00:01:26.600 --> 00:01:28.200]  你面對的挑戰是很大的
[00:01:28.200 --> 00:01:31.600]  當先知以賽亞在聖殿見到神的榮耀的時候
[00:01:31.600 --> 00:01:32.400]  神說道
[00:01:32.400 --> 00:01:33.400]  我可以差遣誰
[00:01:33.400 --> 00:01:35.200]  誰可以為我而去呢?
[00:01:35.200 --> 00:01:38.000]  以賽亞先知回應
[00:01:38.000 --> 00:01:40.000]  我在這裡請差遣我
[00:01:40.000 --> 00:01:41.400]  神就說你去吧
[00:01:41.400 --> 00:01:43.000]  但是你去講道
[00:01:43.000 --> 00:01:45.000]  這群人是心無滋憂
[00:01:45.000 --> 00:01:46.000]  以躲法尋
[00:01:46.000 --> 00:01:47.800]  他們是不會聽你的
[00:01:47.800 --> 00:01:48.800]  但是你有沒有留意到
[00:01:48.800 --> 00:01:50.400]  原來神仍然愛這群人
[00:01:50.400 --> 00:01:52.400]  雖然這群人是這麼心無滋憂
[00:01:52.400 --> 00:01:54.600]  但是神也很希望我們有機會回轉
[00:01:54.600 --> 00:01:56.400]  以西傑先知
[00:01:56.400 --> 00:01:58.000]  要立他為守望者
[00:01:58.000 --> 00:01:59.400]  但是神說道
[00:01:59.400 --> 00:02:02.400]  這群人是額肩心硬
[00:02:02.400 --> 00:02:04.200]  是不會聽你的
[00:02:04.200 --> 00:02:06.200]  但是神說你不用擔心
[00:02:06.200 --> 00:02:08.400]  我仍然會幫助你
[00:02:08.400 --> 00:02:10.200]  你比他們更加硬
[00:02:10.200 --> 00:02:11.800]  你會像金剛鑽一樣
[00:02:11.800 --> 00:02:14.200]  就是說每一個服侍神的人
[00:02:14.200 --> 00:02:16.000]  要去回應神的召命
[00:02:16.000 --> 00:02:18.200]  其實這條路是絕對不容易走的
[00:02:18.200 --> 00:02:20.200]  但是我們很感恩
[00:02:20.200 --> 00:02:21.600]  這些先聖先賢
[00:02:21.600 --> 00:02:24.800]  都已經去排除困難
[00:02:25.000 --> 00:02:27.200]  縱使當時做的事情沒有效果
[00:02:27.200 --> 00:02:29.000]  但他們仍然忠心地服侍
[00:02:29.000 --> 00:02:32.200]  但是聖經裡面有一個先知很特別
[00:02:32.200 --> 00:02:34.600]  這也是聖經裡面唯一一個先知
[00:02:34.600 --> 00:02:39.200]  他竟然逃避神的召命
[00:02:39.200 --> 00:02:42.400]  這個就是很多人都很熟悉的
[00:02:42.400 --> 00:02:44.400]  連小孩子都熟悉的
[00:02:44.400 --> 00:02:46.000]  就是約拿
[00:02:46.000 --> 00:02:48.400]  約拿神呼召他
[00:02:48.400 --> 00:02:51.600]  叫他去尼尼微城傳道
[00:02:51.600 --> 00:02:54.800]  但是約拿即時逃走
[00:02:54.800 --> 00:02:57.200]  我們一起讀約拿書第一章
[00:02:57.200 --> 00:02:59.000]  第一到第三節
[00:02:59.000 --> 00:03:00.000]  我們一起來讀出
[00:03:00.000 --> 00:03:05.000]  「耶和華,的說臨到阿米泰的兒子約拿船
[00:03:05.000 --> 00:03:08.200]  你起來往尼尼微大城去
[00:03:08.200 --> 00:03:10.800]  向其中的居民呼喊
[00:03:10.800 --> 00:03:14.000]  若為他們的惡達到我面前
[00:03:14.000 --> 00:03:15.800]  約拿卻起來
[00:03:15.800 --> 00:03:18.600]  逃往他師去躲避耶和華
[00:03:18.600 --> 00:03:20.000]  下到約帕
[00:03:20.000 --> 00:03:23.200]  遇見一隻船要往他師去
[00:03:23.400 --> 00:03:26.200]  他就吸了船駕上了船
[00:03:26.200 --> 00:03:31.000]  要與船上的人同往他師去躲避耶和華」
[00:03:31.000 --> 00:03:34.200]  約拿逃避神的召命
[00:03:34.200 --> 00:03:36.200]  他要躲避神
[00:03:36.200 --> 00:03:38.200]  結果神怎樣呢?
[00:03:38.200 --> 00:03:40.200]  在船上他在睡覺
[00:03:40.200 --> 00:03:43.600]  但是神讓風浪大作
[00:03:43.600 --> 00:03:46.000]  這些外邦水手
[00:03:46.000 --> 00:03:48.800]  嘩!盡量想去把持那隻船好一點
[00:03:48.800 --> 00:03:49.600]  但是都不行
[00:03:49.600 --> 00:03:51.400]  他們將很多貨物扔了下去
[00:03:51.400 --> 00:03:53.000]  希望可以控制那隻船
[00:03:53.000 --> 00:03:54.000]  但是都不行
[00:03:54.000 --> 00:03:56.000]  後來約拿對他們說
[00:03:56.000 --> 00:03:58.400]  其實這個風浪是因為我而來的
[00:03:58.400 --> 00:04:00.400]  他說創造天地萬物
[00:04:00.400 --> 00:04:02.400]  掌管一切的耶和華神
[00:04:02.400 --> 00:04:05.000]  祂給我召命,但是我逃避
[00:04:05.000 --> 00:04:07.000]  所以風浪大作
[00:04:07.000 --> 00:04:08.800]  他說你想平靜風浪很簡單
[00:04:08.800 --> 00:04:11.800]  你將我扔下海就可以了
[00:04:11.800 --> 00:04:17.200]  這些外邦水手不想做這件事
[00:04:17.200 --> 00:04:19.200]  繼續去堅持
[00:04:19.200 --> 00:04:20.600]  但是都發覺不行
[00:04:21.000 --> 00:04:23.200]  終於他們要將約拿扔下海
[00:04:23.200 --> 00:04:25.600]  大家有沒有想過為什麼這麼奇怪?
[00:04:25.600 --> 00:04:27.400]  因為人家扔他下海
[00:04:27.400 --> 00:04:29.800]  他自己跳下海投奔怒海就可以了
[00:04:29.800 --> 00:04:31.200]  為什麼要人家扔他呢?
[00:04:31.200 --> 00:04:33.600]  原來希伯來人有一個很重要的觀念
[00:04:33.600 --> 00:04:35.000]  就是生命是神所賜的
[00:04:35.000 --> 00:04:36.600]  是不可以自殺的
[00:04:36.600 --> 00:04:39.600]  他自己跳下海就是自殺
[00:04:39.600 --> 00:04:42.400]  但是人家扔他下海就是謀殺
[00:04:42.400 --> 00:04:43.800]  那就與他無關
