
[00:00:00.000 --> 00:00:02.000]  各位姐妹平安!
[00:00:02.000 --> 00:00:08.000]  剛才大家所讀的經文一開始就有一個問題
[00:00:08.000 --> 00:00:12.000]  難道上帝是不公平的嗎?
[00:00:12.000 --> 00:00:18.000]  我不知道大家有沒有試過覺得上帝是不公平的
[00:00:18.000 --> 00:00:24.000]  他是一個這麼好的人卻遭遇這樣的意外
[00:00:24.000 --> 00:00:29.000]  他這麼年輕卻得到一個這樣的病
[00:00:29.000 --> 00:00:33.000]  我很努力去工作這麼多年
[00:00:33.000 --> 00:00:35.000]  我都無法升級
[00:00:35.000 --> 00:00:38.000]  他和老闆打一下球、聊一下天
[00:00:38.000 --> 00:00:42.000]  卻好像直升機一樣上樓
[00:00:42.000 --> 00:00:45.000]  他含著金鎖匙出世
[00:00:45.000 --> 00:00:51.000]  我在社會拼搏了這麼多年
[00:00:51.000 --> 00:00:55.000]  現在都還未能夠上樓
[00:00:55.000 --> 00:00:57.000]  真是不公平
[00:00:57.000 --> 00:01:00.000]  我相信在不同的環境之下
[00:01:00.000 --> 00:01:06.000]  很多的基督徒都曾經埋怨過上帝是不公平的
[00:01:06.000 --> 00:01:09.000]  詩人都試過
[00:01:09.000 --> 00:01:12.000]  在詩篇第七十三篇
[00:01:12.000 --> 00:01:14.000]  詩人就說
[00:01:14.000 --> 00:01:18.000]  他見到惡人和狂傲的人享平安
[00:01:18.000 --> 00:01:22.000]  他就心懷不平
[00:01:22.000 --> 00:01:24.000]  當日的以色列民
[00:01:24.000 --> 00:01:26.000]  作為上帝的選民
[00:01:26.000 --> 00:01:29.000]  他們都覺得上帝是不公平的
[00:01:29.000 --> 00:01:34.000]  這就是保羅他要在羅馬書第九章裏面
[00:01:34.000 --> 00:01:39.000]  要處理的一個重要的問題
[00:01:39.000 --> 00:01:42.000]  上星期賴偉業傳道
[00:01:42.000 --> 00:01:45.000]  為羅馬書九至十一章
[00:01:45.000 --> 00:01:49.000]  做了一個很好的簡介
[00:01:49.000 --> 00:01:54.000]  近代對於羅馬書九至十一章的研究
[00:01:54.000 --> 00:01:58.000]  實在是非常非常之多
[00:01:58.000 --> 00:02:04.000]  並且有從不同的進路去研究這三章的經文
[00:02:04.000 --> 00:02:06.000]  舉個例
[00:02:06.000 --> 00:02:09.000]  有些用神學釋經法
[00:02:09.000 --> 00:02:12.000]  有些用文學釋經法
[00:02:12.000 --> 00:02:18.000]  有些用文本互涉主題組建的方法
[00:02:18.000 --> 00:02:21.000]  上星期我們聽過
[00:02:21.000 --> 00:02:28.000]  有些用社會學的進路去研究羅馬書九至十一章
[00:02:28.000 --> 00:02:31.000]  你說牧師我不知道這是甚麼
[00:02:31.000 --> 00:02:34.000]  不要緊,我也不知道
[00:02:34.000 --> 00:02:39.000]  我提出來就是讓大家知道
[00:02:39.000 --> 00:02:42.000]  不同的研究的進路
[00:02:42.000 --> 00:02:46.000]  是會帶來不同的結論的
[00:02:46.000 --> 00:02:53.000]  亦都讓我們當中一定有願意去追求
[00:02:53.000 --> 00:02:56.000]  盡心的神學研究的弟兄姊妹
[00:02:56.000 --> 00:02:59.000]  他們知道原來有這些方法
[00:02:59.000 --> 00:03:00.000]  有這些進路
[00:03:00.000 --> 00:03:05.000]  他們就可以找到有關的資料
[00:03:05.000 --> 00:03:11.000]  我不否定神學研究的價值
[00:03:11.000 --> 00:03:18.000]  但我覺得講壇的進路是應該不同的
[00:03:18.000 --> 00:03:22.000]  講壇的進路
[00:03:22.000 --> 00:03:29.000]  就是要讓經文直接向我們去講說話
[00:03:29.000 --> 00:03:32.000]  按著聖靈的帶領
[00:03:32.000 --> 00:03:36.000]  去領受經文對於我們的生命
[00:03:36.000 --> 00:03:40.000]  對於今日的處境的應用
[00:03:40.000 --> 00:03:42.000]  換一句說話來說
[00:03:42.000 --> 00:03:45.000]  我不會跟大家說
[00:03:45.000 --> 00:03:49.000]  這個神學家覺得保羅的意思是這樣
[00:03:49.000 --> 00:03:53.000]  那個神學家覺得保羅的意思是這樣
[00:03:53.000 --> 00:03:58.000]  我盼望大家一同直接在經文那裡
[00:03:58.000 --> 00:04:03.000]  我們去思想保羅的意思究竟是怎樣
[00:04:03.000 --> 00:04:11.000]  我亦都會跟大家分享我自己在經文裡的領受
[00:04:11.000 --> 00:04:18.000]  對於現在的生命處境的領受
[00:04:18.000 --> 00:04:23.000]  其實上星期賴拔業傳道都是用這個方法
[00:04:23.000 --> 00:04:25.000]  如果大家還記得
[00:04:25.000 --> 00:04:32.000]  他帶出了骨肉之親在教會裡的應用
[00:04:32.000 --> 00:04:37.000]  對我們是有很多的提醒
[00:04:37.000 --> 00:04:42.000]  上星期講的就是九章的一至十三節
[00:04:42.000 --> 00:04:48.000]  今日我要講的就是九章的十四至二十九節
[00:04:48.000 --> 00:04:52.000]  讓我們再一次同心低頭禱告
[00:04:52.000 --> 00:04:55.000]  親愛的恩主求祢的靈
[00:04:55.000 --> 00:05:00.000]  在這一刻掌管我們每一個人的心懷意念
[00:05:00.000 --> 00:05:03.000]  儘管我們來之前
[00:05:03.000 --> 00:05:08.000]  我們心裡有很多的不安有很多的焦慮
[00:05:08.000 --> 00:05:14.000]  但當我們進到主祢的殿裡我們去敬拜的時候
[00:05:14.000 --> 00:05:17.000]  求主祢保守我們的心
[00:05:17.000 --> 00:05:19.000]  讓我們真的對準主祢
[00:05:19.000 --> 00:05:22.000]  亦都是對準主祢的話語
[00:05:22.000 --> 00:05:26.000]  求主祢的靈就是引導我們進入真理
[00:05:26.000 --> 00:05:29.000]  亦都給我們有力量去活出真理
[00:05:29.000 --> 00:05:32.000]  多謝您聽我們的祈禱
[00:05:32.000 --> 00:05:35.000]  奉耶穌基督的聖名祈求
[00:05:35.000 --> 00:05:36.000]  阿們
[00:05:59.000 --> 00:06:03.000]  這個問答的形式是帶出這個疑問
[00:06:03.000 --> 00:06:05.000]  新漢語譯本就說
[00:06:05.000 --> 00:06:10.000]  這樣我們該怎麼說難道神不公平嗎
[00:06:10.000 --> 00:06:12.000]  絕對不是
[00:06:12.000 --> 00:06:18.000]  保羅當然要解釋這個自問自答的疑問
[00:06:18.000 --> 00:06:22.000]  於是他就根據出埃及記
[00:06:22.000 --> 00:06:27.000]  是引述了上帝對摩西講的一句說話
[00:06:27.000 --> 00:06:32.000]  就是我要憐憫誰就憐憫誰
[00:06:32.000 --> 00:06:36.000]  我要體恤誰就體恤誰
[00:06:36.000 --> 00:06:40.000]  體恤的話本就譯作恩代
[00:06:40.000 --> 00:06:43.000]  意思是一樣的
[00:06:43.000 --> 00:06:47.000]  接著保羅亦都繼續從出埃及記
[00:06:47.000 --> 00:06:50.000]  用法老那個例子
[00:06:50.000 --> 00:06:54.000]  又講出另外一句說話
[00:06:54.000 --> 00:06:57.000]  差不多的不過加了一些東西
[00:06:57.000 --> 00:07:01.000]  這樣看來神想憐憫誰就憐憫誰
[00:07:01.000 --> 00:07:07.000]  想使誰心硬就使誰心硬
[00:07:07.000 --> 00:07:09.000]  我們大家都知道
[00:07:09.000 --> 00:07:12.000]  法老本來就是代表邪惡
[00:07:12.000 --> 00:07:15.000]  代表敵黨神的
[00:07:15.000 --> 00:07:20.000]  是迫害以色列的一個權勢
[00:07:20.000 --> 00:07:24.000]  但是保羅在這裡就說
[00:07:24.000 --> 00:07:27.000]  神使到法老硬心
[00:07:27.000 --> 00:07:32.000]  是要使他成為彰顯神的權能
[00:07:32.000 --> 00:07:39.000]  和讓神的名是全片天下的一個器皿
[00:07:39.000 --> 00:07:41.000]  法老的硬心
[00:07:41.000 --> 00:07:46.000]  讓以色列人看到上帝的大能
[00:07:46.000 --> 00:07:50.000]  和祂奇妙的作為
[00:07:50.000 --> 00:07:55.000]  保羅對於神是否公平這個問題的回應
[00:07:55.000 --> 00:07:59.000]  就是強調上帝的揀選
[00:07:59.000 --> 00:08:03.000]  完全是出自祂的憐憫
[00:08:03.000 --> 00:08:09.000]  所以我們首先要明白上帝的憐憫
[00:08:09.000 --> 00:08:12.000]  其實當我們想深一層
[00:08:12.000 --> 00:08:16.000]  真是人算得是什麼
[00:08:16.000 --> 00:08:18.000]  世人都犯了罪
[00:08:18.000 --> 00:08:21.000]  每一個人都是罪人
[00:08:21.000 --> 00:08:25.000]  有罪的人就只是配受罰
[00:08:25.000 --> 00:08:28.000]  所以如果不是上帝的憐憫
[00:08:28.000 --> 00:08:32.000]  我們其實每個人都是沉淪的
[00:08:32.000 --> 00:08:35.000]  都是受審判的
[00:08:35.000 --> 00:08:40.000]  神是不是公平這個問題的背後
[00:08:40.000 --> 00:08:44.000]  是把人對公平的價值
[00:08:44.000 --> 00:08:48.000]  加了在上帝身上
[00:08:48.000 --> 00:08:52.000]  但上帝的揀選卻是按著恩典
[00:08:52.000 --> 00:08:55.000]  而施恩典這個主權
[00:08:55.000 --> 00:09:00.000]  就是在上帝的身上
[00:09:00.000 --> 00:09:05.000]  所以保羅說我要憐憫誰就憐憫誰
[00:09:05.000 --> 00:09:07.000]  這個回應
[00:09:07.000 --> 00:09:10.000]  其實保羅背後就是說
[00:09:10.000 --> 00:09:14.000]  這個問題其實是問得不適當的
[00:09:14.000 --> 00:09:16.000]  是不應該問的
[00:09:16.000 --> 00:09:19.000]  所以保羅接著就用斷腐不是
[00:09:19.000 --> 00:09:21.000]  或者是絕對不是
[00:09:21.000 --> 00:09:25.000]  來回答這個問題
[00:09:25.000 --> 00:09:27.000]  弟兄姊妹
[00:09:27.000 --> 00:09:32.000]  今天當你覺得上帝不公平的時候
[00:09:32.000 --> 00:09:36.000]  我希望你能夠記得
[00:09:36.000 --> 00:09:42.000]  上帝的主權和上帝的恩典
[00:09:42.000 --> 00:09:45.000]  如果是上帝揀選的
[00:09:45.000 --> 00:09:49.000]  他要憐憫誰就憐憫誰
[00:09:49.000 --> 00:09:52.000]  當然如果不是上帝揀選的
[00:09:52.000 --> 00:09:55.000]  就是另外一回事
[00:09:55.000 --> 00:09:58.000]  恩典是百百得禮的
[00:09:58.000 --> 00:10:01.000]  不在乎人的意願
[00:10:01.000 --> 00:10:03.000]  也不在乎人的努力
[00:10:03.000 --> 00:10:06.000]  只是在乎上帝
[00:10:06.000 --> 00:10:09.000]  因為他在人的生命裏面
[00:10:09.000 --> 00:10:13.000]  是有絕對的主權
[00:10:13.000 --> 00:10:17.000]  上帝的恩典和憐憫
[00:10:17.000 --> 00:10:23.000]  是源自神對人那種的愛
[00:10:23.000 --> 00:10:27.000]  現在我想請大家
[00:10:27.000 --> 00:10:29.000]  用少少的時間
[00:10:29.000 --> 00:10:36.000]  去想一個曾經傷害過你的人
[00:10:36.000 --> 00:10:39.000]  或者你想到他的名字
[00:10:39.000 --> 00:10:42.000]  或者你想到一副面孔
[00:10:42.000 --> 00:10:46.000]  或者你想到不止一個
[00:10:46.000 --> 00:10:52.000]  有沒有人曾經傷害過你
[00:10:52.000 --> 00:10:55.000]  在你的家庭
[00:10:55.000 --> 00:10:58.000]  在你工作的地方
[00:10:58.000 --> 00:11:01.000]  在教會
[00:11:01.000 --> 00:11:04.000]  在社會
[00:11:04.000 --> 00:11:06.000]  如果你想不到
[00:11:06.000 --> 00:11:09.000]  我為你感恩
[00:11:09.000 --> 00:11:11.000]  如果你想到
[00:11:11.000 --> 00:11:17.000]  我邀請你為那一個人去祈禱
[00:11:17.000 --> 00:11:20.000]  你寬恕他
[00:11:20.000 --> 00:11:25.000]  因為這是聖經的教導
[00:11:25.000 --> 00:11:29.000]  傷害你的人未必是你的仇敵
[00:11:29.000 --> 00:11:32.000]  但是耶穌說
[00:11:32.000 --> 00:11:36.000]  愛和寬恕去到最高峰的時候
[00:11:36.000 --> 00:11:41.000]  就是要去愛你的仇敵
[00:11:41.000 --> 00:11:45.000]  馬太福音的五章四十四和四十五節
[00:11:45.000 --> 00:11:47.000]  請大家一起讀出
[00:11:47.000 --> 00:11:50.000]  要愛你們的仇敵
[00:11:50.000 --> 00:11:53.000]  為那逼迫你們的禱告
[00:11:53.000 --> 00:11:57.000]  這樣就可以作你們天父的兒子
[00:11:57.000 --> 00:12:00.000]  因為他叫日頭召好人
[00:12:00.000 --> 00:12:02.000]  也召歹人
[00:12:02.000 --> 00:12:04.000]  降雨給異人
[00:12:04.000 --> 00:12:09.000]  也給不義的人
[00:12:09.000 --> 00:12:11.000]  如果我們真的能夠明白
[00:12:11.000 --> 00:12:14.000]  什麼是恩典
[00:12:14.000 --> 00:12:17.000]  如果我們能夠真正明白
