
[00:00:00.000 --> 00:00:01.000]  討個好嗎?
[00:00:01.000 --> 00:00:05.000]  天父上帝,我們都多謝祢
[00:00:05.000 --> 00:00:08.000]  祢是我們的救主,祢是我們的拯救
[00:00:08.000 --> 00:00:12.000]  但在我們的生命裏面
[00:00:12.000 --> 00:00:16.000]  世間上,我們真的會面對很多衝擊和苦難
[00:00:16.000 --> 00:00:21.000]  我們願意,我們能夠抓緊祢
[00:00:21.000 --> 00:00:25.000]  在任何環境裏面,我們都不要離棄祢
[00:00:25.000 --> 00:00:28.000]  教祢開了眼,開了耳朵
[00:00:28.000 --> 00:00:31.000]  聽到,看到,上帝要我們知道的信息
[00:00:31.000 --> 00:00:33.000]  祈禱奉耶穌的聖名
[00:00:33.000 --> 00:00:37.000]  相信認識我的人都知道
[00:00:37.000 --> 00:00:40.000]  2010年,我確診了癌症
[00:00:40.000 --> 00:00:43.000]  有些朋友私下問我
[00:00:43.000 --> 00:00:45.000]  你又不吸煙,又不喝酒
[00:00:45.000 --> 00:00:47.000]  生活都算檢點
[00:00:47.000 --> 00:00:49.000]  為何病的要是你呢?
[00:00:49.000 --> 00:00:52.000]  我後來在想
[00:00:52.000 --> 00:00:54.000]  其實人世之間
[00:00:54.000 --> 00:00:57.000]  每天都有很多人病
[00:00:58.000 --> 00:01:00.000]  有人長期受痛症的煎熬
[00:01:00.000 --> 00:01:02.000]  有人經歷痛苦
[00:01:02.000 --> 00:01:05.000]  但又沒有把握的療程
[00:01:05.000 --> 00:01:08.000]  有人看著自己最親愛的人
[00:01:08.000 --> 00:01:11.000]  在痛苦裏面掙扎,自己甚麼都做不到
[00:01:11.000 --> 00:01:13.000]  有人失去至親
[00:01:13.000 --> 00:01:15.000]  有人婚姻失敗
[00:01:15.000 --> 00:01:17.000]  有人失去工作
[00:01:17.000 --> 00:01:19.000]  有人的日子很難捱
[00:01:19.000 --> 00:01:23.000]  人生有各種衝擊
[00:01:23.000 --> 00:01:25.000]  不是這樣就是那樣
[00:01:25.000 --> 00:01:27.000]  我也是人
[00:01:27.000 --> 00:01:29.000]  我有甚麼特權
[00:01:29.000 --> 00:01:35.000]  可以免除人間的痛苦、病痛呢?
[00:01:35.000 --> 00:01:38.000]  或者我們潛意識裏面有一種觀念
[00:01:38.000 --> 00:01:41.000]  就是生活安安是應分
[00:01:41.000 --> 00:01:44.000]  當無事無幹
[00:01:44.000 --> 00:01:47.000]  無風無浪的過了一天
[00:01:47.000 --> 00:01:48.000]  我們不會問
[00:01:48.000 --> 00:01:52.000]  為何今日可以平平安安的過了一天
[00:01:52.000 --> 00:01:55.000]  如果這個是應分的話
[00:01:55.000 --> 00:02:00.000]  我們就永遠不會覺得有恩典
[00:02:00.000 --> 00:02:03.000]  有時可能還會覺得生活苦悶
[00:02:03.000 --> 00:02:05.000]  還會有刺激
[00:02:05.000 --> 00:02:08.000]  但當苦難突然來到
[00:02:08.000 --> 00:02:11.000]  人生要面對不幸的時候
[00:02:11.000 --> 00:02:13.000]  我們就會問
[00:02:13.000 --> 00:02:15.000]  為何上天要這樣對我
[00:02:15.000 --> 00:02:16.000]  明明好好的
[00:02:16.000 --> 00:02:19.000]  為何會有這些事情發生呢?
[00:02:19.000 --> 00:02:22.000]  佛家有一個《戰遇經》的比喻
[00:02:22.000 --> 00:02:24.000]  我覺得很有意思
[00:02:24.000 --> 00:02:26.000]  話說有一個人中了毒箭
[00:02:26.000 --> 00:02:27.000]  非常痛苦
[00:02:27.000 --> 00:02:28.000]  身邊的人看到
[00:02:28.000 --> 00:02:31.000]  立刻找醫生去救他
[00:02:31.000 --> 00:02:34.000]  醫生想幫他拔箭的時候
[00:02:34.000 --> 00:02:36.000]  他說「不要住」
[00:02:36.000 --> 00:02:38.000]  「我要弄清楚幾樣東西」
[00:02:38.000 --> 00:02:41.000]  「箭是誰射的」
[00:02:41.000 --> 00:02:43.000]  「為何他要射我」
[00:02:43.000 --> 00:02:46.000]  「還有箭是誰射過來的」
[00:02:46.000 --> 00:02:49.000]  「箭頭箭身是甚麼做的」
[00:02:49.000 --> 00:02:52.000]  「箭尾是甚麼羽毛來的」
[00:02:52.000 --> 00:02:55.000]  他總是要問很多問題
[00:02:55.000 --> 00:02:56.000]  當然
[00:02:56.000 --> 00:02:58.000]  「箭尾拔出」
[00:02:58.000 --> 00:03:01.000]  他就中毒死了
[00:03:01.000 --> 00:03:03.000]  其實意思是甚麼呢?
[00:03:03.000 --> 00:03:06.000]  就是當我們遇到苦難的時候
[00:03:06.000 --> 00:03:10.000]  如果我們總是要瞪著問為甚麼
[00:03:10.000 --> 00:03:15.000]  不是想辦法在苦難當中自處的時候
[00:03:15.000 --> 00:03:19.000]  我們跟這個人一樣愚昧
[00:03:19.000 --> 00:03:21.000]  如果我們熟悉聖經的時候
[00:03:21.000 --> 00:03:24.000]  說到苦難你會想起誰?
[00:03:24.000 --> 00:03:26.000]  約伯
[00:03:26.000 --> 00:03:30.000]  但是看完整篇約伯記
[00:03:30.000 --> 00:03:33.000]  沒有解答到為甚麼有苦難這個問題
[00:03:33.000 --> 00:03:35.000]  到最後那幾章
[00:03:35.000 --> 00:03:38.000]  神親自跟約伯說話
[00:03:38.000 --> 00:03:42.000]  但是都沒有跟約伯解釋
[00:03:42.000 --> 00:03:48.000]  為甚麼你要受那麼大那麼多的苦
[00:03:48.000 --> 00:03:50.000]  整篇約伯記我們看到的是甚麼呢?
[00:03:50.000 --> 00:03:55.000]  就是約伯怎樣在沒有了財產
[00:03:55.000 --> 00:03:58.000]  沒有子女
[00:03:58.000 --> 00:04:01.000]  自己又全身生毒瘡
[00:04:01.000 --> 00:04:03.000]  連太太都奚落他
[00:04:03.000 --> 00:04:05.000]  朋友又踩他
[00:04:05.000 --> 00:04:07.000]  連回大苦難當中
[00:04:07.000 --> 00:04:09.000]  約伯都沒有瘋
[00:04:09.000 --> 00:04:10.000]  沒有倒下
[00:04:10.000 --> 00:04:12.000]  沒有崩潰
[00:04:12.000 --> 00:04:14.000]  反而頭腦清醒
[00:04:14.000 --> 00:04:16.000]  越是堅持自己的信念
[00:04:16.000 --> 00:04:19.000]  沒有離棄這位創造的神
[00:04:19.000 --> 00:04:22.000]  他反而在極度苦難當中
[00:04:22.000 --> 00:04:27.000]  看到創造宇宙賦予他生命那位神的實在
[00:04:27.000 --> 00:04:30.000]  他才說得出
[00:04:30.000 --> 00:04:33.000]  從前風聞有理
[00:04:33.000 --> 00:04:37.000]  如今甚麼親眼見到你
[00:04:37.000 --> 00:04:43.000]  看來約伯看到神臨在的時候
[00:04:43.000 --> 00:04:47.000]  一切的問題都再不是問題
[00:04:47.000 --> 00:04:49.000]  原來為甚麼有苦難
