
[00:00:00.000 --> 00:00:10.000]  今天我們要來到這個約翰福音裏頭耶穌說的七個"我是"裏頭的第三個
[00:00:10.000 --> 00:00:16.000]  在約翰福音裏頭耶穌說到有七次"我是"
[00:00:16.000 --> 00:00:19.000]  第一個"我是"我是生命的羊
[00:00:19.000 --> 00:00:23.000]  第二個"我是"我是世界的光
[00:00:23.000 --> 00:00:28.000]  第三個呢就今天我們要說的"我是羊的門"
[00:00:28.000 --> 00:00:32.000]  第四個"我是"就是"我是好路人"
[00:00:32.000 --> 00:00:37.000]  然後第五個"我是"就是"我是福薄和生命"
[00:00:37.000 --> 00:00:40.000]  福薄在我生命在我
[00:00:40.000 --> 00:00:43.000]  意思就是"我是福薄和生命"
[00:00:43.000 --> 00:00:49.000]  第六個"我是"就是"我是道路真理生命"
[00:00:49.000 --> 00:00:53.000]  最後一個"我是"就是"我是真葡萄樹"
[00:00:53.000 --> 00:00:58.000]  這七個"我是"就是把耶穌的師尼賽亞
[00:00:58.000 --> 00:01:02.000]  他是基督是神的兒子給我們表明出來
[00:01:02.000 --> 00:01:09.000]  約翰福音寫的目的就叫人因着讀到這本福音
[00:01:09.000 --> 00:01:11.000]  知道耶穌的所事
[00:01:11.000 --> 00:01:14.000]  他就能夠來相信他
[00:01:14.000 --> 00:01:16.000]  就得到生命
[00:01:16.000 --> 00:01:20.000]  所以這個七個"我是"我們已經是分享過兩個
[00:01:20.000 --> 00:01:24.000]  今天我們來到第三個
[00:01:24.000 --> 00:01:34.000]  第十章是跟第九章有密切的關係
[00:01:34.000 --> 00:01:40.000]  第九章我們看到有個身來是瞎子的人
[00:01:40.000 --> 00:01:43.000]  他在安息日的時候來到會堂
[00:01:43.000 --> 00:01:45.000]  結果遇見耶穌
[00:01:45.000 --> 00:01:47.000]  耶穌就醫治了他
[00:01:47.000 --> 00:01:52.000]  可是這個就引起了法利塞人
[00:01:52.000 --> 00:01:55.000]  他們很大的反對
[00:01:55.000 --> 00:01:59.000]  他就說你怎麼可以在安息的疫病呢
[00:01:59.000 --> 00:02:04.000]  而且是再三的來要追問
[00:02:04.000 --> 00:02:11.000]  要被醫治的瞎子否認他得到醫治
[00:02:11.000 --> 00:02:13.000]  這樣的結果呢
[00:02:13.000 --> 00:02:17.000]  但是這個瞎子說他們兩次問他
[00:02:17.000 --> 00:02:21.000]  那瞎子都說就是我得到醫治
[00:02:21.000 --> 00:02:24.000]  我生來就是瞎眼的
[00:02:24.000 --> 00:02:26.000]  他說我不知道這個人
[00:02:26.000 --> 00:02:30.000]  法利塞人說耶穌這個人他是個罪人
[00:02:30.000 --> 00:02:33.000]  他怎麼可以在安息的疫病呢
[00:02:33.000 --> 00:02:37.000]  這個瞎子說他是怎樣的我不知道
[00:02:37.000 --> 00:02:40.000]  但是我知道我過去是瞎眼的
[00:02:40.000 --> 00:02:42.000]  現在我看見了
[00:02:42.000 --> 00:02:45.000]  法利塞人對這個瞎子沒有辦法
[00:02:45.000 --> 00:02:50.000]  最後他們很氣憤的把他趕出會堂了
[00:02:50.000 --> 00:02:53.000]  所以這個趕出會堂呢
[00:02:53.000 --> 00:02:55.000]  所以到第九章呢
[00:02:55.000 --> 00:02:59.000]  就要說到耶穌是牧人了
[00:02:59.000 --> 00:03:01.000]  因爲那些法利塞人
[00:03:01.000 --> 00:03:04.000]  本來就是在猶太人當中
[00:03:04.000 --> 00:03:08.000]  他是最明白這個律法
[00:03:08.000 --> 00:03:10.000]  最明白什麼的話
[00:03:10.000 --> 00:03:14.000]  他應該是做猶太人的老師
[00:03:14.000 --> 00:03:18.000]  來引導他們來敬拜神
[00:03:18.000 --> 00:03:21.000]  來進入跟神的同在裏頭
[00:03:21.000 --> 00:03:24.000]  他們應該是好的牧人
[00:03:24.000 --> 00:03:29.000]  應該是牧人來牧養神託付給他們的羊羣
[00:03:29.000 --> 00:03:31.000]  可是他們沒有
[00:03:31.000 --> 00:03:36.000]  他們確實不管這個瞎子能夠得到醫治
[00:03:36.000 --> 00:03:39.000]  這是個很大的一個事情
[00:03:39.000 --> 00:03:44.000]  對他說這個瞎子是一生中間最難忘記的事情
[00:03:44.000 --> 00:03:46.000]  可是他們呢
[00:03:46.000 --> 00:03:51.000]  法利塞人確實死守安息論這個規條
[00:03:51.000 --> 00:03:53.000]  安息論不可醫病
[00:03:53.000 --> 00:03:59.000]  結果你再安息論有病沒有病
[00:03:59.000 --> 00:04:01.000]  對他們說都沒有關係
[00:04:01.000 --> 00:04:03.000]  所以他們是假牧人
[00:04:03.000 --> 00:04:07.000]  他不是真的關心羊的情況
[00:04:07.000 --> 00:04:12.000]  那麼耶穌在這裏說到
[00:04:12.000 --> 00:04:14.000]  在第一節到第五節呢
[00:04:14.000 --> 00:04:17.000]  他就先說到他是真牧人
[00:04:17.000 --> 00:04:19.000]  他不是假牧人
[00:04:19.000 --> 00:04:22.000]  他來是要叫羊得生命
[00:04:22.000 --> 00:04:24.000]  並且得到更豐盛
[00:04:24.000 --> 00:04:27.000]  所以耶穌在這裏呢
[00:04:27.000 --> 00:04:31.000]  就是要警告這些羊羣
[00:04:31.000 --> 00:04:34.000]  他們要防備這個假的牧人
[00:04:34.000 --> 00:04:38.000]  假牧人的特點就是他不從門進去
[00:04:38.000 --> 00:04:41.000]  他是從別的地方爬進去
[00:04:41.000 --> 00:04:43.000]  從別的地方爬進去的
[00:04:43.000 --> 00:04:48.000]  耶穌說那人就是賊就是強盜
[00:04:48.000 --> 00:04:53.000]  這個是一個很大的警告
[00:04:53.000 --> 00:04:55.000]  在古時候呢
[00:04:55.000 --> 00:04:57.000]  在中東那些地方
[00:04:57.000 --> 00:05:01.000]  他們在有些地方呢
[00:05:01.000 --> 00:05:04.000]  就好幾家都有羊
[00:05:04.000 --> 00:05:08.000]  他們會修一個簡單的羊圈
[00:05:08.000 --> 00:05:10.000]  把這羊等到晚上
[00:05:10.000 --> 00:05:12.000]  羊從外面回來以後
[00:05:12.000 --> 00:05:16.000]  個人的家裏的羊都放在一個羊圈
[00:05:16.000 --> 00:05:18.000]  然後有看門的
[00:05:18.000 --> 00:05:19.000]  在門口看的
[00:05:19.000 --> 00:05:23.000]  等到第二天就個人呢
[00:05:23.000 --> 00:05:25.000]  各個牧人就把裏面的羊
[00:05:25.000 --> 00:05:27.000]  自己的羊領出來
[00:05:27.000 --> 00:05:30.000]  白天去牧羊
[00:05:30.000 --> 00:05:33.000]  然後晚上再領回到羊圈
[00:05:33.000 --> 00:05:35.000]  所以耶穌呢
[00:05:35.000 --> 00:05:37.000]  就用這樣的比喻呢
[00:05:37.000 --> 00:05:40.000]  就是來說到有個門
[00:05:40.000 --> 00:05:44.000]  那麼凡是羊
[00:05:44.000 --> 00:05:46.000]  他有羊在裏頭的
[00:05:46.000 --> 00:05:47.000]  這些牧人呢
[00:05:47.000 --> 00:05:50.000]  都是進到經過門進去
[00:05:50.000 --> 00:05:52.000]  把羊給領出來
[00:05:52.000 --> 00:05:54.000]  那如果羊不是他的
[00:05:54.000 --> 00:05:56.000]  他是假牧人
[00:05:56.000 --> 00:05:59.000]  那麼他就會從別的地方爬進去
[00:05:59.000 --> 00:06:02.000]  就要把別人的羊給領出去
[00:06:02.000 --> 00:06:05.000]  所以耶穌呢就警告
[00:06:05.000 --> 00:06:08.000]  要防備這些假的牧人
[00:06:08.000 --> 00:06:13.000]  他們不是從門進來的
[00:06:13.000 --> 00:06:16.000]  當然這也是對門徒的警告
[00:06:16.000 --> 00:06:21.000]  因爲門徒要防備這些假的教師
[00:06:21.000 --> 00:06:23.000]  假的先知
[00:06:23.000 --> 00:06:27.000]  不但在古時的時候有這些假的
[00:06:27.000 --> 00:06:29.000]  今天還是有
[00:06:29.000 --> 00:06:31.000]  今天你看見在基督教裏頭
[00:06:31.000 --> 00:06:32.000]  也有些假的
[00:06:32.000 --> 00:06:35.000]  他冒着耶穌的名字
[00:06:35.000 --> 00:06:36.000]  講這個福音
[00:06:36.000 --> 00:06:37.000]  講那個福音
[00:06:37.000 --> 00:06:38.000]  可是呢
[00:06:38.000 --> 00:06:40.000]  不是把人領到真理裏頭
[00:06:40.000 --> 00:06:43.000]  不是把人領到生命裏頭
[00:06:43.000 --> 00:06:46.000]  這個是今天我們也要防備的
[00:06:46.000 --> 00:06:48.000]  所以在神學院
[00:06:48.000 --> 00:06:50.000]  有的神學院有這麼一課
[00:06:50.000 --> 00:06:53.000]  他就是有一個呢
[00:06:53.000 --> 00:06:55.000]  專門來研究
[00:06:55.000 --> 00:06:57.000]  在聖經裏頭
[00:06:57.000 --> 00:07:00.000]  最強調的教訓是什麼
[00:07:00.000 --> 00:07:02.000]  可能是強調
[00:07:02.000 --> 00:07:07.000]  要相信耶穌是同女所生的
[00:07:07.000 --> 00:07:10.000]  要相信是福薄
[00:07:10.000 --> 00:07:12.000]  這些都是很重要的
[00:07:12.000 --> 00:07:14.000]  要強調的教訓
[00:07:14.000 --> 00:07:16.000]  但是在神學院裏頭
[00:07:16.000 --> 00:07:18.000]  他們調查下來呢
[00:07:18.000 --> 00:07:21.000]  講到最多的教訓是什麼呢
[00:07:21.000 --> 00:07:23.000]  就是防備假先知
[00:07:23.000 --> 00:07:25.000]  假傳道人的教訓
[00:07:25.000 --> 00:07:27.000]  要防備
[00:07:27.000 --> 00:07:29.000]  所以主耶穌
[00:07:29.000 --> 00:07:31.000]  在他離開世界以前
[00:07:31.000 --> 00:07:33.000]  在橄欖山上
[00:07:33.000 --> 00:07:35.000]  有對蒙徒的教訓
[00:07:35.000 --> 00:07:36.000]  也提到
[00:07:36.000 --> 00:07:38.000]  他在末世的時候
[00:07:38.000 --> 00:07:39.000]  你們要防備
[00:07:39.000 --> 00:07:42.000]  有人託我的名來
[00:07:42.000 --> 00:07:44.000]  說他是基督
[00:07:44.000 --> 00:07:46.000]  他說基督在這裏
[00:07:46.000 --> 00:07:47.000]  或者在基督那裏
[00:07:47.000 --> 00:07:49.000]  你們都不要跟隨
[00:07:49.000 --> 00:07:52.000]  這些人的話是假的
[00:07:52.000 --> 00:07:54.000]  所以在末世的時候
[00:07:54.000 --> 00:07:55.000]  尤其我們現在
[00:07:55.000 --> 00:07:57.000]  也是離開末世
[00:07:57.000 --> 00:07:59.000]  越來越近
[00:07:59.000 --> 00:08:01.000]  也是有很多假的東西出來
[00:08:01.000 --> 00:08:03.000]  你不分辨的話
[00:08:03.000 --> 00:08:05.000]  很容易就跟着他跑
[00:08:05.000 --> 00:08:09.000]  這是損失是很大的
[00:08:09.000 --> 00:08:12.000]  主耶穌說
[00:08:12.000 --> 00:08:16.000]  真牧人是從蒙進來的
[00:08:16.000 --> 00:08:17.000]  從蒙進來的
[00:08:17.000 --> 00:08:20.000]  纔是洋的真牧人
[00:08:20.000 --> 00:08:23.000]  這個洋圈
[00:08:23.000 --> 00:08:29.000]  可以說指的是猶太教
[00:08:29.000 --> 00:08:34.000]  就是舊約的時候
[00:08:34.000 --> 00:08:36.000]  有這個律法
[00:08:36.000 --> 00:08:39.000]  他們就是守這個律法
[00:08:39.000 --> 00:08:42.000]  他們不認耶穌是救主
[00:08:42.000 --> 00:08:44.000]  這樣的這些猶太人
[00:08:44.000 --> 00:08:48.000]  他們就自然的成了猶太教
[00:08:48.000 --> 00:08:51.000]  或者是以色列人
[00:08:51.000 --> 00:08:52.000]  所以這個真牧人
[00:08:52.000 --> 00:08:56.000]  僅定來領父所賜給他的洋
