
[00:00:00.000 --> 00:00:02.080]  好的,我們低頭來祈禱
[00:00:02.080 --> 00:00:03.980]  天安,求祢親自用祢的話語
[00:00:03.980 --> 00:00:05.640]  成為我們生命的幫助和激勵
[00:00:05.640 --> 00:00:08.960]  求主祢自己帶我們透過祢的教導
[00:00:08.960 --> 00:00:11.960]  讓我們知道我們如何面對禱告
[00:00:11.960 --> 00:00:13.720]  和與祢建立更深的關係
[00:00:13.720 --> 00:00:14.940]  帶領以後的時間
[00:00:14.940 --> 00:00:16.360]  祈禱拉動主德性的名
[00:00:16.360 --> 00:00:17.080]  Amen
[00:00:17.080 --> 00:00:20.480]  今天有六次講道的重溫
[00:00:20.480 --> 00:00:22.520]  有兩篇我不會詳細講了
[00:00:22.520 --> 00:00:23.800]  《無忘初衷》
[00:00:23.800 --> 00:00:25.960]  我們要記住每一個基督徒
[00:00:25.960 --> 00:00:29.440]  我們都需要好好地在神面前帶他去禱告
[00:00:29.440 --> 00:00:31.560]  在禱告裡面有認罪
[00:00:31.560 --> 00:00:35.760]  但有時候我們會忘記回顧我們過去的歷史
[00:00:35.760 --> 00:00:37.960]  我們可以鑒古而知今
[00:00:37.960 --> 00:00:40.760]  當我們帶他去看神在過去的日子裡
[00:00:40.760 --> 00:00:42.360]  在我們身上的作為
[00:00:42.360 --> 00:00:43.960]  神如何給我們祝福
[00:00:43.960 --> 00:00:45.240]  如何給我們經歷
[00:00:45.240 --> 00:00:47.360]  如何塗鑿我們的生命的時候
[00:00:47.360 --> 00:00:49.160]  然後我們又再檢視
[00:00:49.160 --> 00:00:52.000]  原來有時候我們都很多時候令到神失望的時候
[00:00:52.000 --> 00:00:56.400]  我們就會更加懂得如何在神面前認罪
[00:00:56.680 --> 00:01:01.440]  當我們願意在神面前禱告求神赦免我們的罪的時候
[00:01:01.440 --> 00:01:03.320]  是我們復興的開始
[00:01:03.320 --> 00:01:08.000]  所以我們需要不斷地去檢視我們的過去
[00:01:08.000 --> 00:01:11.520]  以致我們可以面對將來的挑戰
[00:01:11.520 --> 00:01:13.560]  另外就是《枝葉矛盾》
[00:01:13.560 --> 00:01:14.800]  這一篇道很特別
[00:01:14.800 --> 00:01:16.000]  就是講到什麼呢?
[00:01:16.000 --> 00:01:20.040]  耶利米先知被神帶他去呼召
[00:01:20.040 --> 00:01:23.800]  叫他在國破家亡的日子臨近的時候
[00:01:23.800 --> 00:01:26.360]  竟然帶他去買地圖
[00:01:26.880 --> 00:01:29.560]  耶利米買完這個地之後
[00:01:29.560 --> 00:01:30.440]  就在質疑
[00:01:30.440 --> 00:01:32.640]  就在問神為什麼要我買這個地呢?
[00:01:32.640 --> 00:01:34.920]  就算這個地我買了之後
[00:01:34.920 --> 00:01:35.720]  也不是屬於我
[00:01:35.720 --> 00:01:38.040]  是被巴比倫尼達擁有的
[00:01:38.040 --> 00:01:39.280]  那麼神就說
[00:01:39.280 --> 00:01:41.280]  是的,其實我是會祝福你們的
[00:01:41.280 --> 00:01:42.600]  雖然你們頑皮
[00:01:42.600 --> 00:01:44.040]  你們怎麼勸都不聽
[00:01:44.040 --> 00:01:45.320]  所以國家會滅亡
[00:01:45.320 --> 00:01:47.880]  但是七十年之後是會歸回的
[00:01:47.880 --> 00:01:49.680]  但是我說某個程度
[00:01:49.680 --> 00:01:52.120]  七十年之後耶利米也死了
[00:01:52.120 --> 00:01:54.480]  那個地也不是屬於他的了
[00:01:54.760 --> 00:01:57.240]  但是其實如果他肯信服的時候
[00:01:57.240 --> 00:01:58.640]  不僅能夠祝福他
[00:01:58.640 --> 00:02:00.400]  還能夠祝福他的後人
[00:02:00.400 --> 00:02:02.400]  大家有沒有在這兩天的時候
[00:02:02.400 --> 00:02:04.080]  留意到一段新聞呢?
[00:02:04.080 --> 00:02:06.920]  就是淘大花園一對夫婦
[00:02:06.920 --> 00:02:09.560]  他說十一年前沙士的時候
[00:02:09.560 --> 00:02:11.320]  很多人都賣淘大
[00:02:11.320 --> 00:02:12.160]  離開了
[00:02:12.160 --> 00:02:14.920]  因為那時候淘大是很重大的疫區
[00:02:14.920 --> 00:02:16.760]  人們還要住烏溪沙的
[00:02:16.760 --> 00:02:17.520]  是不是?
[00:02:17.520 --> 00:02:19.520]  他說但是我對這間屋子有感情
[00:02:19.520 --> 00:02:22.280]  所以雖然有人出的價錢也很理想
[00:02:22.280 --> 00:02:23.400]  但是我也不賣了
[00:02:23.400 --> 00:02:24.600]  幸好現在沒有賣了
[00:02:24.600 --> 00:02:25.600]  那時候沒有賣
[00:02:25.600 --> 00:02:27.760]  現在升到六百多萬了
[00:02:27.760 --> 00:02:29.160]  哇!升了很多倍
[00:02:29.160 --> 00:02:30.160]  短短十一年
[00:02:30.160 --> 00:02:32.320]  所以你留意到
[00:02:32.320 --> 00:02:35.880]  原來耶利米買地圖
[00:02:35.880 --> 00:02:37.600]  對他來說是一個祝福
[00:02:37.600 --> 00:02:39.680]  但是這兩篇稿子我不詳細講了
[00:02:39.680 --> 00:02:40.920]  雖然筆記裡面有
[00:02:40.920 --> 00:02:43.040]  因為這是最近期講的
[00:02:43.040 --> 00:02:44.120]  所以我不重複了
[00:02:44.120 --> 00:02:47.320]  我們會帶大家去看《出奇濟聖》
[00:02:47.320 --> 00:02:50.280]  希西加王是一個非常好的王
[00:02:50.280 --> 00:02:52.960]  是很值得我們來欣賞和尊重的
[00:02:52.960 --> 00:02:56.800]  我們一起來讀《獵王記》第十八章第五到第六節
[00:02:56.800 --> 00:02:58.720]  《獵王記》第十八章第五到第六節
[00:02:58.720 --> 00:02:59.720]  我們一起來讀出
[00:02:59.720 --> 00:03:03.640]  "希西加倚靠耶和華以色列的神"
[00:03:03.640 --> 00:03:08.360]  "在他前後的猶大獵王中沒有一個及他的"
[00:03:08.360 --> 00:03:12.080]  "因為他專靠耶和華,總不離開"
[00:03:12.080 --> 00:03:15.560]  "謹守耶和華所吩咐摩西的誡命"
[00:03:15.560 --> 00:03:18.880]  這裡很清楚講到希西加是一個很好的王
[00:03:18.880 --> 00:03:21.720]  希西加是一個怎樣好的王呢?
[00:03:21.720 --> 00:03:22.840]  他很偉大
[00:03:23.080 --> 00:03:27.520]  因為他的父親和他早幾代的人都是拜偶像
[00:03:27.520 --> 00:03:30.160]  國家陷在拜偶像的情況裡面
[00:03:30.160 --> 00:03:32.000]  當希西加作王的時候
[00:03:32.000 --> 00:03:33.320]  他撥亂歸正
[00:03:33.320 --> 00:03:36.160]  將國家裡面這些偶像剷除
[00:03:36.160 --> 00:03:38.520]  然後他重修聖殿
[00:03:38.520 --> 00:03:40.080]  當他重修聖殿的時候
[00:03:40.080 --> 00:03:41.080]  找到律法書
[00:03:41.080 --> 00:03:43.440]  就發現了原來他們已經遠離神很遠
[00:03:43.440 --> 00:03:46.280]  他們再一次過如預節
[00:03:46.280 --> 00:03:49.320]  去鼓勵人民來敬拜神
[00:03:49.320 --> 00:03:54.760]  正正是這種生命吸引了已經分裂了北面的國家的子民
[00:03:54.760 --> 00:03:56.680]  回歸他們的身邊
[00:03:56.680 --> 00:04:02.320]  但是希西加更加重視人多於條文
[00:04:02.320 --> 00:04:05.880]  因為很多人湧下來守如預節
[00:04:05.880 --> 00:04:07.960]  很多人還沒有準備好
[00:04:07.960 --> 00:04:12.800]  希西加竟然將7月1日的如預節
[00:04:12.800 --> 00:04:14.520]  改日子
[00:04:14.520 --> 00:04:16.800]  延遲一個星期
[00:04:16.800 --> 00:04:19.160]  但是神沒有因為這樣責備他
[00:04:19.680 --> 00:04:23.640]  因為神是更加欣賞希西加體恤子民
[00:04:23.640 --> 00:04:25.120]  有些人很窮
[00:04:25.120 --> 00:04:29.320]  沒有辦法有這個祭物來獻祭
[00:04:29.320 --> 00:04:32.440]  希西加鼓勵有能力的人
[00:04:32.440 --> 00:04:33.840]  跟這些人分享
[00:04:33.840 --> 00:04:35.920]  很美麗的一個王
[00:04:35.920 --> 00:04:37.040]  體恤子民
[00:04:37.040 --> 00:04:38.440]  尊敬神的僕人
[00:04:38.440 --> 00:04:40.000]  宗教大的復興
[00:04:40.000 --> 00:04:43.800]  但是並不是因為這個緣故而事事順利
[00:04:43.800 --> 00:04:46.120]  正如謝氏以後
[00:04:46.520 --> 00:04:52.880]  亞述王西拿基勒帶兵圍剿他們的國家
[00:04:52.880 --> 00:04:54.560]  為什麼呢?
[00:04:54.560 --> 00:04:56.600]  因為當時亞述雄霸天下
[00:04:56.600 --> 00:04:59.240]  剛剛滅了北面的以色列國
[00:04:59.240 --> 00:05:01.360]  所以他們來到乘勝追擊
[00:05:01.360 --> 00:05:03.400]  想連猶大國也滅掉
[00:05:03.400 --> 00:05:06.840]  希西加面對這個衝擊很大
[00:05:06.840 --> 00:05:09.360]  但是帶給我們一個很重要的信息
[00:05:09.360 --> 00:05:11.600]  當我們過敬虔的生活
[00:05:11.600 --> 00:05:13.800]  不等於我們沒有衝擊
[00:05:14.320 --> 00:05:17.040]  當我們要過一個敬虔的生活的時候
[00:05:17.040 --> 00:05:19.600]  並不等於事事順利
[00:05:19.600 --> 00:05:21.240]  神從來沒有告訴我們
[00:05:21.240 --> 00:05:22.320]  當我們相信了祂的時候
[00:05:22.320 --> 00:05:23.600]  就一帆風順
[00:05:23.600 --> 00:05:25.360]  當我們過敬虔的生活
[00:05:25.360 --> 00:05:28.000]  也不等於我們一個無痛的人生
[00:05:28.000 --> 00:05:29.680]  很簡單舉一個例子
[00:05:29.680 --> 00:05:31.200]  大家都看到
