
[00:00:00.000 --> 00:00:02.000]  各位聽眾早晨
[00:00:02.000 --> 00:00:06.000]  我們教會快要重開了
[00:00:06.000 --> 00:00:09.400]  我們在疫情之下也被迫了很久
[00:00:09.400 --> 00:00:11.400]  現在似乎有點曙光
[00:00:11.400 --> 00:00:14.200]  所以今天也說一些應景的事情
[00:00:14.200 --> 00:00:15.800]  叫做重頭豐盛
[00:00:15.800 --> 00:00:17.400]  我們過去也被迫了很久
[00:00:17.400 --> 00:00:18.800]  也被淹沒了很久
[00:00:18.800 --> 00:00:21.400]  我們要重頭重開
[00:00:21.400 --> 00:00:23.600]  什麼叫做豐盛呢?
[00:00:23.600 --> 00:00:26.800]  你想起豐盛會想起什麼呢?
[00:00:26.800 --> 00:00:30.800]  你可能想起豐盛的筵席
[00:00:30.800 --> 00:00:32.400]  你的自助餐
[00:00:32.400 --> 00:00:35.600]  這些不是說那些二十多塊的自助餐
[00:00:35.600 --> 00:00:37.600]  是說一些好的自助餐
[00:00:37.600 --> 00:00:40.000]  又有海鮮之類的
[00:00:40.000 --> 00:00:43.400]  大家有沒有試過天天去吃自助餐呢?
[00:00:43.400 --> 00:00:45.200]  不會吧?
[00:00:45.200 --> 00:00:47.000]  我真的試過
[00:00:47.000 --> 00:00:48.800]  我很多年前
[00:00:48.800 --> 00:00:52.200]  環福音聯絡中心
[00:00:52.200 --> 00:00:55.400]  在澳門搞了一次大會
[00:00:55.400 --> 00:00:56.800]  我也有去
[00:00:56.800 --> 00:00:59.000]  澳門就住在一些酒店
[00:00:59.000 --> 00:01:03.400]  酒店晚上有供應晚餐的
[00:01:03.400 --> 00:01:06.200]  每晚下去都是這樣的場面
[00:01:06.200 --> 00:01:08.600]  又有魚翅
[00:01:08.600 --> 00:01:10.400]  又有蟹腳
[00:01:10.400 --> 00:01:11.400]  嘩!很棒
[00:01:11.400 --> 00:01:13.400]  所以我第一晚下去很開心
[00:01:13.400 --> 00:01:14.600]  嘩!這麼棒
[00:01:14.600 --> 00:01:17.400]  從來沒試過退休會吃這麼棒的東西
[00:01:17.400 --> 00:01:19.400]  第二晚下去
[00:01:19.400 --> 00:01:21.400]  也有一點開心
[00:01:21.400 --> 00:01:23.400]  到了第四晚
[00:01:23.400 --> 00:01:25.800]  下去看到真的想死
[00:01:25.800 --> 00:01:29.400]  因為你天天都這樣吃的話
[00:01:29.400 --> 00:01:30.600]  你會怎樣?
[00:01:30.600 --> 00:01:32.800]  你會膩
[00:01:32.800 --> 00:01:34.200]  或者國語說
[00:01:34.200 --> 00:01:35.000]  膩
[00:01:35.000 --> 00:01:36.200]  你會很膩
[00:01:36.200 --> 00:01:37.400]  嘩!又是那些
[00:01:37.400 --> 00:01:38.600]  多豐盛都好
[00:01:38.600 --> 00:01:40.400]  吃得多都會膩
[00:01:40.400 --> 00:01:42.200]  有沒有試過一個人吃自助餐呢?
[00:01:42.200 --> 00:01:44.000]  我有試過
[00:01:44.000 --> 00:01:46.000]  有一次我去拉茲維加斯
[00:01:46.000 --> 00:01:47.200]  我去港島
[00:01:47.200 --> 00:01:50.000]  那天晚上我跟弟兄姊妹說
[00:01:50.000 --> 00:01:52.000]  不如你今晚不用招呼我了
[00:01:52.000 --> 00:01:55.400]  自己一個人安靜一下
[00:01:55.400 --> 00:01:57.400]  我想晚上吃什麼呢?
[00:01:57.400 --> 00:02:00.000]  一個人吃個麵包也很淒涼
[00:02:00.000 --> 00:02:02.000]  吃碟頭飯也很寡
[00:02:02.000 --> 00:02:03.400]  吃自助餐
[00:02:03.400 --> 00:02:06.000]  因為拉茲維加斯很多好的自助餐
[00:02:06.000 --> 00:02:08.400]  於是我去了一間自助餐店
[00:02:08.400 --> 00:02:11.400]  給了錢就開始去拿菜吃
[00:02:11.400 --> 00:02:13.000]  一樣很豐富
[00:02:13.000 --> 00:02:14.800]  拿拿拿
