
[00:00:00.000 --> 00:00:02.460]  早晨 今天是歡喜快樂的日子
[00:00:02.460 --> 00:00:05.940]  我們再次感謝主的憐憫
[00:00:05.940 --> 00:00:07.340]  感謝主的恩典
[00:00:07.340 --> 00:00:09.600]  有六位姊妹今天牽手受浸
[00:00:09.600 --> 00:00:11.940]  他們六位姊妹都是
[00:00:11.940 --> 00:00:14.320]  都是一個母親的身份
[00:00:14.320 --> 00:00:18.020]  在家中奉獻了他們一生的生命
[00:00:18.020 --> 00:00:20.180]  去照顧他們的家庭
[00:00:20.180 --> 00:00:21.320]  我們的生活當中
[00:00:21.320 --> 00:00:25.900]  其實都有很多不同的家庭成員
[00:00:25.900 --> 00:00:28.380]  家庭的狀況
[00:00:28.380 --> 00:00:32.580]  就算在我們的家庭當中
[00:00:32.580 --> 00:00:36.800]  我們都會在社交平台裏面
[00:00:36.800 --> 00:00:41.180]  相信今天會見到很多的
[00:00:41.180 --> 00:00:41.920]  都會見到
[00:00:41.920 --> 00:00:43.180]  都會在社交平台
[00:00:43.180 --> 00:00:47.700]  就算在Facebook或者在其他的平台當中
[00:00:47.700 --> 00:00:50.060]  都會見到很多的分享貼文
[00:00:50.060 --> 00:00:54.520]  因為都會慶祝母親節這個時候
[00:00:54.520 --> 00:00:57.720]  在貼文當中
[00:00:57.720 --> 00:01:01.680]  我都會相信見到有些美滿
[00:01:01.680 --> 00:01:05.080]  人間上認為一些完美的家庭
[00:01:05.080 --> 00:01:07.740]  有夫婦兩人
[00:01:07.740 --> 00:01:09.440]  或者有子女一同去拍照
[00:01:09.440 --> 00:01:11.740]  或者去吃一頓好的
[00:01:11.740 --> 00:01:15.260]  但是我們都知道
[00:01:15.260 --> 00:01:16.440]  現實的生活上面
[00:01:16.440 --> 00:01:20.700]  不是一定是那麼完美的
[00:01:20.700 --> 00:01:23.220]  很可能我們當中的母親
[00:01:23.220 --> 00:01:25.340]  她們本身是沒有子女
[00:01:25.340 --> 00:01:28.380]  或者子女已經離開了她們
[00:01:28.380 --> 00:01:32.620]  或者她的丈夫已經不在她身邊
[00:01:32.620 --> 00:01:34.400]  在這些情況當中
[00:01:34.400 --> 00:01:38.460]  我們往往都會有一些反思的時候
[00:01:38.460 --> 00:01:43.900]  會不會是神的恩典缺乏了呢?
[00:01:43.900 --> 00:01:46.520]  我們會令到有時會深思的時候
[00:01:46.520 --> 00:01:52.240]  會不會導致心情沒有那麼好的時候呢?
[00:01:52.240 --> 00:01:56.560]  但是神往往都提醒我們
[00:01:56.560 --> 00:02:00.100]  雖然我們心裏是仇婦的處境當中
[00:02:00.100 --> 00:02:02.360]  我們不是好像picture perfect那樣
[00:02:02.360 --> 00:02:05.640]  經常都好像很完美的情況裏面
[00:02:05.640 --> 00:02:06.920]  我們去mall的時候
[00:02:06.920 --> 00:02:11.320]  去逛這個商店的時候
[00:02:11.320 --> 00:02:12.920]  可能見到很多人拍那些
[00:02:12.920 --> 00:02:13.800]  去picture people
[00:02:13.800 --> 00:02:16.840]  或者去那些商店裏拍一些合家照
[00:02:16.840 --> 00:02:17.720]  全家福
[00:02:17.720 --> 00:02:22.040]  但是神是顧念我們的
[00:02:22.040 --> 00:02:24.760]  顧念每一位主內的弟兄姊妹
[00:02:24.760 --> 00:02:27.320]  顧念我們當中的母親
[00:02:27.320 --> 00:02:29.360]  在今天我們都看到
[00:02:29.360 --> 00:02:33.800]  從聖經裏面的撒姆爾記那裏
[00:02:33.800 --> 00:02:35.000]  剛才讀的經文當中
[00:02:35.000 --> 00:02:37.680]  女主角就是哈拿這位母親
[00:02:37.680 --> 00:02:41.480]  她當時就身處在這個時詩的時候
[00:02:41.480 --> 00:02:45.040]  距離現在大約是三千年前
[00:02:45.040 --> 00:02:46.760]  是主前大約一千年
[00:02:46.760 --> 00:02:49.760]  當時中國就是商紂年代
[00:02:49.760 --> 00:02:52.720]  就是商朝和周朝之間的年代
[00:02:52.720 --> 00:02:53.880]  在中東的地方
[00:02:53.880 --> 00:02:55.640]  以色列這個地方當中
[00:02:55.640 --> 00:03:00.800]  他們經歷了十二個時詩的領導
[00:03:00.800 --> 00:03:03.720]  大約是有325年的期間裏面
[00:03:03.720 --> 00:03:06.440]  他們這班的以色列民
[00:03:06.440 --> 00:03:08.440]  有經歷了
[00:03:08.440 --> 00:03:09.720]  經過了約書亞
[00:03:09.720 --> 00:03:11.120]  帶了他們過了大河
[00:03:11.120 --> 00:03:12.920]  約書亞離世之後
[00:03:12.920 --> 00:03:14.880]  他們有不信服的時候
[00:03:14.880 --> 00:03:16.080]  有犯罪的時候
[00:03:16.080 --> 00:03:17.600]  有受到外邦人
[00:03:17.600 --> 00:03:20.200]  菲律賓人或者其他外族所欺壓
[00:03:20.200 --> 00:03:22.360]  他們就在那裏呼求神
[00:03:22.360 --> 00:03:24.160]  他們就夢到拯救
[00:03:24.160 --> 00:03:24.960]  神就直著
[00:03:24.960 --> 00:03:29.160]  時詩他們在管治上
[00:03:29.160 --> 00:03:31.600]  軍事上去帶領這班以色列民
[00:03:31.600 --> 00:03:35.120]  他們當時的環境是非常惡劣的
[00:03:35.120 --> 00:03:37.440]  因為在經文當中我們看到
[00:03:37.440 --> 00:03:39.560]  都有在時詩裏面說
[00:03:39.560 --> 00:03:42.560]  那時以色列人中沒有王
[00:03:42.560 --> 00:03:45.960]  各人都淫逸而行
[00:03:45.960 --> 00:03:48.920]  薩姆爾出生的故事
[00:03:48.920 --> 00:03:51.720]  直著哈娜的母親
[00:03:51.720 --> 00:03:55.200]  這個故事就在這個環境當中而發生
[00:03:55.200 --> 00:03:58.840]  我們今天就會問一個問題
[00:03:58.840 --> 00:04:02.440]  究竟我們在這個環境當中
[00:04:02.440 --> 00:04:03.600]  就算哈娜自己
[00:04:03.600 --> 00:04:05.920]  她都在受苦的時候
[00:04:05.920 --> 00:04:07.480]  她在禱告
[00:04:07.480 --> 00:04:10.520]  我們究竟怎樣可以直著禱告和祈禱
[00:04:10.520 --> 00:04:13.440]  在神眼前蒙恩呢?
[00:04:13.440 --> 00:04:14.960]  哈娜的名字很特別
[00:04:14.960 --> 00:04:17.120]  哈娜的名字就是恩典的意思
[00:04:17.120 --> 00:04:18.560]  蒙恩的意思
[00:04:18.560 --> 00:04:21.400]  她怎樣直著禱告
[00:04:21.400 --> 00:04:25.840]  在神面前可以得到她有的恩典呢?
[00:04:25.840 --> 00:04:27.760]  我們今天就探討這個功課
[00:04:27.760 --> 00:04:29.360]  我們一起低頭祈禱
[00:04:29.360 --> 00:04:30.120]  愛你的天父上帝
[00:04:30.120 --> 00:04:30.680]  我們感謝你
[00:04:30.680 --> 00:04:32.520]  我們感謝你今天有
[00:04:32.520 --> 00:04:33.880]  持著你的恩典
[00:04:33.880 --> 00:04:36.360]  他們有六位姐妹能夠受浸
[00:04:36.360 --> 00:04:37.440]  這位六位的母親
[00:04:37.440 --> 00:04:39.160]  我們在座的母親當中
[00:04:39.160 --> 00:04:40.280]  求你幫助我們
[00:04:40.280 --> 00:04:41.640]  求聖靈
[00:04:41.640 --> 00:04:43.000]  求直著聖
[00:04:43.000 --> 00:04:45.720]  能令我們聖經的教訓
[00:04:45.720 --> 00:04:47.560]  使我們能夠看得清楚
[00:04:47.560 --> 00:04:48.280]  看得明白
[00:04:48.280 --> 00:04:50.040]  求主幫助我們
[00:04:50.040 --> 00:04:51.080]  我們以上的禱告
[00:04:51.080 --> 00:04:52.920]  是奉主耶穌得聖的名字祈求
[00:04:52.920 --> 00:04:54.200]  阿們
[00:04:54.200 --> 00:04:55.240]  我們這個故事
[00:04:55.240 --> 00:04:58.040]  我們從第一章那裡一開始看到
[00:04:58.040 --> 00:05:00.720]  在當時有一個
[00:05:00.720 --> 00:05:05.280]  以利加拿的丈夫
[00:05:05.280 --> 00:05:09.200]  他這個利尾人
[00:05:09.200 --> 00:05:10.640]  其實我們看回歷代誌
[00:05:10.640 --> 00:05:11.800]  都可以看到他是利尾人
[00:05:11.800 --> 00:05:15.280]  他住在以法蓮境內的利尾人
[00:05:15.280 --> 00:05:20.960]  他們是一個可以說是現代的中產階級
[00:05:20.960 --> 00:05:21.760]  看到這裡
[00:05:21.760 --> 00:05:25.360]  看到他們的關係
[00:05:25.360 --> 00:05:26.480]  背景
[00:05:26.480 --> 00:05:28.960]  還有他有兩個妻子
[00:05:28.960 --> 00:05:29.680]  他們的妻子
[00:05:29.680 --> 00:05:30.440]  第一個妻子
[00:05:30.440 --> 00:05:33.040]  一名第一個妻子叫哈娜
[00:05:33.040 --> 00:05:36.600]  第二個妻子叫比利娜
[00:05:36.600 --> 00:05:38.640]  有很大的對比
[00:05:38.640 --> 00:05:41.880]  當時的民族文化
[00:05:41.880 --> 00:05:46.440]  娶妻是傳宗接代的任務
[00:05:46.440 --> 00:05:51.320]  因為他們的產業要有兒子來承繼
[00:05:51.320 --> 00:05:53.880]  這個第一個任務的母親哈娜
[00:05:53.880 --> 00:05:56.000]  雖然她的名字是沒有恩典的意思
[00:05:56.000 --> 00:05:57.120]  蒙恩的意思
[00:05:57.120 --> 00:06:00.080]  但是她就沒有兒女
[00:06:00.080 --> 00:06:02.320]  一個子女都沒有
[00:06:02.320 --> 00:06:04.320]  她的丈夫
[00:06:04.320 --> 00:06:07.120]  以利加拿就有第二個妻子
[00:06:07.120 --> 00:06:09.480]  第二個妻子就比利娜
[00:06:09.480 --> 00:06:10.800]  她有很多兒女
[00:06:10.800 --> 00:06:12.120]  這個環境
[00:06:12.120 --> 00:06:14.080]  都不是一年半載的事情
[00:06:14.080 --> 00:06:15.760]  她有多過七個兒女
[00:06:15.760 --> 00:06:17.640]  有幾個兒女在當中
[00:06:17.640 --> 00:06:19.680]  她所受的壓力
[00:06:19.680 --> 00:06:21.440]  就很大了
[00:06:21.440 --> 00:06:22.760]  我們看到第二節的
[00:06:22.760 --> 00:06:23.760]  第三節的經文
[00:06:23.760 --> 00:06:26.720]  他們這個家庭
[00:06:26.720 --> 00:06:30.480]  每年都會走十五英里到士羅
[00:06:30.480 --> 00:06:32.520]  上山去士羅這個地方
[00:06:32.520 --> 00:06:35.160]  士羅這個地方是有點特別的
[00:06:35.160 --> 00:06:39.720]  我們在約書亞紀錄看到
[00:06:39.720 --> 00:06:41.080]  這個回眸
[00:06:41.080 --> 00:06:44.440]  就是搬到士羅這個地方
[00:06:44.440 --> 00:06:45.800]  他們的以色列民
[00:06:45.800 --> 00:06:48.160]  包括以利加拿這個家庭
[00:06:48.160 --> 00:06:52.360]  每年都會上山去那裡敬拜耶和華神
[00:06:52.360 --> 00:06:55.000]  敬拜萬君之耶和華神
[00:06:55.000 --> 00:07:02.040]  祂是掌管權柄的神
[00:07:02.040 --> 00:07:03.480]  滿有權柄的主
[00:07:03.480 --> 00:07:05.040]  去那裡敬拜讚美祂
[00:07:05.040 --> 00:07:06.360]  每逢這個日子
[00:07:06.360 --> 00:07:08.160]  他們就去帶著祂
[00:07:08.160 --> 00:07:10.760]  一家人高高興興地上山
[00:07:10.760 --> 00:07:11.560]  一家人
[00:07:11.560 --> 00:07:13.680]  但是
[00:07:13.680 --> 00:07:15.040]  哈拿的心
[00:07:15.040 --> 00:07:16.160]  大家都知道
[00:07:16.160 --> 00:07:20.040]  祂就是
[00:07:20.040 --> 00:07:21.680]  祂是耶和華
[00:07:21.680 --> 00:07:26.840]  是不給哈拿生育
[00:07:26.840 --> 00:07:29.160]  但是祂的丈夫
[00:07:29.160 --> 00:07:31.760]  非常愛這個太太
[00:07:31.760 --> 00:07:34.200]  所以每次祭禮的時候
[00:07:34.200 --> 00:07:35.960]  分開祭物的時候
[00:07:35.960 --> 00:07:38.240]  祂都有特別多一份
[00:07:38.240 --> 00:07:41.720]  比這個比利拿更加多
[00:07:41.720 --> 00:07:45.160]  但是這個比利拿就趁著這個機會
[00:07:45.160 --> 00:07:47.240]  去所謂的欺凌
[00:07:47.240 --> 00:07:49.440]  現在說我們說是欺凌別人
[00:07:49.440 --> 00:07:56.720]  欺凌祂的姐妹哈拿
[00:07:56.720 --> 00:07:59.080]  說他們故意這樣
[00:07:59.080 --> 00:08:01.160]  故意這樣去激動祂
[00:08:01.160 --> 00:08:02.240]  大大地激動祂
[00:08:02.240 --> 00:08:05.240]  直到哈拿發怒
[00:08:05.240 --> 00:08:07.320]  使祂的情緒受到波動
[00:08:07.320 --> 00:08:10.440]  在這個環境當中
[00:08:10.440 --> 00:08:13.800]  哈拿就受到很大的困苦
[00:08:13.800 --> 00:08:15.040]  祂就是激動祂
[00:08:15.040 --> 00:08:17.840]  哈拿比利拿激動到祂
[00:08:17.840 --> 00:08:19.600]  以致祂不停地哭
[00:08:19.600 --> 00:08:21.000]  飯都不想吃
[00:08:21.000 --> 00:08:23.120]  你就算去獻祭的時候
[00:08:23.120 --> 00:08:24.160]  一家人
[00:08:24.160 --> 00:08:26.320]  好像現在去旅行一樣
[00:08:26.320 --> 00:08:30.400]  但是祂專門上神殿裡面去獻祭
[00:08:30.400 --> 00:08:34.360]  祂們的心情是非常困苦
[00:08:34.360 --> 00:08:35.440]  這裡聖經這樣形容
[00:08:35.440 --> 00:08:38.040]  祂說心裡愁悶
[00:08:38.040 --> 00:08:39.520]  使祂哭泣起來
[00:08:39.520 --> 00:08:42.480]  但是以利拿就這樣對祂說
[00:08:42.480 --> 00:08:45.280]  祂的丈夫這樣對祂說
[00:08:45.280 --> 00:08:46.280]  因為祂非常愛祂
[00:08:46.280 --> 00:08:48.040]  這樣去安慰祂
[00:08:48.040 --> 00:08:49.800]  說我對祢的愛
[00:08:49.800 --> 00:08:52.920]  不是比十個子女更加豪邁
[00:08:52.920 --> 00:08:53.960]  很多時候我們想起
[00:08:53.960 --> 00:08:56.760]  我們自己做妻子的
[00:08:56.760 --> 00:08:57.680]  做丈夫的
[00:08:57.680 --> 00:08:59.400]  有時候以為自己做了很多
[00:08:59.400 --> 00:09:00.880]  去安慰太太
[00:09:00.880 --> 00:09:02.440]  其實太太都說
[00:09:02.440 --> 00:09:04.200]  你真的不明白我的心意
[00:09:04.200 --> 00:09:06.360]  很多時候就是這樣的情況
[00:09:06.360 --> 00:09:07.400]  根本就是
[00:09:07.400 --> 00:09:10.040]  他們以為丈夫幫到他
[00:09:10.040 --> 00:09:11.800]  但是他的心情是
[00:09:11.800 --> 00:09:16.960]  未受到幫助
[00:09:16.960 --> 00:09:19.440]  他們在吃飯的時候
[00:09:19.440 --> 00:09:21.960]  哈拿就起來
[00:09:21.960 --> 00:09:27.720]  在神爺和華的門口旁邊
[00:09:27.720 --> 00:09:30.840]  在禱告 在哭泣
[00:09:30.840 --> 00:09:32.880]  原來耶和華神的殿裏面
[00:09:32.880 --> 00:09:35.920]  他們是想去耶和華神殿
[00:09:35.920 --> 00:09:37.760]  不是因為那個殿是非常宏偉
[00:09:37.760 --> 00:09:39.800]  因為這個是一個莊嚴的地方
[00:09:39.800 --> 00:09:42.640]  是能夠跟神有一個傾心討厭
[00:09:42.640 --> 00:09:44.760]  有一個禱告的地方
[00:09:44.760 --> 00:09:46.600]  在那裏向祂禱告
[00:09:46.600 --> 00:09:50.520]  在禱告的期間
[00:09:50.520 --> 00:09:52.360]  哈拿就這樣說
[00:09:52.360 --> 00:09:54.600]  萬君的耶和華
[00:09:54.600 --> 00:09:58.520]  這個是掌管宇宙萬物的神
[00:09:58.520 --> 00:10:01.160]  如果你看到這個婢女的苦情
[00:10:01.160 --> 00:10:02.600]  求你顧念她
[00:10:02.600 --> 00:10:03.880]  求你顧念她
[00:10:03.880 --> 00:10:05.600]  不要忘記我
[00:10:05.600 --> 00:10:07.600]  給我一個兒子
[00:10:07.600 --> 00:10:08.720]  她不是胡亂求的
[00:10:08.720 --> 00:10:10.120]  給她一個兒子是怎樣的
[00:10:10.120 --> 00:10:11.720]  她是說給她一個兒子
[00:10:11.720 --> 00:10:15.240]  就會終身歸給耶和華
[00:10:15.240 --> 00:10:18.320]  不會再用刀剃她的頭髮
[00:10:18.320 --> 00:10:24.040]  這個原來是有一個意思在當中
[00:10:24.040 --> 00:10:25.640]  因為我們看到
[00:10:25.640 --> 00:10:26.840]  就算是在事司紀裏面
[00:10:26.840 --> 00:10:28.480]  好像參宣的情況
[00:10:28.480 --> 00:10:29.880]  參宣這個事司
[00:10:29.880 --> 00:10:30.760]  他一出生
[00:10:30.760 --> 00:10:31.360]  未出生之前
[00:10:31.360 --> 00:10:32.440]  他的母親就說
[00:10:32.440 --> 00:10:35.040]  將這個兒子獻給耶和華
[00:10:35.040 --> 00:10:38.680]  為耶和華獻身去侍奉
[00:10:38.680 --> 00:10:43.000]  這班是很特別的人
[00:10:43.000 --> 00:10:47.920]  我們當中知道以色列有種類人
[00:10:47.920 --> 00:10:49.960]  就叫做拿西爾人
[00:10:49.960 --> 00:10:52.320]  他們許願分別為聖
[00:10:52.320 --> 00:10:53.760]  有一段時間分別為聖
[00:10:53.760 --> 00:10:55.360]  不喝酒
[00:10:55.360 --> 00:10:56.200]  不剃頭
[00:10:56.200 --> 00:10:57.520]  不要碰死屍
[00:10:57.520 --> 00:10:59.800]  有些規矩使他們說
[00:10:59.800 --> 00:11:01.800]  自己的生命是分別為聖
[00:11:01.800 --> 00:11:02.840]  他們可以暫時說
[00:11:02.840 --> 00:11:04.280]  譬如說我做一年
[00:11:04.280 --> 00:11:05.960]  或者兩年或者三年
[00:11:05.960 --> 00:11:07.440]  要立這個許願
[00:11:07.440 --> 00:11:09.880]  但是哈娜這個母親很特別
[00:11:09.880 --> 00:11:10.720]  她說什麼
[00:11:10.720 --> 00:11:13.080]  她說會終身侍奉
[00:11:13.080 --> 00:11:15.560]  將兒子不是一年半載
[00:11:15.560 --> 00:11:16.600]  兩年三年
[00:11:16.600 --> 00:11:18.240]  又不同普通的利美人
[00:11:18.240 --> 00:11:21.440]  利美人到了五十歲就要退休
[00:11:21.440 --> 00:11:23.600]  做好過現代的退休計劃
[00:11:23.600 --> 00:11:27.400]  五十歲就要退休
[00:11:27.400 --> 00:11:33.360]  但是她的兒子將會是終身侍奉
[00:11:33.360 --> 00:11:34.800]  分別為聖
[00:11:34.800 --> 00:11:38.080]  這個就是哈娜本身自己的許願
[00:11:38.080 --> 00:11:44.960]  哈娜就在面前不停地禱告
[00:11:44.960 --> 00:11:47.800]  但是以利以為
[00:11:47.800 --> 00:11:49.360]  以利本身是一個祭司
[00:11:49.360 --> 00:11:52.280]  好像現在華府教會的牧師傳道人
[00:11:52.280 --> 00:11:54.960]  你這樣自己說來說去
[00:11:54.960 --> 00:11:56.520]  不知道說什麼
[00:11:56.520 --> 00:11:59.800]  覺得這個姐妹
[00:11:59.800 --> 00:12:00.840]  你在做什麼
[00:12:00.840 --> 00:12:03.280]  在懷疑她的心情
[00:12:03.280 --> 00:12:04.840]  但是原來
[00:12:04.840 --> 00:12:09.000]  哈娜直接在圖神脈統
[00:12:09.000 --> 00:12:10.600]  剛才大家讀的經文當中
[00:12:10.600 --> 00:12:12.320]  已經知道她在脈統
[00:12:12.320 --> 00:12:14.200]  我們看到第一點的時候
[00:12:14.200 --> 00:12:15.840]  我們究竟是怎樣禱告
[00:12:15.840 --> 00:12:19.000]  直接禱告去蒙神的恩典呢
[00:12:19.000 --> 00:12:21.280]  原來我們在耶和華面前
[00:12:21.280 --> 00:12:23.000]  要不斷地禱告
[00:12:23.000 --> 00:12:24.360]  在神的殿中裡面
[00:12:24.360 --> 00:12:26.120]  我們知道神與我們同在
[00:12:26.120 --> 00:12:28.040]  神在我們生命與我們同在
[00:12:28.040 --> 00:12:30.760]  即使自己最親的人
[00:12:30.760 --> 00:12:32.120]  自己的丈夫
[00:12:32.120 --> 00:12:33.120]  自己的兒女
[00:12:33.120 --> 00:12:34.720]  就算是教會的牧師傳道人
[00:12:34.720 --> 00:12:37.640]  或者主羅的弟兄姊妹
[00:12:37.640 --> 00:12:40.120]  是不明白我們心中的心情的時候
[00:12:40.120 --> 00:12:43.040]  我們所受的心情困苦的時候
[00:12:43.040 --> 00:12:46.160]  我們可以直接地去跟神說
[00:12:46.160 --> 00:12:49.000]  我們將眼目放在神當中
[00:12:49.000 --> 00:12:50.560]  不斷地去禱告
[00:12:50.560 --> 00:12:52.520]  繼續地去禱告
[00:12:52.520 --> 00:12:54.240]  存在這個信心
[00:12:54.240 --> 00:12:55.040]  這個耐性
[00:12:55.040 --> 00:12:56.840]  在等候神的回應
[00:12:56.840 --> 00:13:00.440]  這個就是我們當中要學習的第一個功課
[00:13:00.440 --> 00:13:04.000]  要在神的面前不斷地禱告
[00:13:04.000 --> 00:13:06.120]  我們繼續看經文的時候
[00:13:06.120 --> 00:13:07.160]  原來
[00:13:07.160 --> 00:13:08.360]  剛才大家一起讀
[00:13:08.360 --> 00:13:09.600]  就說
[00:13:09.600 --> 00:13:10.800]  以利誤會了他
[00:13:10.800 --> 00:13:13.320]  其實他心中在脈統
[00:13:13.320 --> 00:13:15.560]  他們當時的習慣就是
[00:13:15.560 --> 00:13:17.840]  你們在公開地大聲地禱告
[00:13:17.840 --> 00:13:19.840]  他們不是坐在座位上脈統
[00:13:19.840 --> 00:13:21.240]  他們沒有這件事情的
[00:13:21.240 --> 00:13:23.800]  當時的經敗
[00:13:23.800 --> 00:13:25.520]  他就以利誤會了他
[00:13:25.520 --> 00:13:26.720]  就說
[00:13:26.720 --> 00:13:28.920]  你是不是喝醉了
[00:13:28.920 --> 00:13:32.800]  因為他們去獻祭
[00:13:32.800 --> 00:13:36.680]  可能會有平安祭的意思
[00:13:36.680 --> 00:13:38.120]  有一個fellowship的時候
[00:13:38.120 --> 00:13:40.040]  你是不是趁這個機會在亂喝酒
[00:13:40.040 --> 00:13:41.400]  喝醉了
[00:13:41.400 --> 00:13:43.200]  但是剛才在他的禱告當中
[00:13:43.200 --> 00:13:45.200]  他知道
[00:13:45.200 --> 00:13:48.680]  哈拿已經知道什麼是分別為性
[00:13:48.680 --> 00:13:51.000]  他自己連清酒濃酒都不喝
[00:13:51.000 --> 00:13:52.720]  他自己是分別為性
[00:13:52.720 --> 00:13:54.920]  在這裏存心地不斷地禱告
[00:13:54.920 --> 00:13:56.760]  我沒有喝醉
[00:13:56.760 --> 00:14:00.840]  沒有喝醉
[00:14:00.840 --> 00:14:01.560]  沒有喝醉
[00:14:01.560 --> 00:14:02.720]  那怎樣回答他
[00:14:02.720 --> 00:14:04.000]  哈拿這樣回答他
[00:14:04.000 --> 00:14:04.680]  主啊
[00:14:04.680 --> 00:14:05.680]  我不是這樣
[00:14:05.680 --> 00:14:08.520]  我不是喝醉
[00:14:08.520 --> 00:14:11.560]  我的心太過悲痛
[00:14:11.560 --> 00:14:13.600]  因為他受到他的親人
[00:14:13.600 --> 00:14:14.400]  他不明白
[00:14:14.400 --> 00:14:19.720]  他受到他的妹妹
[00:14:19.720 --> 00:14:21.320]  伊利加拿的另一個妻子
[00:14:21.320 --> 00:14:22.960]  受到他欺凌
[00:14:22.960 --> 00:14:24.720]  受到他家人
[00:14:24.720 --> 00:14:27.520]  他連自己的丈夫都不明白他的心情
[00:14:27.520 --> 00:14:28.560]  連教會裏面
[00:14:28.560 --> 00:14:33.000]  連聖殿裏面的人都不明白他的心情
[00:14:33.000 --> 00:14:36.520]  只有在耶華面前不斷地禱告
[00:14:36.520 --> 00:14:38.920]  還在傾心吐意
[00:14:38.920 --> 00:14:41.720]  好像將你的心灑出去
[00:14:41.720 --> 00:14:44.480]  即是倒酒就倒出去
[00:14:44.480 --> 00:14:46.640]  電出來
[00:14:46.640 --> 00:14:48.680]  將他一切的憂慮
[00:14:48.680 --> 00:14:50.480]  一切的困苦的心情
[00:14:50.480 --> 00:14:52.400]  好像魚翁撒網那樣
