
[00:00:00.000 --> 00:00:05.120]  上一次已經講完了聖經可信媽系列
[00:00:05.120 --> 00:00:09.720]  本來今天應該是開始使徒行轉的系列
[00:00:09.720 --> 00:00:13.320]  但是因為有一個問題我想先解答
[00:00:13.320 --> 00:00:19.200]  所以使徒行轉是會下一次先跟大家開始講
[00:00:19.200 --> 00:00:22.020]  今天要回答什麼問題呢?
[00:00:22.020 --> 00:00:26.880]  就是究竟聖經裡面的祝福和賜福是否一樣?
[00:00:26.880 --> 00:00:29.200]  有沒有不同的地方?
[00:00:29.200 --> 00:00:32.020]  為什麼這麼重要的一個問題?
[00:00:32.020 --> 00:00:35.860]  因為很多人都認為祝福和賜福是不同的
[00:00:35.860 --> 00:00:38.920]  又有人認為祝福和賜福是一樣的
[00:00:38.920 --> 00:00:44.040]  這樣來說就會形成基督教裡面可能有很多的分歧
[00:00:44.040 --> 00:00:46.100]  很多很多的不和
[00:00:46.100 --> 00:00:50.700]  所以我覺得真是應該來解答這個問題
[00:00:50.700 --> 00:00:53.800]  不知道大家有沒有曾經講過
[00:00:53.800 --> 00:00:56.600]  「願神祝福你」
[00:00:56.600 --> 00:01:01.460]  有很多的人都會說你不應該這樣說
[00:01:01.460 --> 00:01:05.060]  他們會說神是從來不祝福人
[00:01:05.060 --> 00:01:07.480]  神只可以是賜福
[00:01:07.480 --> 00:01:09.240]  是不會祝福
[00:01:09.240 --> 00:01:10.440]  為什麼?
[00:01:10.440 --> 00:01:14.640]  因為他們說這個「祝」字的原本骨骼文
[00:01:14.640 --> 00:01:19.920]  最早的意思就是祈求的意思
[00:01:19.920 --> 00:01:24.280]  所以如果說「願神祝福你」就是「願神祈求」
[00:01:24.280 --> 00:01:26.240]  他們說神怎麼會祈求呢?
[00:01:26.240 --> 00:01:28.600]  神是萬福的源頭
[00:01:28.600 --> 00:01:30.720]  神直接的賜福
[00:01:30.720 --> 00:01:32.960]  神是不需要來祝福
[00:01:32.960 --> 00:01:35.760]  這個就是他們的解釋
[00:01:35.760 --> 00:01:43.400]  所以我們看到香港大學中文系前任教授陳耀南博士
[00:01:43.400 --> 00:01:48.120]  曾經在明報的2011年5月份的月刊
[00:01:48.120 --> 00:01:53.120]  刊登了一篇文章叫做「上帝永不祝福」
[00:01:53.120 --> 00:01:57.200]  他在那篇文章裡強調唯一的神
[00:01:57.200 --> 00:01:59.600]  上帝只能賜福
[00:01:59.600 --> 00:02:03.920]  不會永不會祝福
[00:02:03.920 --> 00:02:08.800]  甚至有很多人會指控說神祝福的人
[00:02:08.800 --> 00:02:12.080]  就是把神貶低降格
[00:02:12.080 --> 00:02:12.960]  為什麼?
[00:02:12.960 --> 00:02:16.600]  因為你是說要神來祈求
[00:02:16.600 --> 00:02:18.400]  他們說神是不會祈求的
[00:02:18.400 --> 00:02:21.440]  神是直接的賜福
[00:02:21.440 --> 00:02:23.920]  所以這是一個很嚴重的問題
[00:02:23.920 --> 00:02:25.560]  如果你說神祝福
[00:02:25.560 --> 00:02:28.120]  有人說你把神貶低降格
[00:02:28.120 --> 00:02:31.840]  你想想是不是一個很嚴重的指控
[00:02:31.840 --> 00:02:35.080]  我們今天就會從三個角度來看
[00:02:35.080 --> 00:02:38.400]  究竟賜福和祝福是不是有分別
[00:02:38.400 --> 00:02:43.680]  第一個角度就是從聖經的原文或者英文來看
[00:02:43.680 --> 00:02:48.600]  第二個角度就是從中文聖經的翻譯
[00:02:48.600 --> 00:02:52.680]  第三個角度就是從中文的立場來看
[00:02:52.680 --> 00:02:56.960]  究竟祝福和賜福是有沒有分別
[00:02:56.960 --> 00:02:59.880]  我們先看聖經原文
[00:02:59.880 --> 00:03:03.640]  聖經原文無論是祝福、賜福
[00:03:03.640 --> 00:03:07.040]  都是baraka這個字 希伯來文
[00:03:07.040 --> 00:03:09.600]  這個是動詞
[00:03:09.600 --> 00:03:13.880]  這個名詞是baraka
[00:03:13.880 --> 00:03:16.480]  就是祝福或者賜福
[00:03:16.480 --> 00:03:20.440]  英文是一個bless字
[00:03:20.440 --> 00:03:25.200]  bless是動詞 blessings是名詞
[00:03:25.200 --> 00:03:27.720]  所以都是同一個字
[00:03:27.720 --> 00:03:32.480]  其實bless這個字有三個概念在聖經裡面
[00:03:32.480 --> 00:03:34.960]  第一就是潔淨的意思
[00:03:34.960 --> 00:03:40.200]  英文bless這個字是由古時的英文古字
[00:03:40.200 --> 00:03:43.040]  blession這個字演變出來
[00:03:43.040 --> 00:03:46.520]  這個含義就是和血有關
[00:03:46.520 --> 00:03:49.720]  就是好像被血洗乾淨一樣
[00:03:49.720 --> 00:03:53.520]  就好像耶穌基督的血洗乾淨我們一樣
[00:03:53.520 --> 00:03:57.680]  第二個含義是神給人的福氣
[00:03:57.680 --> 00:04:00.040]  這個就是我們今天要講的
[00:04:00.040 --> 00:04:05.120]  究竟神給人福氣是祝福還是賜福
[00:04:05.120 --> 00:04:11.880]  英文bless這個字也是從另一個英文字bliss而來
[00:04:11.880 --> 00:04:15.000]  bless這個字就是代表喜樂
[00:04:15.000 --> 00:04:17.960]  所以一個得到神祝福或者賜福的人
[00:04:17.960 --> 00:04:20.840]  也是一個喜樂的人
[00:04:20.840 --> 00:04:26.840]  而第三個概念就是稱眾和敬拜神
[00:04:26.840 --> 00:04:30.600]  這個概念和前面兩個概念是很不同的
[00:04:30.600 --> 00:04:34.680]  前面兩個是神潔淨我們
[00:04:34.680 --> 00:04:38.760]  是神將祂的福氣給我們
[00:04:38.760 --> 00:04:42.520]  但是第三個概念是我們去稱眾神
[00:04:42.520 --> 00:04:44.120]  我們去讚美神
[00:04:44.120 --> 00:04:46.280]  是相反的
[00:04:46.280 --> 00:04:52.920]  bless這個字也是從拉丁文的benediction這個字演變出來
[00:04:52.920 --> 00:04:56.120]  就是讚美哥眾神
[00:04:56.120 --> 00:04:59.560]  正如好像詩篇的三十四篇一節
[00:04:59.560 --> 00:05:02.760]  詩人說我要時時稱眾耶和華
[00:05:02.760 --> 00:05:07.400]  讚美他的話常在我的口中
[00:05:07.400 --> 00:05:11.640]  稱眾這個字就是barrack這個字
[00:05:11.640 --> 00:05:13.160]  希伯來文
[00:05:13.160 --> 00:05:16.360]  所以我們見到
[00:05:16.360 --> 00:05:21.160]  在聖經的原文就是barrack
[00:05:21.160 --> 00:05:23.480]  英文就是bless
[00:05:23.480 --> 00:05:27.880]  可以解釋為神將福氣給我們
[00:05:27.880 --> 00:05:30.600]  就是神bless我們
[00:05:30.600 --> 00:05:34.280]  但是我們也可以解釋為我們bless神
[00:05:34.280 --> 00:05:37.480]  我們稱眾神我們讚美神
[00:05:37.480 --> 00:05:41.800]  有沒有見到原文或者英文這個bless或者barrack這個字
[00:05:41.800 --> 00:05:44.600]  可以在兩方面來運用
[00:05:44.600 --> 00:05:46.840]  一方面是我們讚美神
[00:05:46.840 --> 00:05:51.960]  另一方面是神來祝福或者賜福我們
[00:05:51.960 --> 00:05:58.760]  今天我這篇道主要的不是說我們稱眾神的部分
[00:05:58.760 --> 00:06:02.840]  主要的是說神將祂的福氣給我們
[00:06:02.840 --> 00:06:06.040]  究竟是祝福還是賜福
[00:06:06.040 --> 00:06:10.040]  所以我們見到從聖經的原文來看
[00:06:10.040 --> 00:06:12.280]  有沒有分別?祝福和賜福
[00:06:12.280 --> 00:06:13.560]  沒有分別
[00:06:13.560 --> 00:06:15.320]  同一個字barrack
[00:06:15.320 --> 00:06:17.400]  同一個字bless
[00:06:17.400 --> 00:06:19.240]  但是中文呢
[00:06:19.240 --> 00:06:22.920]  中文的翻譯就有不同
[00:06:22.920 --> 00:06:26.200]  所以第二點我們就要從
[00:06:26.200 --> 00:06:28.840]  中文聖經的翻譯來看
[00:06:28.840 --> 00:06:31.240]  祝福和賜福
[00:06:31.240 --> 00:06:33.240]  首先我要說的就是
[00:06:33.240 --> 00:06:38.200]  任何聖經的翻譯都是沒有神的密使
[00:06:38.200 --> 00:06:41.640]  但是有很多中國人的信徒
[00:06:41.640 --> 00:06:44.920]  他們就高舉中文聖經的翻譯
[00:06:44.920 --> 00:06:49.480]  所以我們姑且是從中文聖經的翻譯來看看
[00:06:49.480 --> 00:06:53.080]  是不是中文聖經的翻譯只講神賜福
[00:06:53.080 --> 00:06:55.400]  不講神祝福
[00:06:55.400 --> 00:06:58.680]  我們見到在英文的聖經裡面
[00:06:58.680 --> 00:07:02.440]  bless這個字是出現481次
[00:07:02.440 --> 00:07:07.320]  中文聖經的翻譯有180次是譯作賜福
[00:07:07.320 --> 00:07:10.600]  181次是譯作祝福
[00:07:10.600 --> 00:07:16.200]  你說賜福和祝福的翻譯加起來也只有二百多次
[00:07:16.200 --> 00:07:18.680]  英文的bless有四百多次
[00:07:18.680 --> 00:07:20.360]  那其他的呢?
[00:07:20.360 --> 00:07:23.080]  其他的我剛才已經說了
[00:07:23.080 --> 00:07:26.680]  我們都可以稱眾神讚美神
[00:07:26.680 --> 00:07:30.360]  一部份就是我們稱眾神讚美神的經文
