
[00:00:00.000 --> 00:00:02.100]  今天跟大家講的道
[00:00:02.100 --> 00:00:04.000]  繼續我們看《創世紀》的人物
[00:00:04.000 --> 00:00:06.500]  亦都回應我們今年的主題
[00:00:06.500 --> 00:00:09.760]  就是這個屬靈的視野
[00:00:09.760 --> 00:00:13.800]  很明顯在《創世紀》裏面有一對兄弟
[00:00:13.800 --> 00:00:15.600]  是雙胞胎的
[00:00:15.600 --> 00:00:17.800]  雙胞胎兄弟
[00:00:17.800 --> 00:00:19.600]  很多東西都應該很相似
[00:00:19.600 --> 00:00:23.200]  剛好這兩兄弟很多東西都不相似
[00:00:23.200 --> 00:00:26.800]  同一樣東西就是大家其實
[00:00:26.800 --> 00:00:31.600]  講肉體的敗壞各有千秋
[00:00:31.600 --> 00:00:36.600]  但是在屬靈上面我們發覺他們的宗局很不同
[00:00:36.600 --> 00:00:40.500]  這個就是以素和雅各我們很認識的
[00:00:40.500 --> 00:00:45.000]  以素可以說是失去了福氣
[00:00:45.000 --> 00:00:49.800]  但是雅各可以說是蒙福的人生
[00:00:49.800 --> 00:00:53.600]  因為他自己都覺得自己人生本來又短又苦
[00:00:53.600 --> 00:00:55.200]  但是蒙耶和華的祝福
[00:00:55.200 --> 00:00:58.800]  所以他最後非常感謝上帝
[00:00:58.800 --> 00:01:02.400]  在臨死之前都負著像頭來敬拜神
[00:01:02.400 --> 00:01:05.400]  感受到神在他身上的模樣
[00:01:05.400 --> 00:01:08.600]  更重要的就是他們的影響力
[00:01:08.600 --> 00:01:15.000]  我們知道雅各後來一直影響整個以色列的歷史
[00:01:15.000 --> 00:01:20.200]  相反以素就離開了整個祝福的線
[00:01:20.200 --> 00:01:25.400]  斷絕了神本來要給希伯來民族
[00:01:25.400 --> 00:01:27.800]  以色列所有的福氣
[00:01:27.800 --> 00:01:30.600]  給亞伯拉罕的應許
[00:01:30.600 --> 00:01:32.000]  以素本來是大的
[00:01:32.000 --> 00:01:33.200]  應該承受這些的
[00:01:33.200 --> 00:01:35.400]  可惜他失去了
[00:01:35.400 --> 00:01:38.800]  所以我們今天看到這兩兄弟的時候
[00:01:38.800 --> 00:01:41.000]  給我們一個很大的提醒就是
[00:01:41.000 --> 00:01:44.400]  究竟我們屬靈的視野能不能夠清晰
[00:01:44.400 --> 00:01:48.800]  看不看到那些真正的永恆的福氣
[00:01:48.800 --> 00:01:52.000]  以素看不清楚失了
[00:01:52.000 --> 00:01:58.400]  雅各雖然他很貪心
[00:01:58.400 --> 00:02:03.000]  但是他領會到有些更重要的
[00:02:03.000 --> 00:02:05.200]  就是屬靈的祝福
[00:02:05.200 --> 00:02:08.400]  我們看羅馬書是這樣說的
[00:02:08.400 --> 00:02:09.200]  我們一起讀
[00:02:09.200 --> 00:02:12.400]  第九章十二十三節這樣描寫
[00:02:12.400 --> 00:02:17.600]  是神對雅各和以素的評語
[00:02:17.600 --> 00:02:22.000]  聖經說上帝就對利伯家說
[00:02:22.000 --> 00:02:23.200]  將來
[00:02:23.200 --> 00:02:25.600]  這個是引用《創世紀》的經文
[00:02:25.600 --> 00:02:29.400]  將來大的要服侍小的
[00:02:29.400 --> 00:02:31.400]  所以這個是
[00:02:31.400 --> 00:02:33.400]  大的就是指以素
[00:02:33.400 --> 00:02:35.200]  小的指雅各
[00:02:35.200 --> 00:02:38.200]  反而是大的要服侍小的
[00:02:38.200 --> 00:02:39.600]  正如經上所記
[00:02:39.600 --> 00:02:44.200]  這裡是羅馬書引用《先知書》的經文
[00:02:44.200 --> 00:02:46.800]  他說雅各是我所愛的
[00:02:46.800 --> 00:02:50.000]  以素是我所護的
[00:02:50.000 --> 00:02:52.200]  所以這裡是神的評語
[00:02:52.200 --> 00:02:56.000]  在聖經裡面出現了一次舊約
[00:02:56.000 --> 00:02:57.200]  然後到新約
[00:02:57.200 --> 00:02:58.800]  羅馬書又再出現
[00:02:58.800 --> 00:03:00.800]  引用這個同樣的評語
[00:03:00.800 --> 00:03:02.800]  可見這個是真實
[00:03:02.800 --> 00:03:07.800]  可見這個真的反映出上帝的評價
[00:03:07.800 --> 00:03:10.400]  對於他們永恆的價值的評價
[00:03:10.400 --> 00:03:13.000]  雅各是我所愛的
[00:03:13.000 --> 00:03:15.200]  以素是我所護的
[00:03:15.200 --> 00:03:18.000]  這個真是很大的分別
[00:03:18.000 --> 00:03:20.800]  我們再說他們本來是孿生兄弟
[00:03:20.800 --> 00:03:23.200]  但是性格很不同
[00:03:23.200 --> 00:03:25.800]  當然孿生兄弟不一定每樣東西都相同
[00:03:25.800 --> 00:03:27.400]  我們也見過一些孿生的
[00:03:27.400 --> 00:03:30.200]  他們也有很多不同的東西
[00:03:30.200 --> 00:03:32.800]  但是按著肉體的敗壞來說
[00:03:32.800 --> 00:03:33.800]  我們剛才說過
[00:03:33.800 --> 00:03:35.400]  他們兩個人都是
[00:03:35.400 --> 00:03:37.800]  可以說各有千秋
[00:03:37.800 --> 00:03:40.000]  但是最終神給他們的評語
[00:03:40.000 --> 00:03:41.800]  是天壤之別
[00:03:41.800 --> 00:03:44.400]  我們看見這個很大的分別
[00:03:44.400 --> 00:03:48.200]  可以說他們人生的終局是完全不同的
[00:03:48.200 --> 00:03:50.000]  這個才是最重要的
[00:03:50.000 --> 00:03:52.000]  出生的時候是怎樣
[00:03:52.000 --> 00:03:54.800]  當然這個也很重要
[00:03:54.800 --> 00:03:56.400]  出生的時候是孿生的
[00:03:56.400 --> 00:03:57.200]  形容很多
[00:03:57.200 --> 00:03:58.400]  人生是怎樣很重要
[00:03:58.400 --> 00:04:01.000]  但是最終的就是人生的終局是怎樣
[00:04:01.000 --> 00:04:02.600]  這個是最重要的
[00:04:02.600 --> 00:04:05.400]  究竟去到最終的時候是怎樣呢?
[00:04:05.400 --> 00:04:09.400]  究竟為什麼以素是神所護的呢?
[00:04:09.400 --> 00:04:12.400]  在希伯來書第十二章有個注釋
[00:04:12.400 --> 00:04:15.800]  就有更多的資料
[00:04:15.800 --> 00:04:18.000]  第十二章十六、十七節
[00:04:18.000 --> 00:04:19.200]  找到可以一起讀
[00:04:19.200 --> 00:04:20.200]  請讀
[00:04:20.200 --> 00:04:22.400]  「恐怕有淫亂的
[00:04:22.400 --> 00:04:25.600]  有貪戀世俗如以素的」
[00:04:25.600 --> 00:04:28.400]  他給的評語是他貪戀世俗
[00:04:28.400 --> 00:04:35.000]  「他因一點食物把自己長子的名分賣了」
[00:04:35.000 --> 00:04:36.600]  這個我們應該熟悉的
[00:04:36.600 --> 00:04:38.400]  《創世紀》的記載
[00:04:38.400 --> 00:04:42.800]  十七節「後來想要承受父所祝的福
[00:04:42.800 --> 00:04:44.600]  竟被棄絕
[00:04:44.600 --> 00:04:49.800]  雖然哭哭竊求
[00:04:49.800 --> 00:04:51.600]  卻得不著門路
[00:04:51.600 --> 00:04:55.000]  使他父親的心意迴轉
[00:04:55.000 --> 00:04:57.000]  這是你們知道的」
[00:04:57.000 --> 00:04:59.600]  所以這個是希伯來書
[00:04:59.600 --> 00:05:03.000]  來形容到以素的情況
[00:05:03.000 --> 00:05:05.800]  他貪戀一點點的食物
[00:05:05.800 --> 00:05:08.600]  其實不是只有一點點的食物
[00:05:08.600 --> 00:05:10.400]  而是一點點的食物反映出
[00:05:10.400 --> 00:05:13.400]  他貪戀世俗的情況
[00:05:13.400 --> 00:05:15.800]  賣了自己的長子名分
[00:05:15.800 --> 00:05:18.000]  不看從
[00:05:18.000 --> 00:05:19.800]  所以後來他後悔了
[00:05:19.800 --> 00:05:22.400]  後來想要承受這些福氣
[00:05:22.400 --> 00:05:23.400]  卻被棄絕
[00:05:23.400 --> 00:05:26.600]  所以我們說以素失福就是這個意思
[00:05:26.600 --> 00:05:28.400]  他失了這個福
[00:05:28.400 --> 00:05:33.200]  當他再哭哭竊求的時候已經太遲了
[00:05:33.200 --> 00:05:34.600]  所以真的不要太遲
[00:05:34.600 --> 00:05:35.800]  要把握著機會
[00:05:35.800 --> 00:05:37.000]  而且已經有的
[00:05:37.000 --> 00:05:38.200]  你要好好珍惜
[00:05:38.200 --> 00:05:39.800]  不要讓它失去了
[00:05:39.800 --> 00:05:41.800]  這是以素的問題
[00:05:41.800 --> 00:05:43.800]  所以以素本來是長子
[00:05:43.800 --> 00:05:46.000]  應該得到這些福氣的
[00:05:46.000 --> 00:05:48.800]  就是因為他貪戀世俗
[00:05:48.800 --> 00:05:50.000]  什麼是貪戀世俗呢?
[00:05:50.000 --> 00:05:51.000]  剛才我們解釋了一點
[00:05:51.000 --> 00:05:54.200]  但是如果用他原本的原文
[00:05:54.200 --> 00:05:55.600]  用文字解釋
[00:05:55.600 --> 00:05:58.400]  原文有一個意思就是
[00:05:58.400 --> 00:06:01.000]  他在神的殿之外
[00:06:01.000 --> 00:06:05.200]  或者在神聖結的殿之外
[00:06:05.200 --> 00:06:08.800]  就是說以素是在上帝的範圍
[00:06:08.800 --> 00:06:11.600]  上帝的祝福之外走出去
