
[00:00:00.000 --> 00:00:01.400]  各位電影姐妹大家好
[00:00:01.400 --> 00:00:02.600]  一起讀聖經
[00:00:02.600 --> 00:00:04.680]  《生命樹宣教網絡》
[00:00:04.680 --> 00:00:08.240]  呈獻給大家的《聖經人聖經時》
[00:00:08.240 --> 00:00:11.400]  讓我們一起在聖經人和事後
[00:00:11.400 --> 00:00:13.800]  看到我們這位受弟
[00:00:13.800 --> 00:00:17.800]  今天的題目是製造品牌
[00:00:17.800 --> 00:00:21.800]  製造品牌這四個字在聖經裡面是沒有的
[00:00:21.800 --> 00:00:25.800]  不過以我讀商業的背景
[00:00:25.800 --> 00:00:30.800]  我就將這個名字放進去就不是聖經裡面的事
[00:00:30.800 --> 00:00:33.800]  不過他們是很早
[00:00:33.800 --> 00:00:38.000]  原來聖經已經有人在製造品牌了
[00:00:38.000 --> 00:00:43.800]  今天和大家看看《創世紀十一章》第一節
[00:00:43.800 --> 00:00:47.000]  看看這幫人怎樣製造品牌
[00:00:47.000 --> 00:00:51.600]  那時天下人的口音言語都是一樣的
[00:00:51.600 --> 00:00:53.200]  為什麼一樣呢?
[00:00:53.200 --> 00:00:56.000]  因為他們是羅亞後裔
[00:00:56.000 --> 00:00:58.600]  「閃含瓦忽三兄弟」
[00:00:58.600 --> 00:01:01.000]  他們說的語言是一樣的
[00:01:01.000 --> 00:01:03.400]  其實天下人
[00:01:03.400 --> 00:01:08.000]  天下人其實羅亞之前的人說的話
[00:01:08.000 --> 00:01:10.400]  當然由於地域有少少不同
[00:01:10.400 --> 00:01:13.200]  但羅亞方舟洪水之後
[00:01:13.200 --> 00:01:15.000]  只有一家人
[00:01:15.000 --> 00:01:17.600]  他們一直繁衍出來的人
[00:01:17.600 --> 00:01:23.400]  都是口音語言都是一家人
[00:01:23.400 --> 00:01:28.800]  他們逐漸到他們往東遷移的時候
[00:01:28.800 --> 00:01:30.800]  往東遷移
[00:01:30.800 --> 00:01:34.800]  他們往東遷移
[00:01:34.800 --> 00:01:38.800]  是否全部羅亞後裔「閃含瓦忽」
[00:01:38.800 --> 00:01:40.200]  這麼多族人
[00:01:40.200 --> 00:01:42.000]  如果你看第十章
[00:01:42.000 --> 00:01:44.200]  裡面有很多族人
[00:01:44.200 --> 00:01:45.800]  很多都繁衍了
[00:01:45.800 --> 00:01:49.200]  是否全部都一起向東遷移呢?
[00:01:49.200 --> 00:01:51.400]  可能是,可能不是
[00:01:51.400 --> 00:01:55.000]  不過應該是有一個相當的部分
[00:01:55.000 --> 00:01:56.400]  是向東遷移
[00:01:56.400 --> 00:02:00.400]  所以才用到他們往東邊遷移的時候
[00:02:00.400 --> 00:02:02.800]  一起走去到一塊地
[00:02:02.800 --> 00:02:08.400]  原來是想去找一個可以長久居住的地方
[00:02:08.400 --> 00:02:10.600]  找些好地方去
[00:02:10.600 --> 00:02:13.000]  如果是當時
[00:02:13.000 --> 00:02:15.400]  當然找有河流的地方
[00:02:15.400 --> 00:02:17.400]  有水嘛
[00:02:17.400 --> 00:02:20.200]  於是他們一直往東去找
[00:02:20.200 --> 00:02:22.400]  聽聞東邊有河
[00:02:22.400 --> 00:02:25.400]  去到一個地方叫做士那
[00:02:25.400 --> 00:02:28.400]  往東遷移的時候去到一個地方叫做士那
[00:02:28.400 --> 00:02:30.600]  士那叫Shinar
[00:02:30.600 --> 00:02:32.600]  Shinar是什麼意思呢?
[00:02:32.600 --> 00:02:35.000]  士那綠色字是解釋
[00:02:35.000 --> 00:02:38.200]  Shinar是兩條河流的土地
[00:02:38.200 --> 00:02:41.600]  Shinar的意思就是兩條河流的土地
[00:02:41.600 --> 00:02:45.400]  去到士那地遇見一片平原
[00:02:45.400 --> 00:02:47.400]  就住在那裡
[00:02:47.400 --> 00:02:50.000]  所以這塊地在哪裡呢?
[00:02:50.000 --> 00:02:50.800]  Shinar在哪裡呢?
[00:02:50.800 --> 00:02:51.800]  很簡單
[00:02:51.800 --> 00:02:54.200]  兩條河流的土地
[00:02:54.200 --> 00:02:57.600]  即是兩條河流之間的土地
[00:02:57.600 --> 00:02:59.200]  兩條河流之間的土地
[00:02:59.200 --> 00:03:01.200]  這兩條河流是什麼呢?
[00:03:01.200 --> 00:03:05.200]  極有可能是幼法拉底河
[00:03:05.200 --> 00:03:07.000]  底格里斯河
[00:03:07.000 --> 00:03:13.000]  如果大家看最早期伊甸園的時候
[00:03:13.000 --> 00:03:15.000]  伊甸園有四條河
[00:03:15.000 --> 00:03:16.800]  其中有底格里斯河
[00:03:16.800 --> 00:03:19.800]  和這兩條河的流域
[00:03:19.800 --> 00:03:22.000]  幼法拉底河
[00:03:22.000 --> 00:03:24.400]  四條河中有兩條
[00:03:24.400 --> 00:03:27.000]  在那裡有兩條就不知道在哪裡
[00:03:27.000 --> 00:03:29.200]  可能都是他們交界的地方
[00:03:29.200 --> 00:03:33.400]  所以其實伊甸園不是一個很小的地方
[00:03:33.400 --> 00:03:39.600]  即是兩條河兩河流域
[00:03:39.600 --> 00:03:41.000]  兩河流域
[00:03:41.000 --> 00:03:43.000]  美索不達米亞
[00:03:43.000 --> 00:03:44.000]  Mesopotamia
[00:03:44.000 --> 00:03:47.400]  這個字是兩河流域的意思
[00:03:47.400 --> 00:03:52.800]  很有可能在兩河流域遇見一個平原
[00:03:52.800 --> 00:03:54.800]  當然兩條河中間
[00:03:54.800 --> 00:03:56.200]  是一個平原
[00:03:56.200 --> 00:03:57.800]  於是他們住在那裡
[00:03:57.800 --> 00:03:59.600]  是合理的
[00:03:59.600 --> 00:04:01.000]  整件事是合理的
[00:04:01.000 --> 00:04:04.800]  於是他們彼此商量
[00:04:04.800 --> 00:04:07.600]  說奈巴我們要做磚
[00:04:07.600 --> 00:04:09.600]  把磚燒透
[00:04:09.600 --> 00:04:12.600]  於是他們拿磚當石頭
[00:04:12.600 --> 00:04:15.000]  又拿石漆做灰泥
[00:04:15.000 --> 00:04:18.600]  他們說奈巴我們要建一座城
[00:04:18.600 --> 00:04:20.200]  和一座塔
[00:04:20.200 --> 00:04:22.600]  塔頂通天
[00:04:22.600 --> 00:04:26.200]  為要傳揚我們的名
[00:04:26.200 --> 00:04:29.200]  免得我們分散在全地
[00:04:29.200 --> 00:04:31.800]  第三第四節有很多字
[00:04:31.800 --> 00:04:32.800]  留意一下
[00:04:32.800 --> 00:04:35.200]  他們有兩個奈巴
[00:04:35.200 --> 00:04:36.800]  奈巴我們做磚
[00:04:36.800 --> 00:04:39.800]  奈巴我們做城和塔
[00:04:39.800 --> 00:04:42.200]  兩個奈巴
[00:04:42.200 --> 00:04:43.000]  喂你呀
[00:04:43.000 --> 00:04:43.800]  即是甚麼呢
[00:04:43.800 --> 00:04:44.800]  集中
[00:04:44.800 --> 00:04:45.400]  集中
[00:04:45.400 --> 00:04:46.600]  大家集中
[00:04:46.600 --> 00:04:48.200]  他們彼此商量
[00:04:48.200 --> 00:04:50.200]  我們一起做磚
[00:04:50.200 --> 00:04:52.400]  進步了
[00:04:52.400 --> 00:04:54.200]  懂得做磚
[00:04:54.200 --> 00:04:58.200]  代替他們以前用石頭來建屋
[00:04:58.200 --> 00:05:00.200]  石頭應該怎樣
[00:05:00.200 --> 00:05:02.600]  用小塊的石頭
[00:05:02.600 --> 00:05:04.600]  如果不夠小就打碎
[00:05:04.600 --> 00:05:05.800]  用大塊的石頭打碎
[00:05:05.800 --> 00:05:07.000]  例如小石頭
[00:05:07.000 --> 00:05:08.600]  小石頭這樣一塊
[00:05:08.600 --> 00:05:10.400]  然後放在這裏
[00:05:10.400 --> 00:05:13.800]  要砌一幢石的牆
[00:05:13.800 --> 00:05:17.000]  再小的石塊放在那裏
[00:05:17.000 --> 00:05:19.000]  讓牆不會倒塌
[00:05:19.000 --> 00:05:22.200]  然後用東西黏住石頭
[00:05:22.200 --> 00:05:23.200]  用甚麼呢
[00:05:23.200 --> 00:05:25.800]  用石漆當灰泥
[00:05:25.800 --> 00:05:28.800]  可能他們發現某些地面上
[00:05:28.800 --> 00:05:31.800]  有一些石油產品之類
[00:05:31.800 --> 00:05:33.600]  黏黏的
[00:05:33.600 --> 00:05:36.800]  就好像今天的那些叫做
[00:05:36.800 --> 00:05:40.200]  石漆
[00:05:40.200 --> 00:05:42.000]  就好像今天的那些叫做
[00:05:42.000 --> 00:05:43.200]  蠟青
[00:05:43.200 --> 00:05:45.600]  蠟青這樣弄在那裏
[00:05:45.600 --> 00:05:49.000]  於是又防水又黏住石頭之間
[00:05:49.000 --> 00:05:51.000]  又有小石塞住大石
[00:05:51.000 --> 00:05:51.600]  那就做好了
[00:05:51.600 --> 00:05:53.000]  一幢牆
[00:05:53.000 --> 00:05:56.000]  是比較原始
[00:05:56.000 --> 00:05:58.000]  我們現在新式了
[00:05:58.000 --> 00:06:00.200]  我們發現了原來用泥
[00:06:00.200 --> 00:06:01.800]  燒它做磚
[00:06:01.800 --> 00:06:04.800]  燒到透水
[00:06:04.800 --> 00:06:06.600]  原來它好像石一樣硬
[00:06:06.600 --> 00:06:08.200]  而且在做泥的時候
[00:06:08.200 --> 00:06:10.800]  可以照我們的形狀大小
[00:06:10.800 --> 00:06:14.000]  四四方方長方可以疊起
[00:06:14.000 --> 00:06:16.200]  就當做石頭疊起它
[00:06:16.200 --> 00:06:18.000]  不用以前那樣凹凸凸的石
[00:06:18.000 --> 00:06:19.400]  又要找小石塞住
[00:06:19.400 --> 00:06:22.200]  我們是用石漆當灰泥
[00:06:22.200 --> 00:06:25.200]  以前那些石就用一些灰、泥、土
[00:06:25.200 --> 00:06:28.600]  疊住它就起了一幢灰泥的牆
[00:06:28.600 --> 00:06:30.200]  現在我們厲害很多了
[00:06:30.200 --> 00:06:31.400]  用石漆
