
[00:00:00.000 --> 00:00:05.000]  相信大家都看過很多古裝電視劇
[00:00:05.000 --> 00:00:07.000]  《聖子道》
[00:00:07.000 --> 00:00:09.000]  有沒有看過這樣的場景?
[00:00:09.000 --> 00:00:14.000]  通常一個陰差大臣就拿著聖子
[00:00:14.000 --> 00:00:18.000]  於是就大聲說聖子道
[00:00:18.000 --> 00:00:20.000]  聽到的人即是怎樣?
[00:00:20.000 --> 00:00:22.000]  即是在這裡下跪
[00:00:22.000 --> 00:00:25.000]  因為這個是皇帝的詔書
[00:00:25.000 --> 00:00:28.000]  所以我們經常聽到陰差大臣
[00:00:28.000 --> 00:00:30.000]  一句是說什麼?
[00:00:30.000 --> 00:00:34.000]  奉天承運,皇帝詔曰
[00:00:34.000 --> 00:00:36.000]  是吧?
[00:00:36.000 --> 00:00:38.000]  大家都聽過很熟悉
[00:00:38.000 --> 00:00:40.000]  看過很多這些電視劇
[00:00:40.000 --> 00:00:44.000]  奉天承運,皇帝,詔曰
[00:00:44.000 --> 00:00:46.000]  應該是這樣
[00:00:46.000 --> 00:00:48.000]  其實是什麼意思呢?
[00:00:48.000 --> 00:00:51.000]  就是說這個皇帝奉天承運
[00:00:51.000 --> 00:00:58.000]  就是按照一個遵照上天的旨意
[00:00:58.000 --> 00:01:03.000]  而且是盛載這個運勢之道的皇帝
[00:01:03.000 --> 00:01:08.000]  即是形容皇帝有天上的旨意
[00:01:08.000 --> 00:01:10.000]  能夠加諸於身上
[00:01:10.000 --> 00:01:15.000]  能夠在地上去管治這些百姓
[00:01:15.000 --> 00:01:17.000]  然後就照約
[00:01:17.000 --> 00:01:19.000]  這個皇帝就有話說了
[00:01:19.000 --> 00:01:21.000]  通常是這樣的情況
[00:01:21.000 --> 00:01:23.000]  今天我們主導問
[00:01:23.000 --> 00:01:25.000]  我們剛才讀了一句是什麼?
[00:01:25.000 --> 00:01:28.000]  願你的旨意行在地上
[00:01:28.000 --> 00:01:30.000]  如同行在天上
[00:01:30.000 --> 00:01:31.000]  我們一起讀吧
[00:01:31.000 --> 00:01:34.000]  願你的旨意行在地上
[00:01:34.000 --> 00:01:36.000]  如同行在天上
[00:01:36.000 --> 00:01:37.000]  這句說話
[00:01:37.000 --> 00:01:40.000]  就是耶穌教我們祈禱剛剛相反
[00:01:40.000 --> 00:01:41.000]  天父給我們旨意
[00:01:41.000 --> 00:01:43.000]  不像聖旨到那樣
[00:01:43.000 --> 00:01:45.000]  我們馬上就要下跪
[00:01:45.000 --> 00:01:46.000]  馬上要跟從
[00:01:46.000 --> 00:01:52.000]  反而我們就說願神的旨意來到地上
[00:01:52.000 --> 00:01:55.000]  來到我們的身上
[00:01:55.000 --> 00:01:57.000]  我們有一點不同
[00:01:57.000 --> 00:01:59.000]  但是這個情況
[00:01:59.000 --> 00:02:01.000]  耶穌要教導我們這樣做的時候
[00:02:01.000 --> 00:02:04.000]  就是說其實我們知道
[00:02:04.000 --> 00:02:07.000]  其實同樣好像聖旨到那樣
[00:02:07.000 --> 00:02:10.000]  神的旨意一定要在地上成就
[00:02:10.000 --> 00:02:12.000]  說得很清楚
[00:02:12.000 --> 00:02:15.000]  但是我們又要奉耶穌的名
[00:02:15.000 --> 00:02:18.000]  奉父神的名去生活
[00:02:18.000 --> 00:02:19.000]  實際上
[00:02:19.000 --> 00:02:21.000]  我們是否真的能夠做到
[00:02:21.000 --> 00:02:24.000]  讓祂的旨意實行在地上
[00:02:24.000 --> 00:02:26.000]  或者真的讓祂的旨意
[00:02:26.000 --> 00:02:30.000]  藉著我們自己的生命行在地上呢?
[00:02:30.000 --> 00:02:33.000]  今天我們用這個題目去思考
[00:02:33.000 --> 00:02:34.000]  這一節的經文
[00:02:34.000 --> 00:02:37.000]  所以我的講題是聖旨到
[00:02:37.000 --> 00:02:40.000]  第一方面講到祈求父神的旨意
[00:02:40.000 --> 00:02:44.000]  第二方面是人神博影
[00:02:44.000 --> 00:02:47.000]  第三是實行父神的旨意
[00:02:47.000 --> 00:02:50.000]  第一方面講到祈求父神的旨意
[00:02:50.000 --> 00:02:57.000]  其實這個是主通文裡頭三個的祈願
[00:02:57.000 --> 00:03:00.000]  大家還記得前面兩個是什麼嗎?
[00:03:00.000 --> 00:03:04.000]  願人都尊你的名為聖
[00:03:04.000 --> 00:03:09.000]  我講過天父的名字
[00:03:09.000 --> 00:03:10.000]  我們的使命
[00:03:10.000 --> 00:03:15.000]  然後願人都尊你的名為聖
[00:03:15.000 --> 00:03:18.000]  願你的國降臨
[00:03:18.000 --> 00:03:20.000]  我們講過天國的法則
[00:03:20.000 --> 00:03:24.000]  今天講到願你的旨意行在地上
[00:03:24.000 --> 00:03:25.000]  如同行在天上
[00:03:25.000 --> 00:03:27.000]  前面兩個祈求
[00:03:27.000 --> 00:03:31.000]  尊名為聖和國度降臨的祈求
[00:03:31.000 --> 00:03:35.000]  開始要在地上很直接產生一個連結
[00:03:35.000 --> 00:03:36.000]  講得很清楚
[00:03:36.000 --> 00:03:41.000]  這個國度應該在地上被世人所看見
[00:03:41.000 --> 00:03:45.000]  這是一個很正面的想法
[00:03:45.000 --> 00:03:49.000]  當我們說願神的旨意行在地上的時候
[00:03:49.000 --> 00:03:50.000]  也就是說
[00:03:50.000 --> 00:03:54.000]  耶穌教導我們的禱告是期盼
[00:03:54.000 --> 00:03:58.000]  我在天國裡原理的國降臨提過
[00:03:58.000 --> 00:03:59.000]  一個是神期盼
[00:03:59.000 --> 00:04:06.000]  祂的公義、盼望是今天能夠在天上實踐
[00:04:06.000 --> 00:04:07.000]  但同時間
[00:04:07.000 --> 00:04:12.000]  至終同樣的方式在地上實踐起來
[00:04:12.000 --> 00:04:18.000]  當然同樣講到神的旨意是在我們身上實現
[00:04:18.000 --> 00:04:20.000]  好像我們
[00:04:20.000 --> 00:04:23.000]  藉著我們能夠在地上看到
[00:04:23.000 --> 00:04:26.000]  神在管理大地
[00:04:26.000 --> 00:04:28.000]  管理我們每一個人
[00:04:28.000 --> 00:04:31.000]  管理我們每一個信徒
[00:04:31.000 --> 00:04:33.000]  管理我們的教會
[00:04:33.000 --> 00:04:35.000]  以一個以神為首
[00:04:35.000 --> 00:04:39.000]  以神作為一個帶頭
[00:04:39.000 --> 00:04:41.000]  一個管理的生活
[00:04:41.000 --> 00:04:42.000]  我上次在天國講過
[00:04:42.000 --> 00:04:45.000]  我們是神主民治
[00:04:45.000 --> 00:04:47.000]  神是我們的主
[00:04:47.000 --> 00:04:48.000]  帶領著我們
[00:04:48.000 --> 00:04:50.000]  我們好好管治我們的教會
[00:04:50.000 --> 00:04:52.000]  管治我們的生命
[00:04:52.000 --> 00:04:54.000]  成為一種見證給人看到
[00:04:54.000 --> 00:04:58.000]  所以在延續著一個概念
[00:04:58.000 --> 00:05:00.000]  但這個概念更加地是
[00:05:00.000 --> 00:05:04.000]  它能夠影響到地上
[00:05:04.000 --> 00:05:08.000]  能夠不單止天上
[00:05:08.000 --> 00:05:10.000]  不單止屬神的人
[00:05:10.000 --> 00:05:11.000]  不單止教會
[00:05:11.000 --> 00:05:14.000]  更加地臨到我們身上
[00:05:14.000 --> 00:05:16.000]  我們身邊每一個人都能夠
[00:05:16.000 --> 00:05:19.000]  被神的旨意所影響
[00:05:19.000 --> 00:05:22.000]  以致能夠在地上實行出來
[00:05:22.000 --> 00:05:24.000]  所以這個跟我們每個基督徒
[00:05:24.000 --> 00:05:27.000]  跟我們的教會是很有關係
