
[00:00:00.000 --> 00:00:03.600]  《生命說書教網絡》又與第一姐妹一起讀聖經
[00:00:03.600 --> 00:00:08.120]  在聖經裏面看人 看故事
[00:00:08.120 --> 00:00:10.560]  看到上帝的手
[00:00:10.560 --> 00:00:12.000]  這樣很重要
[00:00:12.000 --> 00:00:13.800]  今天來到路德記
[00:00:13.800 --> 00:00:17.680]  我們已經說了很多事事記的東西
[00:00:17.680 --> 00:00:20.520]  開始說人物和事情
[00:00:20.520 --> 00:00:22.280]  就去到路德記
[00:00:22.280 --> 00:00:24.360]  去到路德記你就知道
[00:00:24.360 --> 00:00:25.720]  我由創世紀開始
[00:00:25.720 --> 00:00:27.320]  現在已經是五經
[00:00:27.320 --> 00:00:29.720]  然後就是去到約書亞記
[00:00:29.720 --> 00:00:31.960]  然後就是事事記 路德記
[00:00:31.960 --> 00:00:33.960]  很多故事
[00:00:33.960 --> 00:00:35.240]  很多人物
[00:00:35.240 --> 00:00:38.120]  今次就說一個三毛婆婆
[00:00:38.120 --> 00:00:40.120]  就叫做娜娜米
[00:00:40.120 --> 00:00:42.520]  三毛婆婆
[00:00:42.520 --> 00:00:47.920]  我們今天很多三失青年
[00:00:47.920 --> 00:00:50.320]  很多三毛青年
[00:00:50.320 --> 00:00:52.320]  沒有地方住
[00:00:52.320 --> 00:00:53.720]  沒有職業
[00:00:53.720 --> 00:00:55.120]  沒有儲蓄
[00:00:55.120 --> 00:00:56.080]  什麼都沒有
[00:00:56.080 --> 00:00:57.760]  沒有結婚
[00:00:57.760 --> 00:00:59.480]  什麼都沒有
[00:00:59.480 --> 00:01:01.520]  這個婆婆娜娜米
[00:01:01.520 --> 00:01:02.920]  其實都不止三毛
[00:01:02.920 --> 00:01:04.280]  很多毛的
[00:01:04.280 --> 00:01:05.520]  就看看她怎樣
[00:01:05.520 --> 00:01:07.520]  路德記第一章
[00:01:07.520 --> 00:01:10.360]  先看看這個地圖
[00:01:10.360 --> 00:01:12.680]  主要是因為我們要提到一個地方
[00:01:12.680 --> 00:01:14.280]  叫摩亞
[00:01:14.280 --> 00:01:15.720]  摩亞
[00:01:15.720 --> 00:01:18.120]  摩亞這個地方就在這裏
[00:01:18.120 --> 00:01:20.520]  這個地圖不算最適合
[00:01:20.520 --> 00:01:22.880]  不過我找到它最清楚
[00:01:22.880 --> 00:01:25.080]  所以就和大家介紹一下
[00:01:25.080 --> 00:01:27.080]  以色列國是這樣的
[00:01:27.080 --> 00:01:28.680]  在加拿大
[00:01:28.680 --> 00:01:31.480]  其實以往是大一點的
[00:01:31.480 --> 00:01:33.280]  現在就小了一點
[00:01:33.280 --> 00:01:34.880]  原因就是你見到
[00:01:34.880 --> 00:01:36.680]  北國以色列
[00:01:36.680 --> 00:01:38.080]  南國猶大
[00:01:38.080 --> 00:01:40.680]  即是說王國分裂的地圖
[00:01:40.680 --> 00:01:43.480]  菲利士已經不自己管了
[00:01:43.480 --> 00:01:47.280]  以前當他們在埃及來到
[00:01:47.280 --> 00:01:50.280]  入耶利哥這個位
[00:01:50.280 --> 00:01:53.480]  然後就一路打了整個地方
[00:01:53.480 --> 00:01:58.880]  十二支棒我們分了你們自己去拿
[00:01:58.880 --> 00:02:00.880]  上面推羅西頓這些
[00:02:00.880 --> 00:02:02.880]  都是屬於以色列的
[00:02:02.880 --> 00:02:06.280]  不過在後來國力越來越衰弱
[00:02:06.280 --> 00:02:09.280]  就去到特別王國分裂之後
[00:02:09.280 --> 00:02:10.680]  就很差了
[00:02:10.680 --> 00:02:11.680]  不過不要緊
[00:02:11.680 --> 00:02:13.680]  在這裏有個好處
[00:02:13.680 --> 00:02:16.080]  就看到附近那幾個
[00:02:16.080 --> 00:02:20.880]  最貼近的外族在哪裏的位置
[00:02:20.880 --> 00:02:22.680]  當然菲利士
[00:02:22.680 --> 00:02:25.280]  就在這裏
[00:02:25.280 --> 00:02:26.880]  這裏是地中海
[00:02:26.880 --> 00:02:28.680]  以東就在這裏
[00:02:28.680 --> 00:02:33.880]  摩亞就在他們的希伯倫耶路撒冷
[00:02:33.880 --> 00:02:37.280]  在死海的東邊
[00:02:37.280 --> 00:02:38.480]  就是摩亞
[00:02:38.480 --> 00:02:39.680]  以前沒有那麼大
[00:02:39.680 --> 00:02:41.280]  後來摩亞大了
[00:02:41.280 --> 00:02:47.080]  然後這裏都是約旦河東
[00:02:47.080 --> 00:02:50.680]  本來這裏全部都是馬來西亞
[00:02:50.680 --> 00:02:53.480]  全部都是加德那些
[00:02:53.480 --> 00:02:56.480]  全部都是屬於以色列十二支派的
[00:02:56.480 --> 00:02:58.680]  不過後來都被摩亞佔了
[00:02:58.680 --> 00:02:59.880]  阿滿又佔了
[00:02:59.880 --> 00:03:01.680]  阿蘭又佔了
[00:03:01.680 --> 00:03:04.280]  再上去就阿述了
[00:03:04.280 --> 00:03:06.080]  你看到這些地方
[00:03:06.080 --> 00:03:09.680]  摩亞是今天我們要特別講的地方
[00:03:09.680 --> 00:03:16.080]  阿滿和摩亞是兄弟邦
[00:03:16.080 --> 00:03:18.280]  阿滿就是今天的約旦
[00:03:18.280 --> 00:03:20.480]  今天的約旦
[00:03:20.480 --> 00:03:22.280]  其實就是這個位置
[00:03:22.280 --> 00:03:24.880]  約旦,整個約旦在這裏
[00:03:24.880 --> 00:03:29.680]  約旦首都安曼其實以前是阿滿
[00:03:29.680 --> 00:03:34.880]  摩亞就是和今天路德記有關
[00:03:34.880 --> 00:03:37.680]  路德就是摩亞女子
[00:03:37.680 --> 00:03:40.080]  因此我們要講一下摩亞在哪裏
[00:03:40.080 --> 00:03:42.680]  關係是怎樣
[00:03:42.680 --> 00:03:44.280]  這裏有一顆星
[00:03:44.280 --> 00:03:46.280]  這個位置看得不清楚
[00:03:46.280 --> 00:03:51.280]  不過耶路撒冷向南大概十公里內
[00:03:51.280 --> 00:03:53.680]  就是另一個小城市
[00:03:53.680 --> 00:03:56.880]  在猶大之中為少
[00:03:56.880 --> 00:03:59.280]  就是伯利恆
[00:03:59.280 --> 00:04:01.080]  今天伯利恆就在這裏
[00:04:01.080 --> 00:04:06.680]  今天的路德記故事就是伯利恆與摩亞女子
[00:04:06.680 --> 00:04:09.480]  都是一個這樣的位置
[00:04:09.480 --> 00:04:12.280]  看看經文
[00:04:12.280 --> 00:04:19.280]  路德記第一章
[00:04:19.280 --> 00:04:20.080]  第一字
[00:04:20.080 --> 00:04:22.680]  當事斯秉靜的時候
[00:04:22.680 --> 00:04:25.880]  以色列中遭遇饑荒
[00:04:25.880 --> 00:04:27.480]  這個國中
[00:04:27.480 --> 00:04:29.280]  未立國,為何叫國呢
[00:04:29.280 --> 00:04:31.280]  國這個字不是一個國
[00:04:31.280 --> 00:04:32.680]  是一個土地
[00:04:32.680 --> 00:04:35.080]  統領的土地
[00:04:35.080 --> 00:04:36.480]  遭遇饑荒
[00:04:36.480 --> 00:04:39.880]  在猶大的伯利恆有一個人
[00:04:39.880 --> 00:04:45.880]  帶著妻子和兩個兒子往摩亞地去寄居
[00:04:45.880 --> 00:04:47.880]  留意一下
[00:04:47.880 --> 00:04:50.880]  伯利恆這個字
[00:04:50.880 --> 00:04:54.480]  其實就是麵包之家
[00:04:54.480 --> 00:04:56.080]  或者麵包之屋
[00:04:56.080 --> 00:04:58.480]  House of Bread
[00:04:58.480 --> 00:05:01.680]  有些人回去做麵包
[00:05:01.680 --> 00:05:03.880]  其實麵包即是餅
[00:05:03.880 --> 00:05:06.080]  那些大麥餅小麥餅
[00:05:06.080 --> 00:05:07.280]  烘出來的餅
[00:05:07.280 --> 00:05:10.880]  做飯的,不是扒飯的餅
[00:05:10.880 --> 00:05:13.280]  浸醋吃的
[00:05:13.280 --> 00:05:16.280]  有些魚做蛋白質
[00:05:16.280 --> 00:05:18.680]  伯利恆
[00:05:18.680 --> 00:05:22.080]  牛肉、羊肉,很重要的
[00:05:22.080 --> 00:05:24.280]  伯利恆
[00:05:24.280 --> 00:05:27.680]  伯利恆本來是盛產大小麥
[00:05:27.680 --> 00:05:30.480]  是糧食之家
[00:05:30.480 --> 00:05:33.880]  誰知糧食之家遭遇饑荒
[00:05:33.880 --> 00:05:35.080]  很慘
[00:05:35.080 --> 00:05:39.880]  於是有一個人帶著他太太和兩個兒子
[00:05:39.880 --> 00:05:43.880]  由剛才所講的
[00:05:43.880 --> 00:05:47.680]  伯利恆這個位置
[00:05:47.680 --> 00:05:54.080]  他們這樣走過耶利哥約旦河
[00:05:54.080 --> 00:05:55.480]  在摩亞那裏住
[00:05:55.480 --> 00:05:57.680]  沒有人這樣過鹽海
[00:05:57.680 --> 00:05:58.680]  過不了四海
[00:05:58.680 --> 00:06:00.680]  亦不會繞那麼遠
[00:06:00.680 --> 00:06:01.680]  去埃爾東
[00:06:01.680 --> 00:06:02.680]  多數這樣走
[00:06:02.680 --> 00:06:05.280]  去了摩亞那裏寄居
[00:06:05.280 --> 00:06:11.480]  有人說當時的摩亞沒有那麼窮
[00:06:11.480 --> 00:06:13.880]  其實摩亞不是很多平原
[00:06:13.880 --> 00:06:15.680]  去了那裏寄居
[00:06:15.680 --> 00:06:18.080]  講下摩亞是甚麼
[00:06:18.080 --> 00:06:19.480]  摩亞這個名字
[00:06:19.480 --> 00:06:21.880]  Muab
[00:06:21.880 --> 00:06:25.280]  Muab是從父親來的
[00:06:25.280 --> 00:06:27.280]  這個以前寫錯了
[00:06:27.280 --> 00:06:29.280]  從父親而來
[00:06:29.280 --> 00:06:31.480]  由父親來的
[00:06:31.480 --> 00:06:33.880]  Seed of Father
[00:06:33.880 --> 00:06:37.680]  即是羅德的女兒
[00:06:37.680 --> 00:06:38.680]  大女兒
[00:06:38.680 --> 00:06:40.080]  兩姐妹
[00:06:40.080 --> 00:06:42.080]  避到山上住
[00:06:42.080 --> 00:06:43.880]  我們在山上住
[00:06:43.880 --> 00:06:45.080]  典故是這樣的
[00:06:45.080 --> 00:06:47.880]  沒有男人會上來
[00:06:47.880 --> 00:06:49.880]  我們是父親絕後
[00:06:49.880 --> 00:06:52.080]  於是他們想到一個計謀
[00:06:52.080 --> 00:06:53.280]  灌醉父親
[00:06:53.280 --> 00:06:54.680]  跟他同房
[00:06:54.680 --> 00:06:59.880]  讓父親可以在自己女兒身上生子立後
[00:06:59.880 --> 00:07:03.880]  第一個出來的是摩亞
[00:07:03.880 --> 00:07:06.280]  第二個就是阿滿
[00:07:06.280 --> 00:07:09.280]  所以叫從父親而來
[00:07:09.280 --> 00:07:11.280]  Muab意思是從父親而來
[00:07:11.280 --> 00:07:12.280]  Seed of Father
[00:07:12.280 --> 00:07:14.880]  父親的種子而來
[00:07:14.880 --> 00:07:19.680]  這個人帶著兩個兒子和太太去摩亞的人
[00:07:19.680 --> 00:07:21.880]  叫伊利米勒
[00:07:21.880 --> 00:07:24.680]  Ilimilak
[00:07:24.680 --> 00:07:27.880]  Ilimilak就是我的神是王
[00:07:27.880 --> 00:07:31.680]  Ilimilak是好名
[00:07:31.680 --> 00:07:33.680]  他的太太我們都認識
[00:07:33.680 --> 00:07:36.280]  他的妻子叫拿俄米
[00:07:36.280 --> 00:07:40.880]  拿俄米這個中文很有趣
[00:07:40.880 --> 00:07:43.480]  英文翻譯為Naomi
[00:07:43.480 --> 00:07:48.480]  Naomi現在中文叫拿俄米
[00:07:48.480 --> 00:07:52.880]  其實不是對過希伯來音
[00:07:52.880 --> 00:07:59.880]  她叫Laomi
[00:07:59.880 --> 00:08:01.880]  Laomi就是拿俄米
[00:08:01.880 --> 00:08:03.880]  英文翻譯為Naomi
[00:08:03.880 --> 00:08:06.880]  有少少不太對
[00:08:06.880 --> 00:08:08.880]  因為這個O是Lo
[00:08:08.880 --> 00:08:11.880]  英文Na就變成Na
[00:08:11.880 --> 00:08:16.880]  Laomi又可以
[00:08:16.880 --> 00:08:19.880]  問題是你的I、Y怎樣讀
[00:08:19.880 --> 00:08:21.880]  或者變成V都可以
[00:08:21.880 --> 00:08:26.880]  Laomi就是我的喜悅
[00:08:26.880 --> 00:08:28.880]  我喜歡
[00:08:28.880 --> 00:08:30.880]  拿米意思就是我喜歡
[00:08:30.880 --> 00:08:33.880]  其實是很溫暖的名字
[00:08:33.880 --> 00:08:36.880]  第二節的下半節
[00:08:36.880 --> 00:08:37.880]  他有兩個兒子
[00:08:37.880 --> 00:08:40.880]  一個叫馬倫一個叫基連
[00:08:40.880 --> 00:08:44.880]  都是由大伯來行以發他的人
[00:08:44.880 --> 00:08:47.880]  他們到了摩亞地就住在那裡
[00:08:47.880 --> 00:08:51.880]  他的兩個兒子
[00:08:51.880 --> 00:08:54.880]  爸爸爾利米納和拿俄米的兩個兒子
[00:08:54.880 --> 00:08:57.880]  一個叫馬倫一個叫基連
[00:08:57.880 --> 00:08:59.880]  Maclon
[00:08:59.880 --> 00:09:01.880]  Ow就要Oo
[00:09:01.880 --> 00:09:03.880]  Maclon
[00:09:03.880 --> 00:09:05.880]  Lun這個重音在後面
[00:09:05.880 --> 00:09:07.880]  Ch就K
[00:09:07.880 --> 00:09:08.880]  Maclon
[00:09:08.880 --> 00:09:11.880]  Maclon是有病的意思
