
[00:00:00.000 --> 00:00:02.500]  今天是聖靈降臨主日
[00:00:02.500 --> 00:00:06.340]  我選了《使徒行傳》二章一至二十一節
[00:00:06.340 --> 00:00:08.340]  作為我們今天主要的經課
[00:00:08.340 --> 00:00:11.740]  經課的主線是聖靈降臨
[00:00:11.740 --> 00:00:15.580]  我費煞思量能不能夠想一個題目
[00:00:15.580 --> 00:00:19.660]  能夠將整篇《使徒行傳》二十八章
[00:00:19.660 --> 00:00:20.780]  都要講的東西
[00:00:20.780 --> 00:00:23.740]  用了這十六個字全都講出來了
[00:00:23.740 --> 00:00:26.980]  就是「靈動我心,力行其事,
[00:00:26.980 --> 00:00:30.180]  言說基督,見證上帝。」
[00:00:30.180 --> 00:00:35.660]  我們今天一起看一看《使徒信經》二章一至二十一節
[00:00:35.660 --> 00:00:36.380]  我已經讀了
[00:00:36.380 --> 00:00:40.060]  請大家打開聖經就可以了
[00:00:40.060 --> 00:00:47.300]  我自己準備講章時就用了和修本
[00:00:47.300 --> 00:00:49.100]  你看你的版本吧
[00:00:49.100 --> 00:00:50.700]  我們就一同思考
[00:00:50.700 --> 00:00:55.020]  究竟第一代的信徒怎樣去經歷聖靈
[00:00:55.020 --> 00:00:58.860]  因而能夠動心得力行其事呢?
[00:00:58.860 --> 00:01:00.220]  我們開始思考一下
[00:01:00.220 --> 00:01:03.340]  我們這段二十一節的經文
[00:01:03.340 --> 00:01:06.940]  我們嘗試用三個問題去問
[00:01:06.940 --> 00:01:10.700]  去考量究竟這個經課在講些什麼
[00:01:10.700 --> 00:01:12.660]  我們用三個「What」
[00:01:12.660 --> 00:01:13.580]  第一個「What」
[00:01:13.580 --> 00:01:15.660]  首先的「What」就是
[00:01:15.660 --> 00:01:17.860]  發生了什麼事這個問題
[00:01:17.860 --> 00:01:19.980]  What has happened?
[00:01:19.980 --> 00:01:23.740]  先描繪一下究竟發生了什麼事
[00:01:23.740 --> 00:01:25.660]  第二個「What」就是
[00:01:25.660 --> 00:01:28.660]  什麼人發生了什麼變化這個問題
[00:01:28.660 --> 00:01:31.660]  What changes have been brought about?
[00:01:31.660 --> 00:01:35.700]  即是在某一個人身上產生了什麼變化
[00:01:35.700 --> 00:01:38.540]  然後第三個「What」就是
[00:01:38.540 --> 00:01:41.940]  什麼人因為變化而有反應的問題
[00:01:41.940 --> 00:01:45.980]  即是What is the response to these changes 或者回應
[00:01:45.980 --> 00:01:47.220]  即是這個人變化了
[00:01:47.220 --> 00:01:51.180]  之後有什麼後果、回應出現了
[00:01:51.180 --> 00:01:55.820]  首先第一個我們問發生了什麼事
[00:01:55.820 --> 00:01:58.900]  第一節至第三節這樣描繪
[00:01:58.900 --> 00:02:00.700]  「五旬節那日到了
[00:02:00.700 --> 00:02:03.460]  他們全都聚在一起
[00:02:03.460 --> 00:02:06.420]  忽然有響聲從天上下來
[00:02:06.420 --> 00:02:09.460]  好像一陣大風吹過
[00:02:09.460 --> 00:02:14.580]  充滿了他們所坐的整座房子
[00:02:14.580 --> 00:02:17.900]  又有蝕頭如火焰向他們顯現
[00:02:17.900 --> 00:02:21.460]  分開落在他們每個人身上」
[00:02:21.460 --> 00:02:24.220]  這三節是在說什麼呢
[00:02:24.220 --> 00:02:28.540]  它是記錄了五旬節聖靈降臨的現象
[00:02:28.540 --> 00:02:31.300]  現象即是有些人看到、聽到
[00:02:31.300 --> 00:02:32.900]  然後去記錄下來
[00:02:32.900 --> 00:02:35.100]  這個其實是一個事實
[00:02:35.100 --> 00:02:38.100]  但這個事實是用了一個屬靈的描述
[00:02:38.100 --> 00:02:43.580]  是一個spiritual description of a fact
[00:02:43.580 --> 00:02:45.500]  耳朵聽到什麼呢
[00:02:45.500 --> 00:02:47.540]  它聽到有響聲
[00:02:47.540 --> 00:02:50.100]  在空間上面是從哪裡來的呢
[00:02:50.100 --> 00:02:53.340]  就是從上面下來的響聲
[00:02:53.340 --> 00:02:53.980]  怎麼描述呢
[00:02:53.980 --> 00:02:57.620]  它說「好像一陣大風吹過
[00:02:57.620 --> 00:02:59.140]  是好象」
[00:02:59.140 --> 00:03:01.180]  所以是一個比喻
[00:03:01.180 --> 00:03:04.420]  眼睛又看到什麼呢
[00:03:04.420 --> 00:03:07.980]  「又有蝕頭如火焰向他們顯現
[00:03:07.980 --> 00:03:09.580]  有如火焰」
[00:03:09.580 --> 00:03:11.580]  又是另一個比喻
[00:03:11.580 --> 00:03:13.820]  無論聽到還是看到
[00:03:13.820 --> 00:03:16.060]  都是一些比喻
[00:03:16.060 --> 00:03:17.940]  即是真相是怎樣呢
[00:03:17.940 --> 00:03:19.260]  我們來看看
[00:03:19.260 --> 00:03:22.820]  這個也是旁觀的人的描述
[00:03:22.820 --> 00:03:26.220]  我們看第一身有什麼體驗呢
[00:03:26.220 --> 00:03:28.860]  它落在每個人身上
[00:03:28.860 --> 00:03:33.740]  就可以追蹤每個人生命的轉變
[00:03:33.740 --> 00:03:36.060]  這個就是剛才說的
[00:03:36.060 --> 00:03:40.420]  是一種第三身好像影音的效果
[00:03:40.420 --> 00:03:44.220]  我們叫做audiovisual effect的一種描述
[00:03:44.220 --> 00:03:47.140]  這個發生了之後
[00:03:47.140 --> 00:03:49.700]  有些什麼人有什麼變化呢
[00:03:49.700 --> 00:03:54.220]  第四節記錄了一個很重要的變化
[00:03:54.220 --> 00:03:58.940]  就是眾人見到聖靈降臨的第一次不一樣
[00:03:58.940 --> 00:03:59.780]  第四節
