
[00:00:00.000 --> 00:00:03.200]  各位聽衆姊妹主日平安
[00:00:03.200 --> 00:00:08.200]  我們最近陳導已經從《真言》進入了新約
[00:00:08.200 --> 00:00:10.900]  進入了《馬可福音》
[00:00:10.900 --> 00:00:14.300]  那我們最近已經開始讀《馬可福音》兩個周了
[00:00:14.300 --> 00:00:16.600]  《馬可福音》是四福音書當中
[00:00:16.600 --> 00:00:19.500]  雖然它排序不是在第一卷
[00:00:19.500 --> 00:00:24.100]  但是它的寫作日期應該是早於任何一卷的福音書
[00:00:24.100 --> 00:00:26.200]  而且《馬可福音》只有十六章
[00:00:26.200 --> 00:00:30.000]  用了一種非常精簡的
[00:00:30.000 --> 00:00:34.200]  甚至讓我說用一種很倉促的筆法寫完了這卷書
[00:00:34.200 --> 00:00:35.400]  爲什麼呢
[00:00:35.400 --> 00:00:38.800]  我們要了解一下《馬可福音》的整個寫作的背景
[00:00:38.800 --> 00:00:40.800]  《馬可福音》大體上
[00:00:40.800 --> 00:00:44.900]  多數的聖經學者都認爲它是在公元的56年
[00:00:44.900 --> 00:00:48.600]  公元56年到70年之間寫成的
[00:00:48.600 --> 00:00:50.100]  如果大家知道《馬可福音》
[00:00:50.100 --> 00:00:54.100]  或者是羅馬帝國當時的歷史的話
[00:00:54.100 --> 00:01:00.600]  你就知道在公元60年到70年之間
[00:01:00.600 --> 00:01:03.400]  發生了一場大型的逼迫
[00:01:03.400 --> 00:01:05.000]  羅馬皇帝有一個很有名的
[00:01:05.000 --> 00:01:07.000]  臭名昭著的叫尼祿皇帝
[00:01:07.000 --> 00:01:09.000]  就是在那段日期
[00:01:09.000 --> 00:01:11.900]  他展開了一個全國規模性的
[00:01:11.900 --> 00:01:14.900]  一個非常殘酷的逼迫
[00:01:14.900 --> 00:01:20.000]  那就是在這樣的一個背景底下寫成了《馬可福音》
[00:01:20.000 --> 00:01:21.400]  所以保羅區譜牧師
[00:01:21.400 --> 00:01:23.700]  他在講述《馬可福音》的一系列講到的時候
[00:01:23.700 --> 00:01:25.600]  我借用他的開場白
[00:01:25.600 --> 00:01:26.900]  他說好不好
[00:01:26.900 --> 00:01:28.900]  各位坐在空調底下
[00:01:28.900 --> 00:01:32.600]  坐在會堂當中的弟兄姊妹
[00:01:32.600 --> 00:01:33.600]  想象一下
[00:01:33.600 --> 00:01:36.500]  今天很多電視連續劇都是玩穿越對不對
[00:01:36.500 --> 00:01:38.600]  我們穿越到了一世紀
[00:01:38.600 --> 00:01:41.000]  在一個什麼樣的光景底下呢
[00:01:41.000 --> 00:01:42.800]  如果你去到羅馬的話
[00:01:42.800 --> 00:01:45.800]  我不知道大家有沒有去過羅馬去遊玩
[00:01:45.800 --> 00:01:47.800]  在羅馬城有一些的
[00:01:47.800 --> 00:01:49.400]  它叫墓穴
[00:01:49.400 --> 00:01:51.100]  一些的地道
[00:01:51.100 --> 00:01:55.100]  就是在當時大批的基督徒受到迫害
[00:01:55.100 --> 00:01:58.000]  受到殘酷的鎮壓殘殺
[00:01:58.000 --> 00:02:00.100]  所以他們這些倖存者呢
[00:02:00.100 --> 00:02:04.000]  就躲到地道去躲到墓穴當中
[00:02:04.000 --> 00:02:05.300]  在那裏聚集
[00:02:05.300 --> 00:02:08.200]  在這種陰暗的溼冷的地方
[00:02:08.200 --> 00:02:10.000]  在那裏瑟瑟發抖
[00:02:10.000 --> 00:02:12.400]  在那裏聚集的時候
[00:02:12.400 --> 00:02:15.500]  彼得當然《馬可福音》的作者雖然是馬可
[00:02:15.500 --> 00:02:18.000]  但應該是彼得所述
[00:02:18.000 --> 00:02:19.700]  他們快筆疾書
[00:02:19.700 --> 00:02:21.700]  然後把這封《馬可福音》
[00:02:21.700 --> 00:02:24.800]  送到了這羣人的手中
[00:02:24.800 --> 00:02:25.500]  丟子妹
[00:02:25.500 --> 00:02:27.100]  所以聽《馬可福音》
[00:02:27.100 --> 00:02:28.400]  在這個教堂裏聽
[00:02:28.400 --> 00:02:30.500]  沒有感覺你知道嗎
[00:02:30.500 --> 00:02:33.100]  在這樣的一個環境當中
[00:02:33.100 --> 00:02:34.600]  在二十一世紀當中
[00:02:34.600 --> 00:02:35.700]  聽《馬可福音》
[00:02:35.700 --> 00:02:38.400]  是要求聖靈特別給我們恩典
[00:02:38.400 --> 00:02:40.500]  把我們穿越一下
[00:02:40.500 --> 00:02:43.900]  帶領我們回到當時的那個場景當中
[00:02:43.900 --> 00:02:45.400]  在一種苦難的
[00:02:45.400 --> 00:02:48.600]  在一種爲了信仰的緣故受苦的光景當中
[00:02:48.600 --> 00:02:52.500]  他們在這裏領受這卷福音書
[00:02:52.500 --> 00:02:53.700]  各位
[00:02:53.700 --> 00:02:55.600]  這個世界充滿了苦難
[00:02:55.600 --> 00:02:57.000]  容讓我這樣說
[00:02:57.000 --> 00:02:58.400]  無論你是不是基督徒
[00:02:58.400 --> 00:03:00.400]  這個世界都有苦難對不對
[00:03:00.400 --> 00:03:04.300]  人人都在這個罪惡的世界當中受苦
[00:03:04.300 --> 00:03:06.400]  這個世界一切的宗教哲學
[00:03:06.400 --> 00:03:08.600]  他們主要的一個方向就是
[00:03:08.600 --> 00:03:11.200]  把你從一個受苦的光景
[00:03:11.200 --> 00:03:13.300]  帶入一個不受苦的光景
[00:03:13.300 --> 00:03:15.400]  是不是這樣子呢
[00:03:15.400 --> 00:03:16.400]  你十年寒窗苦
[00:03:16.400 --> 00:03:18.300]  是不是爲了這個目的
[00:03:18.300 --> 00:03:20.400]  你今天移民留學移民
[00:03:20.400 --> 00:03:22.300]  過五關斬六將來到這個國家
[00:03:22.300 --> 00:03:26.700]  是不是爲了追求一個更好的Better life呢
[00:03:26.700 --> 00:03:30.100]  我們想要減少我們生命當中的苦難
[00:03:30.100 --> 00:03:32.900]  但是聖經告訴我們說
[00:03:32.900 --> 00:03:34.800]  這個世界都有苦難
[00:03:34.800 --> 00:03:36.500]  而成爲基督徒
[00:03:36.500 --> 00:03:38.100]  你相信了這個福音
[00:03:38.100 --> 00:03:39.100]  接受了這個福音
[00:03:39.100 --> 00:03:43.100]  成爲基督徒不是爲了讓你
[00:03:43.100 --> 00:03:45.300]  不是爲了讓你離開這個苦難
[00:03:45.300 --> 00:03:46.500]  杜絕這個苦難
[00:03:46.500 --> 00:03:49.800]  而是說讓你從爲罪受苦
[00:03:49.800 --> 00:03:51.900]  變成爲主受苦
[00:03:51.900 --> 00:03:53.500]  在世界當中受苦
[00:03:53.500 --> 00:03:57.000]  變成在神的國度當中受苦
[00:03:57.000 --> 00:04:02.200]  那我們要看這卷書是怎樣傳遞給
[00:04:02.200 --> 00:04:04.700]  當時那羣在苦難當中的人
[00:04:04.700 --> 00:04:07.800]  我想今天我們在這樣的一個環境當中
[00:04:07.800 --> 00:04:09.900]  在西方我們從來沒有爲信仰
[00:04:09.900 --> 00:04:12.100]  受到過這種逼迫的代價
[00:04:12.100 --> 00:04:12.800]  對不對
[00:04:12.800 --> 00:04:14.300]  不要說殉道了
[00:04:14.300 --> 00:04:18.400]  我們好像很難感受到這種的逆流而上的壓力
[00:04:18.400 --> 00:04:22.100]  因爲我覺得這個國家始終還是有一個基督教的底蘊在這裏
[00:04:22.100 --> 00:04:26.100]  還是有一個信仰自由的一個憲法在這裏
[00:04:26.100 --> 00:04:33.000]  但是凡吏治在耶穌基督裏進前度日的都要怎樣受逼迫
[00:04:33.000 --> 00:04:38.900]  凡吏治在兩千年前羅馬帝國進前度日的要不要受逼迫
[00:04:38.900 --> 00:04:45.200]  凡吏治在二十一世紀的北美在耶穌基督裏進前度日的呢
[00:04:45.200 --> 00:04:48.100]  應該也要
[00:04:48.100 --> 00:04:50.800]  有一位中國的家庭教會的傳道人
[00:04:50.800 --> 00:04:51.700]  劉東蘇牧師
[00:04:51.700 --> 00:04:53.100]  他說過這樣一句話
[00:04:53.100 --> 00:04:58.800]  他說六十年代中國大陸的教會基本上叫做紅色殉道
[00:04:58.800 --> 00:04:59.700]  信耶穌
[00:04:59.700 --> 00:05:02.200]  我們都知道六十年代在文革
[00:05:02.200 --> 00:05:05.200]  在三反五反的那樣的一個環境當中
[00:05:05.200 --> 00:05:07.300]  信耶穌意味着你要付代價
[00:05:07.300 --> 00:05:09.900]  信耶穌意味着你要坐堅
[00:05:09.900 --> 00:05:11.100]  你要老改
[00:05:11.100 --> 00:05:13.700]  信耶穌甚至意味着你要失去生命
[00:05:13.700 --> 00:05:14.300]  對不對
[00:05:14.300 --> 00:05:15.600]  所以你要流血
[00:05:15.600 --> 00:05:18.100]  所以他叫做紅色殉道的時代
[00:05:18.100 --> 00:05:20.300]  但是從九十年代開始
[00:05:20.300 --> 00:05:25.800]  他說信耶穌漸漸從紅色殉道轉變成白色殉道
[00:05:25.800 --> 00:05:27.600]  什麼叫白色殉道
[00:05:27.600 --> 00:05:30.400]  今天我們不再需要爲這個信仰的流血了
[00:05:30.400 --> 00:05:33.200]  但是白色意味着的是聖潔
[00:05:33.200 --> 00:05:35.200]  你如果要過一個聖潔的生活
[00:05:35.200 --> 00:05:36.700]  在這個罪惡的世界當中
[00:05:36.700 --> 00:05:38.300]  你就要預備好了
[00:05:38.300 --> 00:05:41.400]  要付出代價
[00:05:41.400 --> 00:05:42.500]  我曾經挑戰過大家
[00:05:42.500 --> 00:05:44.100]  對不對
[00:05:44.100 --> 00:05:50.500]  有沒有想過成爲基督徒會增加你找工作的難度
[00:05:50.500 --> 00:05:52.300]  會不會
[00:05:52.300 --> 00:05:54.000]  如果你是一個會計
[00:05:54.000 --> 00:05:55.500]  你說我不做兩本賬
[00:05:55.500 --> 00:05:58.500]  哇那就嗯
[00:05:58.500 --> 00:06:00.500]  如果各位年輕人
[00:06:00.500 --> 00:06:04.800]  成爲基督徒會增加你找對象的難度
[00:06:04.800 --> 00:06:06.300]  雖然郎才女貌
[00:06:06.300 --> 00:06:07.100]  但是呢
[00:06:07.100 --> 00:06:11.300]  我還要找一個基督徒才能夠同復一惡
[00:06:11.300 --> 00:06:12.100]  丁子妹
[00:06:12.100 --> 00:06:13.700]  今天仍然要訓道
[00:06:13.700 --> 00:06:15.800]  訓的可能是一份獎金
[00:06:15.800 --> 00:06:19.000]  訓的可能是啊一個職稱
[00:06:19.000 --> 00:06:19.700]  丁子妹
[00:06:19.700 --> 00:06:22.300]  無論是兩千年前還是兩千年後
[00:06:22.300 --> 00:06:25.400]  無論是在羅馬還是在美利堅和中國
[00:06:25.400 --> 00:06:27.300]  我們都面對這樣的一個壓力
[00:06:27.300 --> 00:06:31.400]  而馬可福音是在這樣的一個背景當中寫成的
[00:06:31.400 --> 00:06:34.400]  我們剛纔打開了第一章的第一節到十五節
[00:06:34.400 --> 00:06:36.400]  我們看到馬可福音有一個特點
[00:06:36.400 --> 00:06:38.300]  就是他開門見山
[00:06:38.300 --> 00:06:41.700]  用一種宣告式的開場啊
[00:06:41.700 --> 00:06:43.300]  帶入這個福音
[00:06:43.300 --> 00:06:46.500]  他開門見山的說神的兒子
[00:06:46.500 --> 00:06:49.600]  耶穌基督福音的起頭
[00:06:49.600 --> 00:06:50.200]  丁子妹
[00:06:50.200 --> 00:06:53.100]  他的開場白和馬太福音
[00:06:53.100 --> 00:06:55.300]  路加福音截然不同對不對
[00:06:55.300 --> 00:06:57.100]  他沒有耶穌的降生
[00:06:57.100 --> 00:07:01.500]  沒有耶穌嬰兒的時期的這些的這些的故事
[00:07:01.500 --> 00:07:05.300]  也跳過了耶穌少年的階段的成長
[00:07:05.300 --> 00:07:06.100]  完全沒有
[00:07:06.100 --> 00:07:07.700]  他直奔主題
[00:07:07.700 --> 00:07:09.200]  直接單刀直入
[00:07:09.200 --> 00:07:09.600]  哎
[00:07:09.600 --> 00:07:11.300]  丁子妹
[00:07:11.300 --> 00:07:13.000]  今天我們去傳福音
[00:07:13.000 --> 00:07:13.300]  哎
[00:07:13.300 --> 00:07:14.100]  你是怎麼傳
[00:07:14.100 --> 00:07:15.200]  我們往往都是
[00:07:15.200 --> 00:07:16.400]  我自己也是這樣子啊
[00:07:16.400 --> 00:07:19.500]  我們要找找找一個切入點
[00:07:19.500 --> 00:07:19.700]  哎
[00:07:19.700 --> 00:07:21.400]  你最近身體好嗎
[00:07:21.400 --> 00:07:21.600]  哎
[00:07:21.600 --> 00:07:23.200]  你最近工作如何啊
[00:07:23.200 --> 00:07:23.300]  哎
[00:07:23.300 --> 00:07:25.000]  然後我們繞繞繞繞到最後
[00:07:25.000 --> 00:07:26.500]  我們纔講福音對不對
[00:07:26.500 --> 00:07:28.100]  我們先建立connection
[00:07:28.100 --> 00:07:30.600]  我們先找那個切入點在哪裏
[00:07:30.600 --> 00:07:31.600]  哎但是
[00:07:31.600 --> 00:07:33.600]  但是馬可福音不是如此哦
[00:07:33.600 --> 00:07:35.400]  馬可福音
