
[00:00:00.000 --> 00:00:02.000]  各位團體姐妹們,早安!
[00:00:02.000 --> 00:00:08.000]  今天應該是我們2012年最後一天的崇拜
[00:00:08.000 --> 00:00:10.000]  不知道大家明天會不會做崇拜呢?
[00:00:10.000 --> 00:00:13.000]  剛才是我們開心小組的獻詩
[00:00:13.000 --> 00:00:15.000]  我也是他們的導師
[00:00:15.000 --> 00:00:19.000]  所以和大家一起分享一些關於開心小組的感恩事
[00:00:19.000 --> 00:00:22.000]  其實開心小組有一個英文名字,大家知不知道是什麼?
[00:00:22.000 --> 00:00:24.000]  就不是Happy Group
[00:00:24.000 --> 00:00:27.000]  是Open Heart Group
[00:00:27.000 --> 00:00:31.000]  意思就是大家願意打開心來分享
[00:00:31.000 --> 00:00:35.000]  來建立我們的友情,建立我們的信仰,建立我們屬靈的生命
[00:00:35.000 --> 00:00:38.000]  也在回應我們今年這個年提
[00:00:38.000 --> 00:00:40.000]  也可能是今年最後一次
[00:00:40.000 --> 00:00:43.000]  因為這個年提不是最後一次在你們心目中出現
[00:00:43.000 --> 00:00:44.000]  是繼續會出現
[00:00:44.000 --> 00:00:45.000]  不如大家讀一讀這個年提給我
[00:00:45.000 --> 00:00:46.000]  1,2,3
[00:00:46.000 --> 00:00:51.000]  明道行道,守望相愛,見證伏事
[00:00:51.000 --> 00:00:53.000]  其實這個年提我定的時候
[00:00:53.000 --> 00:00:56.000]  都是希望好像一個屬靈生命的成長
[00:00:56.000 --> 00:00:57.000]  無論我們個人的
[00:00:57.000 --> 00:01:00.000]  我們都要在聖經裡面紮根
[00:01:00.000 --> 00:01:03.000]  去明白聖經的真理,去走出來
[00:01:03.000 --> 00:01:05.000]  以致我們能夠有一個滿有愛心
[00:01:05.000 --> 00:01:07.000]  和我們能夠用守望祈禱
[00:01:07.000 --> 00:01:09.000]  彼此互相去支持
[00:01:09.000 --> 00:01:12.000]  更加能夠將這份愛散發開去
[00:01:12.000 --> 00:01:13.000]  去伏事人
[00:01:13.000 --> 00:01:15.000]  所以這個是我們成長的向導
[00:01:15.000 --> 00:01:17.000]  也都是一個團計小組的向導
[00:01:17.000 --> 00:01:19.000]  我們開心小組在2月開始
[00:01:19.000 --> 00:01:21.000]  做一個福音聖的查經
[00:01:21.000 --> 00:01:22.000]  去明道行道
[00:01:22.000 --> 00:01:25.000]  然後我們在當中建立我們的愛
[00:01:25.000 --> 00:01:27.000]  好情,信仰
[00:01:27.000 --> 00:01:28.000]  我們有一個祈禱鏈
[00:01:28.000 --> 00:01:30.000]  一起互相去祈禱
[00:01:30.000 --> 00:01:32.000]  其實我們再去第三階段的時候
[00:01:32.000 --> 00:01:35.000]  我們希望可以去學習去見證,去伏事
[00:01:35.000 --> 00:01:39.000]  今天透過詩歌能夠在眾弟英明面前
[00:01:39.000 --> 00:01:42.000]  去見證上帝在我們小組裡面的恩典
[00:01:42.000 --> 00:01:43.000]  將來可以繼續伏事
[00:01:43.000 --> 00:01:46.000]  其實這個明道行道,守望相愛,見證伏事
[00:01:46.000 --> 00:01:49.000]  也是我們希望眾團契和我們教會
[00:01:49.000 --> 00:01:52.000]  要建立一個群體
[00:01:52.000 --> 00:01:55.000]  一個認識真理的群體
[00:01:55.000 --> 00:01:57.000]  一個有愛的群體
[00:01:57.000 --> 00:01:58.000]  一個愛的群體
[00:01:58.000 --> 00:02:00.000]  還有一個有使命的群體
[00:02:00.000 --> 00:02:03.000]  還有一個去伏事人的群體
[00:02:03.000 --> 00:02:05.000]  所以願意這個連題
[00:02:05.000 --> 00:02:07.000]  雖然今天可能是最後一天
[00:02:07.000 --> 00:02:12.000]  但希望我們可以繼續在以後的日子裡面去實踐出來
[00:02:12.000 --> 00:02:15.000]  今天講題也是最後一天
[00:02:15.000 --> 00:02:17.000]  不知道大家聽到這個題目的時候
[00:02:17.000 --> 00:02:19.000]  會聯想到什麼
[00:02:19.000 --> 00:02:22.000]  最後一天,因為今天我們有一些
[00:02:22.000 --> 00:02:26.000]  來自望道號的義工
[00:02:26.000 --> 00:02:28.000]  在我們教會也有一些時間會分享
[00:02:28.000 --> 00:02:31.000]  所以我今天講的可能會精簡一點
[00:02:31.000 --> 00:02:34.000]  可能我會講得快一點,希望大家可以饒恕我
[00:02:34.000 --> 00:02:38.000]  我相信大家一想到最後一天就會想起
[00:02:38.000 --> 00:02:41.000]  2012年12月多少號?
[00:02:41.000 --> 00:02:43.000]  21號,大家已經知道了
[00:02:43.000 --> 00:02:45.000]  今天是多少號?
[00:02:45.000 --> 00:02:48.000]  30號了,所以大家知道又是假的
[00:02:48.000 --> 00:02:52.000]  相傳在南美洲有一個瑪雅民族
[00:02:52.000 --> 00:02:54.000]  他們叫瑪雅曆
[00:02:54.000 --> 00:02:56.000]  他們有五個週期
[00:02:56.000 --> 00:03:00.000]  我昨天晚上聽完晚堂崇拜
[00:03:00.000 --> 00:03:02.000]  AC的麥牧師他們分享才知道
[00:03:02.000 --> 00:03:04.000]  原來他們有五個週期
[00:03:04.000 --> 00:03:07.000]  每個週期大約有幾千年
[00:03:07.000 --> 00:03:10.000]  這個年齡到了第五個週期就完了
[00:03:10.000 --> 00:03:13.000]  所以大家以為第五個週期完就是代表世界末日
[00:03:13.000 --> 00:03:16.000]  後來發現那些考古學家覺得
[00:03:16.000 --> 00:03:19.000]  只不過是春夏秋冬完了冬天
[00:03:19.000 --> 00:03:21.000]  然後下一個就是春天
[00:03:21.000 --> 00:03:23.000]  所以都是會繼續有的
[00:03:23.000 --> 00:03:25.000]  即是完了2012年10月31號
[00:03:25.000 --> 00:03:27.000]  就會有13年的1號一樣
[00:03:27.000 --> 00:03:29.000]  所以就不是什麼世界末日
[00:03:29.000 --> 00:03:31.000]  只不過是一個週年的期完結
[00:03:31.000 --> 00:03:33.000]  但是就有很多的警號
[00:03:33.000 --> 00:03:35.000]  有些人直接賣了房子
[00:03:35.000 --> 00:03:37.000]  用我的錢來買彩票
[00:03:37.000 --> 00:03:39.000]  有些人炒老闆魷魚
[00:03:39.000 --> 00:03:41.000]  打算去法國旅行
[00:03:41.000 --> 00:03:43.000]  有些人又怕得要去見心理輔導
[00:03:43.000 --> 00:03:45.000]  要見心理學家
[00:03:45.000 --> 00:03:47.000]  很多人都是因為最後一天
[00:03:47.000 --> 00:03:51.000]  而有很多不同的動作或做的事情
[00:03:51.000 --> 00:03:53.000]  而對於我們基督徒來說
[00:03:53.000 --> 00:03:55.000]  最後一天又是什麼意思呢?
[00:03:55.000 --> 00:03:57.000]  時間關係我們先不搗亂經文
[00:03:57.000 --> 00:03:59.000]  要大家很熟悉
[00:03:59.000 --> 00:04:01.000]  就是我們今天主題經文的前一段背景
[00:04:01.000 --> 00:04:04.000]  「鐵十雷加前書四章十五至十八字」
[00:04:04.000 --> 00:04:07.000]  就是我們一群信了主耶穌的幾個人
[00:04:07.000 --> 00:04:09.000]  當主再來的時候
[00:04:09.000 --> 00:04:11.000]  就是我們的最後一天
[00:04:11.000 --> 00:04:13.000]  就是我們能夠一起升天
[00:04:13.000 --> 00:04:15.000]  在空中與主相遇
[00:04:15.000 --> 00:04:18.000]  先是那些在睡了的人
[00:04:18.000 --> 00:04:20.000]  就是信了主
[00:04:20.000 --> 00:04:22.000]  但是在地上死了
[00:04:22.000 --> 00:04:23.000]  他們會先復活
[00:04:23.000 --> 00:04:24.000]  然後活著的人
[00:04:24.000 --> 00:04:25.000]  見到耶穌基督再回來
[00:04:25.000 --> 00:04:27.000]  就會空中與主相遇
[00:04:27.000 --> 00:04:29.000]  所以大家空中與主相遇
[00:04:29.000 --> 00:04:31.000]  就會見到這樣的圖畫
[00:04:31.000 --> 00:04:33.000]  我不知道到時情境會不會真的這樣
[00:04:33.000 --> 00:04:35.000]  所以比較模糊給大家看
[00:04:35.000 --> 00:04:37.000]  大家可以飛上天
[00:04:37.000 --> 00:04:38.000]  不過聖經真的這樣說的
[00:04:38.000 --> 00:04:40.000]  在鐵十雷加前書第四章
[00:04:40.000 --> 00:04:43.000]  大家有時間可以回去自己看段經文
[00:04:43.000 --> 00:04:45.000]  除了最後一天
[00:04:45.000 --> 00:04:47.000]  對於一些人來說是世界末日
[00:04:47.000 --> 00:04:48.000]  對於我們信徒來說
[00:04:48.000 --> 00:04:50.000]  是耶穌基督再回來的日子
[00:04:50.000 --> 00:04:52.000]  但其實對於我們每個人來說
[00:04:52.000 --> 00:04:54.000]  都有最後一天
[00:04:54.000 --> 00:04:57.000]  我們的生命都有最後一天的時間
[00:04:57.000 --> 00:05:01.000]  你又知不知道你的最後一天是什麼時候呢?
[00:05:01.000 --> 00:05:03.000]  當你面對你生命最後一天的時候
[00:05:03.000 --> 00:05:05.000]  好像這句題目那樣說
[00:05:05.000 --> 00:05:08.000]  如果明天就是你的最後一天
[00:05:08.000 --> 00:05:10.000]  你今天會怎樣過呢?
[00:05:10.000 --> 00:05:13.000]  如果明天就是你的最後一天
[00:05:13.000 --> 00:05:15.000]  你今天會怎樣過呢?
[00:05:15.000 --> 00:05:17.000]  大家有沒有想過這個問題呢?
[00:05:17.000 --> 00:05:20.000]  讓我們用祈禱開始今天的訊息
[00:05:20.000 --> 00:05:22.000]  慈悲我天父我們禱告你
[00:05:22.000 --> 00:05:25.000]  我們求你的靈帶動我們
[00:05:25.000 --> 00:05:28.000]  當我們面對很多世界末日的預言的時候
[00:05:28.000 --> 00:05:30.000]  我們作為信徒的
[00:05:30.000 --> 00:05:32.000]  我們深深地知道
[00:05:32.000 --> 00:05:34.000]  耶穌基督是再回來的日子
[00:05:34.000 --> 00:05:35.000]  就近
[00:05:35.000 --> 00:05:38.000]  但我們也沒有人知道最後一天是什麼時候
[00:05:38.000 --> 00:05:40.000]  如果明天就是我們最後一天的時候
[00:05:40.000 --> 00:05:43.000]  我們怎樣把握今天好好的活出來呢?
[00:05:43.000 --> 00:05:45.000]  求上帝你今天透過你的話語
[00:05:45.000 --> 00:05:47.000]  讓我們知道你的心意
[00:05:47.000 --> 00:05:48.000]  帶領我們
[00:05:48.000 --> 00:05:50.000]  禱告交託奉耶穌的名球
[00:05:50.000 --> 00:05:51.000]  阿門
[00:05:51.000 --> 00:05:54.000]  假如明天是你人生最後一天
[00:05:54.000 --> 00:05:56.000]  你今天會如何呢?
[00:05:56.000 --> 00:05:58.000]  希望你將這個問題放在心裏
[00:05:58.000 --> 00:06:01.000]  說到完結之後你會怎樣回答
[00:06:01.000 --> 00:06:04.000]  最後一天是突如其來的
[00:06:04.000 --> 00:06:05.000]  我們今天主題經文是在
[00:06:05.000 --> 00:06:07.000]  貼撒雷加前書五章一至十一節
[00:06:07.000 --> 00:06:08.000]  我請大家一起讀
[00:06:08.000 --> 00:06:09.000]  一 二 三
[00:06:09.000 --> 00:06:10.000]  弟兄們
[00:06:10.000 --> 00:06:12.000]  論到時候日期
[00:06:12.000 --> 00:06:14.000]  不用寫信給你們
[00:06:14.000 --> 00:06:16.000]  因為你們自己明明曉得
[00:06:16.000 --> 00:06:18.000]  主的日子來到
[00:06:18.000 --> 00:06:20.000]  好像夜間的茶一樣
[00:06:20.000 --> 00:06:23.000]  人正說平安穩妥的時候
[00:06:23.000 --> 00:06:25.000]  災禍忽然臨到他們
[00:06:25.000 --> 00:06:28.000]  如同產難臨到懷胎的婦人一樣
[00:06:28.000 --> 00:06:30.000]  他們絕不能逃脫
[00:06:30.000 --> 00:06:32.000]  沒錯
[00:06:32.000 --> 00:06:35.000]  在這裡保羅所指的最後一天
[00:06:35.000 --> 00:06:36.000]  就是主的日子
[00:06:36.000 --> 00:06:38.000]  在第三行這裡
[00:06:38.000 --> 00:06:40.000]  第二節中間
[00:06:40.000 --> 00:06:41.000]  他怎樣形容呢?
[00:06:41.000 --> 00:06:43.000]  他說原來主的日子
[00:06:43.000 --> 00:06:44.000]  最後一天來的時候
[00:06:44.000 --> 00:06:46.000]  好像茶一樣來的
[00:06:46.000 --> 00:06:48.000]  是夜晚的茶一樣來的
[00:06:48.000 --> 00:06:51.000]  不是像小偷一樣偷偷摸摸地來
[00:06:51.000 --> 00:06:52.000]  而是怎樣呢?
[00:06:52.000 --> 00:06:54.000]  有人知道夜晚你的茶
[00:06:54.000 --> 00:06:55.000]  什麼時候來偷你的東西嗎?
[00:06:55.000 --> 00:06:56.000]  有沒有人知道?
[00:06:56.000 --> 00:06:57.000]  沒有人知道的
[00:06:57.000 --> 00:06:58.000]  如果你知道就不是茶了
[00:06:58.000 --> 00:07:01.000]  今天若維華真的搶了
[00:07:01.000 --> 00:07:02.000]  明知道什麼時候來
[00:07:02.000 --> 00:07:03.000]  即是搶東西
[00:07:03.000 --> 00:07:04.000]  所以
[00:07:04.000 --> 00:07:05.000]  這裡告訴我們
[00:07:05.000 --> 00:07:08.000]  最後一天主的日子來臨的時候
[00:07:08.000 --> 00:07:09.000]  好像茶一樣
[00:07:09.000 --> 00:07:10.000]  是沒有人預計知道的
[00:07:10.000 --> 00:07:12.000]  是突如其來的
