
[00:00:00.000 --> 00:00:05.400]  各位電影節目平安
[00:00:05.400 --> 00:00:07.600]  我想問大家的問題
[00:00:07.600 --> 00:00:12.900]  最近你心裡頭到底有沒有平安呢
[00:00:12.900 --> 00:00:15.500]  可能當你想了一下的時候
[00:00:15.500 --> 00:00:16.400]  你會回答
[00:00:16.400 --> 00:00:17.500]  牧師啊
[00:00:17.500 --> 00:00:20.100]  我最近經常失眠
[00:00:20.100 --> 00:00:24.900]  失眠是一個一直很困擾我的難題
[00:00:24.900 --> 00:00:27.300]  我認識一對夫婦
[00:00:27.300 --> 00:00:28.500]  很有趣的
[00:00:28.500 --> 00:00:33.100]  他太太就很有睡覺的問題
[00:00:33.100 --> 00:00:34.900]  經常都睡不著的
[00:00:34.900 --> 00:00:36.700]  所以很辛苦
[00:00:36.700 --> 00:00:40.300]  但是丈夫一躺下床就睡著
[00:00:40.300 --> 00:00:42.700]  又有另外一對夫婦
[00:00:42.700 --> 00:00:46.100]  是他太太睡得很熟
[00:00:46.100 --> 00:00:50.700]  到丈夫經常都失眠
[00:00:50.700 --> 00:00:54.400]  所以你見市面上很多賣藥的地方
[00:00:54.400 --> 00:00:57.000]  最暢銷的藥品是什麼
[00:00:57.000 --> 00:01:01.200]  兩種 一種是止痛藥
[00:01:01.200 --> 00:01:04.200]  第二種就是失眠的藥
[00:01:04.200 --> 00:01:07.900]  這兩種藥全世界都很暢銷的
[00:01:07.900 --> 00:01:11.200]  因為人太多地方想不通
[00:01:11.200 --> 00:01:13.700]  人都很想睡覺
[00:01:13.700 --> 00:01:14.600]  第二個問題
[00:01:14.600 --> 00:01:16.400]  為什麼我們沒有平安呢
[00:01:16.400 --> 00:01:19.600]  因為每一次當政府公佈
[00:01:19.600 --> 00:01:24.000]  你這個城市最近罪案的數目是怎樣
[00:01:24.000 --> 00:01:28.000]  差不多全世界的城市罪案率
[00:01:28.000 --> 00:01:30.800]  是不斷的急升的
[00:01:30.800 --> 00:01:32.900]  不單止紐西蘭的
[00:01:32.900 --> 00:01:35.800]  奧克蘭是這樣
[00:01:35.800 --> 00:01:37.500]  香港是這樣
[00:01:37.500 --> 00:01:39.300]  上海是這樣
[00:01:39.300 --> 00:01:41.400]  三藩市是這樣
[00:01:41.400 --> 00:01:43.300]  紐約是這樣
[00:01:43.300 --> 00:01:49.600]  到處都有很多打劫搶劫罪案
[00:01:49.600 --> 00:01:51.700]  如果你去歐洲旅行
[00:01:51.700 --> 00:01:53.600]  很多人可能勸你
[00:01:53.600 --> 00:01:55.900]  在歐洲去某些城市
[00:01:55.900 --> 00:01:58.600]  千萬千萬要很小心
[00:01:58.600 --> 00:02:00.600]  你揹著手袋
[00:02:00.600 --> 00:02:03.100]  他有辦法搶了你的
[00:02:03.100 --> 00:02:05.000]  因為他看到中國人
