
[00:00:00.000 --> 00:00:03.000]  各位來賓 主內的弟兄姊妹 早晨
[00:00:03.000 --> 00:00:06.000]  感謝主我們今天來到神的殿中
[00:00:06.000 --> 00:00:09.000]  還有在家中的弟兄姊妹
[00:00:09.000 --> 00:00:12.000]  都可以有機會來聆聽神的話語
[00:00:12.000 --> 00:00:16.000]  我們今天會從《約書雅記》第20章到第21章
[00:00:16.000 --> 00:00:20.000]  看這個主題 還清血債這個主題
[00:00:20.000 --> 00:00:23.000]  我們在日常生活裏面
[00:00:23.000 --> 00:00:27.000]  都會遇到一些
[00:00:27.000 --> 00:00:30.000]  很多時候看新聞
[00:00:30.000 --> 00:00:33.000]  我們偶爾看新聞都會有一些交通慘案
[00:00:33.000 --> 00:00:37.000]  當中的交通慘案就算在我們明州
[00:00:37.000 --> 00:00:40.000]  Burnsville 早兩三個禮拜之前都有一個悲劇
[00:00:40.000 --> 00:00:43.000]  就在公路上的意外當中
[00:00:43.000 --> 00:00:46.000]  有兩個人死亡 兩個人受傷
[00:00:46.000 --> 00:00:51.000]  這些受傷的人或者是死亡的朋友
[00:00:51.000 --> 00:00:55.000]  當中他們的家人都會感到非常悲痛
[00:00:55.000 --> 00:00:58.000]  他們的生命是何等的寶貴
[00:00:58.000 --> 00:01:02.000]  神是創造了每一個人都是照他的形象所做
[00:01:02.000 --> 00:01:05.000]  就算是一些意外當中
[00:01:05.000 --> 00:01:08.000]  我們都會為此而有傷痛的感覺
[00:01:08.000 --> 00:01:14.000]  就算是肇事的司機
[00:01:14.000 --> 00:01:17.000]  譬如撞死人的司機的話
[00:01:17.000 --> 00:01:20.000]  都會有內疚的感覺
[00:01:20.000 --> 00:01:23.000]  因為這個慘劇當中
[00:01:23.000 --> 00:01:26.000]  會將另一個人的生命拿走
[00:01:26.000 --> 00:01:29.000]  但是神是很奇妙的
[00:01:29.000 --> 00:01:31.000]  在我們屬靈生命當中
[00:01:31.000 --> 00:01:34.000]  我們都會遇到很多的罪惡感
[00:01:34.000 --> 00:01:37.000]  我們每個人都有犯罪的經歷
[00:01:37.000 --> 00:01:39.000]  犯罪的時候
[00:01:39.000 --> 00:01:42.000]  我們雖然有時候會知道我們有些掙扎
[00:01:42.000 --> 00:01:44.000]  得到神的饒恕的時候
[00:01:44.000 --> 00:01:46.000]  但是都有一種內疚感
[00:01:46.000 --> 00:01:48.000]  有時候會問自己
[00:01:48.000 --> 00:01:53.000]  如果我不是這樣做的話會有什麼不同的後果出現呢
[00:01:53.000 --> 00:01:55.000]  但是神很奇妙
[00:01:55.000 --> 00:01:58.000]  透過今天的聖經的經文當中
[00:01:58.000 --> 00:02:03.000]  告訴我們剛才大家讀的經文提到一個屠城的計劃
[00:02:03.000 --> 00:02:09.000]  在約書亞記大家看到十九章的時候
[00:02:09.000 --> 00:02:11.000]  上個主日的時候
[00:02:11.000 --> 00:02:16.000]  看到耶和華神就透過直著占溝的方法
[00:02:16.000 --> 00:02:19.000]  將神應許以色列民的土地
[00:02:19.000 --> 00:02:22.000]  一一地分配了十二個支派
[00:02:22.000 --> 00:02:24.000]  來到二十章的時候我們就看到
[00:02:24.000 --> 00:02:28.000]  原來耶和華神也有應許
[00:02:28.000 --> 00:02:32.000]  將這些土地分配給利美人
[00:02:32.000 --> 00:02:36.000]  在利美人的誠邑當中設立了屠城
[00:02:36.000 --> 00:02:41.000]  我們今天會從約書亞記二十章看到二十一章
[00:02:41.000 --> 00:02:45.000]  看看我們怎樣去看一個主題
[00:02:45.000 --> 00:02:48.000]  在還我公義的呼聲當中
[00:02:48.000 --> 00:02:52.000]  我們教會應該扮演一個什麼角色呢
[00:02:52.000 --> 00:03:02.000]  神藉著利美人的團隊群組去祝福以色列民
[00:03:02.000 --> 00:03:05.000]  但是在我們生活上來到二十一世紀
[00:03:05.000 --> 00:03:11.000]  我們教會在現代的社群當中
[00:03:11.000 --> 00:03:14.000]  我們在社會的氣氛之下
[00:03:14.000 --> 00:03:17.000]  我們可以扮演什麼角色
[00:03:17.000 --> 00:03:21.000]  神怎樣去教導我們呢
[00:03:21.000 --> 00:03:24.000]  我們今天會看這個功課
[00:03:24.000 --> 00:03:26.000]  我們一起低頭祈禱
[00:03:26.000 --> 00:03:28.000]  愛慧主耶穌基督我們感謝祢
[00:03:28.000 --> 00:03:32.000]  我們感謝祢設下救恩的計劃
[00:03:32.000 --> 00:03:38.000]  使我們能夠明白神的救恩
[00:03:38.000 --> 00:03:43.000]  是我們能夠稱天父為我們的巴父
[00:03:43.000 --> 00:03:48.000]  祢又設下聖經補貴的話語
[00:03:48.000 --> 00:03:51.000]  使我們能夠藉著聖經的教導
[00:03:51.000 --> 00:03:55.000]  看我們如何能夠在現代這個世代裏面
[00:03:55.000 --> 00:03:59.000]  活出成為合理心意的門徒
[00:03:59.000 --> 00:04:00.000]  求祢幫助我們
[00:04:00.000 --> 00:04:02.000]  帶領以下的時間
[00:04:02.000 --> 00:04:06.000]  開我們的眼睛 開我們的耳朵
[00:04:06.000 --> 00:04:10.000]  使我們能夠看得清楚 看得明白
[00:04:10.000 --> 00:04:13.000]  以上的禱告是奉主耶穌得聖的免治祈求
[00:04:13.000 --> 00:04:14.000]  阿們
[00:04:41.000 --> 00:04:44.000]  耶和華神如果將列國的民
[00:04:44.000 --> 00:04:47.000]  即是迦南地裏面的民眾
[00:04:47.000 --> 00:04:49.000]  當他剪除的時候
[00:04:49.000 --> 00:04:53.000]  耶和華神就會將他們的土地產業賜給他們
[00:04:53.000 --> 00:04:58.000]  我們上個主日剛才提到他們開始分地
[00:04:58.000 --> 00:05:02.000]  但是在新明紀裏面還有一個命令
[00:05:02.000 --> 00:05:05.000]  就是說如果你分了地之後
[00:05:05.000 --> 00:05:10.000]  地上要分開三座城
[00:05:10.000 --> 00:05:14.000]  現在說的是約旦河的西岸
[00:05:14.000 --> 00:05:19.000]  因為他們在東岸已經設立了一個屠城
[00:05:19.000 --> 00:05:24.000]  在約旦河的西岸再設立三座城
[00:05:24.000 --> 00:05:36.000]  這三座城是要將約旦河西岸分為三個地區
[00:05:36.000 --> 00:05:40.000]  這三個要鋪排預備的道路
