
[00:00:00.000 --> 00:00:01.500]  各位頂子妹們,平安!
[00:00:01.500 --> 00:00:06.500]  今天很高興可以跟大家一起分享神的話語
[00:00:06.500 --> 00:00:09.000]  我們開始之前也有個禱告
[00:00:09.000 --> 00:00:16.500]  求聖靈將祢的話語再一次深深印在我們心裡面
[00:00:16.500 --> 00:00:20.000]  幫助我們活出一個被改變的生命
[00:00:20.000 --> 00:00:25.500]  求祢幫助我們在生活裡面真正活出基督的愛
[00:00:25.500 --> 00:00:29.500]  並且心知道,唯有透過聖靈的能力才能夠實現
[00:00:30.000 --> 00:00:33.500]  求祢把恩高囂貫在我們每一個人身上
[00:00:33.500 --> 00:00:39.000]  使我們能夠充充足足領受祢的恩典和慈愛
[00:00:39.000 --> 00:00:42.000]  帶領祢的兒女去定征,轉向祢
[00:00:42.000 --> 00:00:46.000]  我們祈禱、禁恩交托、奉主耶穌基督的名祈求
[00:00:46.000 --> 00:00:47.000]  阿們
[00:00:47.000 --> 00:00:52.000]  今天的主題是
[00:00:52.000 --> 00:00:57.000]  順道互助的生活在剛才讀的經文裡面
[00:00:57.000 --> 00:01:01.000]  我們看看這個星期的金句
[00:01:01.000 --> 00:01:05.000]  「我們若靠著聖靈而活,也要靠著聖靈行事」
[00:01:05.000 --> 00:01:07.500]  在加拿大書五章二十五節
[00:01:07.500 --> 00:01:13.000]  都是我們今天去分享這個經文的前面的章節
[00:01:13.000 --> 00:01:16.000]  這就是保羅勸勉那些的順道
[00:01:16.000 --> 00:01:20.000]  既然聖靈已經賜給我們有新的生命的時候
[00:01:20.000 --> 00:01:23.000]  我們就應該讓聖靈去管理我們
[00:01:23.000 --> 00:01:26.000]  安排和引導我們的生活
[00:01:26.000 --> 00:01:28.000]  讓聖靈引導我們的生活
[00:01:28.000 --> 00:01:30.000]  具體的內容是什麼?
[00:01:30.000 --> 00:01:35.000]  其實在加拿大書的第五章二十五至二十六節
[00:01:35.000 --> 00:01:41.000]  保羅先以一個比較消極的一個方面去列出
[00:01:41.000 --> 00:01:44.000]  禁止我們去做一些戒條
[00:01:44.000 --> 00:01:45.000]  那裡就說:
[00:01:45.000 --> 00:01:51.000]  「不要貪圖虛名彼此惹氣,互相嫉妒」
[00:01:51.000 --> 00:01:56.000]  即是叫我們不要驕傲,不要彼此去激怒大家
[00:01:56.000 --> 00:02:01.000]  並且不要去妒忌、去猜疑
[00:02:01.000 --> 00:02:07.000]  然後在剛才我們讀的第六章一至十節裏面
[00:02:07.000 --> 00:02:10.000]  保羅表達一些積極方面的教導
[00:02:10.000 --> 00:02:13.000]  這段經文我們看到
[00:02:13.000 --> 00:02:15.000]  在教會的群體裏面
[00:02:15.000 --> 00:02:19.000]  我們應當實現的一個愛心的生活
[00:02:19.000 --> 00:02:21.000]  在一至十節裏面
[00:02:21.000 --> 00:02:25.000]  將基督徒的生命回歸為一個愛的生命
[00:02:25.000 --> 00:02:29.000]  他曾經在前面的篇幅裏面說到
[00:02:29.000 --> 00:02:31.000]  愛是什麼?
[00:02:31.000 --> 00:02:33.000]  是得救信心的特徵
[00:02:33.000 --> 00:02:39.000]  因為全律法都包含在「愛人如己」這句說話裏面
[00:02:39.000 --> 00:02:42.000]  基督徒透過愛心
[00:02:42.000 --> 00:02:44.000]  作為一種渠道
[00:02:44.000 --> 00:02:46.000]  是大家彼此去服侍
[00:02:46.000 --> 00:02:49.000]  愛人如己,成全律法
[00:02:49.000 --> 00:02:52.000]  我們可以看到在二十二至二十三節裏面
[00:02:52.000 --> 00:02:54.000]  聖靈所結的果子是甚麼?
[00:02:54.000 --> 00:02:56.000]  相信大家都懂得配合
[00:02:56.000 --> 00:02:59.000]  「人愛,喜樂和平,忍耐,恩慈,良善,信誓,因由節祭」
[00:02:59.000 --> 00:03:03.000]  在當中「愛」這個字
[00:03:03.000 --> 00:03:06.000]  雖然我們在五章裏面看到
[00:03:06.000 --> 00:03:10.000]  「人愛」、「愛人如己」
[00:03:10.000 --> 00:03:15.000]  但我們在剛才讀的六章一至十節裏面
[00:03:15.000 --> 00:03:17.000]  是沒有提及到的
[00:03:17.000 --> 00:03:20.000]  不過在當中描繪的行動
[00:03:20.000 --> 00:03:24.000]  顯出有愛心的催促
[00:03:24.000 --> 00:03:28.000]  今日的經文我們會有三個方面跟大家分享
[00:03:28.000 --> 00:03:32.000]  第一個是在第一節裏面「挽回之體」
[00:03:32.000 --> 00:03:35.000]  接著是二至五節「擔當重擔」
[00:03:35.000 --> 00:03:38.000]  然後有第三個重點就是
[00:03:38.000 --> 00:03:41.000]  六至十節的「持續行善」
[00:03:41.000 --> 00:03:44.000]  我們先看第一個重點
[00:03:44.000 --> 00:03:46.000]  第一個重點是在第一節裏面
[00:03:46.000 --> 00:03:49.000]  大兄門若有人偶然被過犯所成
[00:03:49.000 --> 00:03:54.000]  你們屬靈的人要用溫柔的心把他挽回過來
[00:03:54.000 --> 00:03:57.000]  自己亦要留意免得也被引誘
[00:03:57.000 --> 00:04:01.000]  加拿大書第六章裏面亦是最後的一章
[00:04:01.000 --> 00:04:06.000]  保羅在第一節裏面充分表現出他的模樣
[00:04:06.000 --> 00:04:08.000]  那種心腸的氣質
[00:04:08.000 --> 00:04:10.000]  他勸勉加拿大的信徒
[00:04:10.000 --> 00:04:14.000]  要堅守屬靈的人的見性
[00:04:14.000 --> 00:04:16.000]  他要用溫柔的心
[00:04:16.000 --> 00:04:20.000]  把偶然犯錯的信徒挽回過來
[00:04:20.000 --> 00:04:22.000]  讓他們獲得一個寬恕
[00:04:22.000 --> 00:04:26.000]  重歸主的陽圈裏面
[00:04:26.000 --> 00:04:29.000]  當大兄姊妹偶然犯錯的時候
[00:04:29.000 --> 00:04:32.000]  他們其實也有可能已經很羞愧
[00:04:32.000 --> 00:04:35.000]  藉著我們溫柔謙卑的服侍
[00:04:35.000 --> 00:04:37.000]  使他們向神認錯
[00:04:37.000 --> 00:04:40.000]  要去回轉並且得到赦免
[00:04:40.000 --> 00:04:43.000]  將他們帶回基督徒群體裏面
[00:04:43.000 --> 00:04:45.000]  一在有團契的時間
[00:04:45.000 --> 00:04:50.000]  如果屬靈的人以一些很嚴厲的態度
[00:04:50.000 --> 00:04:55.000]  去對待一班犯錯的大兄姊妹的時候
[00:04:55.000 --> 00:04:57.000]  相信只會濃厚反絕
[00:04:57.000 --> 00:05:02.000]  也使得他們離開神越來越遠
[00:05:02.000 --> 00:05:06.000]  當大兄姊妹進入某種慣性的罪裏面的時候
[00:05:06.000 --> 00:05:09.000]  我們也不能夠視而不見
[00:05:09.000 --> 00:05:11.000]  或者隻眼開隻眼閉
[00:05:11.000 --> 00:05:16.000]  我們應該要主動挽回一班偏離的大兄姊妹
[00:05:16.000 --> 00:05:20.000]  但不代表我們馬上要去做
[00:05:20.000 --> 00:05:22.000]  要帶著什麼?
[00:05:22.000 --> 00:05:24.000]  聖經告訴我們要帶著溫柔的態度
[00:05:24.000 --> 00:05:27.000]  很努力地使這個人回轉回來
[00:05:27.000 --> 00:05:31.000]  我們知道每一個要回轉的大兄姊妹
[00:05:31.000 --> 00:05:34.000]  都需要帶來一些痛苦
[00:05:34.000 --> 00:05:38.000]  但這個回轉可以使得這個人
[00:05:38.000 --> 00:05:42.000]  以及整個教會都能夠有好處
[00:05:42.000 --> 00:05:47.000]  保羅用了「你們屬靈的人」這個稱呼
[00:05:47.000 --> 00:05:51.000]  究竟屬靈的人是什麼人?是誰?
[00:05:51.000 --> 00:05:54.000]  保羅在上一章結尾的時候
[00:05:54.000 --> 00:05:57.000]  也列出聖靈所結的果子
[00:05:57.000 --> 00:06:04.000]  這裏所指的應該是結有聖靈果子特質的基督徒
[00:06:04.000 --> 00:06:08.000]  這些基督徒不是順著情慾而行
[00:06:08.000 --> 00:06:12.000]  而是順著聖靈而行事
[00:06:12.000 --> 00:06:19.000]  但他們到底要如何使得犯罪的大兄姊妹回轉回來呢?
[00:06:19.000 --> 00:06:25.000]  保羅沒有告訴加拿大人應該怎樣做
[00:06:25.000 --> 00:06:29.000]  或者用什麼方法去做,去勸勉她回來
[00:06:29.000 --> 00:06:31.000]  保羅比較關心的是
[00:06:31.000 --> 00:06:36.000]  用什麼樣的態度和精神去進行勸勉
[00:06:36.000 --> 00:06:38.000]  保羅很清楚
[00:06:38.000 --> 00:06:45.000]  這些人太容易從虛偽的角度來定別人的罪
[00:06:45.000 --> 00:06:48.000]  在《馬體福音》的七章三節
[00:06:48.000 --> 00:06:50.000]  我們一起讀這節的經文,預備起!
[00:06:50.000 --> 00:06:57.000]  「為什麽看見你弟兄眼中有刺,卻不想自己眼中有涼目呢?」
[00:06:57.000 --> 00:07:02.000]  這節的經文,明明自己眼裏有個涼目
[00:07:02.000 --> 00:07:05.000]  但只是看到別人眼中有刺
[00:07:05.000 --> 00:07:11.000]  因此保羅要加拿大這班人要小心
[00:07:11.000 --> 00:07:16.000]  以免被引誘落在試探裏面
[00:07:16.000 --> 00:07:21.000]  我問問大家,大家有沒有試過犯罪?
[00:07:21.000 --> 00:07:24.000]  有沒有試過? 有吧!
[00:07:24.000 --> 00:07:28.000]  如果沒有試過,可以舉手,看看有沒有
[00:07:28.000 --> 00:07:31.000]  應該每個人都很謙卑,自己都有犯罪
[00:07:31.000 --> 00:07:34.000]  但是我們有沒有經常犯罪呢?
[00:07:34.000 --> 00:07:38.000]  可能都要舉手,我們經常犯罪
[00:07:38.000 --> 00:07:42.000]  不多不少都會一錯再錯
[00:07:42.000 --> 00:07:44.000]  我自己都有試過
[00:07:44.000 --> 00:07:47.000]  我最初信主的時候
[00:07:47.000 --> 00:07:50.000]  特別認識一位很熟練的長輩
[00:07:50.000 --> 00:07:52.000]  我一直都很尊重他
[00:07:52.000 --> 00:07:55.000]  因為他在教會裏面很忠心服侍
[00:07:55.000 --> 00:07:57.000]  亦都服侍了很久
[00:07:57.000 --> 00:08:03.000]  他曾經請我帶領一個組長
[00:08:03.000 --> 00:08:05.000]  我不會多問半句
[00:08:05.000 --> 00:08:09.000]  很信服他,很努力帶領組長
[00:08:09.000 --> 00:08:15.000]  但後來我無意中發現他對某些不合他的心意
[00:08:15.000 --> 00:08:20.000]  或者不信任他的頂姐妹的信徒很苛刻
[00:08:20.000 --> 00:08:26.000]  背後還說他信徒的壞話
[00:08:26.000 --> 00:08:30.000]  我們見到這個頌寧長輩表裏不一
[00:08:30.000 --> 00:08:37.000]  令我目瞪口呆
[00:08:37.000 --> 00:08:40.000]  這件事對我很大的影響
[00:08:40.000 --> 00:08:45.000]  第一節最後都提到自己要留意
[00:08:45.000 --> 00:08:47.000]  免得被誘惑
[00:08:47.000 --> 00:08:49.000]  經文提醒我們
[00:08:49.000 --> 00:08:56.000]  當我們知道其他基督徒犯了特定的罪
[00:08:56.000 --> 00:08:59.000]  我們都有可能藉此機會
[00:08:59.000 --> 00:09:03.000]  為自己的生命裏面犯類似的罪找到藉口
[00:09:03.000 --> 00:09:07.000]  特別是當這些犯罪的頂姐妹
[00:09:07.000 --> 00:09:11.000]  眾所周知,她是很成熟的,很屬靈的
[00:09:11.000 --> 00:09:15.000]  我們都會理所當然地幫自己脫罪
[00:09:15.000 --> 00:09:18.000]  如果誰這麼屬靈的人都會犯這些罪
[00:09:18.000 --> 00:09:22.000]  我當然都會做,都會犯這些事
[00:09:22.000 --> 00:09:27.000]  雖則我當時沒有跟著這位屬靈的長輩
[00:09:27.000 --> 00:09:29.000]  去做一些表裏不一的事
[00:09:29.000 --> 00:09:34.000]  但我卻受到其他的罪所捆綁
[00:09:34.000 --> 00:09:37.000]  我的失敗是甚麼呢?
[00:09:37.000 --> 00:09:39.000]  我開始看不起她
[00:09:39.000 --> 00:09:42.000]  有時還跟她對著幹
[00:09:42.000 --> 00:09:44.000]  成為她的頂心參
[00:09:44.000 --> 00:09:47.000]  她說「一」,我偏偏要做「二」
[00:09:47.000 --> 00:09:50.000]  我不喜歡她的行為
[00:09:50.000 --> 00:09:53.000]  我都會表裏在我的樣子裏面
[00:09:53.000 --> 00:09:57.000]  在我的臉上,即所謂的黑臉
[00:09:57.000 --> 00:10:00.000]  當時我只是看到別人的不對
[00:10:00.000 --> 00:10:02.000]  但沒有認清楚
[00:10:02.000 --> 00:10:04.000]  其實自己都陷入一個罪裏面
[00:10:04.000 --> 00:10:06.000]  一個試探的裏面
[00:10:06.000 --> 00:10:09.000]  我還以為我自己可以對於這個試探
[00:10:09.000 --> 00:10:11.000]  可以免疫,不會發生的
[00:10:11.000 --> 00:10:13.000]  我後來發現
[00:10:13.000 --> 00:10:15.000]  證明別人的罪很容易
[00:10:15.000 --> 00:10:19.000]  但如果我們看不清楚自己眼裏面的亮目
[00:10:19.000 --> 00:10:21.000]  就很糟糕了
[00:10:21.000 --> 00:10:26.000]  當時有三位屬靈的前輩
[00:10:26.000 --> 00:10:28.000]  與我傾談
[00:10:28.000 --> 00:10:32.000]  他們很聆聽我當時的申訴
[00:10:32.000 --> 00:10:36.000]  他們沒有帶著任何雜臂的心
[00:10:36.000 --> 00:10:40.000]  他們都是用溫柔的靈去勸勉我
[00:10:40.000 --> 00:10:42.000]  建立我
[00:10:42.000 --> 00:10:46.000]  如果以前的我,可能都會去搏嘴
[00:10:46.000 --> 00:10:49.000]  因為我認定那個錯都不是我的
[00:10:49.000 --> 00:10:51.000]  但這一刻我感受到
[00:10:51.000 --> 00:10:55.000]  很感受聖靈的溫暖進入了我的心裏面
[00:10:55.000 --> 00:10:59.000]  聖靈將我以前的驕傲和黑面
[00:10:59.000 --> 00:11:01.000]  完全放在我面前
[00:11:01.000 --> 00:11:05.000]  就像這樣給我重看
[00:11:05.000 --> 00:11:08.000]  那一刻我知道自己錯了
[00:11:08.000 --> 00:11:13.000]  立即向這三位屬靈的前輩道歉
[00:11:13.000 --> 00:11:15.000]  回到家的時候
[00:11:15.000 --> 00:11:18.000]  在神的面前我也有認錯
[00:11:18.000 --> 00:11:20.000]  求神的原諒
[00:11:20.000 --> 00:11:27.000]  翌日早上我馬上找回當時很尊敬的屬靈的長輩
[00:11:27.000 --> 00:11:29.000]  找回他道歉
[00:11:29.000 --> 00:11:31.000]  我求他原諒我
[00:11:31.000 --> 00:11:33.000]  最後重建關係
[00:11:33.000 --> 00:11:38.000]  這件事讓我在屬靈上有很大很大的成長
[00:11:38.000 --> 00:11:43.000]  真真實實地經歷到聖靈的根深洗淨
[00:11:43.000 --> 00:11:46.000]  要挽回一個犯錯的我
[00:11:46.000 --> 00:11:48.000]  就是要通過屬靈的人
[00:11:48.000 --> 00:11:52.000]  帶著溫柔的心帶我回到主的身邊
[00:11:52.000 --> 00:11:56.000]  跟弟兄姊妹有一個完整的團契
[00:11:56.000 --> 00:11:59.000]  跟人主動去道歉
[00:11:59.000 --> 00:12:01.000]  以及真誠地道歉
[00:12:01.000 --> 00:12:03.000]  其實真的一點都不容易
[00:12:03.000 --> 00:12:07.000]  如果當刻不是聖靈在當中帶領著我的時候
[00:12:07.000 --> 00:12:10.000]  我都很難想到現在我是一個什麼基督徒
[00:12:10.000 --> 00:12:13.000]  或者我可以成為一個什麼人
[00:12:13.000 --> 00:12:15.000]  我都真的很感謝神
[00:12:15.000 --> 00:12:18.000]  大家有沒有試過得罪了人之後
[00:12:18.000 --> 00:12:21.000]  主動真誠地向他認錯
[00:12:21.000 --> 00:12:23.000]  或者說聲對不起
[00:12:23.000 --> 00:12:26.000]  特別要向家人道歉
[00:12:26.000 --> 00:12:28.000]  有沒有試過?
[00:12:28.000 --> 00:12:30.000]  當我們真的有犯錯
[00:12:30.000 --> 00:12:31.000]  對不起我們家人
[00:12:31.000 --> 00:12:32.000]  特別是家人的時候
[00:12:32.000 --> 00:12:34.000]  我們要做一個家庭的見證
[00:12:34.000 --> 00:12:37.000]  讓我們人與人之間可以修補
[00:12:37.000 --> 00:12:43.000]  以及讓基督破裂的身體可以修補的時間
[00:12:43.000 --> 00:12:48.000]  這是當時我的樣子
[00:12:48.000 --> 00:12:51.000]  我們看看第二個重點
[00:12:51.000 --> 00:12:53.000]  就是擔當重擔
[00:12:53.000 --> 00:12:55.000]  在第二節到第五節
[00:12:55.000 --> 00:12:56.000]  第二節提到
[00:12:56.000 --> 00:12:59.000]  你們人的重擔要互相去擔當
[00:12:59.000 --> 00:13:02.000]  這樣就會成全基督的律法
[00:13:02.000 --> 00:13:05.000]  基督徒另一個表達愛心的方式
[00:13:05.000 --> 00:13:09.000]  就是願意去背負人的重擔
[00:13:09.000 --> 00:13:11.000]  互相去擔當重擔
[00:13:11.000 --> 00:13:13.000]  就是履行基督的律法
[00:13:13.000 --> 00:13:15.000]  基督的律法是什麼?
[00:13:15.000 --> 00:13:16.000]  當時我們都看到
[00:13:16.000 --> 00:13:18.000]  就是愛人如己
[00:13:18.000 --> 00:13:22.000]  將這份敬愛心帶到我們每天的生活裡
[00:13:22.000 --> 00:13:26.000]  分擔其他人的重擔
[00:13:26.000 --> 00:13:28.000]  其實真的要付出代價
[00:13:28.000 --> 00:13:30.000]  並不是那麼簡單
[00:13:30.000 --> 00:13:32.000]  還要付出努力
[00:13:32.000 --> 00:13:34.000]  要實踐出來
[00:13:34.000 --> 00:13:40.000]  愛人如己其實不是那麼容易
[00:13:40.000 --> 00:13:42.000]  當時我們在第一節看到
[00:13:42.000 --> 00:13:47.000]  我們是以溫柔的心去挽回犯罪的人
[00:13:47.000 --> 00:13:49.000]  這個分擔的重擔
[00:13:49.000 --> 00:13:53.000]  也是一種愛心表現其中的方式之一
[00:13:53.000 --> 00:13:55.000]  我們要帶著同理心
[00:13:55.000 --> 00:13:57.000]  以及關愛的心
[00:13:57.000 --> 00:13:59.000]  進入他們的生命當中
[00:13:59.000 --> 00:14:03.000]  盡我們所能去幫他們分擔
[00:14:03.000 --> 00:14:07.000]  他們的憂傷、困難、難處
[00:14:07.000 --> 00:14:10.000]  在第三和第四節裡提到
[00:14:10.000 --> 00:14:12.000]  「人若沒有什麼了不起
[00:14:12.000 --> 00:14:16.000]  還以為了不起的,就是自欺」
[00:14:16.000 --> 00:14:18.000]  人要審查自己的行為
[00:14:18.000 --> 00:14:21.000]  他所誇口的只是在自己
[00:14:21.000 --> 00:14:24.000]  而不在別人
[00:14:24.000 --> 00:14:26.000]  我們信徒都知道
[00:14:26.000 --> 00:14:30.000]  憑著自己所做的一切
[00:14:30.000 --> 00:14:32.000]  或者所生活的一切
[00:14:32.000 --> 00:14:34.000]  其實我們都不是什麼
[00:14:34.000 --> 00:14:36.000]  我們真是一無所有
[00:14:36.000 --> 00:14:38.000]  我們一切都知道
[00:14:38.000 --> 00:14:41.000]  我們是神的恩典給了我們
[00:14:41.000 --> 00:14:44.000]  信徒如果以為自己擁有什麼長處
[00:14:44.000 --> 00:14:46.000]  例如:我好有愛心
[00:14:46.000 --> 00:14:49.000]  我對神好有信心
[00:14:49.000 --> 00:14:50.000]  好有忍耐
[00:14:50.000 --> 00:14:53.000]  又有憐憫人的心等等
[00:14:53.000 --> 00:14:55.000]  或者自己認為自己
[00:14:55.000 --> 00:14:57.000]  多麼優越別人
[00:14:57.000 --> 00:14:59.000]  被別人優越
[00:14:59.000 --> 00:15:00.000]  聖經告訴你
[00:15:00.000 --> 00:15:02.000]  這些都是自欺的想法
[00:15:02.000 --> 00:15:07.000]  這種自欺又怎能走到第二節裡所說的教導
[00:15:07.000 --> 00:15:12.000]  各人的重擔要互相去擔當
[00:15:12.000 --> 00:15:14.000]  我們很多時都見到
[00:15:14.000 --> 00:15:17.000]  我們的區長、我們的組長
[00:15:17.000 --> 00:15:19.000]  他們本身都有自己的家庭
[00:15:19.000 --> 00:15:20.000]  自己的事業
[00:15:20.000 --> 00:15:21.000]  或者生活
[00:15:21.000 --> 00:15:23.000]  但他們都很無私地
[00:15:23.000 --> 00:15:25.000]  用愛心去牧養
[00:15:25.000 --> 00:15:27.000]  以及照顧他們的組員
[00:15:27.000 --> 00:15:28.000]  他們的養子
[00:15:28.000 --> 00:15:32.000]  相信這些都是神親子的那種感動
[00:15:32.000 --> 00:15:35.000]  令他們可以去服侍
[00:15:35.000 --> 00:15:39.000]  並且我們知道他們曾經是上過主恩的滋味
[00:15:39.000 --> 00:15:42.000]  才有這個愛心去服侍
[00:15:42.000 --> 00:15:46.000]  以致願意在基督的愛裡互相去服侍
[00:15:46.000 --> 00:15:48.000]  我們相信教會的弟兄姊妹
[00:15:48.000 --> 00:15:51.000]  都感受到我們的組長、區長
[00:15:51.000 --> 00:15:54.000]  並且領袖的那種愛心
[00:15:54.000 --> 00:15:56.000]  我也期待各位弟兄姊妹
[00:15:56.000 --> 00:15:58.000]  能夠為教會多一點去祈禱
[00:15:58.000 --> 00:16:01.000]  他們很需要各位肢體
[00:16:01.000 --> 00:16:04.000]  為他們的祈禱托著他們的服侍
[00:16:04.000 --> 00:16:06.000]  我們都知道
[00:16:06.000 --> 00:16:08.000]  祈禱亦很重要
[00:16:08.000 --> 00:16:11.000]  神很喜愛去聽我們的禱告
[00:16:11.000 --> 00:16:15.000]  星期三我們都有這個月禱會
[00:16:15.000 --> 00:16:17.000]  我們見到弟兄姊妹
[00:16:17.000 --> 00:16:21.000]  一起去祈禱的弟兄姊妹很少
[00:16:21.000 --> 00:16:23.000]  只有二十多個
[00:16:23.000 --> 00:16:27.000]  期望我們下個月能夠見到更多的弟兄姊妹
[00:16:27.000 --> 00:16:29.000]  一起回來為教會
[00:16:29.000 --> 00:16:32.000]  為我們屬靈的家去禱告
[00:16:32.000 --> 00:16:34.000]  我們都知道除了月禱會之後
