
[00:00:00.000 --> 00:00:03.500]  《人呀人》是一本很出名的小說
[00:00:03.500 --> 00:00:06.500]  是中國近代小說家戴孝英所寫的
[00:00:06.500 --> 00:00:12.000]  這本小說是很刻畫人性
[00:00:12.000 --> 00:00:14.500]  探索人的價值的一本小說
[00:00:14.500 --> 00:00:16.000]  值得我們去看
[00:00:16.000 --> 00:00:20.500]  他描述在五十年代畢業的中國大學生
[00:00:20.500 --> 00:00:22.000]  一些知識份子
[00:00:22.000 --> 00:00:26.500]  在幾十年經歷過大鳴大放
[00:00:26.500 --> 00:00:32.000]  反右、文革、打倒四人幫、四化
[00:00:32.000 --> 00:00:35.000]  一浪又一浪的政治運動
[00:00:35.000 --> 00:00:38.000]  這一班的同學
[00:00:38.000 --> 00:00:40.000]  這一班認識的知識份子
[00:00:40.000 --> 00:00:43.000]  各人追隨自己不同的政治路向
[00:00:43.000 --> 00:00:46.000]  走上人生不同的道路
[00:00:46.000 --> 00:00:49.000]  有些很早就被打成右派
[00:00:49.000 --> 00:00:50.000]  去到勞改
[00:00:50.000 --> 00:00:54.500]  有些隨風看風駛來
[00:00:54.500 --> 00:00:56.500]  隨波逐流
[00:00:56.500 --> 00:00:58.500]  有些受到文革的衝擊
[00:00:58.500 --> 00:01:00.500]  有些無風無浪
[00:01:00.500 --> 00:01:03.500]  最後這一班知識份子
[00:01:03.500 --> 00:01:05.500]  聚首一堂的時候
[00:01:05.500 --> 00:01:09.500]  發覺同學之間差異是這麼大
[00:01:09.500 --> 00:01:11.500]  不過感慨萬千
[00:01:11.500 --> 00:01:13.500]  中國人有一句話說
[00:01:13.500 --> 00:01:16.500]  一樣米養百樣人
[00:01:16.500 --> 00:01:21.500]  其實戴孝英所寫這本小說
[00:01:21.500 --> 00:01:23.500]  同學重聚
[00:01:23.500 --> 00:01:26.500]  我想到我這個年紀
[00:01:26.500 --> 00:01:29.500]  分分鐘都很多時候有同學同聚
[00:01:29.500 --> 00:01:35.500]  有一次我看見電視裏面一幅圖畫
[00:01:35.500 --> 00:01:39.500]  是香港回歸那幅圖畫
[00:01:39.500 --> 00:01:44.500]  情然在鏡頭裏面不少是昔日大學的同學
[00:01:44.500 --> 00:01:47.500]  有些是我同屆的
[00:01:47.500 --> 00:01:50.500]  有些亦都是我所認識的
[00:01:50.500 --> 00:01:52.500]  我們一樣的出身
[00:01:52.500 --> 00:01:54.500]  一樣的背景
[00:01:54.500 --> 00:01:57.500]  但是際遇很不同
[00:01:57.500 --> 00:02:01.500]  有些是所謂民主派
[00:02:01.500 --> 00:02:05.500]  有些所謂港英精英
[00:02:05.500 --> 00:02:08.500]  有些是中山中出現
[00:02:08.500 --> 00:02:12.500]  有些是我以前認識的
[00:02:12.500 --> 00:02:17.500]  但已經出現在立法會議事堂當中
[00:02:17.500 --> 00:02:20.500]  亦都有些被迫下車
[00:02:21.500 --> 00:02:24.500]  人生真是很奇怪
[00:02:24.500 --> 00:02:28.500]  當幾十年同學相聚的時候
[00:02:28.500 --> 00:02:31.500]  大家意向很不同
[00:02:31.500 --> 00:02:34.500]  有時候感慨萬千
[00:02:34.500 --> 00:02:39.500]  今年我讀的中學是150週年紀念
[00:02:39.500 --> 00:02:43.500]  九月份可能會遇到很多舊同學
[00:02:43.500 --> 00:02:45.500]  亦都令我有很多的感慨
[00:02:45.500 --> 00:02:51.500]  我現在考慮可否去參加會展的聚餐
[00:02:51.500 --> 00:02:54.500]  是1200元一位
[00:02:54.500 --> 00:02:56.500]  我不知道吃甚麼
[00:02:56.500 --> 00:02:59.500]  肯定是沒有豆腐牛肉飯
[00:02:59.500 --> 00:03:03.500]  豆腐牛肉飯即是4元美金就搞定了
[00:03:03.500 --> 00:03:06.500]  但有時要想一下
[00:03:06.500 --> 00:03:08.500]  真的好像戴孝英所說的一句話
[00:03:08.500 --> 00:03:10.500]  人呀人
[00:03:10.500 --> 00:03:13.500]  我在人生的際遇
[00:03:13.500 --> 00:03:15.500]  人的生死存亡
[00:03:15.500 --> 00:03:17.500]  失失成敗
[00:03:17.500 --> 00:03:19.500]  是沒有辦法我們可以控制
[00:03:19.500 --> 00:03:22.500]  沒有辦法我們可以掌管
[00:03:22.500 --> 00:03:24.500]  但面對風風浪浪
[00:03:24.500 --> 00:03:27.500]  我們做人要持守甚麼原則
[00:03:27.500 --> 00:03:30.500]  我們的理想
[00:03:30.500 --> 00:03:32.500]  我們的價值觀
[00:03:32.500 --> 00:03:35.500]  就是我們的抉擇
[00:03:35.500 --> 00:03:39.500]  雖然我不能控制外面有甚麼事發生在我身上
[00:03:39.500 --> 00:03:43.500]  但我要選擇我怎樣面對這些風浪
[00:03:43.500 --> 00:03:46.500]  這跟我的價值觀很有關係
[00:03:46.500 --> 00:03:50.500]  外面的際遇不能影響我們
[00:03:50.500 --> 00:03:52.500]  富貴不能淫
[00:03:52.500 --> 00:03:54.500]  貧賤不能怡
[00:03:54.500 --> 00:03:57.500]  威武不能屈
[00:03:57.500 --> 00:04:00.500]  尤其是我們面對真理的時候
[00:04:00.500 --> 00:04:03.500]  今天會不會是為了真理
[00:04:03.500 --> 00:04:05.500]  我們出賣我們的靈魂
[00:04:05.500 --> 00:04:08.500]  會不會為了少少的金錢
[00:04:08.500 --> 00:04:13.500]  出賣我自己應有的誠信
[00:04:13.500 --> 00:04:16.500]  孔夫子說一句話很好
[00:04:16.500 --> 00:04:19.500]  他說招民道而直死可宜
[00:04:19.500 --> 00:04:22.500]  耶穌基督告訴我們我們尋找天國
[00:04:22.500 --> 00:04:25.500]  就好像遇到一個很美很美的珍珠
[00:04:25.500 --> 00:04:27.500]  就算你傾家蕩產
[00:04:27.500 --> 00:04:29.500]  你都會買這顆珍珠
[00:04:29.500 --> 00:04:31.500]  找到實
[00:04:31.500 --> 00:04:34.500]  今天如果我們看到是一個真理
[00:04:34.500 --> 00:04:36.500]  我們聽聞這個福音
[00:04:36.500 --> 00:04:38.500]  看到上帝所給我們
[00:04:38.500 --> 00:04:41.500]  這是一個有永恆價值的東西的時候
[00:04:41.500 --> 00:04:45.500]  我們會不會把握機會捉住它
[00:04:45.500 --> 00:04:48.500]  抑或我們在遲疑
[00:04:48.500 --> 00:04:52.500]  我看過一個這樣的報紙一個這樣的故事
[00:04:52.500 --> 00:04:57.500]  美國有一個女人叫Terry Shaver
[00:04:57.500 --> 00:05:00.500]  她很想買一件禮物
[00:05:00.500 --> 00:05:03.500]  在聖誕節的時候送給她丈夫
[00:05:03.500 --> 00:05:06.500]  那時候是剛剛十月一日
[00:05:06.500 --> 00:05:08.500]  她就去到一個店鋪
[00:05:08.500 --> 00:05:12.500]  她看到一個禮物她很喜歡
[00:05:12.500 --> 00:05:16.500]  她也相信她丈夫很喜歡這個禮物
[00:05:16.500 --> 00:05:19.500]  於是她就問售貨員
[00:05:19.500 --> 00:05:20.500]  多少錢
[00:05:20.500 --> 00:05:24.500]  售貨員告訴她1270美金
[00:05:24.500 --> 00:05:28.500]  她不是一個很富有的太太
[00:05:28.500 --> 00:05:31.500]  她一時之間負不起這麼大筆數
[00:05:31.500 --> 00:05:33.500]  但她又很喜歡這個禮物
[00:05:33.500 --> 00:05:37.500]  她又覺得她丈夫很想愛這個禮物
[00:05:37.500 --> 00:05:40.500]  她就和這個售貨員商量
[00:05:40.500 --> 00:05:42.500]  好不好這樣
[00:05:42.500 --> 00:05:44.500]  我分期付款穿一些穿一些給你
[00:05:44.500 --> 00:05:46.500]  到聖誕節前夕的時候
[00:05:46.500 --> 00:05:48.500]  我就拿了這份禮物
[00:05:48.500 --> 00:05:51.500]  我又繼續供,供到如此
[00:05:51.500 --> 00:05:54.500]  那個售貨員說
[00:05:54.500 --> 00:05:58.500]  太太,我看你真的很喜歡這份禮物
[00:05:58.500 --> 00:06:01.500]  你也很想有這份禮物
[00:06:01.500 --> 00:06:03.500]  何必要等到聖誕節
[00:06:03.500 --> 00:06:05.500]  這份禮物對你更加重要的時候
[00:06:05.500 --> 00:06:07.500]  為什麼你不早點給我呢
[00:06:07.500 --> 00:06:10.500]  她說對不起,我沒有錢,我不夠錢
[00:06:10.500 --> 00:06:13.500]  不要緊,你先拿了
[00:06:13.500 --> 00:06:16.500]  你可以分期付款,付一點點利息
[00:06:16.500 --> 00:06:19.500]  總之你一年還
[00:06:19.500 --> 00:06:21.500]  每個月不是很多錢
[00:06:21.500 --> 00:06:24.500]  你一年還給我,OK的
[00:06:24.500 --> 00:06:29.500]  這個太太就有一點心有餘辜
[00:06:29.500 --> 00:06:33.500]  給多一點,給一點點利息
