
[00:00:00.000 --> 00:00:02.240]  各位聽眾早晨
[00:00:02.240 --> 00:00:03.880]  今天想和大家分享一個主題
[00:00:03.880 --> 00:00:06.560]  就是「傳言獻上」
[00:00:06.560 --> 00:00:11.280]  經文是來自《羅馬書》十二章第一到第二節
[00:00:11.280 --> 00:00:14.540]  在我們未看這段經文的內容之前
[00:00:14.540 --> 00:00:16.060]  我很想讓大家看看
[00:00:16.060 --> 00:00:20.240]  這段經文到底如何在結構上
[00:00:20.240 --> 00:00:23.480]  幫助我們了解得清楚一點
[00:00:23.480 --> 00:00:25.320]  其實這段聖經
[00:00:25.320 --> 00:00:28.560]  特別第一節有一個很重要的句子
[00:00:28.560 --> 00:00:30.720]  就是「將身體獻上」
[00:00:30.720 --> 00:00:34.680]  保羅在勸當時羅馬教會的弟兄們
[00:00:34.680 --> 00:00:38.160]  他用上帝的慈悲勸他們
[00:00:38.160 --> 00:00:39.460]  勸他們甚麼呢?
[00:00:39.460 --> 00:00:41.680]  就是「將身體獻上」
[00:00:41.680 --> 00:00:44.560]  還有一句是「當作一個祭」
[00:00:44.560 --> 00:00:46.640]  當他講了這句話之後
[00:00:46.640 --> 00:00:51.160]  一連講了三組字眼去描述
[00:00:51.160 --> 00:00:52.720]  去形容這個祭
[00:00:52.720 --> 00:00:54.040]  包括了活的祭
[00:00:54.040 --> 00:00:55.500]  包括了聖潔的祭
[00:00:55.500 --> 00:00:58.480]  包括了上帝所喜悅的祭
[00:00:58.480 --> 00:01:01.520]  然後保羅就跟著說
[00:01:01.520 --> 00:01:03.520]  你們這樣的侍奉
[00:01:03.520 --> 00:01:04.720]  換句話說
[00:01:04.720 --> 00:01:06.160]  當作一個祭
[00:01:06.160 --> 00:01:08.760]  就是這樣的侍奉
[00:01:08.760 --> 00:01:10.480]  或者是這樣的敬拜
[00:01:10.480 --> 00:01:13.080]  我們去到那裡才詳細交代這件事
[00:01:13.080 --> 00:01:14.440]  接著講完這句話之後
[00:01:14.440 --> 00:01:16.640]  他就去補充一句形容詞
[00:01:16.640 --> 00:01:19.800]  就是「理所當然」
[00:01:19.800 --> 00:01:22.520]  然後講完這一段第一節之後
[00:01:22.520 --> 00:01:25.200]  他在第二節就繼續說
[00:01:25.200 --> 00:01:29.920]  怎樣可以令我們做到這件事
[00:01:29.920 --> 00:01:31.280]  或者反過來說
[00:01:31.280 --> 00:01:33.760]  有甚麼事令我們做不到這件事呢?
[00:01:33.760 --> 00:01:36.600]  就是不要效法這個世界
[00:01:36.600 --> 00:01:40.760]  這個世界我們太容易被定型了
[00:01:40.760 --> 00:01:41.760]  在這個世界裡面
[00:01:41.760 --> 00:01:44.440]  所以他叫我們不要被定型
[00:01:44.440 --> 00:01:46.680]  但是相反是怎樣呢?
[00:01:46.680 --> 00:01:48.680]  怎樣可以做到不被定型呢?
[00:01:48.680 --> 00:01:51.840]  就是要被變化
[00:01:51.840 --> 00:01:53.240]  在哪方面做變化呢?
[00:01:53.240 --> 00:01:55.720]  就是心意、心的裡面
[00:01:55.720 --> 00:01:56.720]  你會看到
[00:01:56.720 --> 00:01:59.280]  跟身體是做一個對比的
[00:01:59.280 --> 00:02:01.720]  目的就是令我們可以察現
[00:02:01.720 --> 00:02:04.720]  甚麼是上帝的旨意
[00:02:04.720 --> 00:02:06.120]  提到上帝的旨意的時候
[00:02:06.120 --> 00:02:09.320]  他又用了三組形容的字眼
[00:02:09.320 --> 00:02:14.560]  包括了善良的、順傳的和可喜悅的
[00:02:14.560 --> 00:02:17.720]  所以我們是否看到這兩句話
[00:02:17.720 --> 00:02:20.000]  我們一直很熟悉的這兩句話
[00:02:20.000 --> 00:02:21.760]  其實保羅寫的時候
[00:02:21.760 --> 00:02:24.800]  是有一個很有心思的層次
[00:02:24.800 --> 00:02:26.880]  去寫這兩句話出來
[00:02:26.880 --> 00:02:30.880]  我們這次就嘗試首先看看第一節
[00:02:30.880 --> 00:02:32.680]  我們首先看看第一節
[00:02:32.680 --> 00:02:34.360]  其實當我們看第一節的時候
[00:02:34.360 --> 00:02:35.680]  我們首先要了解一下
[00:02:35.680 --> 00:02:38.480]  羅馬書究竟一到第十一章
[00:02:38.480 --> 00:02:39.880]  是說了甚麼
[00:02:39.880 --> 00:02:41.600]  在羅馬書
[00:02:41.600 --> 00:02:47.000]  我們知道第十二章之前的十一章聖經
[00:02:47.000 --> 00:02:51.160]  都是通常被稱為保羅書信的教義部分
[00:02:51.160 --> 00:02:54.560]  就是主要用「因信稱義」這個概念
[00:02:54.560 --> 00:02:59.680]  重新去劃定了上帝指明的界線
[00:02:59.680 --> 00:03:02.480]  所有相信基督的猶太人
[00:03:02.480 --> 00:03:04.840]  和所有信基督的外邦人
[00:03:04.840 --> 00:03:08.000]  他都可以不再因為律法
[00:03:08.000 --> 00:03:11.840]  不再因為行為來被稱為
[00:03:11.840 --> 00:03:14.440]  因為事實上沒有律法、沒有行為
[00:03:14.440 --> 00:03:17.160]  可以被稱為義
[00:03:17.160 --> 00:03:21.240]  用甚麼東西可以成為真正的阿伯拉罕的後裔呢?
[00:03:21.240 --> 00:03:22.480]  羅馬書提醒我們
[00:03:22.480 --> 00:03:23.920]  唯有基督的救贖
[00:03:23.920 --> 00:03:25.600]  唯有這個福音的裏面
[00:03:25.600 --> 00:03:28.920]  可以令我們出死入生
[00:03:28.920 --> 00:03:30.600]  而且不僅如此
[00:03:30.600 --> 00:03:33.160]  而且也有聖靈的幫助之下
[00:03:33.160 --> 00:03:35.720]  我們可以脫離罪惡的枷鎖
[00:03:35.720 --> 00:03:39.640]  而且聖靈也會給我們在屬靈裏面的身份
[00:03:39.640 --> 00:03:42.120]  而且聖靈也會和我們同在
[00:03:42.120 --> 00:03:45.880]  更新我們和父神的關係
[00:03:45.880 --> 00:03:47.040]  是因為這個緣故
[00:03:47.040 --> 00:03:49.400]  在基督裏面作為一個新的群體
[00:03:49.400 --> 00:03:51.640]  有聖靈在我們裏面的群體
[00:03:51.640 --> 00:03:53.880]  就和以色列人的得救
[00:03:53.880 --> 00:03:58.000]  都是伏在神的大能的恩典之下
[00:03:58.000 --> 00:04:00.480]  猶太人和外邦人
[00:04:00.480 --> 00:04:04.680]  都在神奇妙的計劃裏面
[00:04:04.680 --> 00:04:05.920]  但與此同時
[00:04:05.920 --> 00:04:07.360]  我們不能忘記
[00:04:07.360 --> 00:04:10.160]  原來保羅寫羅馬書的年份
[00:04:10.160 --> 00:04:12.920]  大約在主後的五十七年左右
[00:04:12.920 --> 00:04:17.320]  而距離當時羅馬帝國鐵腕統治下的
[00:04:17.320 --> 00:04:21.160]  在主後六十四年的第一場血洗暴政
[00:04:21.160 --> 00:04:22.640]  其實是很近的
[00:04:22.640 --> 00:04:25.280]  當時羅馬的皇帝尼祿
[00:04:25.280 --> 00:04:27.120]  就把羅馬城的基督徒
[00:04:27.120 --> 00:04:29.400]  當作是代罪羔羊地處理
[00:04:29.400 --> 00:04:32.880]  誣告他們去縱火
[00:04:32.880 --> 00:04:38.360]  於是基督徒有不知多少人被慘遭殺害
[00:04:38.360 --> 00:04:40.440]  當時的教會的數量
[00:04:40.440 --> 00:04:43.480]  我們知道人數越來越增多
[00:04:43.480 --> 00:04:46.080]  而司徒彼得和司徒保羅
[00:04:46.080 --> 00:04:50.760]  極可能就在這次大迫害裏面去信難
[00:04:50.760 --> 00:04:54.320]  這位尼祿王殘殺了很多人
[00:04:54.320 --> 00:04:55.160]  沒錯
[00:04:55.160 --> 00:04:56.280]  在後期
[00:04:56.280 --> 00:04:58.400]  維斯帕先執政的時候
[00:04:58.400 --> 00:04:59.960]  他的兒子提多
