
[00:00:00.000 --> 00:00:06.920]  趙: 如果你看到今天的題目英雄竟然福島,撒姆爾記上28及31章
[00:00:06.920 --> 00:00:10.440]  趙: 如果你看開聖經就知道撒姆爾記上最後一章就是31章了
[00:00:10.440 --> 00:00:14.440]  趙: 所以今天講完就撒姆爾記上暫告一段落了
[00:00:14.440 --> 00:00:21.280]  趙: 和突然之會聊天的時候,突然之會都說這段時間都經常講打仗啊,大衛啊
[00:00:21.280 --> 00:00:26.800]  趙: 要去跟很多人去真戰,都聽得有點沉重
[00:00:26.800 --> 00:00:34.320]  趙: 很感謝這個回應,代表這位回應者其實他們都很留心聽到和入心的
[00:00:34.320 --> 00:00:39.840]  趙: 不過我想說今天講完這裡,這些真戰打仗就暫告一段落了
[00:00:39.840 --> 00:00:44.560]  趙: 今年先不講了,下年再講大衛怎樣做皇帝了
[00:00:44.560 --> 00:00:50.160]  趙: 不過今天可能就更加沉重,你看到剛才Michael幫我們讀的經文
[00:00:50.160 --> 00:00:56.040]  趙: 蘇勞王終於戰敗,在當中就要全軍覆沒
[00:00:56.040 --> 00:01:00.800]  趙: 而和華的受告者是沒落,是令人沉重的
[00:01:00.800 --> 00:01:08.840]  趙: 我們看看當中上帝透過撒姆爾記上,蘇羅的生平給我們有什麼學習,有什麼教訓
[00:01:08.840 --> 00:01:11.840]  趙: 為什麼我今天定一個題目叫英雄竟然撲倒呢
[00:01:11.840 --> 00:01:18.560]  趙: 其實就來自撒姆爾記下的第一章,其實我已經在預備撒姆爾記下了
[00:01:18.560 --> 00:01:27.960]  趙: 第一章的十七至二十七節,就是當時大衛聽到蘇羅王和約拿丹都戰敗身亡的時候
[00:01:27.960 --> 00:01:29.760]  趙: 你猜大衛是什麼心情的呢
[00:01:29.760 --> 00:01:38.040]  趙: 終於那個經常追殺我的蘇羅死了,這個王族的人都死了,你還說我做皇帝,很開心,絕對不是
[00:01:38.040 --> 00:01:45.280]  趙: 相反的,你看到第十七節說大衛作了一首哀歌,哀悼蘇羅和他的兒子約拿丹
[00:01:45.280 --> 00:01:52.080]  趙: 經文時間關係我不跟大家細讀了,不過在整個十九至二十七節就是一段哀歌
[00:01:52.080 --> 00:01:58.200]  趙: 是去哀悼受高者蘇羅王和約拿丹的真正的敗亡
[00:01:58.200 --> 00:02:07.240]  趙: 第十九節說大英雄竟然撲倒,在裡面也細說了蘇羅和約拿丹在過去為以色列去真戰
[00:02:07.240 --> 00:02:14.760]  趙: 打敗了很多的敵人,甚至在二十四節說以色列的女子你們要為蘇羅哭泣
[00:02:14.760 --> 00:02:20.480]  趙: 使你們能夠穿珠紅色的美衣,使你們的衣服有黃金的裝飾
[00:02:20.480 --> 00:02:24.520]  趙: 都曾經令到以色列有興旺過的日子
[00:02:24.520 --> 00:02:30.000]  趙: 但二十五至二十七節再提一次,英雄竟然撲倒
[00:02:30.000 --> 00:02:36.120]  趙: 他不單止為蘇羅哀傷,他更加很感激約拿丹在過去日子裡面怎樣支持他
[00:02:36.120 --> 00:02:40.840]  趙: 他和約拿丹的關係是超越了人世間的愛
[00:02:40.840 --> 00:02:46.480]  趙: 他這樣的角度,英雄竟然撲倒,令到大衛非常傷心
[00:02:46.480 --> 00:02:53.400]  趙: 我們看到以色列的一位受高者蘇羅和,為什麼會有這樣的下場呢
[00:02:53.400 --> 00:02:59.640]  趙: 我們不是應該說神的福氣,不是應該世世代代地跟著贖祂的人嗎
[00:02:59.640 --> 00:03:03.720]  趙: 難道神不是應該幫我們逢凶化吉的嗎
[00:03:03.720 --> 00:03:10.840]  趙: 令我想起過去一段日子,由二零一五年至二零一八年期間
[00:03:10.840 --> 00:03:15.320]  趙: 都有很多個在一些大教會,Mega Church
[00:03:15.320 --> 00:03:19.880]  趙: 不單止是一千多人,是十幾萬人的大教會
[00:03:19.880 --> 00:03:24.760]  趙: 那些堂主和牧師都同樣有撲倒有跌倒的時候
[00:03:24.760 --> 00:03:28.240]  趙: 就好像你看到在右邊,這個是趙容基
[00:03:28.240 --> 00:03:33.080]  趙: 是韓國羽爾島唇峰教會,他的教會有五十多萬人
[00:03:33.080 --> 00:03:37.400]  趙: 左邊的是新加坡的康熙牧師,他的教會也有幾千人
[00:03:37.400 --> 00:03:45.400]  趙: 但是因為財務的緣故被政府去控告他斂財,而且都要入獄
[00:03:45.400 --> 00:03:53.160]  趙: 下面那個是美國的紐溪教會的康波斯牧師
[00:03:53.160 --> 00:03:55.960]  趙: 也因為性醜聞的緣故引咎辭職
[00:03:55.960 --> 00:04:02.120]  趙: 所以我們看到一代的領袖,無論是屬靈的或屬世的
[00:04:02.120 --> 00:04:06.280]  趙: 同樣他都要好好的警醒自己的生命
[00:04:06.280 --> 00:04:08.720]  趙: 同樣都要面對很多試探來引誘
[00:04:08.720 --> 00:04:16.880]  趙: 生命都可能因為在高位裡面而被蠶食或腐化
[00:04:16.880 --> 00:04:20.200]  趙: 值得我們要好好的為我們的領袖去禱告
[00:04:20.200 --> 00:04:25.120]  趙: 而我們自己作為領袖更加要為自己的生命去警醒祈禱
[00:04:25.120 --> 00:04:28.480]  趙: 不要讓我們跌倒犯罪羞辱了上帝的命
[00:04:28.480 --> 00:04:34.760]  趙: 在這一刻求主幫助我們,也為我能夠好好的將上帝壞的宣講去禱告
[00:04:34.760 --> 00:04:37.160]  趙: 我們同心祈禱
[00:04:37.160 --> 00:04:39.640]  趙: 七夕天父求你幫助我們,帶領我們
[00:04:39.640 --> 00:04:43.760]  趙: 我們每個人都是上帝你的子民
[00:04:43.760 --> 00:04:46.440]  趙: 都被上帝你所使用
[00:04:46.440 --> 00:04:49.680]  趙: 但是在我們生命當中有起有跌的時候
[00:04:49.680 --> 00:04:54.880]  趙: 讓我們時常都要警醒我們生命有沒有做了一些不合神心意的地方
[00:04:54.880 --> 00:04:58.680]  趙: 生命被很多東西蠶食去腐化
[00:04:58.680 --> 00:05:00.960]  趙: 願意我們都能夠警醒我們的心
[00:05:00.960 --> 00:05:04.640]  趙: 求你帶領我們今天讓孩子成為上帝的僕人
[00:05:04.640 --> 00:05:08.680]  趙: 以至將你的話語好好的去宣講去講解
[00:05:08.680 --> 00:05:11.040]  趙: 讓每一個聆聽上帝的話語的人
[00:05:11.040 --> 00:05:14.520]  趙: 我們的生命都願意被你的話語去塗做去更新
[00:05:14.520 --> 00:05:17.960]  趙: 也監察我們的生命,也為了我們的領袖去禱告
[00:05:17.960 --> 00:05:22.640]  趙: 我們祈禱交託奉耶穌基督得性命治祈求,阿們
[00:05:22.640 --> 00:05:28.400]  趙: 剛才多謝領會Michael幫我們讀出了三十一章,一至十三節
[00:05:28.400 --> 00:05:32.400]  趙: 所以我們就不再去讀多一次了
[00:05:32.400 --> 00:05:38.840]  趙: 或者大家都應該大約有個印象了
[00:05:38.840 --> 00:05:40.880]  趙: 先講一點背景
[00:05:40.880 --> 00:05:43.480]  趙: 這幅地圖可以幫我們記得背景
[00:05:43.480 --> 00:05:47.560]  趙: 如果你還記得,其實本來呢
