
[00:00:00.000 --> 00:00:07.000]  Hallelujah.
[00:00:07.000 --> 00:00:13.000]  有一個英文的聖誕節講的一句話,
[00:00:13.000 --> 00:00:19.000]  Jesus is the reason of the season.
[00:00:19.000 --> 00:00:24.000]  耶穌基督是這個聖誕季節的原因。
[00:00:24.000 --> 00:00:27.000]  我們為什麼在這裡慶祝聖誕?
[00:00:27.000 --> 00:00:33.000]  因為什麼?因為有大餐,
[00:00:33.000 --> 00:00:38.000]  因為有禮物。
[00:00:38.000 --> 00:00:40.000]  如果今天我們在這裡發放
[00:00:40.000 --> 00:00:42.000]  整個南灣一個消息說,
[00:00:42.000 --> 00:00:47.000]  19號早上來參加靈陽堂聚會的人,
[00:00:47.000 --> 00:00:51.000]  每個人可以拿到一支最新的iPhone,
[00:00:51.000 --> 00:00:54.000]  你想今天會是什麼結果?
[00:00:54.000 --> 00:00:58.000]  擠爆啦!
[00:00:58.000 --> 00:01:01.000]  感謝主我們沒有這樣做。
[00:01:01.000 --> 00:01:05.000]  Jesus is the reason of the season.
[00:01:05.000 --> 00:01:07.000]  親愛的弟兄姊妹,
[00:01:07.000 --> 00:01:09.000]  特別我們慶祝久了,弟兄姊妹,
[00:01:09.000 --> 00:01:11.000]  很多時候我們每一年過聖誕節,
[00:01:11.000 --> 00:01:12.000]  我們每一年過聖誕節,
[00:01:12.000 --> 00:01:18.000]  我們慢慢已經失去了對聖誕節的意義了。
[00:01:18.000 --> 00:01:21.000]  所以原本這個起訴還沒講完的,
[00:01:21.000 --> 00:01:22.000]  應該是要繼續講,
[00:01:22.000 --> 00:01:26.000]  不過我想說再講到今年年底也講不完,
[00:01:26.000 --> 00:01:28.000]  反正耶穌還沒有再來,
[00:01:28.000 --> 00:01:30.000]  繼續講,到明年再講。
[00:01:30.000 --> 00:01:33.000]  但是今天是聖誕節的前夕,
[00:01:33.000 --> 00:01:37.000]  我想我再跟大家重新地來分享思想
[00:01:37.000 --> 00:01:42.000]  耶穌基督降生的意義。
[00:01:42.000 --> 00:01:45.000]  剛才我們讀的這段聖經裡面提到說,
[00:01:45.000 --> 00:01:49.000]  當主耶穌基督降生的那個時候,
[00:01:49.000 --> 00:01:55.000]  有幾個博士從東方來到耶路撒冷。
[00:01:55.000 --> 00:01:58.000]  親愛的弟兄姊妹,
[00:01:58.000 --> 00:02:01.000]  我們來看看,
[00:02:01.000 --> 00:02:04.000]  我們看見這段聖經裡面提到,
[00:02:04.000 --> 00:02:10.000]  有兩種對主耶穌基督降生的態度。
[00:02:10.000 --> 00:02:12.000]  第一種的態度,
[00:02:12.000 --> 00:02:14.000]  當然是一個錯誤的態度。
[00:02:14.000 --> 00:02:17.000]  這第一個錯誤的態度是誰呢?
[00:02:17.000 --> 00:02:20.000]  就是在第一節到第三節這裡所說的。
[00:02:20.000 --> 00:02:24.000]  他說,當西律王的時候,請記得,
[00:02:24.000 --> 00:02:26.000]  這時候是西律王的時候,
[00:02:26.000 --> 00:02:30.000]  然後幾個博士從東方來到耶路撒冷,
[00:02:30.000 --> 00:02:33.000]  就說,那生下來做猶太人之王的在哪裡呢?
[00:02:33.000 --> 00:02:35.000]  我們在東方看見他的心,
[00:02:35.000 --> 00:02:36.000]  特來拜他。
[00:02:36.000 --> 00:02:40.000]  西律王聽見了就怎麼樣?
[00:02:40.000 --> 00:02:44.000]  心裡不安。
[00:02:44.000 --> 00:02:46.000]  王心裡不安,
[00:02:46.000 --> 00:02:49.000]  那全城的人怎麼安得了呢?
[00:02:49.000 --> 00:02:51.000]  所以接下來說什麼?
[00:02:51.000 --> 00:02:53.000]  全耶路撒冷的人,
[00:02:53.000 --> 00:02:56.000]  何曾也都不安。
[00:02:56.000 --> 00:02:58.000]  弟兄姊妹,
[00:02:58.000 --> 00:03:00.000]  當耶穌降生這件事情爆出來的時候,
[00:03:00.000 --> 00:03:02.000]  竟然有人說不安了。
[00:03:02.000 --> 00:03:03.000]  我跟你講,
[00:03:03.000 --> 00:03:05.000]  今天可能大多數的基督徒,
[00:03:05.000 --> 00:03:06.000]  我不敢講每一個,
[00:03:06.000 --> 00:03:09.000]  大多數的基督徒都喜歡過聖誕節,
[00:03:09.000 --> 00:03:10.000]  喜不喜歡?
[00:03:10.000 --> 00:03:13.000]  我們在這裡的人喜不喜歡過聖誕節?
[00:03:13.000 --> 00:03:14.000]  為什麼?
[00:03:14.000 --> 00:03:18.000]  問你旁邊的人為什麼你喜歡?
[00:03:18.000 --> 00:03:23.000]  坦白說,為什麼?
[00:03:23.000 --> 00:03:25.000]  有沒有人喜歡參加birthday party?
[00:03:25.000 --> 00:03:26.000]  喜不喜歡?
[00:03:26.000 --> 00:03:28.000]  喜歡。
[00:03:28.000 --> 00:03:29.000]  是不是?
[00:03:29.000 --> 00:03:31.000]  所以大家都會喜歡參加,
[00:03:31.000 --> 00:03:34.000]  因為這個聖誕節是耶穌基督降生,
[00:03:34.000 --> 00:03:35.000]  對不對?
[00:03:35.000 --> 00:03:38.000]  所以是耶穌基督的birthday。
[00:03:38.000 --> 00:03:41.000]  所以birthday就代表歡樂嘛,
[00:03:41.000 --> 00:03:43.000]  所以大家喜歡來參加歡樂的聚會嘛。
[00:03:43.000 --> 00:03:46.000]  如果今天是壽難節呢?
[00:03:46.000 --> 00:03:48.000]  壽難節呢?
[00:03:48.000 --> 00:03:52.000]  你會發現就比較少囉。
[00:03:52.000 --> 00:03:53.000]  那丟什麼?
[00:03:53.000 --> 00:03:56.000]  可是耶穌基督降生,
[00:03:56.000 --> 00:03:59.000]  這麼樣一個歡樂的事情,
[00:03:59.000 --> 00:04:01.000]  這麼樣子一個寶貴的事情,
[00:04:01.000 --> 00:04:03.000]  所以在另外一處路加福音提到說,
[00:04:03.000 --> 00:04:06.000]  那個天使在那邊報大喜,
[00:04:06.000 --> 00:04:08.000]  說大喜的信息,是不是?
[00:04:08.000 --> 00:04:11.000]  這是大喜的信息,是大好消息。
[00:04:11.000 --> 00:04:14.000]  但是虛擬王卻心裡不安。
[00:04:14.000 --> 00:04:16.000]  他為什麼不安?
[00:04:16.000 --> 00:04:19.000]  他為什麼不安?
[00:04:19.000 --> 00:04:21.000]  為什麼?
[00:04:21.000 --> 00:04:23.000]  虛擬王心裡不安!
[00:04:23.000 --> 00:04:24.000]  為什麼呢?
[00:04:24.000 --> 00:04:27.000]  因為他這一些博士來說,
[00:04:27.000 --> 00:04:33.000]  他說讓他生下來做猶太人之王的在哪裡?
